age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex
33,25 - 45,Caucasian,0,6,0,0,5,0.0,119.0,1.0,1.0,F,1,Male
23,Less than 25,Hispanic,0,4,1,0,2,-1.0,1.0,0.0,1.0,M,0,Female
28,25 - 45,Caucasian,0,3,0,0,0,-6.0,0.0,0.0,6.0,M,0,Female
44,25 - 45,Hispanic,0,3,0,0,4,-85.0,-1.0,1.0,86.0,F,1,Female
36,25 - 45,Hispanic,0,5,0,0,1,-1.0,3.0,0.0,1.0,M,0,Male
41,25 - 45,Asian,0,8,0,0,2,-1.0,161.0,0.0,1.0,F,1,Male
49,Greater than 45,Caucasian,0,5,0,0,12,-24.0,21.0,0.0,24.0,M,0,Male
33,25 - 45,African-American,0,9,0,0,16,-2.0,0.0,0.0,2.0,F,1,Male
28,25 - 45,African-American,0,2,0,0,1,-1.0,0.0,0.0,1.0,F,0,Female
56,Greater than 45,Caucasian,0,2,0,0,3,-1.0,191.0,0.0,1.0,F,0,Male
58,Greater than 45,Other,0,1,0,0,0,-1.0,1.0,0.0,1.0,F,0,Female
21,Less than 25,Hispanic,0,6,0,0,0,-1.0,0.0,0.0,1.0,F,1,Male
27,25 - 45,African-American,0,8,0,0,0,-1.0,60.0,0.0,1.0,F,1,Male
23,Less than 25,African-American,0,6,0,0,0,-1.0,1.0,0.0,1.0,M,0,Female
32,25 - 45,African-American,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,1,Male
45,Greater than 45,Asian,0,3,0,0,6,-1.0,1.0,0.0,1.0,F,1,Female
28,25 - 45,Caucasian,0,4,0,0,6,-2.0,2.0,0.0,2.0,F,0,Male
21,Less than 25,Caucasian,0,9,2,7,2,-3.0,0.0,1.0,4.0,F,1,Male
60,Greater than 45,Caucasian,0,1,0,0,0,-7.0,3.0,0.0,7.0,M,1,Male
22,Less than 25,African-American,0,6,1,0,1,294.0,30.0,1977.0,1683.0,M,0,Female
53,Greater than 45,African-American,0,1,0,0,0,0.0,1.0,1.0,1.0,M,1,Male
51,Greater than 45,African-American,0,2,0,0,3,-1.0,1.0,0.0,1.0,F,0,Male
35,25 - 45,Caucasian,0,5,0,0,0,0.0,40.0,1.0,1.0,F,1,Male
30,25 - 45,Caucasian,0,2,0,0,0,-1.0,0.0,1.0,2.0,F,0,Male
41,25 - 45,African-American,0,6,0,0,19,-71.0,62.0,0.0,71.0,F,0,Male
31,25 - 45,Caucasian,0,1,0,0,0,-1.0,0.0,0.0,1.0,M,0,Male
53,Greater than 45,Hispanic,0,8,0,0,9,-1.0,130.0,0.0,1.0,F,1,Male
41,25 - 45,African-American,0,5,0,0,13,-1.0,2.0,0.0,1.0,F,0,Male
39,25 - 45,Other,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
33,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,0.0,1.0,M,0,Male
28,25 - 45,African-American,0,5,0,0,1,-43.0,1.0,0.0,43.0,F,0,Female
42,25 - 45,Caucasian,0,1,0,0,0,0.0,-1.0,1.0,1.0,M,0,Male
28,25 - 45,Hispanic,0,2,0,0,0,-1.0,1.0,0.0,1.0,F,0,Male
48,Greater than 45,Hispanic,0,1,0,0,1,-8.0,5.0,1.0,9.0,M,0,Male
33,25 - 45,African-American,0,5,0,0,0,-1.0,45.0,0.0,1.0,F,0,Male
34,25 - 45,Caucasian,0,2,0,1,0,-2.0,0.0,1.0,3.0,F,1,Female
55,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,0.0,1.0,F,1,Male
32,25 - 45,Hispanic,0,1,0,0,1,-15.0,2.0,0.0,15.0,F,0,Male
20,Less than 25,African-American,0,5,0,0,0,-1.0,0.0,0.0,1.0,F,1,Male
53,Greater than 45,African-American,0,2,0,0,1,-1.0,0.0,0.0,1.0,M,0,Male
21,Less than 25,Asian,0,6,0,1,0,-1.0,0.0,0.0,1.0,F,1,Male
57,Greater than 45,Caucasian,0,4,0,0,1,-1.0,1.0,0.0,1.0,M,0,Male
37,25 - 45,African-American,0,2,0,0,3,-1.0,0.0,0.0,1.0,M,0,Male
20,Less than 25,Caucasian,0,10,0,0,0,-1.0,6.0,0.0,1.0,F,1,Male
35,25 - 45,African-American,0,9,1,0,23,-1.0,2.0,0.0,1.0,F,1,Female
42,25 - 45,African-American,0,1,0,0,7,-1.0,0.0,0.0,1.0,F,0,Male
36,25 - 45,African-American,0,10,0,0,10,-1.0,32.0,0.0,1.0,F,1,Male
21,Less than 25,Caucasian,0,6,0,0,0,-1.0,0.0,0.0,1.0,F,1,Female
54,Greater than 45,African-American,0,9,0,0,11,-1.0,129.0,0.0,1.0,F,0,Male
29,25 - 45,Caucasian,0,2,0,0,0,0.0,0.0,0.0,0.0,M,0,Male
28,25 - 45,African-American,0,5,0,0,4,-1.0,2.0,0.0,1.0,F,1,Female
35,25 - 45,African-American,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
27,25 - 45,African-American,0,3,0,0,0,-2.0,0.0,0.0,2.0,F,1,Female
33,25 - 45,Caucasian,0,9,0,0,0,0.0,0.0,1.0,1.0,F,1,Male
43,25 - 45,Caucasian,0,5,0,0,4,-1.0,47.0,0.0,1.0,F,0,Male
39,25 - 45,Caucasian,0,5,0,0,0,-1.0,1.0,0.0,1.0,M,0,Male
21,Less than 25,Caucasian,0,4,0,0,0,0.0,0.0,0.0,0.0,M,1,Male
23,Less than 25,African-American,0,5,0,0,1,-2.0,1.0,0.0,2.0,F,1,Female
27,25 - 45,African-American,1,7,0,0,6,-1.0,0.0,0.0,1.0,F,1,Male
28,25 - 45,African-American,0,7,0,0,4,-1.0,29.0,0.0,1.0,F,0,Male
30,25 - 45,African-American,0,5,0,0,0,0.0,0.0,0.0,0.0,F,0,Male
49,Greater than 45,Caucasian,0,2,0,0,2,-1.0,1.0,0.0,1.0,M,0,Male
46,Greater than 45,Caucasian,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
75,Greater than 45,Caucasian,0,4,0,0,1,-35.0,30.0,1.0,36.0,F,1,Male
44,25 - 45,African-American,0,1,0,0,0,0.0,0.0,0.0,0.0,M,0,Male
52,Greater than 45,Caucasian,0,1,0,0,1,-8.0,3.0,0.0,8.0,F,0,Female
32,25 - 45,Caucasian,0,3,0,0,0,0.0,1.0,1.0,1.0,F,0,Male
22,Less than 25,African-American,0,9,0,0,2,-1.0,54.0,0.0,1.0,M,1,Male
26,25 - 45,African-American,0,6,1,0,5,-1.0,1.0,0.0,1.0,F,0,Male
26,25 - 45,Caucasian,0,7,0,0,4,0.0,293.0,0.0,0.0,M,1,Male
23,Less than 25,Caucasian,0,4,0,0,0,-3.0,0.0,0.0,3.0,M,0,Male
32,25 - 45,African-American,0,7,0,0,3,-1.0,8.0,0.0,1.0,F,1,Male
43,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,0.0,0.0,M,0,Male
46,Greater than 45,Caucasian,0,4,0,0,5,-1.0,12.0,0.0,1.0,M,0,Male
25,25 - 45,Caucasian,0,8,0,0,6,70.0,1.0,259.0,189.0,F,1,Male
47,Greater than 45,African-American,0,7,0,0,23,-1.0,403.0,0.0,1.0,F,1,Male
22,Less than 25,African-American,0,3,0,0,1,0.0,16.0,1.0,1.0,M,1,Male
34,25 - 45,African-American,0,3,0,0,5,-1.0,3.0,0.0,1.0,M,1,Male
45,Greater than 45,African-American,0,9,0,0,3,6.0,36.0,41.0,35.0,F,0,Male
35,25 - 45,African-American,1,8,0,4,13,-1.0,0.0,0.0,1.0,F,1,Male
21,Less than 25,African-American,0,4,0,0,0,523.0,117.0,524.0,1.0,F,1,Male
36,25 - 45,African-American,0,2,0,0,3,-1.0,1.0,0.0,1.0,F,1,Male
40,25 - 45,African-American,0,8,0,0,3,-1.0,0.0,0.0,1.0,F,1,Male
32,25 - 45,African-American,0,3,0,0,0,-1.0,1.0,0.0,1.0,M,1,Female
25,25 - 45,African-American,0,3,0,0,0,-1.0,1.0,0.0,1.0,M,0,Male
25,25 - 45,African-American,0,6,0,0,0,-1.0,0.0,0.0,1.0,M,0,Male
37,25 - 45,Caucasian,0,5,0,0,4,-18.0,0.0,0.0,18.0,M,1,Male
33,25 - 45,African-American,0,5,0,0,14,-59.0,0.0,1.0,60.0,F,0,Male
24,Less than 25,Caucasian,0,3,0,0,2,-1.0,2.0,0.0,1.0,F,1,Male
21,Less than 25,African-American,0,7,0,0,1,0.0,3.0,0.0,0.0,F,0,Male
23,Less than 25,African-American,0,10,0,1,2,0.0,80.0,0.0,0.0,M,1,Male
30,25 - 45,African-American,0,5,0,0,4,-1.0,1.0,0.0,1.0,F,0,Female
29,25 - 45,African-American,1,8,0,0,3,-1.0,60.0,0.0,1.0,M,1,Male
34,25 - 45,African-American,0,6,0,0,5,-13.0,2.0,0.0,13.0,M,0,Male
58,Greater than 45,Caucasian,0,2,0,0,3,-4.0,0.0,0.0,4.0,M,0,Male
22,Less than 25,African-American,0,7,0,0,2,0.0,13.0,1.0,1.0,F,0,Male
34,25 - 45,Caucasian,0,2,0,0,0,-1.0,29.0,0.0,1.0,M,1,Male
53,Greater than 45,Caucasian,0,1,0,0,0,0.0,-1.0,0.0,0.0,M,0,Male
30,25 - 45,African-American,0,6,0,0,0,0.0,0.0,0.0,0.0,F,0,Male
21,Less than 25,African-American,0,9,0,0,2,-1.0,0.0,0.0,1.0,F,1,Male
55,Greater than 45,Caucasian,0,1,0,0,1,-3.0,0.0,0.0,3.0,M,0,Male
51,Greater than 45,Caucasian,0,1,0,0,0,-1.0,7.0,0.0,1.0,M,1,Female
37,25 - 45,Caucasian,0,6,0,0,1,-1.0,1.0,0.0,1.0,M,0,Male
22,Less than 25,Caucasian,1,10,0,4,6,168.0,62.0,419.0,251.0,F,1,Male
37,25 - 45,Caucasian,1,7,6,0,13,-1.0,1.0,0.0,1.0,F,0,Male
30,25 - 45,African-American,0,4,0,0,10,0.0,1.0,0.0,0.0,M,1,Male
34,25 - 45,African-American,0,9,0,0,0,-1.0,2.0,0.0,1.0,F,1,Male
52,Greater than 45,Caucasian,0,9,0,0,16,-4.0,11.0,1.0,5.0,F,1,Male
26,25 - 45,African-American,0,9,0,0,9,0.0,79.0,1.0,1.0,F,1,Male
29,25 - 45,Caucasian,0,6,0,0,1,0.0,0.0,1.0,1.0,M,0,Male
27,25 - 45,African-American,0,10,0,1,13,-1.0,0.0,0.0,1.0,F,1,Male
20,Less than 25,African-American,0,10,0,1,0,0.0,0.0,0.0,0.0,F,1,Male
32,25 - 45,Caucasian,0,1,0,0,0,-1.0,5.0,0.0,1.0,F,1,Male
33,25 - 45,Caucasian,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
24,Less than 25,African-American,0,7,0,0,8,-1.0,49.0,0.0,1.0,F,1,Male
29,25 - 45,Caucasian,0,6,0,0,3,-1.0,0.0,0.0,1.0,F,1,Male
53,Greater than 45,African-American,0,2,0,0,3,-1.0,2.0,0.0,1.0,F,0,Female
25,25 - 45,Hispanic,0,2,0,0,0,-1.0,4.0,0.0,1.0,M,0,Male
51,Greater than 45,African-American,0,8,0,0,16,-122.0,66.0,0.0,122.0,F,0,Female
28,25 - 45,African-American,0,5,0,0,5,-1.0,51.0,0.0,1.0,M,1,Male
19,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,0.0,1.0,M,1,Female
26,25 - 45,African-American,0,3,0,0,0,-3.0,0.0,0.0,3.0,M,1,Male
21,Less than 25,Hispanic,0,5,0,1,2,-1.0,1.0,0.0,1.0,F,1,Male
42,25 - 45,Caucasian,0,8,0,0,4,-10.0,4.0,1.0,11.0,F,1,Female
22,Less than 25,African-American,0,7,0,0,1,-1.0,1.0,0.0,1.0,M,1,Male
28,25 - 45,African-American,0,2,0,0,1,-1.0,0.0,0.0,1.0,F,0,Female
32,25 - 45,Caucasian,0,5,0,0,5,-1.0,65.0,0.0,1.0,F,1,Male
22,Less than 25,African-American,0,6,0,0,0,-1.0,0.0,0.0,1.0,F,1,Male
25,25 - 45,African-American,0,7,0,0,4,-1.0,0.0,0.0,1.0,F,1,Male
23,Less than 25,African-American,0,7,0,0,6,-18.0,17.0,0.0,18.0,M,0,Female
22,Less than 25,African-American,0,5,0,0,3,-41.0,0.0,0.0,41.0,F,1,Male
22,Less than 25,Caucasian,0,6,0,0,2,-1.0,0.0,0.0,1.0,M,1,Male
53,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,1.0,1.0,M,0,Female
47,Greater than 45,Caucasian,0,1,0,0,3,-1.0,2.0,0.0,1.0,F,0,Male
41,25 - 45,Caucasian,0,4,0,0,5,-1.0,0.0,0.0,1.0,M,1,Male
43,25 - 45,African-American,0,7,1,0,23,-1.0,102.0,0.0,1.0,F,0,Male
57,Greater than 45,African-American,0,1,0,0,0,-1.0,77.0,0.0,1.0,M,0,Female
25,25 - 45,African-American,0,9,0,1,7,-1.0,3.0,0.0,1.0,M,1,Male
44,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,0.0,1.0,M,1,Male
30,25 - 45,Other,0,1,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
44,25 - 45,Caucasian,0,2,0,0,3,0.0,11.0,1.0,1.0,F,1,Female
40,25 - 45,African-American,0,8,1,1,24,-1.0,1.0,0.0,1.0,M,1,Male
47,Greater than 45,Caucasian,0,1,0,0,2,-1.0,1.0,0.0,1.0,F,0,Male
26,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,0.0,1.0,M,0,Female
31,25 - 45,African-American,0,6,1,0,6,27.0,48.0,318.0,291.0,M,1,Male
65,Greater than 45,Caucasian,0,1,0,0,1,-11.0,1.0,0.0,11.0,F,0,Female
22,Less than 25,African-American,0,4,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
39,25 - 45,Caucasian,0,5,0,0,2,-1.0,0.0,0.0,1.0,F,1,Female
22,Less than 25,Caucasian,0,3,0,0,0,-1.0,0.0,0.0,1.0,F,0,Male
27,25 - 45,African-American,0,4,0,0,6,-1.0,1.0,0.0,1.0,M,1,Male
23,Less than 25,Caucasian,0,6,0,0,0,-1.0,11.0,0.0,1.0,F,0,Female
24,Less than 25,African-American,0,4,0,0,0,-1.0,2.0,0.0,1.0,F,0,Male
27,25 - 45,Caucasian,0,10,0,0,6,-1.0,1.0,0.0,1.0,F,0,Female
71,Greater than 45,Caucasian,0,2,0,0,13,-1.0,0.0,0.0,1.0,F,0,Male
28,25 - 45,African-American,0,5,0,0,5,-1.0,0.0,0.0,1.0,F,1,Male
32,25 - 45,Hispanic,0,5,0,0,2,0.0,0.0,0.0,0.0,M,1,Male
29,25 - 45,African-American,0,6,0,0,0,0.0,1.0,0.0,0.0,F,0,Male
24,Less than 25,African-American,0,3,0,0,0,63.0,10.0,64.0,1.0,F,1,Male
26,25 - 45,Other,0,1,0,0,0,-1.0,2.0,0.0,1.0,F,1,Male
22,Less than 25,Hispanic,0,4,0,0,0,-2.0,0.0,0.0,2.0,M,0,Female
33,25 - 45,African-American,0,6,0,0,4,0.0,-1.0,1.0,1.0,F,0,Male
26,25 - 45,African-American,0,7,0,0,4,-1.0,1.0,3.0,4.0,F,1,Male
42,25 - 45,Caucasian,0,1,0,0,1,-1.0,2.0,0.0,1.0,M,0,Male
35,25 - 45,Caucasian,0,2,0,0,0,0.0,0.0,1.0,1.0,F,0,Male
40,25 - 45,Caucasian,0,2,0,0,1,-1.0,1.0,0.0,1.0,F,0,Male
30,25 - 45,African-American,0,10,1,0,19,0.0,9.0,1.0,1.0,F,1,Male
27,25 - 45,African-American,0,5,0,0,6,-1.0,0.0,0.0,1.0,F,1,Male
42,25 - 45,Other,0,1,0,0,1,-13.0,0.0,0.0,13.0,M,0,Male
31,25 - 45,Hispanic,0,7,1,0,19,-1.0,0.0,0.0,1.0,F,1,Male
26,25 - 45,Caucasian,0,10,3,0,8,-1.0,41.0,0.0,1.0,F,1,Male
27,25 - 45,African-American,0,2,0,0,2,-1.0,0.0,0.0,1.0,F,1,Male
29,25 - 45,Other,0,5,0,0,4,-1.0,0.0,0.0,1.0,M,1,Male
23,Less than 25,African-American,0,7,0,1,1,-1.0,0.0,626.0,627.0,F,0,Male
27,25 - 45,African-American,0,5,0,0,2,-1.0,9.0,0.0,1.0,M,1,Male
25,25 - 45,African-American,0,6,0,0,1,0.0,1.0,0.0,0.0,F,0,Male
31,25 - 45,Hispanic,0,1,0,0,0,0.0,1.0,0.0,0.0,M,0,Male
40,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,0.0,0.0,M,0,Female
56,Greater than 45,Other,0,1,0,0,0,0.0,1.0,0.0,0.0,M,0,Male
27,25 - 45,Caucasian,0,4,0,0,0,0.0,-1.0,0.0,0.0,M,1,Male
30,25 - 45,African-American,0,7,0,0,2,-1.0,1.0,1866.0,1867.0,M,0,Male
22,Less than 25,Hispanic,0,7,0,0,1,0.0,1.0,1.0,1.0,M,1,Male
50,Greater than 45,Caucasian,0,3,0,0,3,-1.0,14.0,0.0,1.0,F,0,Male
24,Less than 25,African-American,0,8,0,4,8,-1.0,214.0,0.0,1.0,F,1,Male
47,Greater than 45,Native American,4,10,0,0,22,0.0,3.0,0.0,0.0,F,1,Male
51,Greater than 45,African-American,0,9,0,0,9,-1.0,35.0,0.0,1.0,F,1,Male
29,25 - 45,African-American,0,6,0,0,0,0.0,0.0,0.0,0.0,M,0,Male
42,25 - 45,African-American,0,1,0,0,0,31.0,2.0,31.0,0.0,M,1,Female
37,25 - 45,African-American,0,2,0,0,4,-1.0,1.0,0.0,1.0,F,0,Male
33,25 - 45,Hispanic,0,1,0,0,0,-1.0,0.0,0.0,1.0,M,0,Male
40,25 - 45,African-American,0,1,0,0,0,-1.0,2.0,0.0,1.0,M,0,Male
43,25 - 45,African-American,0,1,0,0,2,-1.0,2.0,0.0,1.0,M,0,Male
24,Less than 25,Caucasian,0,5,0,1,0,0.0,0.0,0.0,0.0,F,0,Female
28,25 - 45,Other,0,2,0,0,0,-1.0,0.0,0.0,1.0,F,0,Female
22,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,0.0,1.0,F,0,Male
35,25 - 45,African-American,0,8,0,0,4,96.0,108.0,639.0,543.0,F,1,Male
24,Less than 25,African-American,0,2,0,0,1,-13.0,0.0,0.0,13.0,M,0,Male
30,25 - 45,African-American,0,8,0,1,8,-42.0,32.0,0.0,42.0,M,1,Male
54,Greater than 45,Other,0,1,0,0,1,-2.0,2.0,0.0,2.0,F,0,Male
47,Greater than 45,Caucasian,0,1,0,0,0,-1.0,0.0,0.0,1.0,M,0,Female
47,Greater than 45,African-American,0,1,0,0,0,0.0,1.0,0.0,0.0,M,0,Male
67,Greater than 45,Caucasian,0,1,0,0,0,-1.0,0.0,0.0,1.0,M,0,Male
27,25 - 45,Caucasian,0,6,0,0,0,-1.0,1.0,0.0,1.0,F,1,Male
32,25 - 45,Hispanic,0,3,0,0,1,0.0,0.0,0.0,0.0,F,0,Male
28,25 - 45,Caucasian,0,3,0,0,1,-25.0,24.0,1.0,26.0,M,0,Male
28,25 - 45,African-American,0,4,0,0,3,299.0,2.0,399.0,100.0,M,1,Male
26,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,0.0,1.0,M,1,Male
35,25 - 45,African-American,0,7,0,0,2,-1.0,0.0,0.0,1.0,M,0,Male
32,25 - 45,Caucasian,1,4,0,0,8,-2.0,2.0,0.0,2.0,F,0,Male
34,25 - 45,Caucasian,0,7,1,0,15,-1.0,1.0,0.0,1.0,F,0,Male
55,Greater than 45,African-American,0,10,0,0,17,-1.0,25.0,0.0,1.0,F,1,Male
31,25 - 45,African-American,0,1,0,1,2,-43.0,43.0,1.0,44.0,F,1,Male
36,25 - 45,African-American,0,2,0,0,0,-1.0,2.0,0.0,1.0,M,0,Male
28,25 - 45,African-American,0,3,0,0,3,-1.0,1.0,0.0,1.0,F,0,Female
33,25 - 45,Caucasian,0,2,0,0,2,-1.0,1.0,0.0,1.0,M,0,Male
22,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,0.0,1.0,F,0,Male
24,Less than 25,Caucasian,0,7,2,0,7,-1.0,1.0,0.0,1.0,M,0,Female
37,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,0.0,0.0,M,0,Female
37,25 - 45,African-American,1,9,0,0,17,0.0,1.0,1.0,1.0,F,1,Male
66,Greater than 45,Caucasian,0,1,0,0,1,-46.0,28.0,0.0,46.0,M,0,Female
44,25 - 45,Caucasian,0,1,0,0,0,-1.0,2.0,0.0,1.0,M,0,Male
42,25 - 45,African-American,0,10,0,0,17,-1.0,32.0,0.0,1.0,F,1,Male
50,Greater than 45,Caucasian,0,1,0,0,0,-2.0,2.0,0.0,2.0,F,0,Male
26,25 - 45,African-American,0,2,0,0,0,-1.0,2.0,0.0,1.0,M,0,Male
51,Greater than 45,African-American,0,2,0,0,3,-1.0,0.0,0.0,1.0,M,0,Female
21,Less than 25,African-American,0,9,0,0,0,-1.0,1.0,0.0,1.0,M,1,Male
59,Greater than 45,Hispanic,0,1,0,0,0,-4.0,1.0,0.0,4.0,F,0,Male
21,Less than 25,African-American,0,7,0,0,0,-1.0,3.0,0.0,1.0,F,1,Male
49,Greater than 45,African-American,0,5,0,0,11,-1.0,32.0,0.0,1.0,M,1,Male
46,Greater than 45,African-American,0,6,0,0,1,-1.0,1.0,0.0,1.0,M,1,Male
52,Greater than 45,African-American,0,4,0,0,15,0.0,0.0,0.0,0.0,M,1,Male
54,Greater than 45,Caucasian,0,1,0,0,1,-1.0,0.0,0.0,1.0,F,0,Male
23,Less than 25,African-American,0,7,0,0,2,-1.0,3.0,0.0,1.0,M,1,Male
21,Less than 25,Caucasian,0,4,0,0,0,-1.0,0.0,0.0,1.0,M,1,Male
29,25 - 45,African-American,0,8,0,0,29,-1.0,5.0,0.0,1.0,F,1,Male
58,Greater than 45,Caucasian,0,7,0,0,7,-1.0,185.0,0.0,1.0,F,1,Male
30,25 - 45,African-American,0,10,3,0,18,-1.0,17.0,0.0,1.0,M,0,Male
49,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,0.0,1.0,F,0,Male
23,Less than 25,African-American,0,7,0,0,3,0.0,43.0,0.0,0.0,F,1,Male
30,25 - 45,Caucasian,3,4,0,0,4,0.0,96.0,0.0,0.0,F,1,Male
39,25 - 45,Caucasian,0,1,0,0,2,-2.0,-1.0,1.0,3.0,F,1,Male
32,25 - 45,Caucasian,0,5,0,0,2,-61.0,28.0,1.0,62.0,F,1,Male
42,25 - 45,African-American,0,6,0,0,9,0.0,0.0,0.0,0.0,F,1,Male
64,Greater than 45,Caucasian,0,3,0,0,0,-1.0,108.0,0.0,1.0,F,0,Male
35,25 - 45,Hispanic,0,2,0,0,0,0.0,0.0,0.0,0.0,M,0,Female
29,25 - 45,African-American,0,8,0,0,0,-1.0,2.0,0.0,1.0,F,0,Male
53,Greater than 45,Caucasian,0,1,0,0,1,-10.0,1.0,0.0,10.0,M,0,Male
53,Greater than 45,Caucasian,0,1,0,0,0,0.0,4.0,0.0,0.0,M,0,Male
34,25 - 45,African-American,0,2,0,0,1,-3.0,2.0,0.0,3.0,M,0,Male
51,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,1.0,1.0,M,0,Female
50,Greater than 45,African-American,0,1,0,0,4,-1.0,0.0,0.0,1.0,F,1,Male
24,Less than 25,African-American,0,6,0,0,2,-1.0,1.0,0.0,1.0,F,1,Female
25,25 - 45,African-American,0,6,0,0,4,0.0,43.0,0.0,0.0,F,1,Male
27,25 - 45,African-American,0,2,0,0,0,0.0,0.0,0.0,0.0,M,0,Female
