balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
-2326,4,1,1,809,0,housemaid,single,primary,no,no,no,cellular,mar,failure,1,yes
-1672,27,42,1,588,0,student,divorced,secondary,no,no,yes,unknown,oct,failure,1,unpref
234,30,668,1,440,0,retired,single,tertiary,yes,yes,yes,telephone,oct,failure,1,yes
-7452,18,206,31,96,0,self-employed,divorced,tertiary,no,yes,no,cellular,may,success,1,yes
-5191,30,133,2,0,0,technician,single,tertiary,yes,yes,yes,cellular,jul,unknown,unpriv,unpref
-2960,15,1044,1,0,0,student,single,tertiary,no,no,no,unknown,jun,unknown,unpriv,unpref
2457,4,92,1,257,6,management,married,tertiary,no,no,yes,telephone,feb,failure,1,unpref
10019,20,2,2,0,0,technician,married,secondary,no,yes,no,unknown,oct,unknown,unpriv,unpref
-4943,2,2,1,90,3,management,single,secondary,yes,no,yes,cellular,dec,success,unpriv,unpref
-5531,18,356,2,141,0,services,divorced,tertiary,yes,yes,no,unknown,mar,failure,1,yes
4869,16,149,1,69,10,blue-collar,married,primary,no,no,yes,cellular,nov,success,unpriv,unpref
1665,29,200,1,0,3,housemaid,divorced,unknown,yes,yes,no,telephone,dec,success,unpriv,yes
-3014,17,15,1,0,0,blue-collar,divorced,tertiary,yes,no,yes,telephone,apr,unknown,1,unpref
-5955,29,44,2,0,0,entrepreneur,married,secondary,yes,no,no,unknown,may,success,1,yes
11667,2,2002,1,14,0,retired,divorced,primary,no,yes,yes,unknown,jan,unknown,unpriv,yes
-2889,2,119,1,0,0,blue-collar,single,unknown,yes,no,no,cellular,feb,unknown,1,unpref
7206,30,88,1,229,1,management,single,tertiary,no,yes,no,telephone,jan,other,1,unpref
5507,5,965,1,105,2,admin.,married,secondary,no,no,yes,unknown,sep,other,1,yes
7134,5,62,1,0,0,services,divorced,primary,no,no,no,cellular,dec,unknown,1,unpref
3874,6,281,1,299,1,admin.,divorced,tertiary,no,yes,yes,cellular,jun,failure,1,unpref
1456,17,237,38,0,0,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,yes
10920,27,0,1,832,0,entrepreneur,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
563,27,412,1,109,4,self-employed,married,tertiary,no,no,no,cellular,jan,other,unpriv,yes
4888,15,57,1,58,0,retired,married,tertiary,yes,no,no,cellular,nov,failure,1,unpref
1650,1,0,1,811,0,admin.,single,secondary,no,yes,yes,telephone,feb,failure,unpriv,unpref
7847,6,424,1,52,0,retired,married,secondary,no,yes,no,telephone,nov,other,1,yes
1765,26,292,1,446,2,admin.,married,primary,no,yes,no,unknown,may,failure,1,unpref
-1211,7,142,1,0,0,self-employed,single,unknown,no,yes,yes,unknown,jul,unknown,1,unpref
1892,27,164,4,413,1,unknown,married,primary,no,yes,no,cellular,aug,success,unpriv,yes
2809,23,86,1,276,3,blue-collar,single,secondary,yes,yes,yes,cellular,apr,other,1,yes
1686,24,0,6,0,0,housemaid,married,unknown,no,no,yes,telephone,mar,unknown,unpriv,unpref
2498,8,423,24,0,0,entrepreneur,divorced,tertiary,no,yes,yes,telephone,feb,unknown,1,yes
-1281,5,3,7,352,0,student,married,tertiary,yes,yes,yes,cellular,mar,other,1,unpref
-379,17,534,1,334,0,management,divorced,secondary,no,no,no,cellular,jan,failure,unpriv,unpref
38736,29,11,1,595,0,management,divorced,tertiary,no,no,no,unknown,oct,other,1,yes
-3384,29,0,1,1,0,services,divorced,secondary,yes,no,no,telephone,jan,unknown,1,yes
-1879,7,749,1,158,14,student,single,tertiary,no,yes,no,cellular,jul,failure,unpriv,yes
4773,12,740,7,1,0,admin.,married,primary,yes,no,yes,cellular,jul,unknown,1,unpref
-728,23,767,1,97,0,technician,married,primary,no,no,no,telephone,jan,success,1,unpref
5878,9,772,1,291,1,management,single,unknown,no,no,no,unknown,nov,failure,1,unpref
1399,21,154,11,0,0,entrepreneur,single,tertiary,yes,yes,no,unknown,aug,unknown,1,unpref
-5294,13,89,1,0,0,management,married,secondary,yes,no,no,cellular,sep,unknown,unpriv,yes
3555,11,462,1,235,1,blue-collar,single,primary,no,no,no,telephone,feb,other,unpriv,unpref
-4279,20,275,1,5,0,self-employed,divorced,secondary,no,no,no,unknown,may,unknown,unpriv,yes
7302,16,73,1,201,4,technician,single,secondary,no,yes,yes,cellular,sep,success,unpriv,yes
1182,8,3603,1,0,0,admin.,divorced,unknown,no,yes,no,unknown,jun,unknown,1,yes
3727,23,438,1,82,0,entrepreneur,divorced,unknown,no,no,no,cellular,feb,success,unpriv,yes
5558,18,247,1,0,0,retired,divorced,unknown,yes,no,yes,cellular,nov,unknown,1,yes
6690,2,300,1,6,0,management,married,tertiary,no,yes,no,unknown,jun,success,1,unpref
-5590,2,59,1,298,3,admin.,divorced,tertiary,no,yes,no,telephone,apr,other,unpriv,yes
2329,2,22,1,0,0,technician,married,tertiary,yes,yes,no,cellular,feb,unknown,1,yes
-7421,30,0,1,61,0,entrepreneur,single,secondary,no,no,yes,unknown,jan,success,unpriv,unpref
4605,25,240,1,386,7,technician,married,primary,no,yes,yes,cellular,apr,failure,1,yes
677,3,137,1,80,3,retired,divorced,secondary,no,yes,no,unknown,feb,failure,1,unpref
-196,27,476,4,138,13,student,single,unknown,yes,no,no,telephone,may,failure,1,yes
2619,5,0,1,9,0,student,married,primary,no,yes,no,unknown,dec,other,unpriv,yes
1742,28,510,1,0,0,services,married,tertiary,no,no,yes,unknown,may,unknown,1,unpref
-699,6,255,8,253,14,services,married,secondary,yes,yes,no,telephone,jun,failure,1,unpref
-581,30,589,3,3,0,blue-collar,divorced,primary,no,yes,yes,cellular,oct,unknown,1,unpref
8142,1,127,1,0,57,self-employed,single,secondary,no,yes,yes,telephone,may,other,1,unpref
-2159,2,172,1,0,0,management,single,primary,no,yes,no,cellular,apr,unknown,1,yes
-4060,25,70,1,0,0,housemaid,divorced,primary,no,yes,no,telephone,nov,unknown,unpriv,unpref
-358,30,90,37,0,0,blue-collar,married,secondary,no,no,no,telephone,aug,unknown,1,unpref
1758,27,0,4,38,0,unemployed,single,tertiary,no,no,yes,cellular,jun,other,1,unpref
49282,27,9,1,536,2,unemployed,single,secondary,no,no,no,telephone,oct,success,1,unpref
-460,5,360,1,0,0,unemployed,divorced,secondary,yes,yes,yes,unknown,sep,unknown,unpriv,unpref
973,2,413,1,0,0,student,single,primary,no,yes,yes,telephone,mar,unknown,unpriv,unpref
-2610,22,2,1,141,5,admin.,single,tertiary,yes,no,no,cellular,oct,other,1,yes
2934,6,17,2,0,0,management,married,tertiary,yes,yes,yes,telephone,aug,unknown,unpriv,unpref
-2594,2,281,3,163,1,blue-collar,single,secondary,no,no,yes,cellular,feb,failure,1,yes
930,29,441,1,54,9,admin.,married,tertiary,no,yes,yes,telephone,jul,success,unpriv,yes
-3686,26,84,10,5,0,technician,divorced,primary,yes,no,no,unknown,jun,unknown,1,unpref
2026,1,24,1,587,0,housemaid,married,secondary,no,no,no,cellular,oct,other,1,unpref
33305,18,75,28,303,35,retired,divorced,primary,no,no,yes,telephone,may,failure,unpriv,unpref
4693,28,167,1,635,2,technician,divorced,tertiary,no,no,yes,cellular,feb,success,1,unpref
540,3,259,1,204,0,retired,married,unknown,no,no,no,telephone,oct,success,unpriv,yes
-5626,5,3852,1,0,0,entrepreneur,single,tertiary,no,no,no,telephone,oct,unknown,1,yes
19225,14,423,2,302,2,self-employed,married,primary,yes,no,no,cellular,mar,success,1,yes
-1015,29,67,40,0,0,technician,married,unknown,yes,yes,no,telephone,jan,unknown,1,unpref
-1370,25,1284,11,394,2,unemployed,divorced,secondary,yes,no,no,cellular,jul,success,1,unpref
-6569,29,548,24,168,0,housemaid,divorced,primary,yes,yes,no,cellular,jan,failure,1,yes
-832,22,1106,1,0,0,management,married,unknown,no,yes,yes,unknown,may,other,1,yes
-7929,30,0,1,31,0,technician,married,secondary,yes,no,yes,unknown,jul,unknown,unpriv,yes
-3501,7,994,1,151,1,student,single,unknown,no,no,no,cellular,sep,other,1,yes
2121,26,75,14,308,1,blue-collar,single,tertiary,no,no,no,cellular,dec,success,unpriv,unpref
-6450,30,93,1,672,0,technician,married,tertiary,no,no,no,unknown,dec,failure,unpriv,yes
3950,20,30,1,63,29,admin.,divorced,tertiary,no,no,yes,telephone,nov,other,1,unpref
11148,7,53,1,487,0,entrepreneur,married,secondary,no,yes,yes,unknown,mar,failure,1,unpref
1062,15,157,1,104,1,student,single,unknown,yes,yes,yes,cellular,nov,failure,unpriv,unpref
5835,29,4,1,288,1,student,divorced,secondary,no,yes,no,cellular,mar,other,1,unpref
-1700,2,169,1,0,0,admin.,married,unknown,no,no,no,cellular,aug,unknown,unpriv,unpref
469,17,130,5,0,0,technician,divorced,secondary,no,yes,yes,unknown,aug,other,1,unpref
-7889,1,152,47,0,0,management,married,secondary,yes,yes,no,unknown,mar,unknown,1,unpref
-905,23,2271,1,42,0,housemaid,single,tertiary,no,no,yes,telephone,sep,success,1,yes
-1845,1,399,1,155,7,technician,married,unknown,no,no,yes,cellular,jul,other,1,unpref
1617,24,1028,2,161,24,student,divorced,secondary,no,no,no,telephone,mar,success,unpriv,yes
-3974,30,2553,1,31,0,services,married,secondary,no,yes,no,cellular,jan,success,1,unpref
6028,4,13,3,0,0,unemployed,divorced,tertiary,no,no,no,telephone,jan,unknown,unpriv,unpref
3248,24,2128,1,291,4,entrepreneur,married,tertiary,no,no,yes,cellular,may,failure,unpriv,yes
7233,17,1438,1,186,10,self-employed,married,tertiary,no,yes,no,telephone,sep,failure,1,yes
-4104,21,0,1,283,0,unknown,married,unknown,no,no,yes,unknown,dec,failure,1,unpref
-1772,23,1776,1,0,0,admin.,single,secondary,yes,yes,yes,unknown,may,unknown,1,yes
-1405,11,1552,1,21,15,technician,married,secondary,no,no,no,cellular,apr,success,unpriv,yes
1421,18,143,1,0,0,retired,married,tertiary,no,yes,yes,cellular,apr,unknown,unpriv,unpref
-4236,8,12,1,102,1,self-employed,single,tertiary,yes,no,yes,telephone,feb,other,1,yes
5883,15,79,1,500,6,unemployed,married,primary,no,yes,no,cellular,jun,other,1,unpref
13516,4,414,1,24,2,admin.,single,tertiary,no,no,no,unknown,feb,success,1,yes
-1131,20,830,3,274,0,services,divorced,secondary,yes,yes,yes,cellular,dec,failure,1,unpref
816,14,57,1,170,1,services,divorced,secondary,no,no,yes,cellular,may,other,1,yes
-5894,12,38,1,71,0,unemployed,divorced,tertiary,no,no,no,cellular,apr,failure,1,yes
4272,30,73,16,0,0,technician,divorced,unknown,no,yes,no,cellular,jul,unknown,1,unpref
898,25,37,1,0,0,management,divorced,unknown,yes,yes,no,unknown,may,unknown,unpriv,unpref
3972,15,12,1,5,0,entrepreneur,married,primary,no,yes,no,telephone,jul,unknown,1,yes
-556,12,122,5,0,0,blue-collar,single,secondary,yes,yes,no,telephone,may,unknown,unpriv,unpref
-875,10,279,1,0,0,services,single,secondary,yes,no,yes,cellular,aug,unknown,1,yes
3000,22,220,1,3,0,services,single,secondary,no,no,no,unknown,jan,other,1,yes
-1903,27,492,1,120,0,student,single,primary,no,yes,no,telephone,may,success,1,yes
12785,27,0,1,853,0,retired,divorced,secondary,yes,yes,no,telephone,sep,failure,unpriv,unpref
1762,10,167,1,200,4,admin.,single,unknown,no,yes,no,cellular,dec,success,1,yes
4352,7,98,10,0,0,management,married,primary,no,no,no,unknown,jul,unknown,unpriv,unpref
2713,22,41,1,139,2,management,single,tertiary,no,yes,yes,cellular,aug,success,1,unpref
302,13,678,1,3,0,blue-collar,divorced,secondary,no,yes,no,cellular,feb,unknown,unpriv,yes
-1517,24,352,1,0,0,self-employed,divorced,tertiary,yes,no,no,cellular,aug,unknown,1,unpref
-7171,17,2,1,0,0,blue-collar,single,primary,no,no,no,unknown,sep,unknown,1,yes
7345,4,568,1,110,1,blue-collar,divorced,unknown,no,no,yes,unknown,feb,other,1,unpref
-1806,15,148,1,0,0,entrepreneur,divorced,primary,no,no,yes,unknown,nov,unknown,1,unpref
1893,15,223,1,241,0,blue-collar,single,primary,yes,yes,no,cellular,nov,success,unpriv,unpref
2763,3,746,1,76,1,blue-collar,married,unknown,no,yes,yes,cellular,feb,success,1,yes
-6126,1,0,1,300,0,unknown,married,secondary,no,no,yes,telephone,dec,success,unpriv,yes
6560,26,28,3,0,0,admin.,married,tertiary,yes,no,no,unknown,apr,unknown,1,unpref
2206,28,65,1,0,0,unemployed,single,primary,yes,no,yes,telephone,jul,unknown,unpriv,yes
-3974,21,3,1,58,1,admin.,single,tertiary,yes,no,yes,cellular,aug,failure,unpriv,unpref
5216,19,49,1,112,7,self-employed,married,primary,no,yes,yes,telephone,nov,failure,unpriv,unpref
2058,28,54,3,0,0,services,divorced,secondary,no,yes,yes,telephone,jul,unknown,unpriv,unpref
-2590,29,162,1,138,0,entrepreneur,married,tertiary,no,no,no,telephone,may,other,1,unpref
6526,3,298,2,0,0,self-employed,married,secondary,no,no,yes,cellular,feb,unknown,unpriv,unpref
3063,28,34,1,0,0,retired,single,primary,no,no,yes,cellular,jan,unknown,1,unpref
-1274,22,138,1,102,0,retired,divorced,secondary,no,yes,yes,cellular,nov,success,1,unpref
3920,2,0,1,24,58,entrepreneur,single,tertiary,yes,yes,no,cellular,jan,other,unpriv,unpref
2965,20,360,1,423,2,technician,single,tertiary,no,no,no,telephone,jul,failure,1,unpref
-1712,28,74,3,341,2,student,divorced,unknown,no,yes,no,telephone,apr,failure,1,unpref
631,29,283,19,0,0,student,single,secondary,no,yes,yes,cellular,jun,unknown,1,unpref
-1946,1,71,1,0,0,management,single,tertiary,yes,no,yes,unknown,jul,unknown,1,unpref
-7382,1,2,1,0,0,housemaid,married,secondary,yes,no,yes,unknown,may,other,unpriv,unpref
65,8,140,2,20,0,entrepreneur,married,primary,no,no,no,cellular,feb,failure,1,unpref
285,1,2,1,0,55,technician,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
10704,30,76,1,0,0,unknown,married,unknown,yes,yes,yes,cellular,may,unknown,1,unpref
-957,29,543,1,0,0,services,divorced,unknown,no,no,yes,unknown,jun,unknown,unpriv,yes
-594,3,125,1,0,0,services,single,primary,no,yes,no,unknown,may,unknown,unpriv,unpref
-3584,1,3510,4,475,6,technician,married,tertiary,yes,no,no,telephone,aug,failure,1,yes
1264,1,1515,1,0,0,admin.,married,tertiary,no,yes,yes,unknown,oct,unknown,1,yes
-5519,3,13,1,123,3,technician,single,tertiary,yes,yes,no,telephone,may,other,1,yes
-6933,20,0,1,729,0,retired,divorced,primary,no,yes,no,cellular,may,failure,unpriv,yes
-1085,19,37,1,1,0,retired,married,primary,yes,yes,no,cellular,jan,unknown,unpriv,unpref
11004,30,22,1,224,2,retired,married,unknown,no,yes,yes,telephone,jan,other,unpriv,unpref
1255,2,284,10,0,0,blue-collar,married,tertiary,no,no,no,cellular,jun,unknown,1,yes
3137,29,332,8,354,1,technician,single,secondary,no,yes,no,telephone,jul,other,unpriv,yes
-628,1,3,1,239,1,management,married,unknown,no,yes,no,telephone,feb,unknown,unpriv,unpref
-4955,29,29,1,58,13,entrepreneur,divorced,unknown,no,yes,yes,cellular,jan,failure,unpriv,unpref
-2092,29,17,1,0,0,blue-collar,divorced,tertiary,no,yes,yes,unknown,dec,failure,1,yes
1708,30,319,1,0,0,retired,divorced,primary,no,no,no,telephone,apr,unknown,1,yes
83,3,283,2,0,0,blue-collar,married,primary,no,no,yes,telephone,may,unknown,1,yes
2104,30,37,1,0,0,services,single,unknown,no,no,no,cellular,apr,unknown,unpriv,yes
-2564,29,234,1,0,0,blue-collar,married,unknown,yes,no,no,telephone,jun,unknown,unpriv,yes
-1093,1,484,3,180,10,services,single,unknown,no,yes,yes,telephone,jun,failure,1,unpref
-4244,11,2,1,220,0,unemployed,married,unknown,yes,no,yes,cellular,apr,failure,1,unpref
-4442,8,53,1,55,0,retired,single,secondary,yes,no,no,cellular,mar,failure,unpriv,yes
8510,7,0,1,662,0,admin.,married,secondary,no,no,no,unknown,jul,success,1,unpref
1427,9,778,4,309,1,management,divorced,tertiary,yes,yes,no,cellular,apr,success,1,unpref
-1733,20,266,5,211,27,housemaid,single,tertiary,no,yes,yes,cellular,mar,other,unpriv,yes
1566,14,880,1,197,12,management,married,secondary,no,yes,no,cellular,oct,failure,1,yes
-1914,22,172,1,170,1,management,married,unknown,no,no,no,cellular,may,success,1,unpref
637,19,367,2,469,0,technician,married,secondary,yes,yes,no,cellular,may,other,1,unpref
445,19,53,4,315,1,blue-collar,married,secondary,no,yes,yes,cellular,jul,other,unpriv,unpref
-3800,23,124,5,310,32,blue-collar,divorced,primary,no,no,no,telephone,jun,failure,1,unpref
4188,29,159,1,67,3,self-employed,single,primary,no,no,no,cellular,aug,other,1,unpref
-7997,16,3154,1,0,0,unemployed,divorced,primary,no,no,yes,cellular,may,unknown,unpriv,unpref
-1107,12,76,1,11,0,entrepreneur,married,unknown,yes,yes,yes,telephone,nov,unknown,1,yes
7347,30,29,1,0,0,entrepreneur,married,tertiary,yes,no,yes,cellular,jan,unknown,unpriv,unpref
43675,5,283,1,0,0,retired,single,secondary,no,no,no,unknown,mar,unknown,1,unpref
1112,20,94,11,224,2,retired,married,secondary,no,no,yes,cellular,aug,failure,1,unpref
1061,26,27,30,226,2,management,married,tertiary,no,yes,no,cellular,aug,other,unpriv,unpref
2273,30,1253,5,1,0,unemployed,single,tertiary,no,yes,yes,telephone,may,unknown,1,unpref
258,3,124,1,272,4,blue-collar,married,primary,yes,yes,yes,telephone,feb,failure,1,unpref
2824,13,238,2,157,1,blue-collar,divorced,tertiary,no,yes,no,unknown,may,other,1,unpref
3267,6,508,1,626,8,student,single,secondary,no,no,yes,cellular,aug,other,unpriv,unpref
6316,29,356,6,756,22,entrepreneur,married,tertiary,yes,yes,no,telephone,oct,failure,unpriv,yes
334,10,288,1,267,20,unemployed,divorced,primary,no,yes,no,telephone,sep,success,1,unpref
308,12,2834,1,21,0,management,single,unknown,yes,yes,no,cellular,jul,failure,1,yes
-2667,1,958,1,289,4,management,single,secondary,no,yes,yes,telephone,apr,success,1,yes
-133,8,376,1,248,2,retired,divorced,tertiary,no,no,no,cellular,feb,other,unpriv,unpref
688,21,103,25,0,0,technician,married,primary,no,yes,yes,telephone,aug,unknown,1,unpref
850,12,223,1,446,1,blue-collar,divorced,secondary,no,no,no,cellular,aug,success,1,yes
1671,25,384,1,82,0,retired,single,unknown,no,yes,no,cellular,may,other,1,unpref
-6975,1,0,1,727,4,admin.,divorced,secondary,no,no,no,telephone,dec,other,unpriv,unpref
3319,1,28,1,181,0,student,married,secondary,no,yes,yes,telephone,oct,failure,unpriv,yes
2988,27,547,3,5,0,management,single,primary,yes,yes,no,telephone,oct,unknown,1,unpref
9944,21,407,1,0,0,housemaid,married,primary,no,no,no,cellular,may,unknown,unpriv,yes
-6013,1,0,1,76,17,unknown,married,tertiary,no,yes,no,cellular,dec,failure,1,unpref
1022,6,644,16,391,2,unknown,married,secondary,no,yes,yes,telephone,feb,other,1,unpref
-5141,3,21,2,0,0,housemaid,married,secondary,yes,yes,yes,cellular,nov,unknown,unpriv,unpref
-2487,1,85,2,231,1,retired,married,primary,yes,no,yes,cellular,feb,other,unpriv,unpref
8540,27,112,3,0,0,housemaid,divorced,secondary,no,no,yes,cellular,apr,unknown,1,unpref
6238,27,1883,1,80,0,services,divorced,tertiary,no,no,no,telephone,jul,success,1,yes
5709,20,572,22,45,0,retired,married,tertiary,no,no,no,telephone,apr,failure,unpriv,unpref
435,7,145,25,138,1,blue-collar,single,secondary,no,yes,no,telephone,nov,failure,1,unpref
-5847,12,1545,1,0,0,unemployed,single,primary,yes,yes,no,unknown,jul,unknown,1,yes
2284,29,955,1,581,0,retired,single,primary,no,no,no,unknown,jul,failure,unpriv,yes
-4885,4,164,1,2,0,management,divorced,unknown,no,yes,yes,cellular,dec,unknown,1,yes
-250,25,30,1,222,2,technician,married,tertiary,yes,no,yes,cellular,aug,other,1,yes
5982,8,6,1,119,0,admin.,single,tertiary,no,no,yes,telephone,mar,failure,unpriv,yes
4928,7,306,4,410,0,technician,single,secondary,yes,no,no,cellular,nov,success,1,yes
-387,22,831,7,258,1,admin.,divorced,primary,yes,no,no,cellular,may,failure,1,unpref
-3857,30,0,1,0,0,management,single,tertiary,no,no,no,cellular,sep,unknown,1,unpref
956,9,1,1,847,0,unknown,single,tertiary,no,yes,no,unknown,mar,unknown,1,unpref
-48,29,1381,1,0,0,blue-collar,married,tertiary,no,yes,no,unknown,jul,unknown,unpriv,yes
-573,3,309,1,3,0,housemaid,single,unknown,no,no,no,telephone,jun,unknown,1,unpref
1324,14,934,1,49,0,entrepreneur,married,tertiary,no,no,yes,unknown,jun,success,1,yes
9450,25,1114,1,102,0,blue-collar,married,secondary,yes,no,no,cellular,jul,other,1,yes
1993,16,995,1,0,0,self-employed,married,unknown,no,yes,no,cellular,jan,unknown,1,yes
1336,18,242,1,0,0,management,married,tertiary,no,no,no,telephone,nov,unknown,unpriv,yes
3787,11,1117,1,211,0,entrepreneur,single,unknown,no,yes,no,telephone,may,failure,unpriv,unpref
2789,1,2528,1,0,0,blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,unpriv,yes
4225,28,46,1,663,0,technician,divorced,secondary,no,no,no,telephone,feb,failure,1,yes
872,18,79,1,134,10,technician,divorced,tertiary,no,yes,no,cellular,nov,failure,unpriv,unpref
-660,28,7,1,257,0,unknown,divorced,unknown,no,no,no,cellular,oct,failure,1,unpref
-3565,26,0,1,0,0,unemployed,single,secondary,no,yes,no,cellular,jan,unknown,unpriv,unpref
39856,1,23,1,281,4,services,married,unknown,no,yes,no,telephone,mar,success,1,unpref
2734,2,285,1,0,0,services,single,secondary,no,yes,no,telephone,feb,unknown,1,yes
8086,7,81,1,338,7,admin.,single,secondary,yes,yes,no,telephone,mar,success,1,unpref
3659,27,1165,1,229,1,unemployed,married,unknown,no,no,no,cellular,jul,failure,unpriv,yes
599,15,1734,1,408,4,services,divorced,primary,no,yes,no,cellular,sep,other,1,yes
-277,4,19,1,4,0,admin.,divorced,tertiary,yes,no,yes,unknown,jun,failure,1,yes
10801,19,296,5,16,3,student,single,primary,no,no,no,cellular,nov,failure,unpriv,unpref
2316,15,86,1,152,0,unemployed,single,tertiary,no,yes,no,cellular,nov,other,1,yes
-5247,19,207,1,283,2,entrepreneur,married,tertiary,no,yes,yes,cellular,jan,other,1,yes
1313,19,117,1,0,1,entrepreneur,married,unknown,no,yes,yes,unknown,jun,unknown,unpriv,unpref
8947,13,986,1,6,1,retired,married,primary,no,yes,no,unknown,feb,success,1,yes
-916,24,1003,3,111,9,housemaid,divorced,secondary,yes,no,no,telephone,nov,failure,1,unpref
-1102,19,937,2,212,9,housemaid,married,tertiary,yes,yes,no,cellular,may,failure,unpriv,unpref
-3779,12,279,1,0,0,management,single,tertiary,yes,yes,no,cellular,jun,unknown,unpriv,yes
3781,2,1088,5,430,5,self-employed,divorced,primary,no,yes,yes,unknown,feb,other,1,yes
2158,13,1120,1,67,0,services,married,unknown,no,no,yes,cellular,nov,failure,1,yes
2286,9,276,1,5,0,services,single,secondary,no,no,no,cellular,jun,failure,1,unpref
-1062,14,17,1,0,0,self-employed,divorced,tertiary,yes,yes,yes,unknown,jun,unknown,1,unpref
14727,6,98,1,292,1,blue-collar,married,secondary,no,yes,no,telephone,may,success,unpriv,yes
1794,9,296,2,117,0,management,married,secondary,no,no,yes,cellular,jul,success,1,yes
11096,29,1420,1,0,0,student,married,unknown,no,no,yes,cellular,jan,unknown,unpriv,yes
6347,8,1200,1,0,0,management,divorced,primary,no,yes,no,unknown,aug,unknown,1,unpref
1690,9,222,1,184,1,admin.,single,secondary,no,yes,no,unknown,jun,other,1,unpref
3039,22,92,1,286,1,admin.,married,primary,no,no,no,cellular,apr,other,1,yes
661,2,452,1,431,0,blue-collar,married,unknown,no,no,no,telephone,mar,failure,1,yes
-3627,1,0,1,852,0,unknown,married,primary,no,no,no,unknown,mar,unknown,1,yes
-1951,4,1369,1,0,0,retired,single,secondary,yes,no,yes,unknown,jun,unknown,unpriv,unpref
478,28,61,1,216,0,unemployed,married,primary,no,yes,no,telephone,apr,failure,unpriv,yes
-4055,18,4,1,135,2,admin.,single,tertiary,yes,yes,yes,telephone,apr,other,1,unpref
-6772,5,0,1,286,0,self-employed,divorced,unknown,no,no,no,unknown,jan,failure,1,yes
7025,2,204,1,0,0,entrepreneur,married,secondary,no,yes,no,cellular,sep,unknown,1,unpref
-3419,3,61,3,195,0,services,married,unknown,no,yes,no,unknown,dec,failure,1,yes
-2823,28,1541,1,115,0,admin.,divorced,secondary,no,yes,no,telephone,jan,success,unpriv,unpref
