balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
1034,30,498,31,0,0,self-employed,married,secondary,no,no,no,telephone,sep,unknown,1,unpref
1370,13,207,2,189,1,management,single,tertiary,no,no,no,unknown,jun,success,1,yes
4733,5,511,1,273,0,technician,divorced,tertiary,no,no,yes,cellular,apr,failure,1,unpref
2371,8,319,16,447,32,student,divorced,secondary,no,no,no,telephone,feb,success,unpriv,unpref
1961,14,0,1,0,0,housemaid,married,unknown,no,no,yes,telephone,mar,unknown,unpriv,unpref
-1958,12,212,1,129,5,blue-collar,divorced,unknown,yes,no,no,telephone,jun,failure,1,yes
-8018,30,326,2,694,0,technician,married,secondary,no,yes,no,unknown,oct,unknown,unpriv,yes
-775,13,16,1,0,0,technician,divorced,tertiary,yes,yes,yes,unknown,aug,unknown,1,unpref
4460,28,107,1,0,19,housemaid,married,unknown,yes,yes,no,telephone,dec,success,unpriv,unpref
2668,15,268,2,1,0,technician,divorced,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
-273,15,0,1,0,0,entrepreneur,single,secondary,yes,yes,no,cellular,oct,unknown,unpriv,unpref
2026,20,174,1,288,2,admin.,married,secondary,yes,yes,yes,cellular,apr,failure,1,yes
7345,4,568,1,110,1,blue-collar,divorced,unknown,no,no,yes,unknown,feb,other,1,unpref
-4723,7,38,1,0,0,housemaid,single,tertiary,no,no,yes,unknown,oct,unknown,1,unpref
-1718,30,437,6,3,0,unemployed,divorced,unknown,no,yes,yes,cellular,jan,unknown,1,unpref
-3331,17,36,2,3,0,entrepreneur,married,secondary,yes,yes,yes,telephone,jul,unknown,1,unpref
5558,18,247,1,0,0,retired,divorced,unknown,yes,no,yes,cellular,nov,unknown,1,yes
-7309,30,0,1,13,0,technician,married,tertiary,yes,no,yes,cellular,jul,success,unpriv,unpref
-230,21,669,2,141,8,blue-collar,married,tertiary,yes,yes,no,cellular,may,failure,unpriv,unpref
6237,2,297,1,0,0,housemaid,single,primary,yes,no,yes,cellular,jul,other,unpriv,unpref
-3291,1,169,1,3,0,services,divorced,secondary,no,yes,no,cellular,dec,unknown,1,yes
1186,1,0,1,0,0,self-employed,single,tertiary,no,yes,no,telephone,jun,unknown,unpriv,unpref
-6842,30,0,1,96,0,unemployed,single,secondary,no,no,yes,unknown,dec,success,unpriv,unpref
1084,1,243,1,403,1,management,married,secondary,no,yes,no,telephone,may,failure,1,yes
2640,30,306,10,0,0,management,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
-2177,25,140,1,374,0,retired,single,secondary,yes,no,no,cellular,apr,other,unpriv,yes
40868,27,105,1,722,0,student,divorced,tertiary,no,no,no,unknown,oct,other,1,yes
-3531,1,188,1,0,0,unemployed,single,secondary,no,no,yes,cellular,feb,unknown,1,yes
1333,25,38,1,32,46,entrepreneur,married,unknown,no,yes,yes,cellular,apr,failure,unpriv,unpref
-6355,7,0,1,743,54,admin.,married,tertiary,no,no,no,cellular,dec,other,1,unpref
1438,1,0,1,0,0,retired,divorced,secondary,yes,yes,no,cellular,jul,success,1,unpref
3869,2,107,1,0,0,housemaid,married,unknown,no,yes,no,cellular,aug,unknown,1,unpref
-1014,29,62,1,0,0,management,divorced,tertiary,no,no,no,telephone,apr,unknown,unpriv,yes
-5782,10,62,1,0,0,unknown,married,unknown,no,yes,no,unknown,jun,failure,unpriv,unpref
5982,8,6,1,119,0,admin.,single,tertiary,no,no,yes,telephone,mar,failure,unpriv,yes
-11,8,165,1,820,0,technician,single,secondary,no,no,no,unknown,aug,other,1,unpref
3681,7,368,6,101,2,technician,single,secondary,yes,no,no,telephone,feb,success,1,yes
-3956,22,2,1,81,2,admin.,single,tertiary,yes,yes,yes,cellular,nov,other,unpriv,unpref
2606,28,200,1,426,1,technician,married,secondary,no,no,yes,cellular,may,other,1,unpref
4052,18,2235,6,271,6,admin.,divorced,secondary,no,yes,no,telephone,jun,other,1,yes
6307,1,0,1,0,1,services,single,secondary,no,yes,yes,cellular,sep,other,unpriv,unpref
6512,23,1161,3,431,0,unknown,divorced,secondary,no,yes,no,cellular,jan,failure,unpriv,unpref
14019,16,424,6,370,2,self-employed,married,tertiary,yes,yes,no,telephone,mar,success,1,yes
5849,30,1060,1,2,0,student,single,primary,no,no,no,cellular,sep,success,unpriv,yes
-3714,29,604,15,3,0,services,divorced,secondary,yes,no,no,unknown,jun,unknown,1,yes
-5696,30,0,1,0,0,entrepreneur,married,tertiary,no,no,yes,cellular,dec,unknown,unpriv,yes
2443,23,1030,2,0,0,technician,married,tertiary,no,yes,no,cellular,aug,other,unpriv,yes
5450,2,2134,1,117,1,retired,married,secondary,no,no,no,cellular,jun,failure,1,yes
-591,9,106,1,0,0,services,single,unknown,yes,yes,yes,cellular,may,unknown,1,unpref
8033,30,139,1,0,0,management,single,tertiary,yes,no,no,cellular,jan,unknown,unpriv,unpref
5268,27,376,2,579,4,student,single,tertiary,no,no,no,telephone,jan,failure,1,unpref
-6835,26,72,7,176,0,housemaid,divorced,primary,yes,yes,no,telephone,mar,failure,1,yes
3774,15,43,1,179,1,blue-collar,married,primary,no,no,yes,cellular,nov,success,unpriv,yes
184,17,121,3,119,2,self-employed,married,tertiary,no,yes,yes,telephone,nov,failure,1,unpref
3974,15,812,1,198,3,management,single,unknown,no,yes,no,cellular,nov,failure,unpriv,yes
3042,22,64,1,0,0,entrepreneur,single,primary,no,no,yes,telephone,nov,unknown,1,unpref
2317,19,54,1,0,0,admin.,married,secondary,no,yes,yes,unknown,jan,other,1,unpref
-5351,3,64,1,153,2,self-employed,married,secondary,yes,yes,no,cellular,feb,other,1,yes
20475,7,92,1,365,0,entrepreneur,divorced,tertiary,no,yes,no,unknown,feb,success,1,unpref
-6186,25,53,1,0,0,housemaid,divorced,tertiary,yes,yes,no,cellular,jun,unknown,1,unpref
-1644,25,367,1,772,0,technician,divorced,primary,no,no,yes,telephone,jan,success,1,unpref
1878,17,236,4,273,1,blue-collar,divorced,primary,no,yes,yes,cellular,apr,other,1,unpref
-3795,13,615,18,273,0,blue-collar,single,unknown,no,yes,no,unknown,may,success,1,unpref
14569,27,281,1,37,0,blue-collar,married,tertiary,no,no,no,telephone,nov,success,1,unpref
121,21,623,1,336,5,retired,divorced,primary,no,yes,no,cellular,may,success,unpriv,yes
2978,23,0,18,0,0,blue-collar,single,tertiary,no,yes,yes,cellular,aug,unknown,1,unpref
-2682,16,1852,1,0,0,unknown,married,primary,yes,no,no,cellular,nov,unknown,unpriv,unpref
-2513,1,232,1,217,12,management,single,secondary,no,no,yes,telephone,apr,other,1,yes
-1235,12,694,6,36,0,services,married,primary,no,no,no,unknown,jun,other,1,unpref
3007,23,278,1,179,0,management,divorced,unknown,no,no,no,cellular,dec,failure,1,unpref
-348,27,915,1,58,0,student,single,unknown,no,yes,no,telephone,apr,other,1,yes
1270,22,92,6,0,0,management,married,tertiary,yes,no,yes,unknown,jun,unknown,1,unpref
-3821,28,1112,1,209,0,self-employed,divorced,tertiary,no,no,no,cellular,mar,success,unpriv,yes
2197,18,44,1,0,0,self-employed,divorced,unknown,no,no,no,telephone,jul,other,1,unpref
10678,2,1463,1,59,0,retired,divorced,primary,no,yes,yes,unknown,jan,failure,unpriv,yes
-3096,23,252,1,407,0,management,single,primary,yes,yes,no,cellular,apr,failure,1,unpref
-1996,7,0,1,309,0,admin.,single,tertiary,no,yes,no,unknown,mar,other,1,yes
-6928,28,1,1,28,15,technician,single,primary,yes,yes,yes,cellular,oct,other,1,yes
3981,10,261,1,325,0,blue-collar,divorced,secondary,no,no,no,cellular,nov,other,1,unpref
2510,23,605,1,117,0,blue-collar,married,unknown,no,no,no,cellular,apr,unknown,unpriv,yes
-3364,13,200,1,270,3,entrepreneur,married,tertiary,yes,yes,yes,cellular,may,other,1,yes
-2515,14,332,2,2,0,retired,married,primary,no,no,yes,unknown,apr,unknown,unpriv,yes
893,8,234,1,0,0,technician,married,primary,no,yes,no,telephone,jul,unknown,unpriv,unpref
15040,11,39,1,216,0,unemployed,married,primary,yes,no,no,telephone,nov,failure,1,yes
-937,25,966,5,120,5,housemaid,divorced,secondary,yes,no,no,cellular,may,failure,1,unpref
-6627,25,14,1,203,1,self-employed,divorced,primary,yes,no,no,cellular,may,other,unpriv,yes
-2315,8,383,1,420,7,technician,single,tertiary,no,yes,yes,telephone,jan,other,1,yes
6434,4,89,1,143,0,services,single,tertiary,no,no,no,cellular,feb,other,unpriv,yes
-2145,1,579,1,5,0,unemployed,divorced,primary,no,no,no,unknown,may,unknown,1,yes
5458,1,90,1,145,2,admin.,married,secondary,no,no,no,unknown,oct,success,1,yes
-761,23,794,1,0,0,admin.,single,secondary,yes,yes,yes,unknown,jun,unknown,1,unpref
4501,13,34,1,78,3,self-employed,divorced,unknown,no,yes,no,cellular,oct,success,1,unpref
12267,3,8,1,0,0,admin.,single,unknown,no,no,no,unknown,jul,failure,1,unpref
222,28,983,1,0,0,admin.,divorced,tertiary,no,yes,yes,cellular,jul,unknown,unpriv,yes
-3099,30,0,1,0,0,self-employed,divorced,primary,yes,no,yes,unknown,feb,unknown,1,unpref
-873,30,124,1,3,0,services,single,primary,yes,yes,no,telephone,jan,unknown,1,unpref
3391,20,29,1,76,1,retired,single,unknown,no,no,yes,cellular,aug,success,1,yes
-2488,22,44,1,69,1,services,divorced,secondary,yes,no,yes,telephone,jan,failure,1,yes
-4725,6,43,1,1,0,housemaid,married,primary,yes,yes,yes,cellular,dec,unknown,1,unpref
-2720,6,0,4,278,0,student,single,tertiary,yes,no,yes,unknown,mar,other,1,unpref
-3312,22,43,1,0,0,management,divorced,secondary,yes,yes,no,telephone,nov,unknown,1,unpref
4820,1,0,1,90,58,services,single,primary,yes,yes,no,cellular,jun,other,unpriv,unpref
873,1,196,1,0,0,unknown,single,secondary,no,yes,yes,telephone,mar,unknown,unpriv,unpref
15453,26,0,1,852,0,entrepreneur,married,secondary,no,yes,no,unknown,sep,failure,1,unpref
3578,2,372,1,256,1,management,married,primary,no,no,no,cellular,feb,success,1,unpref
-3530,30,4,1,0,0,unemployed,single,unknown,yes,no,no,unknown,oct,unknown,1,unpref
2539,1,53,2,0,0,admin.,married,unknown,yes,yes,no,telephone,feb,unknown,1,unpref
5843,28,58,1,396,0,admin.,single,secondary,no,no,no,cellular,dec,failure,unpriv,yes
268,29,295,1,0,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,unpriv,yes
-196,29,505,2,0,0,unemployed,married,tertiary,no,no,no,cellular,mar,unknown,1,unpref
-2092,29,17,1,0,0,blue-collar,divorced,tertiary,no,yes,yes,unknown,dec,failure,1,yes
-2302,15,2503,1,0,0,housemaid,married,primary,no,no,no,telephone,oct,unknown,1,yes
-251,30,189,1,0,0,blue-collar,married,secondary,no,no,yes,unknown,aug,unknown,1,unpref
-2860,4,104,1,45,1,student,single,tertiary,no,yes,no,cellular,jan,success,unpriv,unpref
2160,3,83,1,0,0,admin.,single,tertiary,yes,no,yes,cellular,jul,unknown,1,yes
-1050,29,661,5,0,0,technician,single,primary,no,yes,no,unknown,jun,unknown,1,yes
-285,29,118,1,6,0,retired,married,tertiary,yes,yes,no,unknown,oct,unknown,unpriv,unpref
-1608,24,219,2,125,0,unknown,married,unknown,no,no,yes,cellular,jan,failure,1,unpref
-852,23,99,1,91,0,retired,married,primary,yes,no,yes,cellular,jun,failure,1,unpref
5050,3,248,1,138,5,technician,divorced,tertiary,no,no,no,telephone,may,success,1,yes
11582,1,0,1,250,0,services,single,tertiary,no,yes,yes,unknown,jul,success,1,unpref
-1797,20,1816,1,180,9,housemaid,single,primary,no,yes,yes,cellular,sep,failure,1,unpref
49282,27,9,1,536,2,unemployed,single,secondary,no,no,no,telephone,oct,success,1,unpref
1051,6,3320,1,0,0,admin.,married,secondary,no,yes,yes,telephone,oct,unknown,1,yes
-2820,2,163,1,234,1,unemployed,single,secondary,no,yes,no,cellular,aug,failure,1,unpref
-1038,18,133,28,0,0,technician,married,tertiary,yes,yes,yes,telephone,dec,unknown,unpriv,yes
-4630,1,3666,1,0,0,admin.,married,secondary,yes,yes,no,unknown,jul,unknown,1,yes
-2302,3,9,1,51,0,housemaid,divorced,tertiary,no,no,no,cellular,jul,unknown,1,yes
6316,29,356,6,756,22,entrepreneur,married,tertiary,yes,yes,no,telephone,oct,failure,unpriv,yes
-907,30,72,2,165,5,technician,single,secondary,no,no,yes,telephone,jul,failure,1,unpref
8812,20,101,1,65,47,admin.,divorced,primary,no,no,no,telephone,nov,failure,1,unpref
-2408,5,28,1,853,47,retired,divorced,tertiary,no,no,no,cellular,aug,success,1,unpref
263,30,44,1,0,0,student,single,secondary,no,no,no,unknown,jan,unknown,unpriv,unpref
-550,3,235,2,144,4,entrepreneur,single,secondary,yes,yes,no,unknown,jun,failure,1,yes
-2491,8,79,2,0,0,entrepreneur,divorced,unknown,no,yes,no,telephone,may,unknown,1,unpref
-1322,5,284,1,0,0,retired,married,secondary,yes,no,no,telephone,jun,unknown,unpriv,unpref
22480,26,0,1,36,0,entrepreneur,married,primary,no,no,no,telephone,jan,failure,unpriv,unpref
15309,4,29,1,55,0,technician,married,tertiary,yes,yes,no,cellular,nov,unknown,1,yes
-7285,15,709,39,0,0,entrepreneur,married,secondary,yes,no,no,unknown,mar,unknown,1,unpref
-1853,13,1539,1,63,6,blue-collar,married,secondary,no,yes,no,cellular,jul,success,unpriv,yes
-2241,1,197,4,198,0,blue-collar,married,secondary,no,yes,yes,cellular,feb,failure,1,unpref
4449,7,93,1,0,0,entrepreneur,divorced,tertiary,yes,no,no,telephone,sep,unknown,1,yes
3645,5,1149,2,166,1,services,married,tertiary,no,yes,no,cellular,apr,failure,1,yes
668,22,653,1,6,0,unemployed,single,secondary,no,yes,no,telephone,sep,unknown,1,yes
-432,24,102,28,153,1,technician,married,secondary,no,yes,no,telephone,jan,success,1,unpref
-277,4,19,1,4,0,admin.,divorced,tertiary,yes,no,yes,unknown,jun,failure,1,yes
1169,21,2257,1,6,0,services,divorced,secondary,yes,yes,yes,cellular,mar,unknown,unpriv,unpref
-1628,4,71,1,106,0,retired,single,tertiary,yes,yes,yes,cellular,jan,failure,1,unpref
1631,28,359,1,457,3,unknown,single,primary,no,yes,no,cellular,aug,other,1,yes
1990,30,54,1,137,0,technician,married,secondary,yes,yes,yes,unknown,aug,failure,unpriv,unpref
-1611,19,509,1,536,0,unemployed,married,secondary,no,no,no,telephone,jul,other,1,yes
117,19,154,11,4,0,unemployed,single,unknown,no,no,no,telephone,aug,failure,1,yes
4656,8,236,1,174,0,admin.,divorced,secondary,yes,yes,no,unknown,oct,other,1,unpref
-4560,5,246,1,73,0,entrepreneur,married,tertiary,yes,no,no,cellular,feb,failure,1,unpref
-172,5,151,1,248,3,blue-collar,married,primary,yes,yes,yes,telephone,may,failure,1,unpref
-744,6,23,1,280,0,management,divorced,secondary,no,yes,yes,cellular,nov,success,1,unpref
-875,26,541,4,427,0,unemployed,married,secondary,yes,no,no,cellular,jun,success,1,unpref
1362,18,367,1,528,3,technician,divorced,unknown,no,yes,yes,cellular,aug,failure,1,yes
-2306,15,815,1,206,1,retired,divorced,primary,no,no,yes,cellular,feb,other,unpriv,yes
-4019,1,14,1,177,0,management,married,unknown,no,yes,yes,cellular,dec,other,unpriv,unpref
5740,12,469,17,507,5,blue-collar,divorced,primary,no,yes,no,telephone,feb,failure,unpriv,unpref
1499,7,1120,4,250,2,unemployed,single,tertiary,yes,no,no,cellular,apr,success,1,yes
2891,12,54,1,488,0,services,married,secondary,no,yes,no,cellular,mar,other,1,unpref
19347,8,7,1,683,0,admin.,divorced,secondary,no,yes,no,unknown,mar,success,unpriv,yes
5072,29,6,2,0,0,housemaid,single,unknown,no,yes,yes,telephone,jul,unknown,1,unpref
-5932,17,1428,1,3,0,self-employed,single,tertiary,yes,yes,no,unknown,may,unknown,1,unpref
2912,14,328,2,146,6,admin.,married,primary,no,no,yes,telephone,jul,other,unpriv,unpref
2165,28,224,22,13,0,retired,divorced,secondary,no,yes,no,telephone,aug,unknown,unpriv,unpref
10422,3,1119,1,0,0,housemaid,single,primary,yes,no,no,unknown,jun,unknown,unpriv,unpref
2284,29,955,1,581,0,retired,single,primary,no,no,no,unknown,jul,failure,unpriv,yes
3751,13,150,3,530,4,student,married,tertiary,no,yes,no,telephone,sep,failure,unpriv,unpref
3552,27,1301,1,0,0,management,single,tertiary,no,yes,no,cellular,oct,unknown,1,yes
-2447,22,18,1,105,30,self-employed,single,unknown,no,yes,yes,cellular,feb,other,1,yes
-4452,2,101,1,168,1,entrepreneur,single,secondary,no,yes,no,telephone,feb,other,1,unpref
-4914,27,88,1,27,0,management,married,unknown,no,no,yes,telephone,jun,success,unpriv,yes
-675,16,180,1,37,3,retired,married,tertiary,yes,no,no,cellular,oct,success,unpriv,yes
1871,14,300,1,0,0,management,divorced,tertiary,no,no,yes,cellular,nov,unknown,unpriv,unpref
17178,29,197,1,155,0,technician,single,tertiary,no,no,no,cellular,dec,success,1,unpref
1444,13,0,1,3,0,entrepreneur,divorced,primary,no,yes,no,unknown,sep,unknown,unpriv,yes
4076,9,1966,3,399,7,self-employed,married,primary,no,yes,no,telephone,sep,other,1,yes
8526,27,0,1,832,0,retired,single,secondary,no,yes,no,telephone,apr,failure,1,unpref
1733,9,1890,1,0,0,entrepreneur,married,primary,no,yes,yes,cellular,aug,unknown,1,yes
650,26,50,1,0,0,self-employed,divorced,unknown,no,no,yes,telephone,jan,unknown,unpriv,yes
-1301,15,19,12,0,0,retired,married,unknown,no,no,no,cellular,aug,other,unpriv,unpref
2312,8,696,1,251,3,entrepreneur,divorced,primary,no,no,no,cellular,apr,failure,unpriv,yes
29722,29,114,1,1,0,student,married,primary,no,no,yes,cellular,mar,failure,1,yes
10815,29,357,1,1,1,housemaid,divorced,primary,no,no,no,telephone,mar,other,unpriv,unpref
467,24,331,6,264,5,retired,married,secondary,no,yes,yes,telephone,may,success,unpriv,yes
3544,10,119,1,256,0,student,single,secondary,no,no,yes,cellular,may,failure,unpriv,unpref
-5795,16,86,1,248,0,self-employed,married,secondary,no,no,no,cellular,oct,other,unpriv,yes
-1746,29,224,34,0,0,services,married,unknown,no,yes,no,unknown,jul,unknown,1,unpref
-2223,26,319,2,0,0,student,divorced,primary,no,yes,no,cellular,jul,unknown,1,unpref
3858,12,872,1,0,0,technician,married,unknown,no,no,no,unknown,aug,unknown,1,yes
299,22,168,2,0,0,retired,divorced,tertiary,no,no,no,unknown,jun,unknown,1,unpref
2112,25,2383,1,166,0,blue-collar,married,unknown,no,yes,no,cellular,jun,other,1,yes
-163,2,34,1,260,0,student,divorced,secondary,no,yes,yes,telephone,oct,failure,unpriv,yes
1538,30,2024,1,1,0,technician,divorced,secondary,no,yes,yes,unknown,jan,unknown,1,yes
8947,13,986,1,6,1,retired,married,primary,no,yes,no,unknown,feb,success,1,yes
1124,21,169,1,3,0,self-employed,single,tertiary,no,no,no,cellular,nov,failure,1,yes
7000,21,44,1,78,0,management,married,tertiary,yes,yes,yes,cellular,aug,success,1,unpref
2686,9,236,16,80,0,retired,married,tertiary,no,yes,yes,cellular,jul,other,1,unpref
-763,1,230,1,0,0,services,divorced,secondary,no,no,yes,telephone,mar,other,1,unpref
1893,15,223,1,241,0,blue-collar,single,primary,yes,yes,no,cellular,nov,success,unpriv,unpref
-1132,11,273,1,0,0,technician,single,unknown,no,no,yes,cellular,jul,unknown,unpriv,unpref
2890,27,1775,1,1,0,blue-collar,divorced,unknown,no,yes,yes,telephone,jun,unknown,unpriv,unpref
478,28,61,1,216,0,unemployed,married,primary,no,yes,no,telephone,apr,failure,unpriv,yes
-3508,24,28,1,61,1,blue-collar,divorced,primary,no,no,no,cellular,jun,success,1,yes
-5650,30,0,1,0,0,services,divorced,unknown,yes,no,no,telephone,feb,unknown,unpriv,yes
4412,29,210,1,221,4,retired,divorced,primary,no,no,no,unknown,sep,success,unpriv,unpref
-511,27,122,6,0,0,technician,single,primary,yes,no,yes,cellular,aug,unknown,1,unpref
-7150,1,0,1,44,0,unknown,married,unknown,no,no,no,cellular,mar,success,1,yes
-6684,25,306,3,0,0,unemployed,divorced,secondary,yes,no,no,cellular,jul,unknown,unpriv,yes
-905,23,2271,1,42,0,housemaid,single,tertiary,no,no,yes,telephone,sep,success,1,yes
2935,21,138,1,0,0,admin.,single,unknown,no,yes,no,cellular,may,unknown,unpriv,unpref
-2763,9,535,1,279,0,entrepreneur,divorced,unknown,no,yes,no,cellular,feb,other,unpriv,unpref
-699,6,255,8,253,14,services,married,secondary,yes,yes,no,telephone,jun,failure,1,unpref
2384,29,87,26,0,0,self-employed,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
5313,23,648,1,56,4,technician,single,tertiary,no,no,no,telephone,apr,other,unpriv,unpref
-6433,10,0,1,39,1,self-employed,single,secondary,yes,no,yes,cellular,dec,success,1,yes
-1985,14,70,1,213,1,blue-collar,married,primary,no,no,no,unknown,apr,failure,1,yes
4452,22,180,1,109,10,blue-collar,married,primary,no,yes,yes,telephone,apr,success,1,yes
-1551,13,81,2,69,0,management,single,unknown,no,no,no,cellular,apr,success,unpriv,unpref
