previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,261,25,7,1,-772,management,single,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,6,0,20,4,2040,housemaid,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,366,0,18,3,1925,services,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,294,0,6,1,1821,management,married,tertiary,no,yes,yes,cellular,apr,unknown,1,unpref
0,279,32,21,1,1930,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,353,0,5,1,1839,retired,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,122,0,4,2,-800,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,205,0,5,5,2995,technician,divorced,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,112,0,28,1,1477,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,181,0,24,5,742,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,262,0,10,1,5125,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,164,0,11,1,3763,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,49,1,12,1,-2490,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,296,296,6,1,2364,unemployed,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,559,0,17,2,-315,retired,married,primary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,125,0,23,5,-121,services,married,secondary,no,no,no,unknown,aug,unknown,1,unpref
0,371,0,26,1,1501,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1,36,291,22,14,1566,blue-collar,married,primary,no,yes,no,cellular,nov,other,1,unpref
3,168,224,22,1,2222,entrepreneur,married,secondary,no,yes,no,cellular,nov,failure,1,yes
1,91,90,23,1,3126,services,married,secondary,no,yes,yes,cellular,oct,failure,1,unpref
0,0,0,19,1,5904,management,divorced,tertiary,no,no,no,cellular,nov,unknown,1,unpref
2,335,391,21,7,3485,management,single,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,308,0,19,2,1481,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,7,0,9,4,65,blue-collar,single,primary,no,no,yes,cellular,may,unknown,1,unpref
0,133,0,4,1,710,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,253,5,22,3,89,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1,192,224,7,1,-61,admin.,married,unknown,no,yes,no,cellular,oct,failure,1,unpref
0,67,0,3,1,1376,blue-collar,divorced,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,298,0,26,1,-1680,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,174,0,15,5,2063,admin.,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,51,0,21,2,-2231,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,0,0,27,14,2726,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
2,50,282,10,3,2901,management,single,tertiary,no,yes,no,cellular,may,other,1,unpref
0,182,1,21,3,5885,unemployed,single,tertiary,no,yes,no,cellular,may,unknown,unpriv,unpref
0,16,0,25,1,8675,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,460,0,15,7,811,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,133,0,23,1,-5593,technician,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,69,0,22,2,3035,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,452,1,28,1,2011,blue-collar,single,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,139,13,8,1,2113,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,249,0,14,1,78,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,1,yes
0,113,0,5,4,9580,self-employed,married,tertiary,no,no,no,telephone,jun,unknown,1,unpref
2,211,213,9,2,1310,technician,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,549,0,15,1,576,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
0,323,0,17,4,92,technician,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,206,1,16,2,-724,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,96,0,14,1,-590,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,436,3,10,2,1464,management,married,primary,no,no,no,unknown,may,unknown,1,unpref
0,155,0,14,1,-606,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,6,0,25,1,6514,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,unpriv,unpref
0,34,0,17,2,-4266,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,326,0,15,3,1500,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,122,0,2,1,1757,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,1,0,14,1,5990,admin.,single,tertiary,no,no,yes,telephone,jul,unknown,1,unpref
0,188,0,3,1,1531,management,married,tertiary,no,yes,no,cellular,feb,unknown,1,unpref
0,252,0,20,1,4913,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,443,1,9,2,8512,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
2,132,237,9,1,-649,blue-collar,married,primary,no,yes,yes,cellular,may,other,1,unpref
0,184,0,15,5,1672,management,married,tertiary,no,yes,yes,unknown,jun,unknown,1,unpref
0,466,4,11,1,3702,management,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,281,4,9,1,2983,self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,43,0,11,1,593,management,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,32,0,17,1,-734,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,541,0,18,2,1849,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,178,1,21,2,2,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,135,0,18,2,3526,services,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,667,0,27,8,604,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1,221,167,19,2,4144,technician,single,secondary,no,yes,no,cellular,apr,failure,1,yes
4,268,148,13,1,-2849,blue-collar,married,secondary,no,yes,yes,cellular,nov,failure,1,unpref
0,223,0,16,1,2911,management,married,tertiary,no,no,no,telephone,nov,unknown,1,unpref
0,29,0,22,2,5242,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,309,0,8,1,40,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,561,0,24,1,1784,admin.,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,35,0,16,4,-1585,entrepreneur,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,154,0,22,1,-2640,services,divorced,secondary,yes,no,no,unknown,jun,unknown,1,unpref
0,86,0,20,4,-605,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,248,0,30,1,-1710,admin.,married,primary,no,no,no,cellular,jan,unknown,1,unpref
0,137,0,22,1,3450,housemaid,married,unknown,no,yes,no,cellular,jun,unknown,1,unpref
0,17,0,15,1,5244,unknown,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
1,30,273,11,1,-1475,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,290,311,12,1,1425,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,2,0,14,12,933,services,married,unknown,no,no,yes,cellular,aug,unknown,1,unpref
0,779,0,5,3,-1153,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,476,0,9,1,-399,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,81,0,9,2,1029,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,94,0,9,3,1516,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,319,0,24,2,-1860,services,married,unknown,no,yes,no,cellular,feb,unknown,1,unpref
0,718,0,14,1,10554,retired,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,890,0,7,3,361,blue-collar,married,secondary,no,yes,no,telephone,feb,unknown,1,yes
0,292,0,19,1,1214,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,34,0,23,2,-1998,management,single,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,85,0,22,2,-1186,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,458,0,21,3,2099,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,100,0,13,1,1482,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,253,0,25,1,3921,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,118,0,8,2,2912,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,116,74,7,1,5133,technician,married,secondary,no,no,no,cellular,aug,success,1,unpref
0,202,0,16,1,488,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,214,0,19,2,2097,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,47,0,27,3,4991,technician,married,secondary,no,yes,yes,telephone,jul,unknown,1,unpref
0,113,76,21,2,-1487,blue-collar,married,primary,no,yes,no,cellular,nov,failure,1,unpref
0,56,0,4,1,-943,unknown,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,0,135,11,1,34613,technician,divorced,secondary,no,no,no,cellular,may,failure,unpriv,yes
0,120,0,8,1,2323,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,449,0,18,1,-4732,technician,divorced,tertiary,no,no,no,cellular,jan,unknown,1,yes
0,144,0,22,1,3241,housemaid,married,tertiary,no,no,no,cellular,nov,unknown,unpriv,yes
0,407,0,22,1,8919,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,172,0,19,1,-708,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
2,200,294,15,1,3380,management,married,unknown,no,yes,no,cellular,may,failure,1,unpref
0,281,0,28,6,647,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,398,265,26,11,3143,admin.,married,secondary,no,no,no,cellular,jan,failure,1,unpref
0,0,0,18,1,-864,services,married,secondary,no,yes,no,unknown,apr,unknown,1,unpref
0,581,3,11,1,3179,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
1,134,54,19,1,6969,management,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,142,0,23,2,7743,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,488,0,14,4,1734,services,married,tertiary,no,yes,yes,unknown,jun,unknown,1,unpref
0,230,0,13,2,3587,housemaid,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,260,0,29,19,-1458,management,single,tertiary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,218,0,20,6,1799,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,27,0,18,2,-2324,technician,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
18,422,205,10,1,1060,unemployed,married,secondary,no,no,no,cellular,may,other,1,yes
0,171,0,1,2,2174,housemaid,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,186,2,19,1,-13,admin.,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,160,0,9,3,1962,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,2573,5,24,1,9517,management,single,secondary,no,no,no,cellular,feb,unknown,1,yes
0,365,0,23,1,-1327,admin.,divorced,tertiary,no,yes,no,unknown,jul,unknown,1,unpref
6,221,88,22,1,5370,technician,married,tertiary,no,no,no,cellular,aug,other,1,yes
0,145,0,20,29,1617,self-employed,divorced,unknown,no,no,no,telephone,nov,unknown,1,unpref
0,204,200,12,1,668,blue-collar,married,primary,no,yes,no,cellular,nov,failure,1,unpref
0,424,116,14,1,6414,management,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,165,0,9,2,335,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,348,0,25,1,646,services,single,secondary,no,no,no,cellular,jul,unknown,1,yes
0,139,0,28,2,55,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,287,1,14,1,1907,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,283,186,23,4,2063,blue-collar,married,secondary,no,yes,no,cellular,apr,other,1,unpref
0,153,0,19,26,-1767,unknown,single,secondary,no,no,no,cellular,mar,unknown,1,unpref
0,357,0,6,1,-2584,blue-collar,divorced,secondary,no,no,yes,unknown,may,unknown,1,unpref
0,0,0,5,5,3476,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,194,2,17,1,1407,admin.,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,145,0,12,2,713,blue-collar,single,primary,no,no,no,cellular,aug,unknown,1,unpref
0,361,0,15,1,342,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,547,6,9,2,1402,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,29,0,11,1,-2248,student,single,tertiary,no,yes,no,cellular,jan,unknown,1,unpref
0,188,0,23,1,16804,blue-collar,married,unknown,no,no,no,unknown,may,unknown,1,unpref
0,188,0,30,1,7138,blue-collar,single,secondary,no,yes,no,telephone,jan,unknown,unpriv,unpref
0,367,0,30,1,-839,technician,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,239,0,3,3,2352,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1,135,329,15,3,2268,blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
5,273,118,19,1,5293,admin.,divorced,tertiary,no,yes,no,cellular,jan,failure,1,unpref
3,74,142,6,2,1042,blue-collar,married,primary,no,yes,yes,cellular,may,failure,1,unpref
0,458,0,15,1,1711,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
3,190,237,24,1,7870,entrepreneur,married,primary,no,yes,no,cellular,nov,success,1,unpref
0,108,0,20,1,-869,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,210,8,10,1,1839,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,155,0,12,2,8986,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,472,0,20,1,90,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,129,1,19,4,-114,self-employed,married,secondary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,576,1,15,1,667,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,335,0,13,1,2849,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,51,2,2,1,2320,student,single,secondary,no,yes,yes,unknown,feb,unknown,1,yes
0,224,2,30,1,2650,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,1,unpref
0,464,0,24,1,701,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
4,329,156,26,2,-185,admin.,single,secondary,no,yes,no,cellular,jan,other,1,unpref
0,47,0,29,1,4684,student,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
3,105,69,11,1,5894,blue-collar,married,primary,no,no,no,cellular,feb,other,unpriv,unpref
0,177,0,11,1,55,technician,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,401,0,4,1,1538,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,yes
0,302,0,16,1,3265,technician,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,211,0,12,3,3102,technician,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
1,110,286,12,1,2074,admin.,single,secondary,no,yes,no,cellular,may,other,1,unpref
0,355,0,30,17,5180,services,married,unknown,no,yes,no,unknown,jun,unknown,1,unpref
0,763,0,22,1,3016,management,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,60,0,26,6,2266,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,385,0,6,1,255,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
3,804,20,23,1,5854,management,married,tertiary,no,no,no,cellular,nov,success,1,unpref
5,212,164,5,1,1227,technician,married,secondary,no,no,no,cellular,feb,success,1,unpref
0,201,0,6,5,-20,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,757,5,6,1,225,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,537,0,4,1,-977,blue-collar,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,340,0,18,1,410,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,744,0,11,23,-4780,self-employed,married,secondary,yes,no,no,unknown,jun,unknown,1,unpref
0,128,0,9,1,229,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,28,1,3344,retired,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,583,0,30,1,3629,retired,married,primary,no,no,no,cellular,jan,unknown,unpriv,unpref
0,393,0,28,1,1144,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,0,0,22,1,6125,technician,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,1,0,10,1,2514,entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,269,0,7,1,82,technician,single,secondary,no,no,no,unknown,may,unknown,1,unpref
3,9,306,12,3,4789,blue-collar,married,secondary,no,yes,no,cellular,may,other,1,unpref
0,24,0,18,3,1860,blue-collar,divorced,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,424,0,8,1,-229,management,single,tertiary,no,no,no,cellular,may,unknown,unpriv,unpref
0,150,0,16,2,1277,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
2,248,493,23,1,5353,management,married,tertiary,no,yes,yes,cellular,apr,failure,1,unpref
2,67,325,13,1,229,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
1,190,52,12,1,-3468,retired,single,primary,no,no,no,cellular,apr,other,1,unpref
0,84,0,23,1,4895,technician,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,172,19,7,1,1001,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,184,0,7,2,547,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,144,0,12,1,-477,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,70,0,6,1,1352,blue-collar,married,primary,no,no,yes,telephone,aug,unknown,1,unpref
0,263,1,19,2,1142,retired,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,53,0,21,1,5914,admin.,single,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,642,279,11,1,2091,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,44,0,4,2,-391,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,155,0,3,1,3763,management,married,tertiary,no,yes,no,cellular,feb,unknown,1,unpref
0,708,0,4,1,-440,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
2,769,242,13,6,1442,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,yes
0,183,0,25,2,717,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,66,256,16,1,2076,management,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,230,5,24,16,-1148,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,50,0,5,1,4793,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,93,0,26,1,-2327,admin.,married,primary,no,no,yes,cellular,jan,unknown,1,unpref
0,63,0,20,3,2397,technician,single,secondary,no,no,yes,cellular,jun,unknown,1,unpref
0,81,0,21,3,-1419,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,244,3,22,1,10233,management,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
