previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,236,0,23,4,5541,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,89,0,17,2,1593,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,18,1,6450,services,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
1,252,175,15,1,2733,admin.,divorced,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,428,0,24,16,1789,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,199,0,17,1,3286,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
4,44,178,9,1,9439,admin.,married,secondary,no,yes,no,cellular,may,other,1,unpref
0,281,0,20,5,2652,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,273,0,26,4,1931,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,71,0,2,1,1113,management,single,tertiary,no,yes,yes,cellular,feb,unknown,unpriv,unpref
1,227,75,3,1,-303,management,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,223,0,13,3,149,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,330,0,14,1,2072,retired,divorced,secondary,no,no,no,unknown,jun,unknown,1,unpref
4,514,256,24,4,2501,retired,married,secondary,no,yes,no,cellular,apr,success,1,unpref
1,337,281,11,1,3460,student,divorced,secondary,no,no,no,cellular,feb,failure,1,unpref
0,221,0,22,1,1407,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
4,304,209,20,3,3810,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,332,0,19,2,-320,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,449,4,21,3,2239,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,154,0,13,2,-742,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,33,0,19,3,159,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,76,0,15,2,1031,technician,single,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,186,0,10,2,-653,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,161,0,18,1,1453,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,224,0,16,2,1544,management,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,123,3,6,2,-1266,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,368,1,11,1,2355,services,single,secondary,no,yes,no,cellular,feb,unknown,1,yes
0,62,0,26,3,1126,unemployed,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,155,0,9,1,243,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,0,0,1,1,1852,student,married,secondary,yes,no,no,unknown,may,unknown,1,unpref
0,539,0,25,11,2341,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,yes
1,601,329,14,2,1841,management,married,tertiary,yes,no,no,cellular,may,other,1,yes
0,115,0,29,1,679,admin.,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,75,0,9,1,625,technician,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,223,0,16,1,281,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,638,0,28,1,-480,services,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,320,0,21,17,3804,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,409,0,11,1,1375,services,married,secondary,no,yes,no,cellular,jul,unknown,1,yes
0,82,0,1,1,-6446,technician,married,secondary,no,yes,no,cellular,dec,unknown,unpriv,unpref
1,433,280,18,3,4306,blue-collar,married,primary,no,yes,no,cellular,apr,failure,1,unpref
0,307,6,26,2,-1983,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,356,1,4,1,194,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,43,0,25,1,-3250,self-employed,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,478,0,14,1,-441,services,married,secondary,no,no,no,telephone,jan,unknown,1,unpref
0,998,0,5,1,2978,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,yes
2,282,298,10,1,733,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,242,0,2,1,6,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,192,1,23,2,-3972,services,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,1734,0,6,1,351,technician,divorced,secondary,no,no,yes,cellular,jul,unknown,1,yes
0,260,0,20,1,3508,technician,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,476,0,16,1,637,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,110,0,11,3,-1455,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,47,1,2,1,-2384,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,274,1,27,1,-506,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,139,0,6,2,-1249,blue-collar,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,145,0,10,1,2763,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,150,143,2,2,-2115,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,296,0,10,1,1009,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
0,47,1,8,1,1753,self-employed,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,103,0,7,11,1877,unemployed,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,125,0,16,3,-596,technician,married,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
3,1012,101,23,1,4481,admin.,single,tertiary,no,yes,no,telephone,apr,success,1,yes
0,131,0,19,3,-2690,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,253,0,9,2,347,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,284,2,13,1,462,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,364,0,28,1,3159,technician,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,46,0,16,2,1896,management,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,76,0,16,1,160,management,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,334,0,13,1,1631,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,178,0,18,1,-930,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,0,0,24,15,1190,management,married,unknown,no,no,no,cellular,aug,unknown,1,unpref
0,209,0,18,1,-651,management,divorced,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,92,0,25,2,3709,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,136,0,5,1,4146,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,660,0,2,1,3741,technician,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,1024,0,15,1,2155,management,married,secondary,no,no,no,cellular,jul,unknown,1,yes
0,493,0,5,1,-182,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,482,0,8,1,2979,admin.,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,297,0,22,1,1093,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,126,0,15,2,1012,technician,married,secondary,no,no,no,unknown,jul,unknown,1,unpref
0,56,0,3,2,1596,services,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,250,0,8,1,-22,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
1,288,312,6,1,647,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,293,0,26,1,1913,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,159,0,11,1,3310,unemployed,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,765,6,12,1,1163,blue-collar,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,600,0,29,7,-583,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,30,0,15,1,-2,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,166,1,17,1,979,technician,single,tertiary,no,no,no,cellular,feb,unknown,1,yes
0,397,0,27,3,3029,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,325,0,15,2,-1697,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,82,0,19,1,260,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,178,0,3,1,1790,management,married,tertiary,no,no,no,cellular,feb,unknown,1,unpref
2,180,233,16,1,6543,management,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,108,0,12,1,-110,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,47,0,3,1,-205,blue-collar,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,92,0,1,3,2403,housemaid,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,171,0,7,2,2274,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,88,1,10,1,5175,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,389,0,20,1,5666,unemployed,divorced,secondary,no,no,no,telephone,nov,unknown,1,yes
0,47,0,17,1,-422,self-employed,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,209,0,10,1,777,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,460,0,6,1,-372,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,227,1,28,1,9,admin.,single,secondary,no,no,no,cellular,jan,unknown,unpriv,unpref
11,52,229,4,1,4579,technician,single,tertiary,no,no,no,cellular,feb,other,1,unpref
2,121,188,17,1,2319,management,divorced,tertiary,no,yes,yes,cellular,nov,failure,1,unpref
0,6,0,15,3,2755,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,319,0,19,1,1467,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,178,2,21,3,-2646,technician,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,270,0,2,2,-295,services,single,secondary,no,no,no,telephone,feb,unknown,1,unpref
0,64,0,27,2,1735,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,675,0,1,1,1122,management,married,primary,no,no,no,cellular,aug,unknown,1,unpref
8,110,124,20,1,6593,blue-collar,married,secondary,no,yes,no,cellular,nov,other,1,unpref
0,202,0,6,1,4258,blue-collar,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,153,0,4,2,3207,management,married,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,90,1,12,2,3970,blue-collar,married,secondary,no,yes,no,unknown,mar,unknown,1,unpref
0,149,0,4,2,9312,services,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,213,3,30,1,4321,services,married,tertiary,no,yes,no,cellular,jan,unknown,1,unpref
0,358,0,30,20,4235,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,70,0,24,1,9240,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,324,0,21,2,1995,management,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
0,83,0,15,3,345,technician,divorced,tertiary,no,yes,yes,cellular,aug,unknown,1,unpref
0,126,0,12,1,1933,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,433,0,11,10,1141,services,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
3,393,221,25,1,565,self-employed,married,tertiary,no,yes,no,cellular,jan,other,1,yes
0,590,0,8,1,128,blue-collar,single,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
0,594,0,29,1,3358,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,5,1,-1447,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,116,0,17,1,1902,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,411,0,3,3,1389,housemaid,married,secondary,no,no,yes,telephone,feb,unknown,1,unpref
0,446,0,14,4,68,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,123,0,25,1,2240,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,399,0,5,1,132,admin.,single,secondary,no,yes,no,cellular,jun,unknown,1,yes
0,165,3,17,2,-549,management,single,tertiary,no,yes,no,cellular,may,unknown,unpriv,unpref
0,96,271,30,1,-346,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,106,0,15,4,4143,admin.,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,83,0,14,1,460,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,364,1,4,1,3139,retired,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,454,0,24,2,1534,unemployed,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,397,0,23,1,2116,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,269,0,27,2,-1895,services,single,unknown,no,no,no,cellular,apr,unknown,1,unpref
0,321,0,27,1,-7460,services,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,380,0,21,2,-284,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
3,83,256,16,1,772,services,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,219,0,23,1,-45,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,113,0,16,3,-765,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,201,0,15,1,1695,services,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,183,0,23,2,1046,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,266,0,21,9,85,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,0,0,1,1,-5550,unknown,married,secondary,no,no,yes,telephone,dec,unknown,unpriv,yes
0,182,0,12,1,2649,unemployed,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,76,0,3,1,1001,blue-collar,married,primary,no,yes,no,cellular,feb,unknown,1,unpref
0,164,0,11,2,299,self-employed,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,215,0,14,1,1766,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,104,0,26,4,2534,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,110,0,21,3,1721,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
0,342,0,20,1,-199,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,369,0,5,1,803,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,19,1,7643,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1,210,270,23,1,2964,services,married,secondary,no,yes,yes,cellular,jul,failure,1,yes
0,217,0,13,4,3723,services,divorced,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,81,0,21,1,-3715,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,22,0,2,2,137,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
4,417,374,14,2,-730,blue-collar,married,secondary,no,no,no,cellular,may,failure,1,yes
0,211,0,28,4,1603,management,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,279,6,5,1,1193,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,398,0,9,1,-741,housemaid,married,primary,no,no,no,cellular,jun,unknown,unpriv,yes
0,403,7,27,16,-3865,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,159,0,26,1,3366,admin.,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,177,0,2,2,2515,management,married,primary,no,no,no,cellular,may,unknown,1,unpref
0,201,324,20,1,5299,management,married,tertiary,no,yes,no,cellular,mar,failure,1,unpref
0,97,0,8,1,1246,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
1,30,23,29,3,-3593,self-employed,divorced,tertiary,no,yes,no,cellular,jan,unknown,1,yes
0,505,0,30,1,-1740,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
4,291,28,10,1,-51,retired,married,tertiary,no,no,no,cellular,aug,other,1,yes
0,224,1,9,1,-2638,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
2,110,160,18,3,1700,self-employed,divorced,secondary,no,yes,no,cellular,nov,failure,1,unpref
6,555,207,2,2,549,technician,married,tertiary,no,yes,no,cellular,feb,other,1,unpref
3,126,104,16,3,2235,admin.,married,tertiary,no,yes,no,cellular,nov,failure,1,yes
0,198,0,19,1,1751,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
1,41,252,29,1,7528,technician,married,tertiary,no,yes,no,cellular,jan,other,1,unpref
0,79,0,22,1,3522,technician,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,274,0,27,2,1003,management,single,secondary,no,no,no,cellular,may,unknown,1,unpref
0,352,0,16,1,1684,management,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,236,236,19,1,-611,technician,single,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,125,0,28,1,14782,entrepreneur,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,245,0,18,1,-1171,management,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,1136,0,29,2,-2371,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,429,371,10,2,707,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,350,0,20,2,1644,blue-collar,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,218,254,22,1,180,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,790,0,28,2,440,management,married,tertiary,no,yes,no,cellular,jan,unknown,1,yes
0,454,0,19,3,3869,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,173,0,21,1,-678,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,162,0,9,2,406,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,185,425,9,1,526,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,0,0,30,1,6399,retired,divorced,secondary,no,no,no,cellular,mar,unknown,1,unpref
0,279,0,27,1,2493,technician,divorced,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,348,0,17,2,-1524,management,married,secondary,no,yes,yes,unknown,jul,unknown,1,unpref
0,786,0,28,1,5766,self-employed,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,55,123,13,1,2446,management,single,secondary,no,yes,no,cellular,nov,success,1,unpref
0,78,3,12,1,78,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,92,0,5,1,-1247,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,40,0,6,6,-971,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,70,0,16,3,-2974,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,100,0,30,29,3813,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,799,0,27,1,2300,management,married,tertiary,no,no,no,cellular,apr,unknown,1,yes
0,115,185,11,2,-1796,admin.,married,secondary,no,yes,yes,cellular,apr,failure,1,unpref
6,314,83,13,1,679,management,married,tertiary,no,no,no,cellular,nov,success,1,yes
2,430,62,5,1,1665,management,divorced,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,362,0,22,1,746,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,437,0,17,3,1574,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,1,unpref
0,159,0,8,2,1162,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,550,0,10,1,753,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4,141,228,19,1,3906,retired,divorced,secondary,no,no,no,cellular,nov,failure,1,unpref
0,84,3,11,1,-3583,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,267,2,15,1,674,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,590,4,14,10,-1702,technician,married,secondary,no,no,no,cellular,may,unknown,1,yes
1,126,29,20,1,4493,management,married,tertiary,no,no,no,cellular,aug,other,1,unpref
0,337,0,10,2,429,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,115,0,8,3,3241,management,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,334,1,23,1,-499,services,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,189,0,20,1,1090,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,976,0,6,1,3950,admin.,married,unknown,no,yes,no,telephone,sep,unknown,1,unpref
4,262,376,11,2,2907,admin.,married,secondary,no,yes,no,cellular,may,failure,1,unpref
2,185,348,5,1,405,housemaid,married,secondary,no,yes,no,cellular,apr,failure,1,yes
0,0,0,17,1,832,entrepreneur,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,128,0,9,9,5985,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,235,0,13,1,1722,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
1,28,383,24,1,-988,management,single,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,135,0,21,12,-396,management,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,168,1,29,1,-71,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2,484,188,11,7,1481,management,married,tertiary,no,no,no,telephone,may,failure,1,yes
0,86,0,9,2,-2470,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,120,0,12,1,765,admin.,single,primary,no,yes,yes,cellular,may,unknown,1,unpref
0,48,0,18,2,-939,admin.,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,464,1,24,2,13552,management,married,tertiary,no,no,no,unknown,may,unknown,unpriv,unpref
0,253,0,26,6,-199,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,236,0,18,4,-339,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,182,0,5,2,3102,admin.,married,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
1,209,156,20,2,2134,management,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,721,0,11,2,-276,self-employed,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,612,0,9,1,1766,services,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,38,0,23,1,-1276,entrepreneur,single,primary,no,no,yes,cellular,apr,unknown,1,unpref
2,361,392,14,1,3378,services,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
0,28,0,14,15,1494,services,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,56,0,16,1,2441,technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
4,503,186,1,2,2546,management,married,tertiary,yes,no,no,cellular,may,success,1,unpref
0,577,0,19,2,2168,services,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,123,0,14,1,1439,technician,divorced,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,210,2,13,2,793,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,720,3,5,1,306,retired,divorced,secondary,no,no,no,cellular,jul,unknown,unpriv,yes
5,255,65,15,1,6635,management,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,15,0,10,1,3490,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,775,0,20,4,-880,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
4,141,180,5,1,-142,management,single,tertiary,no,yes,no,cellular,feb,other,1,unpref
0,37,0,4,1,-436,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4,321,51,19,2,4018,technician,divorced,secondary,no,no,no,telephone,nov,success,1,unpref
0,74,0,22,2,5141,unemployed,divorced,unknown,no,no,no,cellular,aug,unknown,1,unpref
4,861,265,14,4,2556,management,single,tertiary,yes,no,no,cellular,may,failure,1,yes
0,13,29,11,1,20400,unemployed,single,secondary,no,no,no,cellular,may,failure,unpriv,yes
0,162,0,2,1,12348,services,divorced,primary,no,yes,no,cellular,jun,unknown,1,unpref
0,461,66,23,1,1277,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,178,0,16,3,1292,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,56,0,15,1,-308,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,116,0,22,1,615,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,118,0,17,1,-2693,self-employed,divorced,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,157,0,29,3,-1278,unemployed,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,67,0,8,1,-5118,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,43,1,6,1,-2470,entrepreneur,married,secondary,no,no,yes,cellular,may,unknown,1,unpref
0,171,0,14,1,867,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,36,18,25,1,1701,admin.,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,139,68,13,1,3065,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,41,0,23,2,-1323,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
