previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,645,0,9,1,385,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2,174,259,11,1,-2411,blue-collar,divorced,primary,no,yes,no,cellular,may,other,1,unpref
0,139,0,30,4,3390,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,449,0,12,1,1237,technician,married,secondary,no,no,no,unknown,may,unknown,1,unpref
0,10,0,12,4,851,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,1,0,3,1,-659,unemployed,single,secondary,no,no,no,cellular,may,unknown,1,unpref
0,99,0,27,7,-136,unemployed,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,227,0,20,1,3068,admin.,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,184,0,13,2,836,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,640,0,11,2,2844,management,married,secondary,no,no,no,unknown,may,unknown,1,yes
0,563,0,3,3,568,blue-collar,married,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
0,107,2,10,2,-713,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,850,4,11,1,5765,blue-collar,married,secondary,no,yes,no,cellular,apr,other,1,unpref
0,1,1,13,4,-2061,blue-collar,married,secondary,yes,yes,no,unknown,may,unknown,1,unpref
0,174,0,17,1,653,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,293,0,19,1,9643,entrepreneur,married,secondary,no,yes,yes,unknown,jul,unknown,1,unpref
0,118,1,22,2,-1909,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,52,0,9,2,1677,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4,232,302,10,1,2171,management,married,tertiary,no,yes,no,cellular,apr,failure,1,yes
0,801,2,14,1,1316,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,1378,0,22,9,-728,management,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,101,286,14,1,4451,admin.,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,72,0,9,1,237,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,44,0,18,1,4745,unknown,married,primary,no,yes,yes,unknown,nov,unknown,1,unpref
0,77,0,17,6,-219,admin.,married,unknown,no,yes,no,unknown,jun,unknown,1,unpref
1,593,177,20,1,4178,management,single,tertiary,no,yes,no,cellular,may,failure,1,yes
0,103,0,19,1,2984,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,180,0,24,1,2659,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
0,80,226,15,2,2060,management,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,116,1,24,2,2178,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,150,0,11,1,3005,unemployed,married,tertiary,no,no,no,cellular,nov,unknown,1,yes
0,220,14,18,1,10282,retired,divorced,tertiary,no,no,no,cellular,may,unknown,unpriv,unpref
0,317,0,19,29,1534,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,35,202,9,7,2298,admin.,married,secondary,no,no,yes,telephone,feb,failure,1,unpref
0,27,0,12,2,752,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,235,0,23,1,-810,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,229,0,8,1,1375,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,116,0,5,1,6774,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2,171,217,16,1,1043,self-employed,married,secondary,no,no,yes,cellular,apr,success,1,unpref
0,122,0,12,1,1135,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,162,0,10,1,4740,blue-collar,married,secondary,no,no,no,telephone,apr,unknown,1,unpref
0,98,0,20,2,1092,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,102,0,6,1,-2828,services,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,1,0,19,9,2340,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,unpref
0,293,0,21,3,2273,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,179,302,22,1,2965,management,single,tertiary,no,yes,no,cellular,nov,other,1,unpref
1,160,359,17,4,3379,services,married,secondary,no,yes,no,cellular,dec,failure,1,unpref
5,861,129,18,2,2133,self-employed,married,tertiary,no,yes,no,cellular,may,failure,unpriv,unpref
0,438,0,7,1,802,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2,2,300,5,1,3208,technician,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
1,101,239,6,2,-1256,management,married,tertiary,no,no,no,cellular,feb,failure,1,unpref
0,167,0,3,1,1982,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,65,34,15,1,3038,management,married,tertiary,no,no,no,cellular,nov,success,1,unpref
0,389,0,13,4,1406,admin.,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2,1034,107,16,6,11327,services,single,tertiary,no,yes,no,cellular,feb,other,1,unpref
0,105,0,20,7,4707,admin.,divorced,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,599,0,11,3,793,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,579,1,16,1,5328,services,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,162,0,19,1,-1135,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
0,248,0,25,1,1064,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,141,0,5,2,2752,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,281,1,11,1,1774,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,99,0,15,3,1386,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,183,0,6,14,10237,technician,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,187,0,9,1,1795,retired,married,unknown,no,no,no,cellular,feb,unknown,unpriv,yes
2,455,321,9,2,846,entrepreneur,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,217,0,12,4,2395,blue-collar,single,tertiary,no,no,no,cellular,mar,unknown,1,yes
0,535,3,5,1,746,management,divorced,tertiary,no,no,no,cellular,feb,unknown,1,yes
0,83,257,18,1,7252,retired,divorced,secondary,no,no,no,cellular,nov,failure,1,unpref
1,77,143,19,1,-105,admin.,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
0,218,1,28,3,1889,management,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,180,0,22,4,-1327,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,116,0,13,3,-1040,services,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
4,246,208,17,1,2750,management,single,tertiary,no,no,no,cellular,jan,other,1,unpref
0,218,0,20,2,-407,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,134,0,22,2,1007,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,19,188,16,1,10338,technician,single,tertiary,no,yes,yes,cellular,nov,failure,unpriv,unpref
0,122,0,6,5,887,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,52,0,24,3,772,management,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,112,0,4,1,-272,management,single,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
0,407,0,21,1,-522,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,780,0,25,1,381,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,443,0,6,2,57,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,106,0,15,2,2210,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,204,0,23,2,252,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,139,0,24,1,-196,self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,1,yes
0,455,0,13,1,839,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
0,304,1,21,3,-1629,self-employed,married,secondary,no,no,no,unknown,jun,unknown,1,yes
0,69,0,19,5,1141,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,113,0,17,5,-2418,management,married,tertiary,yes,no,yes,cellular,jul,unknown,1,unpref
0,243,0,5,1,1047,unemployed,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,156,0,18,2,-1387,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
3,1,52,1,1,5589,technician,married,secondary,no,no,yes,cellular,feb,other,1,unpref
0,152,0,10,1,1089,entrepreneur,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
0,71,0,9,1,429,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,335,0,11,2,267,technician,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,236,1,15,2,3086,blue-collar,married,primary,no,yes,no,cellular,feb,unknown,1,unpref
0,163,0,10,3,566,blue-collar,divorced,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,257,0,11,1,-729,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,240,0,18,1,2820,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,199,0,12,1,4722,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,54,0,27,1,-1341,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,39,17,8,2,3279,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
0,232,0,5,2,3955,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
4,130,28,12,1,3793,management,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,156,0,29,1,1722,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1,136,358,21,4,3545,technician,single,secondary,no,yes,no,cellular,aug,other,1,unpref
0,19,0,11,1,1511,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,10,0,5,1,1295,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
0,201,0,8,1,155,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,232,0,20,3,122,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,1,0,19,4,-1089,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,45,0,21,2,308,entrepreneur,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,461,0,26,2,1499,admin.,married,secondary,no,no,no,telephone,aug,unknown,1,unpref
0,679,0,1,3,-3760,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,yes
0,162,0,18,1,-1183,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,183,0,4,1,-599,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,54,0,13,2,2726,admin.,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
2,106,348,1,1,-825,retired,married,primary,no,no,no,telephone,oct,other,unpriv,unpref
0,128,0,19,1,3950,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,181,7,13,1,-213,admin.,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,1371,0,11,1,592,entrepreneur,married,secondary,no,yes,yes,cellular,apr,unknown,1,yes
0,169,0,6,2,12190,services,divorced,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
0,178,0,8,1,6130,technician,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,108,0,21,2,-1302,retired,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,353,1,13,5,1640,services,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,241,1,19,1,1782,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,139,0,30,5,-257,services,divorced,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,113,62,5,1,3198,retired,married,primary,no,no,no,cellular,feb,success,unpriv,unpref
3,172,16,14,1,3514,blue-collar,married,tertiary,no,no,no,cellular,nov,failure,1,yes
0,176,0,16,1,-1347,technician,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,423,0,16,2,-2341,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,154,0,8,1,-142,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,406,4,5,2,1817,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,3645,0,19,1,2846,management,single,tertiary,no,no,no,cellular,nov,unknown,1,yes
0,215,0,10,1,-1323,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,23,0,7,7,-509,housemaid,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,188,0,9,2,642,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
