previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,282,1,21,2,1539,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1,182,70,13,2,13573,services,married,secondary,no,no,yes,cellular,nov,failure,unpriv,unpref
0,425,0,13,4,1322,management,married,secondary,no,no,no,telephone,jul,unknown,1,unpref
0,449,0,12,1,3371,entrepreneur,single,secondary,no,no,no,cellular,aug,unknown,1,yes
0,185,0,29,1,1044,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,82,0,19,1,2482,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,356,0,24,1,-4259,management,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
0,54,0,12,5,432,management,married,tertiary,no,no,no,telephone,aug,unknown,1,unpref
0,277,0,20,4,1477,technician,married,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
0,266,0,6,1,-290,technician,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,366,0,10,3,177,retired,divorced,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,0,0,17,1,4644,self-employed,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,155,0,19,1,-410,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
3,215,152,8,1,-898,admin.,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,116,0,14,2,-2028,services,single,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,74,1,13,1,3168,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,51,0,20,9,2796,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,353,0,7,1,508,management,divorced,tertiary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,373,0,7,2,3376,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,246,0,29,1,2743,services,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,97,0,2,4,2659,technician,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,89,0,10,2,2917,management,single,primary,no,no,no,cellular,aug,unknown,1,unpref
0,173,0,18,1,-1183,blue-collar,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,213,0,6,1,-662,technician,married,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,152,0,14,4,-2496,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,15,0,28,1,-952,management,single,secondary,no,no,no,cellular,feb,unknown,unpriv,yes
0,408,0,5,1,2471,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,296,0,5,1,66,blue-collar,single,secondary,no,no,no,cellular,may,unknown,1,unpref
0,124,0,14,1,-2906,self-employed,married,tertiary,no,no,no,cellular,oct,unknown,1,unpref
0,0,0,18,1,6294,technician,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,190,8,16,11,3864,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,5,1,4466,admin.,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,94,0,11,8,1685,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,181,0,3,1,1713,unemployed,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,455,0,26,1,2708,services,divorced,secondary,no,yes,yes,cellular,nov,unknown,unpriv,unpref
0,106,0,6,1,3517,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,363,1,26,2,2523,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,56,0,16,1,9751,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,152,2,4,1,1285,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,59,0,12,3,4208,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,193,0,2,1,170,services,single,secondary,no,no,no,cellular,apr,unknown,1,yes
0,72,0,26,6,1034,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,181,0,9,7,413,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,657,0,11,1,4006,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,28,0,13,1,-196,services,single,secondary,no,no,yes,cellular,nov,unknown,1,unpref
0,249,4,20,1,2159,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,69,0,19,3,-657,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,449,0,16,1,1367,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,72,0,3,7,1719,technician,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,118,1,9,1,-1142,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,yes
0,1,0,9,2,506,services,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,326,0,22,1,-330,retired,married,primary,no,no,no,cellular,apr,unknown,1,yes
0,41,289,21,1,3224,management,single,tertiary,no,no,no,cellular,may,failure,1,unpref
0,30,0,6,1,663,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,59,0,29,1,7598,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,246,0,17,4,-852,admin.,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,265,4,17,9,-2419,blue-collar,married,primary,no,yes,yes,telephone,apr,unknown,1,unpref
0,136,0,10,1,2001,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,64,0,15,1,3351,admin.,single,secondary,no,no,no,telephone,feb,unknown,1,unpref
0,223,0,18,1,990,admin.,divorced,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
0,59,0,17,6,-1786,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,1212,11,28,1,549,blue-collar,single,secondary,no,no,no,telephone,may,unknown,1,yes
0,158,0,16,5,-1886,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,342,0,29,1,68,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,577,213,22,1,1816,technician,married,secondary,yes,no,no,cellular,may,success,1,unpref
0,38,0,25,4,514,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,365,0,24,9,5032,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,98,1,4,2,7420,blue-collar,married,unknown,no,no,no,cellular,feb,unknown,1,unpref
2,83,206,18,1,1978,services,single,secondary,no,yes,no,cellular,nov,failure,1,unpref
1,232,35,12,1,951,technician,married,secondary,no,no,no,cellular,may,failure,1,unpref
0,41,104,13,3,589,management,single,tertiary,no,yes,no,cellular,nov,other,1,unpref
0,630,17,24,2,4044,technician,single,secondary,no,yes,no,telephone,jul,unknown,1,yes
0,138,0,5,2,402,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
21,102,317,12,1,1770,blue-collar,single,primary,no,yes,no,cellular,may,failure,1,unpref
1,67,163,6,1,1993,retired,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,2,0,11,2,1040,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,190,0,5,1,372,entrepreneur,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,563,0,4,1,-2297,technician,single,tertiary,no,no,no,telephone,nov,unknown,1,yes
0,161,0,20,1,-2293,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,119,0,6,1,3877,retired,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,304,0,15,3,564,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,300,0,27,1,3004,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,235,0,4,1,3229,entrepreneur,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,460,2,19,1,601,entrepreneur,married,secondary,no,yes,yes,cellular,nov,unknown,1,yes
0,172,0,26,4,1070,technician,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,60,1,16,1,846,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,175,0,9,3,1495,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,83,0,20,1,-157,services,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,86,6,20,1,1140,management,single,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
0,43,0,21,1,-1082,admin.,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,126,2,16,2,1475,services,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,326,0,3,1,1597,blue-collar,divorced,secondary,no,no,yes,unknown,jun,unknown,1,yes
0,211,0,8,5,1710,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,901,0,25,9,3981,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,145,0,13,1,-550,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,166,0,1,1,2161,self-employed,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,269,0,24,1,2195,blue-collar,married,unknown,no,no,no,telephone,aug,unknown,1,unpref
23,8,555,7,1,8078,technician,single,tertiary,no,no,no,cellular,aug,success,1,yes
0,14,0,21,3,2230,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,463,0,19,5,3183,management,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,379,0,10,1,2133,technician,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,53,0,22,1,9073,admin.,married,primary,no,no,no,unknown,jun,unknown,unpriv,unpref
0,26,0,26,1,360,management,married,tertiary,yes,yes,no,unknown,may,unknown,1,unpref
3,230,337,5,2,103,technician,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
0,102,0,24,5,1223,management,single,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
24,79,238,20,1,2483,technician,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,964,0,26,3,2485,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,yes
0,26,0,6,1,-994,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,284,2,6,2,-1878,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,389,0,24,14,-218,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,108,0,15,2,347,services,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,143,0,11,1,-1500,services,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,467,5,17,2,4370,blue-collar,single,primary,no,no,no,cellular,nov,unknown,1,unpref
0,88,1,5,2,-1723,management,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,194,0,26,1,2334,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
0,73,0,28,1,-908,blue-collar,divorced,primary,no,no,yes,cellular,apr,unknown,1,unpref
0,115,0,13,1,-2568,services,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,537,0,25,1,1732,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,492,0,15,1,-144,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,77,0,7,2,1929,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,71,0,9,3,6116,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,144,0,19,2,2006,management,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,92,0,3,1,295,technician,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,132,0,17,3,2930,management,married,tertiary,no,no,no,telephone,nov,unknown,1,unpref
0,282,1,9,1,-1091,technician,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,143,0,8,1,-588,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,122,0,23,2,1927,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,159,0,22,3,117,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
2,187,258,22,1,-1379,management,married,tertiary,no,no,no,cellular,jan,other,1,unpref
0,256,0,6,1,242,blue-collar,married,primary,no,no,no,cellular,may,unknown,1,unpref
0,187,0,23,2,1975,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,328,0,15,4,155,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,unpriv,unpref
0,156,0,12,1,-1044,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,276,0,13,1,-2562,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,138,0,27,1,1350,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1,382,352,8,1,-250,unemployed,single,primary,no,yes,no,cellular,may,failure,1,unpref
0,106,348,15,1,-4303,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,143,0,13,1,-4124,management,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,253,0,15,1,1853,blue-collar,single,primary,no,yes,no,cellular,nov,unknown,1,yes
0,18,0,14,1,4727,technician,married,primary,no,no,yes,unknown,may,unknown,1,unpref
0,31,0,15,1,1871,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,259,2,12,1,4098,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,1,unpref
0,56,0,9,1,-204,blue-collar,single,primary,no,no,no,unknown,jun,unknown,1,unpref
0,172,0,7,3,739,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
4,65,383,23,1,5248,unemployed,married,primary,no,yes,no,cellular,jun,other,1,unpref
0,113,1,5,1,-2209,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,116,0,2,2,5485,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,333,252,30,1,3445,management,single,tertiary,no,no,no,cellular,jun,success,1,yes
0,104,69,18,1,2613,entrepreneur,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
2,141,287,18,1,-1978,admin.,married,secondary,no,yes,yes,cellular,may,other,1,unpref
0,126,0,10,2,-611,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,351,0,17,1,780,management,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,662,0,6,1,1212,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,229,0,19,1,363,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,0,0,9,1,-1554,technician,divorced,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,82,0,17,1,-710,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,200,0,12,2,1514,management,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,240,0,15,6,3100,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,227,0,13,1,1405,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,317,5,18,1,1636,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,83,0,6,1,1422,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,289,0,11,1,726,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,yes
1,207,224,5,1,1951,technician,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,149,0,30,15,-1696,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,245,0,22,1,380,technician,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,92,11,15,1,1355,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,169,0,20,2,3891,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
0,118,308,13,1,-3347,management,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,76,0,5,4,3035,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,200,6,17,1,-158,entrepreneur,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,202,0,26,1,-6390,student,divorced,unknown,no,no,no,cellular,jan,unknown,1,unpref
0,20,0,12,1,2250,housemaid,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,469,0,6,3,473,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,103,0,23,5,-2742,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
7,435,382,13,5,809,admin.,married,secondary,no,yes,yes,cellular,may,other,1,unpref
0,280,0,30,8,3473,self-employed,divorced,tertiary,no,no,no,telephone,jan,unknown,1,unpref
0,36,0,4,2,-356,management,married,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,586,82,6,1,-711,services,single,secondary,no,yes,yes,cellular,may,failure,1,unpref
0,226,0,26,1,2306,housemaid,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
0,144,2,13,3,346,technician,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,249,0,13,1,-983,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,130,0,12,1,-571,management,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,79,0,18,1,1151,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,85,0,9,3,1680,retired,married,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
1,239,98,18,5,-103,management,single,tertiary,no,yes,no,cellular,may,other,unpriv,unpref
0,302,1,25,1,-461,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,323,8,10,1,2075,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
0,301,0,29,3,4192,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,205,0,12,1,674,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,0,0,21,1,8041,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,60,0,3,4,2752,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,138,0,14,1,459,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,163,4,7,1,1774,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,1,unpref
2,235,163,7,1,3251,unemployed,single,tertiary,no,no,no,cellular,dec,other,1,yes
0,497,0,13,3,458,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,367,0,28,2,580,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,226,0,22,9,2858,services,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,265,0,6,1,317,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,187,0,11,1,1688,blue-collar,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,334,0,19,1,-830,blue-collar,divorced,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,107,0,24,2,3807,blue-collar,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,56,0,1,1,-372,entrepreneur,single,unknown,no,no,no,cellular,feb,unknown,unpriv,unpref
0,109,0,14,1,280,technician,divorced,tertiary,no,no,yes,cellular,sep,unknown,1,unpref
0,542,0,8,1,-29,technician,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,335,0,2,1,3040,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,130,132,5,1,863,services,single,tertiary,no,no,no,cellular,jun,failure,1,unpref
0,2718,0,20,1,120,blue-collar,single,primary,no,yes,no,telephone,oct,unknown,1,yes
0,92,0,23,1,2337,blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,1,unpref
0,663,0,7,1,3687,services,divorced,secondary,no,no,no,cellular,jun,unknown,1,yes
0,160,0,12,1,1448,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,493,1,28,1,-11,admin.,divorced,secondary,no,no,no,cellular,may,unknown,unpriv,yes
0,66,0,29,2,1830,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,unpriv,unpref
0,31,0,4,2,685,technician,single,tertiary,no,yes,no,telephone,jun,unknown,unpriv,unpref
0,120,0,23,2,-49,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,145,0,3,1,-1126,technician,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,38,0,16,10,-2006,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,1211,0,29,1,1176,blue-collar,married,primary,no,yes,yes,telephone,jul,unknown,1,unpref
0,89,0,20,1,-845,services,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,310,0,20,1,3344,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
2,126,254,13,1,-2400,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,205,0,25,2,1545,technician,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,436,0,3,1,-209,technician,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,198,0,8,1,778,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,102,0,9,2,836,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,318,0,1,1,127,blue-collar,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,16,0,14,1,777,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,yes
0,108,0,12,1,4038,services,divorced,tertiary,no,no,no,cellular,nov,unknown,1,unpref
1,213,526,8,1,6405,management,married,primary,no,yes,no,telephone,may,failure,unpriv,unpref
0,0,63,2,6,-3874,unemployed,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,69,0,15,4,-2895,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,77,0,13,3,153,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,1135,0,26,1,747,technician,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,413,0,12,2,-297,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,384,2,12,1,3420,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
8,33,172,15,3,12972,blue-collar,married,secondary,no,yes,no,cellular,may,other,1,unpref
0,85,0,25,1,-665,retired,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,67,0,1,2,687,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,194,0,27,9,115,unemployed,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,864,0,4,1,5054,housemaid,single,secondary,yes,no,no,unknown,jun,unknown,unpriv,unpref
4,435,77,2,1,127,entrepreneur,married,primary,no,no,no,cellular,feb,other,1,unpref
0,163,0,16,2,-52,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,227,0,29,1,3375,management,single,tertiary,no,yes,no,cellular,jan,unknown,1,unpref
0,78,1,9,1,1915,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,56,0,29,1,630,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,44,0,23,1,4054,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
2,49,268,6,1,-979,technician,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
0,98,0,24,8,4113,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
3,146,366,19,1,2339,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,0,25,2,10,-2670,unemployed,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
1,21,223,6,1,-4090,self-employed,single,secondary,no,yes,yes,cellular,may,other,1,unpref
0,173,0,18,1,-1401,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,360,0,22,1,91,management,married,tertiary,no,no,no,cellular,nov,unknown,1,yes
3,145,325,11,1,-1008,admin.,married,secondary,no,yes,no,cellular,feb,other,1,unpref
0,106,0,25,6,2327,entrepreneur,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,241,0,12,1,192,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,177,0,9,1,403,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,512,0,27,5,847,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,201,0,15,1,437,technician,single,secondary,no,no,no,unknown,may,unknown,1,unpref
