,file,DI,Stat Par,Avg Odds,Eq Opp,Theil,prec,rec,acc,bal_acc,var
40,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_4_9_0.csv,0.348,-0.5875027711797307,-0.165422141414731,-0.1646063760572544,0.3178975215178897,0.689,0.559,0.626,0.631,0.493046637329893
41,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_5_9_0.csv,0.303,-0.5811559778305622,-0.150200134903727,-0.1483719056913591,0.2329029289733213,0.717,0.683,0.683,0.683,0.5179449238237693
42,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_6_9_0.csv,0.32,-0.5560506730007919,-0.1448605156524146,-0.1852850154736947,0.29247424451914,0.697,0.595,0.642,0.646,0.5235385392782014
43,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_7_9_0.csv,0.274,-0.4054346793349168,-0.101466708102004,-0.1171594496252922,0.3386088426563166,0.7,0.526,0.623,0.631,0.4853423599160206
44,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_8_9_0.csv,0.232,-0.2639746634996041,-0.0589277132920527,-0.0932896834002884,0.4223510551632126,0.693,0.411,0.584,0.599,0.5167483930218865
45,../gan_data/compas/compas-pro-VGAN-1hot-norm-split-valid-best/9//sample_data_9_9_0.csv,0.211,-0.4292541567695962,-0.1028793140075119,-0.0959851011900458,0.1997766955404298,0.684,0.743,0.676,0.671,0.5117816785320513
46,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_0_99_0.csv,0.546,-1.5073444180522566,-0.4998225271326344,-0.4847758810022961,0.2731974774712126,0.58,0.641,0.556,0.549,0.9817337412793364
47,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_1_99_0.csv,0.979,2.938242280285036,0.9749321519795656,0.9936143039591316,0.3096528755026514,0.491,0.59,0.449,0.437,1.3767992999527257
48,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_2_99_0.csv,0.228,-0.6554425969912905,-0.2144943964369388,-0.1903729177639392,0.1396317731460613,0.566,0.858,0.568,0.543,0.7197355789511158
49,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_3_99_0.csv,0.208,-0.4507300079176564,-0.1158619543051037,-0.1190699948019401,0.1935855203016445,0.652,0.759,0.651,0.642,0.4977222977571265
50,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_4_99_0.csv,0.108,-0.2472430720506729,-0.0517564500507448,-0.0378356793451133,0.1531643972543873,0.634,0.83,0.649,0.634,0.4776346708040545
51,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_5_99_0.csv,1.0,2.996,0.9986807387862798,1.0,0.3116147150881691,0.495,0.587,0.454,0.443,1.2284436061990682
52,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_6_99_0.csv,0.513,-0.258812351543943,-0.083113502106014,-0.0953826770352469,0.6717282576185643,0.585,0.12,0.479,0.51,0.4848275476495161
53,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_7_99_0.csv,0.784,-1.8377513855898653,-0.6208204960844611,-0.6078184328021674,0.44659747764259,0.554,0.399,0.502,0.511,0.742618959991491
54,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_8_99_0.csv,0.955,1.3062422802850358,0.4328052216211513,0.3902641371737012,0.5817351318127227,0.438,0.243,0.423,0.439,0.6079860535324405
55,../gan_data/compas/compas-pro-VGAN-WTRAIN-split//sample_data_9_99_0.csv,0.341,-0.5695423594615994,-0.1557605787407336,-0.179078325467395,0.3193180394566587,0.689,0.556,0.625,0.631,0.5061345890027814
56,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_0_8_0.csv,0.402,-0.6153159144893112,-0.1622313409097901,-0.1834226642294306,0.3264511226725352,0.76,0.532,0.657,0.668,0.5123720501626248
57,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_0_9_0.csv,0.424,-0.5450356294536817,-0.1431740872765411,-0.1491120267958264,0.3749533368861213,0.792,0.458,0.642,0.658,0.5568917775157974
58,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_1_8_0.csv,0.467,-0.4552050673000792,-0.1198345765013143,-0.1612775522990226,0.475978175041523,0.778,0.328,0.587,0.609,0.5319652241521028
59,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_1_9_0.csv,0.389,-0.4693174980205858,-0.129041389350596,-0.1286192782614383,0.4184258747696381,0.732,0.41,0.601,0.617,0.5133627501888502
60,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_2_8_0.csv,0.351,-0.5759968329374505,-0.1750044473912136,-0.1847824216074053,0.3726957976880289,0.624,0.491,0.566,0.572,0.5909100798843057
61,../gan_data/compas/compas-pro-VGAN-ordi-gmm-split-60/8-9//sample_data_2_9_0.csv,0.205,0.300104513064133,0.0871533379096223,0.0942879862853837,0.44734248560088,0.482,0.404,0.444,0.448,0.5990253053211939
62,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_0_8_0.csv,0.219,-0.4865273159144894,-0.1314798443433171,-0.1336830835854908,0.197538633258261,0.64,0.754,0.639,0.629,0.4967396779739099
63,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_0_9_0.csv,0.281,-0.5438669833729216,-0.1486910087500053,-0.1215519823197116,0.2438954911975274,0.685,0.672,0.656,0.655,0.4842220151641264
64,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_1_8_0.csv,0.192,-0.4644275534441807,-0.1254049406950773,-0.102821754741078,0.149854135156623,0.637,0.835,0.654,0.638,0.5194533318940683
65,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_1_9_0.csv,0.03,-0.0822581155977831,-0.0093710263678123,-0.0167301793847011,0.0838594343219345,0.578,0.956,0.599,0.568,0.4815876678327809
66,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_2_8_0.csv,0.258,-0.5424291369754553,-0.1456210099561252,-0.1212387217592162,0.205546701473808,0.679,0.735,0.669,0.664,0.4711620857868212
67,../gan_data/compas/compas-pro-VGAN-ordi-norm-split-60/8-9//sample_data_2_9_0.csv,0.274,-0.4948503562945368,-0.1371356491650937,-0.1131180441525269,0.279987462316157,0.674,0.618,0.632,0.633,0.488861063107529
