age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
26,0,2,0,0,0,-2.652374267578125,-0.8308420181274414,-1.223876953125,2.214726448059082,Male,25 - 45,F,unpriv,0
19,0,5,0,0,0,-1.738250732421875,14.46923828125,-28.142333984375,0.006798505783081,Male,Less than 25,M,unpriv,unpref
22,0,6,0,0,1,-8.439605712890625,-0.3359073996543884,-1.995208740234375,0.1810668706893921,Male,Less than 25,F,unpriv,unpref
46,0,3,0,0,0,-15.970947265625,-0.7139424085617065,-28.004058837890625,9.647079467773438,Female,Greater than 45,M,Caucasian,0
34,0,2,0,0,2,-2.8197021484375,-0.22951310873031608,39.12933349609375,3.513241052627564,Male,25 - 45,M,unpriv,0
25,0,7,0,0,0,-2.884979248046875,10.143975257873535,28.860107421875,1.2282633781433103,Male,Less than 25,F,unpriv,0
56,0,1,0,0,0,-18.38299560546875,4.381673812866211,-13.8785400390625,11.940669059753416,Male,Greater than 45,F,Caucasian,0
38,0,7,0,0,3,-31.5877685546875,214.32090759277344,-27.720489501953125,17.48213005065918,Male,Greater than 45,F,unpriv,unpref
28,0,1,0,0,0,-0.826812744140625,-0.8717457056045532,7.53424072265625,0.4094966650009155,Male,25 - 45,F,Caucasian,0
28,0,9,2,1,14,2.54248046875,4.20692777633667,10.73248291015625,1.7764495611190796,Male,25 - 45,F,unpriv,0
25,0,7,0,0,1,-21.119171142578125,60.11028671264648,-10.587738037109377,7.008126258850098,Male,25 - 45,F,unpriv,0
26,0,1,0,0,0,9.804229736328123,-0.18181449174880981,-9.40350341796875,2.593629837036133,Male,25 - 45,F,unpriv,unpref
19,0,8,0,0,0,-4.39923095703125,0.3547614812850952,18.585906982421875,0.0013597011566162,Male,Less than 25,F,unpriv,unpref
21,0,5,0,0,0,-12.5755615234375,-0.2671534419059753,9.357208251953123,1.8936104774475095,Male,Less than 25,F,unpriv,0
51,0,1,0,0,0,-3.145263671875,-0.32647496461868286,-48.08610534667969,0.7238142490386963,Male,Greater than 45,M,unpriv,0
61,0,1,0,0,0,-4.1524658203125,-0.9852254986763,-56.4796142578125,4.342885494232178,Male,Greater than 45,M,Caucasian,0
26,0,8,0,0,6,-1.884918212890625,1.2408738136291504,-6.650421142578125,1.2348352670669553,Male,25 - 45,F,unpriv,unpref
24,0,2,0,0,0,12.2288818359375,0.2457296848297119,5.10760498046875,0.0351256132125854,Female,Less than 25,M,unpriv,unpref
31,0,1,0,0,0,-0.9124755859375,-0.7546896338462828,16.879974365234375,0.0113308429718017,Male,25 - 45,M,Caucasian,0
35,0,1,0,0,0,2.52032470703125,-0.9928921461105347,5.044952392578125,3.1477081775665283,Male,25 - 45,M,Caucasian,0
36,0,1,0,0,0,87.149658203125,12.07073974609375,91.04202270507812,0.0126905441284179,Male,25 - 45,F,Caucasian,unpref
41,0,7,0,0,3,-0.963531494140625,14.20220184326172,21.407989501953125,5.313032150268555,Male,25 - 45,F,unpriv,0
38,0,1,0,0,0,-5.294342041015625,-0.9999329447746276,-27.107666015625,0.0,Female,25 - 45,M,Caucasian,unpref
27,0,6,0,0,16,-56.40777587890625,2.1021759510040283,-2.74749755859375,8.034700393676758,Male,25 - 45,F,unpriv,0
59,0,3,0,0,0,-50.10171508789063,26.55451202392578,26.421905517578125,0.174041748046875,Female,Greater than 45,M,Caucasian,unpref
43,0,1,0,0,1,21.98739624023437,81.51728820800781,-72.34382629394531,1.75242817401886,Male,25 - 45,F,Caucasian,0
26,0,6,0,0,0,-5.380462646484375,-0.4398877024650574,0.05859375,5.570922374725342,Male,25 - 45,F,Caucasian,0
56,0,1,0,0,0,-4.49774169921875,1.3934245109558103,19.76025390625,1.3186835050582886,Male,Greater than 45,M,unpriv,0
28,0,1,0,0,1,-1.75482177734375,-0.680839478969574,0.3355712890625,1.0975054502487185,Female,25 - 45,F,unpriv,0
22,0,9,0,0,1,9.55487060546875,-0.105304479598999,-22.37142944335937,1.7642122507095337,Male,Less than 25,M,unpriv,0
42,0,2,0,0,0,-12.919830322265625,-0.8941197991371154,-12.996490478515623,0.1266788244247436,Male,Greater than 45,M,Caucasian,0
22,0,7,0,0,1,56.068145751953125,4.021788120269775,-46.70993041992188,1.4798080921173093,Male,Less than 25,F,unpriv,unpref
70,0,1,0,0,0,-45.180938720703125,2.7194192409515376,-24.639556884765625,2.793052673339844,Female,Greater than 45,M,Caucasian,0
32,0,7,0,0,10,-19.754119873046875,44.22993469238281,-99.5281982421875,2.6020147800445557,Male,25 - 45,F,unpriv,unpref
24,0,3,0,0,0,0.19677734375,-0.9823421239852905,18.561187744140625,0.6975266933441163,Male,25 - 45,M,unpriv,unpref
29,0,7,0,0,11,-1.603424072265625,3.6507492065429688,35.989532470703125,12.457128524780272,Male,25 - 45,F,unpriv,unpref
35,0,6,0,0,6,-2.7939453125,-0.9883770942687988,1.090667724609375,0.0024927854537963,Male,25 - 45,F,unpriv,unpref
34,0,6,0,0,4,2.45257568359375,50.743499755859375,33.861297607421875,27.643857955932617,Female,25 - 45,F,unpriv,unpref
24,0,8,0,0,1,-5.217315673828125,11.121663093566896,6.805755615234375,5.895437717437744,Male,25 - 45,M,Caucasian,unpref
25,0,4,0,0,0,1.379302978515625,-0.8942986130714415,-5.58843994140625,0.5978152751922609,Female,25 - 45,M,unpriv,unpref
37,0,9,0,0,16,1.13323974609375,204.87051391601557,-21.625274658203125,17.849929809570312,Male,25 - 45,F,unpriv,unpref
38,0,8,0,0,12,-1.612091064453125,1.9122085571289065,-4.719085693359375,0.290296196937561,Male,25 - 45,F,Caucasian,0
21,0,4,0,0,0,5.29925537109375,0.668177604675293,8.584930419921875,0.0247012376785278,Male,Less than 25,M,unpriv,0
34,0,4,0,0,0,13.465606689453123,-0.9174550175666808,-10.0860595703125,4.409284114837647,Female,25 - 45,F,Caucasian,0
32,0,5,0,0,6,-2.818267822265625,35.27066421508789,21.571685791015625,16.726137161254883,Female,25 - 45,F,unpriv,unpref
27,0,1,0,0,0,-2.49700927734375,1.004638433456421,-18.462127685546875,0.000453233718872,Male,25 - 45,M,unpriv,0
34,0,1,0,0,0,-2.791748046875,-0.990411102771759,18.41632080078125,0.5774197578430176,Male,25 - 45,M,Caucasian,0
37,0,7,0,0,5,-1.854766845703125,-0.5116591453552246,46.068939208984375,0.116481065750122,Male,25 - 45,M,Caucasian,unpref
27,0,3,0,0,2,2.750823974609375,-0.6562078595161438,32.260406494140625,2.0633463859558105,Male,25 - 45,F,unpriv,unpref
19,0,7,0,0,0,4.392578125,3.670821189880371,60.204376220703125,0.0550678968429565,Female,25 - 45,F,unpriv,0
28,0,5,0,0,0,6.14678955078125,-0.9374598264694214,-25.500640869140625,0.1395959854125976,Male,25 - 45,F,unpriv,0
21,0,6,0,5,20,-76.490234375,-0.3593990802764892,-102.642822265625,0.4761220216751098,Male,Less than 25,F,Caucasian,0
22,0,2,0,0,0,14.27056884765625,0.5428513288497925,-12.988006591796877,3.617031574249268,Male,Less than 25,M,unpriv,unpref
33,0,2,0,0,13,-329.5094299316406,32.77030944824219,2180.7373046875,3535.6679687499995,Male,25 - 45,F,unpriv,0
42,0,1,0,0,1,6.3306884765625,70.41920471191406,-4.24237060546875,0.0077049732208251,Female,25 - 45,F,unpriv,unpref
57,0,1,0,0,2,-1.573333740234375,4.235336780548096,4.2841796875,7.997988700866699,Male,Greater than 45,M,unpriv,0
31,0,1,0,0,5,5.4578857421875,28.47736549377441,-100.64271545410156,32.53470230102539,Male,25 - 45,F,unpriv,0
52,0,1,0,0,0,45.02163696289063,25.984743118286136,49.606781005859375,0.1518332958221435,Male,25 - 45,F,unpriv,unpref
29,0,8,0,0,8,1.201904296875,-0.8547360301017761,8.409210205078125,1.372391700744629,Male,25 - 45,F,unpriv,unpref
22,0,3,0,0,3,-1.96246337890625,24.60825729370117,16.566741943359375,1.8532726764678955,Male,Less than 25,F,Caucasian,0
36,0,1,0,0,2,-12.126190185546877,1.5473387241363523,-38.02529907226563,222.2048492431641,Male,25 - 45,F,unpriv,0
32,0,4,0,0,0,14.632965087890623,0.0895580053329467,-53.72134399414063,10.818235397338867,Female,25 - 45,M,Caucasian,0
29,0,4,0,0,1,39.9830322265625,1.367898941040039,-7.686981201171875,2.718042612075806,Male,25 - 45,M,Caucasian,0
21,0,4,0,0,2,-19.92340087890625,47.99361038208008,11.622528076171877,4.100178718566895,Male,Less than 25,F,unpriv,unpref
29,0,7,0,0,1,-27.29461669921875,14.604243278503418,-89.25212097167969,1.6463714838027954,Male,25 - 45,F,unpriv,unpref
28,0,6,0,0,4,-37.733673095703125,331.5463256835937,0.411651611328125,8.229591369628906,Male,25 - 45,F,unpriv,unpref
29,0,8,0,0,3,-0.359954833984375,-0.33514744043350214,2.663055419921875,1.5874511003494265,Male,25 - 45,F,unpriv,0
24,0,3,0,0,0,13.631927490234377,-0.9281167984008788,-25.66668701171875,7.895557880401612,Male,25 - 45,F,Caucasian,0
29,0,5,0,0,1,-2.184783935546875,-0.9113529920578004,8.03826904296875,3.485593795776367,Male,25 - 45,M,Caucasian,unpref
35,0,4,0,0,0,-103.92111206054688,11.554817199707031,-1.00506591796875,0.2284297943115234,Male,25 - 45,M,Caucasian,unpref
41,0,9,0,0,4,-10.143157958984377,0.4937446117401123,95.195068359375,3.8252925872802734,Male,25 - 45,M,unpriv,unpref
33,0,1,0,0,0,-0.507843017578125,0.3183504343032837,61.86788940429688,0.2220845222473144,Male,25 - 45,F,unpriv,0
21,0,4,0,0,0,12.073394775390623,167.42774963378906,44.32415771484375,0.0033992528915405,Male,Less than 25,M,unpriv,unpref
39,0,6,0,0,5,-2.619140625,-0.784909188747406,-13.884429931640625,0.0,Male,Greater than 45,F,unpriv,0
22,0,5,0,0,0,-2.39117431640625,0.16351997852325437,-49.684173583984375,7.748030185699463,Male,Less than 25,M,unpriv,0
24,0,4,0,0,0,2.6336669921875,-0.9312683939933776,57.22894287109376,1.65067720413208,Male,25 - 45,F,unpriv,unpref
28,0,3,0,0,0,-3.52056884765625,0.05111300945281981,6.242828369140625,0.05030894279479979,Female,Less than 25,F,unpriv,0
32,0,2,0,0,1,-1.651580810546875,-0.9409466981887815,22.828460693359375,0.8475470542907715,Male,25 - 45,M,Caucasian,0
46,0,1,0,0,4,0.594146728515625,2.157027006149292,23.41705322265625,2.509101867675781,Male,Greater than 45,M,unpriv,unpref
30,0,1,0,0,0,3.40606689453125,17.266916275024414,10.190277099609379,0.2884832620620727,Male,25 - 45,F,unpriv,0
21,0,3,0,0,0,-4.748199462890625,-0.9926909804344177,19.593963623046875,1.4793548583984375,Male,Less than 25,M,Caucasian,0
38,0,9,0,0,19,-2.021484375,-0.956369400024414,22.665496826171875,0.0009064674377440999,Male,25 - 45,F,unpriv,unpref
52,0,6,0,0,4,-1.278472900390625,0.2550950050354004,15.69952392578125,0.7401306629180908,Male,Greater than 45,F,Caucasian,unpref
29,0,8,0,0,4,-28.20184326171875,6.434837818145752,-12.904846191406248,4.845068454742431,Male,25 - 45,F,unpriv,unpref
23,0,1,0,0,0,5.351043701171875,0.1797696352005005,-19.208984375,2.434544801712036,Male,Less than 25,F,unpriv,0
19,0,7,0,0,2,3.06744384765625,110.95194244384766,25.375946044921875,2.0556414127349854,Male,Less than 25,M,unpriv,unpref
38,0,1,0,0,1,30.287261962890625,105.52679443359375,-147.5049591064453,3.751415491104126,Male,Greater than 45,F,unpriv,0
62,0,1,0,0,0,6.667083740234375,-0.998725950717926,-7.507049560546875,0.7682311534881592,Male,Greater than 45,F,unpriv,unpref
33,0,2,0,0,0,-0.14801025390625,0.424252986907959,8.818572998046875,0.6000814437866211,Male,25 - 45,F,Caucasian,0
18,0,8,0,0,0,-11.399810791015623,0.7098188400268555,-31.874725341796875,1.3166439533233643,Female,Less than 25,F,unpriv,unpref
59,0,1,0,0,4,-63.026947021484375,-0.1780370473861694,-35.870697021484375,0.0920064449310302,Male,Greater than 45,F,Caucasian,unpref
63,0,1,0,0,0,-0.21441650390625,4.164750099182129,49.044342041015625,2.3724517822265625,Male,Greater than 45,F,unpriv,0
32,0,4,0,0,2,3.386322021484375,2.128729820251465,53.90493774414063,5.770571708679199,Female,25 - 45,F,unpriv,unpref
35,0,1,0,0,0,45.321380615234375,5.64819049835205,-33.33428955078125,0.43238496780395513,Male,25 - 45,M,Caucasian,0
38,0,6,0,0,1,-4.84539794921875,19.013526916503903,-51.44332885742188,4.418575286865234,Male,25 - 45,M,unpriv,0
25,0,9,1,0,9,1.238250732421875,34.56609344482422,9.0076904296875,0.058467149734497,Male,25 - 45,F,unpriv,unpref
34,0,2,0,0,9,-2.4263916015625,9.799982070922852,19.846221923828125,1.424060344696045,Male,25 - 45,M,unpriv,unpref
21,0,6,0,0,0,5.215087890625,0.8236786127090454,-98.56819152832033,0.025834321975708,Male,Less than 25,F,unpriv,unpref
27,0,3,0,0,2,-111.13461303710938,-0.29402023553848255,-23.193420410156254,5.382603645324707,Male,25 - 45,F,unpriv,0
26,0,9,0,0,0,-3.35443115234375,-0.1425424814224243,16.442138671875,2.091446876525879,Male,25 - 45,M,unpriv,0
39,0,4,0,0,19,-62.76876831054688,6.640071392059326,20.561279296875,89.06156158447266,Male,25 - 45,M,unpriv,unpref
56,0,1,0,0,0,-37.216339111328125,-0.905720353126526,3.0782775878906254,3.4153425693511963,Female,Greater than 45,M,unpriv,0
31,0,3,0,0,0,-2.56768798828125,2.9085373878479004,31.63226318359375,2.24396014213562,Male,25 - 45,M,unpriv,unpref
32,0,2,0,0,0,26.279571533203125,0.8570051193237305,-39.417266845703125,0.1398226022720337,Female,25 - 45,M,Caucasian,0
30,0,5,0,0,5,-1.249114990234375,-0.8170062899589539,20.67620849609375,1.6533966064453125,Male,25 - 45,M,unpriv,unpref
33,0,3,0,0,0,55.5093994140625,3.8413424491882315,19.37469482421875,0.8974027633666992,Male,25 - 45,M,Caucasian,0
61,0,5,0,0,0,11.389892578125,35.028526306152344,-99.69589233398438,2.241467237472534,Male,Greater than 45,F,Caucasian,0
19,0,4,0,0,0,-1.55670166015625,11.658820152282717,-26.17050170898437,0.0095179080963134,Male,Less than 25,M,unpriv,0
47,0,1,0,0,1,-26.807861328125,1.6366114616394043,-29.38922119140625,24.395078659057617,Female,Greater than 45,F,unpriv,0
22,0,6,0,0,3,-0.678131103515625,2.2092630863189697,28.20556640625,1.1296850442886353,Male,Less than 25,M,unpriv,unpref
50,0,8,0,0,10,-4.967864990234375,69.38688659667969,2.87713623046875,19.760536193847656,Male,Greater than 45,F,unpriv,0
38,0,1,0,0,0,0.38800048828125,-0.4254037737846374,11.6015625,0.34559071063995356,Male,25 - 45,F,unpriv,0
34,0,1,0,0,0,-3.431854248046875,1.8501152992248533,-45.426055908203125,5.467131614685059,Male,25 - 45,M,unpriv,0
51,0,3,0,0,3,-0.48736572265625,24.34066200256348,7.595703125000001,2.6969671249389653,Male,Greater than 45,F,Caucasian,unpref
36,0,1,0,0,0,-1.423614501953125,-0.9986588954925536,-116.66683959960938,0.16633677482604983,Male,25 - 45,M,unpriv,0
50,0,7,0,0,3,0.71783447265625,54.04789352416993,-0.33709716796875,6.731427192687988,Male,Greater than 45,F,Caucasian,0
31,0,1,0,0,0,0.074005126953125,6.138118267059326,22.542053222656246,1.9742860794067385,Female,25 - 45,M,unpriv,0
31,0,9,0,0,3,32.381011962890625,12.509974479675291,-15.29876708984375,2.999274015426636,Male,25 - 45,F,Caucasian,unpref
33,0,3,0,0,1,11.035888671875,7.037194252014159,-44.95429992675781,0.2864437103271484,Female,25 - 45,F,unpriv,0
32,0,6,0,0,8,-1.2703857421875,-0.6526315808296204,10.567840576171877,1.0036860704421997,Male,25 - 45,F,unpriv,unpref
22,0,5,0,0,0,-39.720062255859375,-0.1509243845939636,-211.12973022460935,0.000226616859436,Male,Less than 25,F,unpriv,0
51,0,1,0,0,4,-25.183807373046875,0.1904090642929077,-18.624420166015625,0.0380716323852539,Male,Greater than 45,F,Caucasian,0
32,0,1,0,0,3,0.930328369140625,9.686569213867186,10.118927001953121,3.087881326675415,Male,25 - 45,M,unpriv,unpref
21,0,5,0,0,0,-20.54168701171875,6.897317409515381,-105.84246826171876,0.3854752779006958,Male,Less than 25,F,Caucasian,0
21,0,5,0,1,0,0.3994140625,1.0795390605926514,-54.97247314453125,0.0092912912368774,Male,Less than 25,M,Caucasian,unpref
19,0,6,0,0,0,197.63458251953125,0.0998622179031372,55.85324096679688,0.0382982492446899,Male,Less than 25,M,Caucasian,unpref
39,0,1,0,0,0,2.520355224609375,1.1210684776306152,10.7171630859375,1.4025317430496216,Male,25 - 45,F,unpriv,0
31,0,1,0,0,0,5.959381103515625,-0.4934424757957458,-29.4805908203125,1.4995237588882446,Female,25 - 45,M,Caucasian,0
19,0,6,0,0,0,1.42132568359375,2.6782026290893555,38.512725830078125,1.713676691055298,Male,Less than 25,F,unpriv,unpref
22,0,4,0,0,0,-0.020263671875,-0.9084919691085817,7.175750732421875,0.0009064674377440999,Female,Less than 25,M,unpriv,unpref
23,0,6,0,1,2,-4.950408935546875,0.7538294792175293,-2.50537109375,0.8067560195922852,Male,Less than 25,F,unpriv,unpref
32,0,6,0,0,11,-3.021209716796875,-0.7849538922309875,-8.586456298828125,0.393180251121521,Male,25 - 45,F,unpriv,0
62,0,1,0,0,0,-43.05755615234375,-1.0,-21.28964233398437,0.0,Female,Greater than 45,M,unpriv,0
48,0,5,0,0,8,-3.1011962890625,-0.7944757342338562,0.540252685546875,2.5673422813415527,Male,Greater than 45,F,unpriv,0
48,0,7,0,0,19,-1.4110107421875,12.314329147338867,3.8270263671875,6.878727912902832,Male,25 - 45,F,unpriv,unpref
48,0,8,0,0,6,19.042205810546875,11.28471851348877,14.19049072265625,2.516126871109009,Male,Greater than 45,F,Caucasian,unpref
23,0,3,0,0,0,-0.1141357421875,-0.97653067111969,7.9735107421875,0.1788007020950317,Male,Less than 25,F,unpriv,unpref
32,0,1,0,0,0,-3.546844482421875,-0.8022988438606262,62.86016845703125,0.7593930959701538,Female,25 - 45,M,Caucasian,unpref
29,0,1,0,0,0,-0.78515625,-0.9731332063674928,79.10501098632812,1.7837013006210327,Male,25 - 45,F,unpriv,0
33,1,7,0,0,7,-20.8212890625,7.597463607788086,-53.945098876953125,7.527758598327637,Male,25 - 45,F,unpriv,0
24,0,6,0,0,1,5.152252197265625,-0.3659481406211853,-6.042510986328125,1.4279128313064573,Male,Less than 25,F,Caucasian,0
51,0,1,0,0,3,4.95538330078125,20.57452774047852,-17.7506103515625,18.20458602905273,Male,Greater than 45,F,Caucasian,0
33,0,1,0,0,0,-3.524627685546875,1.7621164321899414,-10.03778076171875,2.1866259574890137,Male,25 - 45,F,unpriv,0
34,0,1,0,0,1,9.621063232421877,-0.0696758031845092,-42.079681396484375,2.128385543823242,Male,25 - 45,F,unpriv,0
47,0,1,0,0,0,-2.263580322265625,-0.5815977454185486,17.31500244140625,0.2200449705123901,Male,Greater than 45,F,Caucasian,0
35,0,9,0,0,11,2.014404296875,0.8570051193237305,65.1424560546875,1.1976701021194458,Male,25 - 45,F,unpriv,unpref
65,0,3,0,0,2,-51.342529296875,19.09756851196289,36.93209838867188,0.637926459312439,Male,Greater than 45,F,Caucasian,unpref
38,0,1,0,0,6,-0.94549560546875,35.327144622802734,4.464599609375,4.187653064727783,Male,25 - 45,F,Caucasian,unpref
27,0,2,0,0,0,92.28094482421876,-0.7909888625144958,32.297637939453125,0.0027194023132324,Female,25 - 45,M,Caucasian,0
61,0,4,0,0,3,-21.42877197265625,2.339395046234131,46.8892822265625,112.97734069824222,Male,Greater than 45,M,unpriv,0
50,0,1,0,0,3,-35.5079345703125,0.4505833387374878,31.833648681640625,278.08404541015625,Male,25 - 45,M,unpriv,0
26,0,3,0,0,0,-4.167205810546875,1.2464842796325684,3.472564697265625,1.7166227102279663,Male,25 - 45,M,Caucasian,0
33,0,4,0,0,0,-24.404998779296875,6.553435802459717,-75.28744506835938,17.214723587036133,Male,25 - 45,F,Caucasian,0
32,0,2,0,0,5,-21.296783447265625,1.2782907485961914,-36.6915283203125,39.41728210449219,Male,25 - 45,M,unpriv,0
45,0,5,0,0,3,-6.70904541015625,46.112152099609375,18.631591796875,23.899694442749023,Male,25 - 45,F,Caucasian,0
41,0,1,0,0,0,-46.56842041015625,3.406400203704834,-11.20318603515625,231.77125549316412,Male,25 - 45,M,unpriv,0
34,0,4,0,0,1,20.00897216796875,-0.6195510029792786,-25.601440429687504,1.1514402627944946,Male,25 - 45,F,unpriv,0
29,0,6,0,0,6,-2.793060302734375,-0.596908688545227,17.4066162109375,1.82789158821106,Male,25 - 45,M,unpriv,unpref
26,0,9,2,5,11,-33.03363037109375,3.931263446807861,-112.5714874267578,0.1278119087219238,Male,Less than 25,F,unpriv,unpref
26,0,2,0,0,3,-1.119140625,-0.590560793876648,52.847412109375,1.2742666006088257,Male,25 - 45,F,unpriv,unpref
54,0,1,0,0,2,-7.781646728515625,-0.0509450435638427,-18.13262939453125,2.7450098991394043,Male,Greater than 45,F,unpriv,unpref
29,0,5,0,0,7,7.58404541015625,0.7169266939163208,6.902801513671875,2.0316200256347656,Male,25 - 45,F,unpriv,unpref
32,0,4,0,0,0,5.614471435546875,-0.8016282916069031,-1.2568359375,5.9011030197143555,Female,25 - 45,F,Caucasian,0
27,0,1,0,0,0,-1.33123779296875,0.707717776298523,3.274017333984375,0.7591664791107178,Female,25 - 45,M,Caucasian,0
33,0,3,0,0,0,-8.736297607421875,3.269205093383789,94.22659301757812,5.216946601867676,Male,25 - 45,F,unpriv,0
27,0,5,0,0,4,-3.462860107421875,-0.6746927499771118,6.673858642578124,1.347237229347229,Female,25 - 45,F,unpriv,unpref
33,0,9,0,0,16,-18.693023681640625,31.002464294433597,120.7818603515625,563.7724609375,Female,25 - 45,F,Caucasian,unpref
24,0,7,0,0,1,-255.78260803222656,0.9612312316894532,-205.52040100097653,0.0013597011566162,Male,Less than 25,F,unpriv,unpref
24,0,5,0,0,0,-13.201446533203123,28.415205001831055,-22.125762939453125,2.742970466613769,Male,Less than 25,M,unpriv,0
32,0,4,0,0,1,-2.0980224609375,2.914415836334229,20.71908569335937,0.4391834735870361,Male,25 - 45,F,unpriv,unpref
30,0,9,1,3,19,8.4454345703125,-0.1467446088790893,31.76321411132812,5.079617023468017,Male,25 - 45,F,Caucasian,unpref
26,0,7,0,0,10,-3.441253662109375,10.528581619262695,3.7924194335937496,1.829704523086548,Male,25 - 45,M,unpriv,unpref
28,0,1,0,0,1,-57.067901611328125,2.5832748413085938,81.30789184570312,1.40434467792511,Male,25 - 45,M,unpriv,unpref
34,0,1,0,0,0,2.363525390625,-0.6298551559448242,-23.374542236328125,0.0267407894134521,Male,25 - 45,M,Caucasian,0
22,0,9,0,1,1,2.708465576171875,1.8972775936126707,1.7906494140625,0.1071897745132446,Male,Less than 25,M,unpriv,unpref
26,0,2,0,0,0,-0.7679443359375,175.3827667236328,18.806121826171875,1.037678599357605,Male,25 - 45,F,unpriv,0
39,0,2,0,0,0,-3.260223388671875,-0.4294047355651855,-23.0518798828125,0.1670166254043579,Male,25 - 45,M,unpriv,0
19,0,3,0,0,0,-0.449066162109375,2.77655029296875,5.950317382812501,0.6871023178100586,Male,Less than 25,F,Caucasian,unpref
32,0,8,0,0,3,36.9473876953125,2.8477852344512944,-52.00364685058594,0.6347538232803346,Male,25 - 45,F,Caucasian,unpref
46,0,2,0,0,1,1.3353271484375,-0.9963343143463136,26.8505859375,0.3054795265197754,Male,25 - 45,M,Caucasian,unpref
27,0,8,0,0,2,-2.265411376953125,0.20540714263916007,38.15213012695312,1.6348140239715576,Female,25 - 45,F,Caucasian,unpref
26,0,5,0,0,3,-1.24212646484375,1.4806632995605469,-3.74542236328125,1.5559513568878174,Male,25 - 45,M,Caucasian,unpref
26,0,4,0,0,1,-3.99224853515625,1.4091601371765137,11.540802001953123,1.3948267698287964,Male,25 - 45,F,unpriv,unpref
19,0,2,0,0,0,311.40057373046875,-0.287337064743042,115.15792846679688,0.7367314100265502,Male,Less than 25,M,Caucasian,unpref
67,0,1,0,0,0,-3.860992431640625,-0.9236017465591432,-42.511871337890625,1.958422899246216,Female,Greater than 45,M,Caucasian,0
27,0,8,0,0,3,3.702850341796875,12.542473793029783,-28.108184814453125,10.875569343566896,Male,25 - 45,F,unpriv,0
56,0,1,0,0,0,-4.919464111328125,5.499216079711914,5.8568115234375,5.477102756500243,Male,Greater than 45,F,Caucasian,0
26,0,3,0,0,0,-2.235565185546875,-0.9870359897613524,-4.056549072265625,0.0006798505783081,Female,25 - 45,M,unpriv,0
27,0,2,0,0,0,5.779388427734375,0.3111084699630737,-47.621185302734375,1.4922720193862913,Male,25 - 45,M,unpriv,0
24,0,6,0,0,0,-1.29669189453125,-0.8266175389289856,23.77459716796875,2.0121309757232666,Male,25 - 45,F,unpriv,unpref
42,0,4,0,0,0,2.20538330078125,0.2696013450622558,78.82046508789064,3.760480165481568,Male,Greater than 45,M,unpriv,unpref
