age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
21,0,8,0,0,0,5.1943359375,4.006298542022705,4.904815673828125,0.0022661685943603,Male,Less than 25,M,unpriv,unpref
21,0,9,0,0,0,-1.237518310546875,-0.9146163463592528,7.171539306640625,1.1122355461120603,Male,Less than 25,F,unpriv,0
56,0,1,0,0,0,-26.4888916015625,-0.456942081451416,77.61126708984375,1.3855354785919187,Female,Greater than 45,F,Caucasian,0
62,0,1,0,0,1,-4.010711669921875,4.846545219421387,35.214630126953125,6.674999713897704,Male,Greater than 45,F,unpriv,0
29,0,5,0,0,7,16.1636962890625,76.91822052001953,-15.89959716796875,5.216493606567383,Male,25 - 45,F,unpriv,unpref
38,0,3,0,0,6,-4.913055419921875,-0.8951256275177003,23.78729248046875,0.4992369413375854,Female,25 - 45,M,Caucasian,unpref
62,0,1,0,0,0,10.442596435546877,-1.0,-230.1961669921875,0.0006798505783081,Male,Greater than 45,M,unpriv,0
32,0,8,0,0,4,-10.680206298828123,-0.8357817530632019,11.465911865234377,2.822739601135254,Male,25 - 45,F,unpriv,0
26,0,1,0,0,0,-0.36724853515625,-0.5700865983963013,18.20269775390625,0.1953437328338623,Male,25 - 45,F,unpriv,0
25,0,5,0,0,6,-2.958953857421875,-0.8803064227104187,-107.13314819335938,0.0,Male,Less than 25,M,Caucasian,unpref
29,0,7,0,0,0,10.059844970703123,147.9872283935547,-25.58355712890625,9.394628524780272,Female,25 - 45,M,Caucasian,0
19,0,3,0,0,0,2.650543212890625,-0.9400526285171508,-58.92816162109375,0.0022661685943603,Male,Less than 25,M,unpriv,0
30,0,4,0,0,2,3.525054931640625,15.455352783203123,25.03582763671875,31.993314743041992,Male,25 - 45,F,Caucasian,0
29,0,3,0,0,0,7.93695068359375,-0.592997133731842,11.99346923828125,3.745976686477661,Male,25 - 45,F,unpriv,0
24,0,6,0,0,2,0.99542236328125,13.505990028381348,0.079559326171875,10.243309020996094,Male,25 - 45,F,unpriv,0
28,0,6,0,0,4,2.21038818359375,0.0577068328857421,11.459320068359375,0.0412442684173584,Female,25 - 45,M,unpriv,unpref
26,0,9,0,0,0,-12.2281494140625,98.829833984375,6.3043212890625,6.790121078491211,Female,25 - 45,F,Caucasian,0
31,0,9,0,0,6,-3.618408203125,-0.3577226996421814,-44.189300537109375,0.0,Male,25 - 45,F,unpriv,0
25,0,4,0,0,1,-1.79864501953125,3.1439013481140137,138.42691040039062,1.0218154191970823,Male,25 - 45,F,unpriv,unpref
39,0,2,0,0,0,-3.260223388671875,-0.4294047355651855,-23.0518798828125,0.1670166254043579,Male,25 - 45,M,unpriv,0
51,0,5,0,0,6,5.017120361328125,1.0705535411834717,-49.69476318359375,2.769484519958496,Male,Greater than 45,F,unpriv,unpref
43,0,4,0,0,0,-14.32073974609375,-0.5270147919654846,-26.05743408203125,0.2841775417327881,Male,Greater than 45,M,unpriv,0
45,0,1,0,0,2,-2.83428955078125,-0.6398687362670898,-38.57904052734375,0.8529858589172364,Female,Greater than 45,M,unpriv,unpref
22,0,6,0,0,2,-1.4541015625,2.0417592525482178,9.586639404296877,1.6223500967025757,Male,Less than 25,M,unpriv,unpref
22,0,7,0,0,6,-0.466094970703125,5.533570766448975,-1.444305419921875,2.1836800575256348,Male,Less than 25,F,unpriv,0
50,0,1,0,0,1,5.952301025390625,0.3744533061981201,-52.374359130859375,3.0334932804107666,Male,Greater than 45,F,Caucasian,0
22,0,5,0,0,0,-244.25241088867188,0.0125563144683837,-191.2226867675781,0.0226616859436035,Male,Less than 25,F,unpriv,0
19,0,8,0,0,0,-4.703216552734375,-0.677218496799469,20.860412597656246,0.0006798505783081,Female,Less than 25,M,unpriv,0
37,0,2,0,0,0,-2.459747314453125,-1.0,18.8350830078125,0.0,Female,25 - 45,M,unpriv,0
45,0,1,0,0,9,-0.83447265625,4.304940223693848,-24.9210205078125,9.817269325256348,Male,Greater than 45,F,unpriv,0
56,0,1,0,0,0,-12.678863525390623,0.1683926582336425,-11.52301025390625,4.927556991577148,Male,Greater than 45,M,Caucasian,0
34,0,5,0,0,0,-30.94342041015625,8.922340393066406,-95.56309509277344,1.5763468742370603,Female,25 - 45,F,unpriv,unpref
23,0,5,0,0,0,0.748809814453125,1.8018803596496584,7.90118408203125,0.17313528060913078,Female,25 - 45,M,Caucasian,unpref
26,0,9,0,0,6,446.82720947265625,12.017386436462402,498.6882934570313,211.86251831054688,Female,Less than 25,F,Caucasian,unpref
39,0,1,0,0,0,-7.199188232421875,-0.0880936384201049,-1.836456298828125,0.8686224222183226,Male,25 - 45,M,Caucasian,0
38,0,7,0,0,2,-4.507659912109375,-0.3160367012023926,-10.97259521484375,4.577207088470459,Female,25 - 45,M,unpriv,unpref
27,0,9,0,0,16,-10.267333984375,194.24713134765625,-9.662811279296877,2.6915283203125,Male,25 - 45,F,unpriv,unpref
36,4,7,0,0,12,-31.365875244140625,15.25990867614746,-18.801055908203125,21.496421813964844,Male,25 - 45,F,unpriv,0
38,0,1,0,0,1,6.135711669921875,2.6334097385406494,-4.781738281250001,4.441010475158691,Male,25 - 45,F,Caucasian,unpref
24,0,4,0,0,1,1.36505126953125,2.135748147964477,9.232391357421877,4.815608024597167,Male,25 - 45,F,unpriv,0
23,0,7,0,0,6,-2.300811767578125,0.1439845561981201,0.072967529296875,0.0079315900802612,Male,25 - 45,F,unpriv,unpref
31,0,9,0,0,11,12.750701904296877,0.2375712394714355,-2.90625,1.4494414329528809,Male,25 - 45,F,Caucasian,unpref
19,0,6,0,2,0,-2.41015625,-0.9295920133590698,-8.7105712890625,0.9338880777359008,Male,Less than 25,M,Caucasian,0
64,0,4,0,0,1,48.44805908203125,2.4731478691101074,-7.4356689453125,6.308333396911621,Female,Greater than 45,F,Caucasian,0
32,0,7,0,0,16,-0.41778564453125,14.75310516357422,21.09805297851563,8.031754493713379,Male,25 - 45,F,unpriv,unpref
24,0,5,0,0,3,-1.59368896484375,0.2104809284210205,-2.576019287109375,1.9765522480010984,Male,25 - 45,F,unpriv,unpref
25,0,4,0,0,0,-2.334320068359375,5.612695693969727,11.183502197265623,2.643259048461914,Male,25 - 45,M,unpriv,0
28,0,5,0,0,0,3.306121826171875,-0.9458417296409608,14.091339111328121,0.0142768621444702,Female,25 - 45,F,Caucasian,unpref
54,0,1,0,0,0,-20.19158935546875,-0.4697719812393188,-66.35340881347656,5.874588966369629,Male,Greater than 45,F,Caucasian,0
23,0,3,0,1,1,-10.294219970703121,-0.9706968665122986,-6.16571044921875,0.06028008460998531,Male,Less than 25,M,unpriv,unpref
26,0,7,0,0,6,0.087493896484375,4.894467353820801,-0.33709716796875,0.2748862504959106,Male,25 - 45,F,unpriv,unpref
28,0,9,0,0,1,0.68878173828125,0.4166758060455322,7.751617431640625,3.740084648132324,Male,25 - 45,M,Caucasian,unpref
48,0,1,0,0,0,11.017974853515623,-0.9997541308403016,165.85552978515625,0.08588778972625731,Male,Greater than 45,F,unpriv,0
29,0,2,0,0,1,-21.261962890625,5.8559722900390625,-77.73811340332031,5.813855648040772,Male,25 - 45,F,unpriv,unpref
32,0,9,3,0,11,21.50140380859375,26.874879837036133,142.18405151367188,10.015558242797852,Male,25 - 45,F,unpriv,unpref
32,0,4,0,0,2,-50.0985107421875,10.516199111938478,-15.61907958984375,0.728346586227417,Male,25 - 45,M,Caucasian,unpref
19,0,5,0,0,0,262.03936767578125,0.332186222076416,140.70208740234375,0.1477541923522949,Male,Less than 25,M,unpriv,0
34,0,9,0,1,14,-1.97576904296875,11.346900939941406,40.39083862304688,23.85391616821289,Male,25 - 45,F,unpriv,unpref
38,0,2,0,0,0,-134.41482543945312,5.951861381530762,-0.5657958984375,0.4638847112655639,Female,25 - 45,M,Caucasian,0
23,0,4,0,0,0,28.258514404296875,11.857169151306154,-43.219635009765625,0.0414708852767944,Male,Less than 25,F,unpriv,0
31,0,2,0,0,2,0.878448486328125,1.8863251209259035,11.689178466796877,0.7206416130065918,Male,25 - 45,M,Caucasian,unpref
24,0,8,0,0,3,-1.76385498046875,-0.9445900321006776,-1.225982666015625,0.0,Male,25 - 45,F,unpriv,0
65,0,2,0,0,3,31.7496337890625,17.941781997680664,-39.896575927734375,54.97543716430664,Male,Greater than 45,M,unpriv,0
23,0,9,0,0,1,12.915802001953123,13.741309165954588,93.31369018554688,2.4134695529937744,Female,Less than 25,F,unpriv,unpref
27,0,9,0,0,7,4.784698486328125,-0.0392550826072692,32.8388671875,17.51793670654297,Male,25 - 45,F,unpriv,0
33,0,1,0,0,0,-0.505035400390625,43.16266250610352,15.288269042968748,1.0093514919281006,Male,25 - 45,F,unpriv,0
22,0,8,0,0,0,-6.512359619140625,4.919702529907227,2.2052001953125,0.4613919258117675,Male,25 - 45,M,Caucasian,unpref
26,0,2,0,0,0,-10.470550537109377,-0.9074637889862059,15.561737060546877,2.6958341598510738,Male,25 - 45,F,unpriv,0
31,0,9,0,0,10,-1.241241455078125,24.161266326904297,72.54531860351562,29.88985633850098,Female,25 - 45,M,unpriv,unpref
23,0,5,0,0,2,-24.720184326171875,69.7494125366211,16.5789794921875,2.8272719383239746,Male,Less than 25,F,unpriv,unpref
33,0,1,0,0,1,-1.377471923828125,-0.8572617769241332,51.724884033203125,0.638379693031311,Male,25 - 45,F,unpriv,unpref
34,0,3,0,0,1,-20.9586181640625,2.884151697158813,-27.415008544921875,13.07624626159668,Female,25 - 45,F,Caucasian,0
29,0,8,0,0,2,7.276031494140625,88.41812133789062,11.034423828125,26.114646911621094,Male,25 - 45,M,unpriv,unpref
28,0,3,0,0,1,1.66705322265625,3.900798320770264,-12.166473388671877,23.525548934936523,Male,25 - 45,M,unpriv,unpref
29,0,4,0,0,3,-6.748291015625,0.8015280961990356,-31.2802734375,3.660088777542114,Male,25 - 45,F,Caucasian,0
30,0,7,0,0,5,-23.93466186523437,36.62044143676758,-22.42349243164063,10.814836502075195,Male,25 - 45,F,unpriv,0
24,0,2,0,0,0,-2.3138427734375,-0.4937106966972351,5.382232666015625,2.0293538570404053,Male,25 - 45,M,Caucasian,0
22,0,5,0,0,0,-2.663665771484375,-0.9919310212135316,8.05194091796875,0.30479967594146734,Male,Less than 25,F,Caucasian,unpref
24,0,9,0,0,3,2.49261474609375,74.36213684082031,21.92828369140625,51.181190490722656,Male,Less than 25,M,unpriv,unpref
22,0,4,0,0,0,10.25384521484375,15.503118515014648,-98.11880493164061,0.135743498802185,Male,Less than 25,F,unpriv,unpref
34,0,8,0,0,0,-5.77691650390625,4.463078498840332,-65.41954040527344,1.759906530380249,Male,25 - 45,M,Caucasian,0
29,0,6,0,0,6,-3.703277587890625,-0.9743402004241944,1.24871826171875,3.68320369720459,Male,25 - 45,F,unpriv,unpref
27,0,4,0,0,1,-2.0400390625,-0.4095116853713989,-37.89154052734375,0.0006798505783081,Male,25 - 45,M,Caucasian,unpref
49,0,3,0,0,13,-2.328521728515625,10.269391059875488,34.1041259765625,2.120680570602417,Male,Greater than 45,F,unpriv,unpref
23,0,7,0,0,2,1.299896240234375,128.923583984375,18.78399658203125,2.5841119289398193,Male,Less than 25,F,unpriv,unpref
33,0,2,0,0,3,-2.060821533203125,0.8000751733779907,27.634185791015625,0.1695094108581543,Male,25 - 45,M,Caucasian,unpref
49,0,1,0,0,0,-1.403045654296875,-0.9515861272811891,0.0020751953125,1.7796221971511839,Male,Greater than 45,F,Caucasian,0
21,0,9,0,0,0,4.314361572265625,1.8175265789031985,49.346771240234375,0.0018129348754881997,Male,25 - 45,F,unpriv,unpref
37,0,1,0,0,0,3.355438232421875,-0.9955743551254272,5.651428222656249,2.6489243507385254,Male,25 - 45,M,Caucasian,0
25,0,5,0,0,1,16.2259521484375,-0.8040422797203064,47.602935791015625,37.53613662719727,Male,25 - 45,M,Caucasian,0
45,0,1,0,0,0,-2.06866455078125,6.087893962860107,11.255584716796877,4.38277006149292,Male,25 - 45,F,unpriv,0
22,3,8,0,0,3,12.027618408203123,2.8901195526123047,0.09979248046875,0.000226616859436,Male,Less than 25,M,unpriv,unpref
31,0,2,0,0,0,6.2850341796875,-0.3370026350021361,-13.697418212890623,0.0736504793167114,Female,25 - 45,M,unpriv,0
28,0,6,0,0,0,-8.252593994140625,6.5000600814819345,27.7618408203125,1.2269036769866943,Female,25 - 45,M,Caucasian,0
43,0,9,0,0,15,-1.885711669921875,-0.958626925945282,23.27008056640625,0.0145034790039062,Male,25 - 45,F,unpriv,unpref
37,0,1,0,0,0,10.24444580078125,191.46090698242188,30.354766845703125,3.4450294971466064,Male,25 - 45,F,unpriv,0
23,0,4,0,0,1,-80.5916748046875,2.071978807449341,67.6458740234375,11.063888549804686,Male,Less than 25,M,unpriv,unpref
31,0,9,0,0,13,-73.88287353515625,48.91300582885742,-67.03031921386719,3.951971292495728,Male,25 - 45,F,unpriv,unpref
27,0,1,0,0,0,-1.939239501953125,-0.9952390789985656,9.877044677734377,0.2216312885284423,Female,25 - 45,M,unpriv,0
48,0,1,0,0,0,1.006195068359375,-0.606788158416748,89.17498779296875,3.157679319381714,Female,Greater than 45,M,unpriv,0
37,0,6,0,0,2,0.177490234375,1.0549297332763672,-5.3197021484375,4.082275867462158,Male,25 - 45,F,unpriv,0
34,0,2,0,0,0,-0.26849365234375,4.763731956481934,46.344024658203125,2.130424976348877,Female,25 - 45,M,Caucasian,unpref
31,0,5,0,0,8,-6.8209228515625,-0.9924004077911376,68.59811401367188,8.321598052978516,Male,25 - 45,M,unpriv,0
32,0,2,0,0,0,13.1466064453125,-0.4246438145637512,-21.72372436523437,2.468310832977295,Male,25 - 45,M,unpriv,0
33,0,9,1,0,18,-35.655364990234375,24.266342163085938,-70.21913146972656,3.912313461303711,Male,25 - 45,F,unpriv,unpref
55,0,6,0,0,8,6.3526611328125,1.3767948150634766,-61.22409057617188,10.429134368896483,Female,Greater than 45,F,Caucasian,0
25,0,3,0,0,0,9.903564453125,5.807178497314453,12.570770263671875,0.1758546829223632,Male,25 - 45,F,unpriv,unpref
21,0,5,0,0,0,-3.087738037109375,-0.7560754418373108,12.50762939453125,1.3198165893554688,Female,Less than 25,M,unpriv,0
38,0,5,0,0,11,-0.459686279296875,-0.9516531825065611,1.2371826171875,1.7050652503967283,Male,25 - 45,F,unpriv,unpref
19,0,6,0,0,0,-20.488800048828125,0.3815164566040039,-17.1796875,0.000453233718872,Male,Less than 25,F,unpriv,unpref
29,0,8,0,0,1,0.925048828125,0.7165467739105225,-2.5124206542968746,0.4532337188720703,Female,25 - 45,F,unpriv,0
30,0,9,0,0,7,-68.35107421875,196.52438354492188,-134.08389282226562,0.328821063041687,Male,25 - 45,F,unpriv,unpref
43,0,5,0,0,13,-1.5255126953125,178.94969177246094,-14.072357177734377,7.87788200378418,Female,Greater than 45,F,Caucasian,unpref
34,0,3,0,0,0,-7.435577392578125,-0.994724988937378,-10.4730224609375,0.2087141275405883,Female,25 - 45,M,unpriv,0
31,0,3,0,0,0,-4.7635498046875,-0.8867437243461609,-18.207061767578125,0.0550678968429565,Female,25 - 45,M,unpriv,0
48,0,1,0,0,0,2.998809814453125,18.58631706237793,9.696136474609377,5.623497486114502,Male,Greater than 45,M,unpriv,0
23,0,8,0,0,1,390.0614013671875,-0.686427414417267,-117.32350158691406,0.1269054412841797,Female,25 - 45,F,unpriv,0
26,0,1,0,0,3,-88.70840454101562,0.3325214385986328,-8.9644775390625,7.063647270202637,Male,25 - 45,M,Caucasian,0
55,0,6,0,0,11,-7.036834716796875,7.001632690429688,4.558349609375,0.0867942571640014,Male,Greater than 45,F,unpriv,unpref
66,0,1,0,0,1,-1.62225341796875,8.05272388458252,-53.07952880859375,2.060173749923706,Male,Greater than 45,F,Caucasian,0
32,0,9,2,1,3,17.332794189453125,12.784945487976074,136.20611572265625,2.864663600921631,Male,25 - 45,F,unpriv,unpref
30,0,5,0,0,0,4.6256103515625,-0.6734634041786194,-2.29034423828125,0.0045323371887207005,Male,25 - 45,F,unpriv,unpref
50,0,1,0,0,2,6.11187744140625,123.7940902709961,0.052215576171875,4.784335136413574,Male,Greater than 45,F,Caucasian,unpref
19,0,5,0,0,0,-2.71612548828125,27.19113540649414,-11.2076416015625,0.0908733606338501,Male,Less than 25,M,unpriv,unpref
55,0,2,0,0,2,8.070526123046875,4.4601731300354,82.02340698242188,27.829683303833008,Male,Greater than 45,M,unpriv,0
34,0,1,0,0,0,-1.293975830078125,-0.9835491180419922,16.52056884765625,0.3813961744308471,Female,25 - 45,M,unpriv,0
23,0,7,0,0,0,-38.101806640625,15.01833152770996,-23.936737060546875,7.049597263336181,Male,Less than 25,F,unpriv,unpref
22,0,9,0,0,1,11.184295654296877,-0.7439607977867126,-43.04934692382812,0.3680257797241211,Male,Less than 25,F,Caucasian,unpref
27,0,3,0,0,2,8.74102783203125,4.03745698928833,-9.571197509765623,7.327202796936035,Male,25 - 45,F,unpriv,0
34,0,1,0,0,1,-0.01312255859375,-0.4126409292221069,60.195892333984375,1.7161694765090942,Male,25 - 45,M,Caucasian,unpref
22,0,4,0,0,0,48.272796630859375,3.9478487968444815,-25.58380126953125,0.0462298393249511,Male,Less than 25,F,Caucasian,0
56,0,7,0,0,11,-1.2940673828125,38.4164924621582,36.621673583984375,20.66519165039062,Male,Greater than 45,F,unpriv,0
31,0,1,0,0,1,-2.51971435546875,33.47396469116211,35.747650146484375,1.5181063413619995,Male,25 - 45,F,unpriv,0
28,0,4,0,0,2,-4.94580078125,40.618629455566406,11.171264648437502,2.0506558418273926,Female,25 - 45,F,unpriv,unpref
27,0,4,0,0,1,4.3443603515625,12.708882331848145,-54.79606628417969,2.7187223434448238,Male,25 - 45,F,Caucasian,0
54,0,2,0,0,0,-11.1634521484375,-0.7932016849517822,-24.16522216796875,16.109512329101562,Female,Greater than 45,F,unpriv,0
26,0,1,0,0,5,-1.887420654296875,0.928463578224182,19.281646728515625,78.98594665527344,Male,Less than 25,M,unpriv,unpref
29,0,1,0,0,0,-5.2581787109375,-0.982967972755432,8.691162109375,2.617877960205078,Male,25 - 45,F,unpriv,0
33,0,5,0,0,4,-5.9752197265625,1.052135705947876,5.287536621093751,1.1577855348587036,Male,25 - 45,F,unpriv,0
38,0,5,0,0,2,-0.3077392578125,3.464961528778076,14.840789794921877,3.035985946655273,Male,25 - 45,F,unpriv,0
37,0,2,0,0,1,-70.87496948242188,7.637316703796388,13.285125732421877,0.7084043025970459,Male,25 - 45,M,Caucasian,unpref
26,0,6,0,0,2,-2.778350830078125,-0.39019978046417236,2.88232421875,2.1551263332366943,Male,25 - 45,F,Caucasian,0
49,0,1,0,0,0,-3.6446533203125,-0.8803511261940002,8.17816162109375,2.20452880859375,Male,Greater than 45,F,unpriv,0
22,0,9,0,0,0,-16.479217529296875,4.424879550933838,-14.8126220703125,2.4834940433502197,Male,Less than 25,F,unpriv,0
48,0,4,0,0,0,76.83419799804688,3.223965167999268,-65.66096496582031,0.2855372428894043,Male,Greater than 45,F,unpriv,0
57,0,1,0,0,3,0.90814208984375,-0.9162033200263976,25.374298095703125,0.0537081956863403,Male,Greater than 45,M,Caucasian,0
24,0,3,0,0,0,22.373565673828125,-0.6586665511131287,9.815093994140625,0.0013597011566162,Female,Less than 25,F,unpriv,unpref
30,0,2,0,0,0,-34.18756103515625,0.4069974422454834,383.99993896484375,140.66131591796875,Male,25 - 45,M,Caucasian,0
38,0,6,0,0,8,3.591949462890625,-0.9723955988883972,23.8857421875,0.0009064674377440999,Male,25 - 45,F,Caucasian,unpref
49,0,9,0,0,29,4.711151123046875,7.367352485656738,200.06805419921875,133.32322692871094,Male,Greater than 45,F,unpriv,unpref
23,0,2,0,0,0,-4.121856689453125,5.852217197418213,22.770294189453125,0.753274440765381,Male,Less than 25,F,unpriv,unpref
32,0,8,0,0,13,4.167724609375,4.192600250244141,3.40447998046875,31.865503311157227,Male,25 - 45,M,unpriv,unpref
22,0,6,0,0,2,4.1177978515625,-0.6852427721023558,-133.75979614257812,0.0011330842971801003,Male,Less than 25,M,Caucasian,0
25,0,6,2,0,9,23.238739013671875,126.17014312744142,-72.57252502441406,1.1328576803207395,Male,25 - 45,F,unpriv,unpref
47,0,1,0,0,0,-0.142913818359375,-0.10040944814682,4.891845703125,2.7746968269348145,Male,Greater than 45,F,Caucasian,0
33,0,9,0,0,7,2.659088134765625,10.440470695495604,-15.36187744140625,7.142509937286377,Male,25 - 45,F,Caucasian,unpref
22,0,1,0,0,0,-2.30126953125,-0.1201236844062805,24.0263671875,0.2583432197570801,Male,Less than 25,F,unpriv,0
41,0,1,0,0,0,34.124755859375,18.293062210083008,-3.7812194824218754,0.1405024528503418,Male,25 - 45,F,unpriv,0
22,0,7,0,0,2,0.55010986328125,261.28485107421875,25.847473144531254,0.8448276519775391,Male,Less than 25,M,unpriv,unpref
27,0,3,0,0,2,-12.4300537109375,-0.3890151381492615,16.830291748046875,42.03561401367188,Male,25 - 45,M,unpriv,0
31,0,6,0,0,11,0.181640625,-0.5803460478782654,22.470001220703125,8.989211082458496,Male,25 - 45,F,unpriv,unpref
26,0,2,0,0,0,-3.156829833984375,-0.9972507357597351,11.819427490234377,0.135516881942749,Female,25 - 45,F,Caucasian,0
57,0,1,0,0,0,4.395782470703125,-0.3846341967582702,-1.736602783203125,0.34287130832672125,Male,Greater than 45,M,unpriv,0
33,0,6,0,0,11,11.5989990234375,-0.863743782043457,-25.092254638671875,7.164718627929688,Male,25 - 45,M,unpriv,unpref
25,0,3,0,0,0,-4.493560791015625,3.25197172164917,8.971649169921875,1.5582175254821775,Male,25 - 45,M,Caucasian,0
44,0,8,0,0,23,5.28875732421875,193.3350982666016,28.0023193359375,18.319026947021484,Male,25 - 45,F,unpriv,unpref
22,0,7,0,0,0,-3.9158935546875,-0.8128041625022888,-160.88011169433594,0.0018129348754881997,Male,Less than 25,F,unpriv,unpref
28,0,7,0,0,1,3.13134765625,89.35372161865234,22.02792358398437,51.34503555297852,Male,25 - 45,F,Caucasian,0
36,0,4,0,0,9,-1.041717529296875,-0.1897940635681152,32.29644775390625,0.000226616859436,Male,25 - 45,M,unpriv,unpref
37,0,5,0,0,0,-17.743621826171875,17.858186721801758,1766.38916015625,676.0545043945312,Male,25 - 45,F,Caucasian,0
36,0,1,0,0,1,3.787200927734375,0.8960535526275635,34.098480224609375,0.9508843421936036,Male,25 - 45,F,unpriv,0
46,0,3,0,0,0,-72.42190551757812,-1.0,-18.190338134765625,0.0,Female,Greater than 45,M,unpriv,0
31,0,1,0,0,0,-0.86962890625,-0.9997764825820924,-135.97988891601562,0.08724749088287351,Male,25 - 45,F,unpriv,0
24,0,9,0,0,1,-5.3905029296875,10.54463005065918,-122.4125518798828,0.1701892614364624,Male,Less than 25,F,unpriv,unpref
32,0,6,0,0,4,-2.758026123046875,6.242925643920898,0.512451171875,1.870268940925598,Male,25 - 45,F,Caucasian,unpref
43,0,3,0,0,0,12.583740234375,-0.9931156635284424,132.05117797851562,5.130152225494386,Male,25 - 45,F,Caucasian,0
