age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
51,0,3,0,0,3,-0.48736572265625,24.34066200256348,7.595703125000001,2.6969671249389653,Male,Greater than 45,F,Caucasian,unpref
71,0,1,0,0,0,38.872100830078125,-0.0261346101760864,-103.9481201171875,0.8278313875198363,Male,Greater than 45,M,Caucasian,0
21,0,6,0,0,0,-0.337890625,1.2995026111602783,-129.68211364746094,0.0088380575180053,Male,Less than 25,F,unpriv,unpref
33,0,3,0,0,3,12.36041259765625,6.500417709350586,-50.28758239746094,0.7265336513519286,Male,25 - 45,F,unpriv,unpref
57,0,8,0,0,1,-27.35345458984375,0.7200336456298828,-15.47894287109375,0.0222084522247314,Male,Greater than 45,F,Caucasian,unpref
51,0,1,0,0,0,1.112579345703125,-0.0970343351364135,-10.742706298828125,0.1114954948425293,Female,Greater than 45,M,Caucasian,0
25,0,2,0,0,0,-1.84417724609375,-0.8545795679092407,8.028839111328125,2.5714213848114014,Male,Less than 25,F,Caucasian,0
64,0,2,0,0,1,-50.8333740234375,12.10556411743164,18.233551025390625,0.3050262928009033,Female,Greater than 45,F,Caucasian,0
35,0,5,0,0,2,-5.10205078125,9.823853492736816,12.804656982421877,5.518347263336182,Male,25 - 45,F,unpriv,0
48,0,1,0,0,0,3.259552001953125,18.511125564575195,-12.247985839843752,0.0249278545379638,Male,Greater than 45,M,unpriv,0
31,0,3,0,0,4,7.806365966796875,-0.9625161290168762,33.666046142578125,1.2670148611068726,Male,25 - 45,M,unpriv,unpref
31,0,4,0,0,4,-0.546722412109375,5.587102890014648,-25.41162109375,54.08687210083008,Male,25 - 45,F,unpriv,0
39,0,1,0,0,1,-63.08282470703125,5.094023704528809,-43.51898193359375,3.93066930770874,Male,25 - 45,F,Caucasian,0
33,0,1,0,0,3,-19.14569091796875,2.62156343460083,-73.70870971679688,25.52023124694824,Male,25 - 45,F,Caucasian,0
25,0,3,0,1,1,-190.6708831787109,-0.5935335755348206,-36.52804565429688,62.88731002807617,Female,25 - 45,M,unpriv,0
60,0,1,0,0,0,-4.2103271484375,5.96942949295044,30.670135498046875,1.3048598766326904,Male,Greater than 45,M,unpriv,0
36,0,9,0,0,5,-2.3751220703125,23.96195602416992,2.384185791015625,4.173149585723877,Male,25 - 45,F,unpriv,unpref
30,0,1,0,0,1,1.85797119140625,-0.905720353126526,76.96969604492188,7.438018321990967,Male,25 - 45,F,unpriv,0
28,0,3,0,0,0,8.12298583984375,-0.9750107526779175,22.974029541015625,1.1707026958465576,Female,25 - 45,M,unpriv,0
21,0,7,0,0,1,-3.727081298828125,-0.9502003192901612,13.1007080078125,0.2447462081909179,Female,Less than 25,F,Caucasian,unpref
32,0,2,0,0,2,-2.239013671875,-0.9755695462226868,7.29376220703125,0.0358054637908935,Male,25 - 45,F,unpriv,unpref
44,0,3,0,0,1,-9.7919921875,61.1041374206543,-22.02520751953125,77.08417510986328,Male,Greater than 45,M,Caucasian,0
22,0,7,0,0,0,-3.639678955078125,11.7747802734375,-129.36956787109375,0.0310465097427368,Male,Less than 25,M,unpriv,unpref
31,0,9,0,0,6,-13.4381103515625,11.593105316162111,-4.19976806640625,2.128385543823242,Male,25 - 45,F,unpriv,0
37,0,7,0,0,0,-10.44586181640625,31.62487030029297,-28.73019409179688,54.891361236572266,Male,25 - 45,M,unpriv,0
53,0,5,0,0,5,-3.2423095703125,-0.2694780230522156,-11.095062255859377,0.1781208515167236,Male,Greater than 45,F,Caucasian,0
27,0,1,0,0,8,-65.2801513671875,4.3094329833984375,-106.37004089355467,11.563578605651854,Male,25 - 45,F,unpriv,0
22,0,4,0,0,0,-9.197845458984377,-0.5400905609130859,-5.737030029296875,14.370454788208008,Male,Less than 25,M,Caucasian,0
30,0,1,0,0,0,3.544281005859375,-0.9519437551498412,40.9671630859375,0.1337039470672607,Male,25 - 45,F,unpriv,unpref
55,0,3,0,0,12,2.24163818359375,5.858676910400391,3.663116455078125,17.261632919311523,Male,Greater than 45,F,unpriv,0
21,0,4,0,0,1,-5.334075927734375,6.773019313812256,1.67572021484375,0.5842182636260986,Male,Less than 25,F,unpriv,unpref
33,0,4,0,0,3,-5.248382568359375,25.49568748474121,-95.04539489746094,1.8265318870544436,Male,25 - 45,F,unpriv,unpref
32,0,9,2,1,3,17.332794189453125,12.784945487976074,136.20611572265625,2.864663600921631,Male,25 - 45,F,unpriv,unpref
23,0,3,0,0,0,-0.70672607421875,4.927659511566162,19.99578857421875,2.795318841934204,Female,Less than 25,M,unpriv,0
45,0,5,0,0,3,9.588226318359377,-0.8335465788841248,95.00454711914061,94.08180236816406,Male,Greater than 45,M,unpriv,0
44,0,1,0,0,3,-46.449462890625,1.7523488998413086,61.34808349609375,11.98077964782715,Male,25 - 45,F,unpriv,unpref
28,0,4,0,0,1,-6.39862060546875,-0.6861368417739868,3.122100830078125,3.5291042327880864,Male,25 - 45,F,Caucasian,0
31,0,1,0,0,0,2.84857177734375,-0.7029229998588562,15.5303955078125,0.5112476348876953,Male,25 - 45,M,unpriv,0
60,0,5,0,0,9,-3.186248779296875,5.759300708770752,-2.278564453125,38.65562438964844,Male,Greater than 45,M,unpriv,unpref
23,0,4,0,0,0,-4.580474853515625,-0.9980553984642028,5.433319091796875,0.238627552986145,Male,Less than 25,M,Caucasian,unpref
37,0,9,0,0,14,1.210968017578125,0.0585337877273559,-9.382293701171877,2.7839879989624023,Female,25 - 45,F,unpriv,unpref
24,0,1,0,0,2,-1.63232421875,-0.7924193739891052,48.71533203125,0.5357222557067871,Male,25 - 45,F,unpriv,unpref
30,0,8,0,1,21,6.264862060546875,-0.8538419604301453,-46.93650817871094,5.480502128601074,Male,25 - 45,F,unpriv,unpref
36,0,1,0,0,0,-4.248199462890625,-0.0362599492073059,14.842437744140625,0.8489067554473877,Male,25 - 45,M,Caucasian,0
37,0,2,0,0,2,-103.705322265625,6.16473913192749,-45.269439697265625,3.6313085556030273,Male,25 - 45,F,Caucasian,0
31,0,8,0,0,5,-5.021636962890625,101.72791290283205,-9.572845458984377,23.153671264648438,Male,25 - 45,F,unpriv,0
41,0,7,0,0,1,5.1025390625,10.553793907165527,91.47067260742188,12.797280311584473,Male,25 - 45,M,unpriv,unpref
23,0,6,2,0,6,-3.479888916015625,-0.7739344835281373,-51.81733703613281,1.0218154191970823,Female,25 - 45,F,unpriv,unpref
56,0,1,0,0,0,-22.895965576171875,0.1990368366241455,58.49371337890625,5.977246284484863,Male,Greater than 45,F,Caucasian,0
53,0,1,0,0,0,-16.00543212890625,6.218048095703125,55.469085693359375,42.61711502075195,Female,Greater than 45,M,Caucasian,0
35,0,7,0,0,8,-8.0615234375,-0.9854490160942078,5.8363037109375,1.1704760789871214,Male,25 - 45,F,unpriv,unpref
28,0,9,0,0,1,1.25042724609375,1.9624552726745603,23.77880859375,0.0117840766906738,Female,25 - 45,F,unpriv,unpref
23,0,6,0,0,0,-10.37451171875,1.1359994411468506,-1.831756591796875,0.3193031549453735,Female,Less than 25,F,unpriv,0
31,0,3,0,0,4,-1.029571533203125,48.03974533081055,2.878326416015625,5.150547981262207,Male,25 - 45,M,Caucasian,0
21,0,3,0,0,0,27.25091552734375,24.2092342376709,89.15002441406251,0.0006798505783081,Male,Less than 25,F,Caucasian,unpref
23,0,4,0,0,0,2.31317138671875,4.138486862182617,35.283660888671875,9.399160385131836,Female,Less than 25,M,unpriv,0
27,0,1,0,0,0,-1.939239501953125,-0.9952390789985656,9.877044677734377,0.2216312885284423,Female,25 - 45,M,unpriv,0
24,0,7,0,0,2,-1.4329833984375,0.2054741382598877,-0.57379150390625,1.6465981006622314,Male,25 - 45,F,unpriv,unpref
30,0,9,1,0,14,10.28387451171875,0.0098741054534912,2.6882629394531254,0.004985570907592699,Male,25 - 45,F,unpriv,unpref
29,0,3,0,0,3,20.01885986328125,1.7785897254943848,-9.943572998046877,0.0,Male,25 - 45,M,Caucasian,0
32,0,6,0,0,1,-1.613037109375,-0.4789138436317444,5.817474365234375,5.254791736602783,Male,25 - 45,F,unpriv,0
34,0,1,0,0,1,-6.09600830078125,5.639562606811523,-63.25715637207031,15.977622032165526,Male,25 - 45,M,unpriv,unpref
31,0,2,0,0,0,0.78204345703125,0.2993738651275635,9.555999755859377,1.476408839225769,Female,25 - 45,M,Caucasian,0
26,0,5,0,0,7,5.9993896484375,47.28657913208008,-8.206329345703125,158.31114196777344,Male,25 - 45,F,unpriv,unpref
49,0,3,0,0,0,-0.765716552734375,1.0024702548980713,-15.31573486328125,0.0190358161926269,Male,Greater than 45,F,Caucasian,0
34,0,7,0,0,9,-1.514495849609375,9.402925491333008,28.528472900390625,6.885526657104492,Male,25 - 45,F,unpriv,0
22,0,7,0,0,2,-10.2825927734375,-0.4526952505111693,-32.1912841796875,2.4508612155914307,Male,Less than 25,M,Caucasian,unpref
52,0,1,0,0,0,1.131103515625,2.227099895477295,51.31085205078125,0.12463927268981931,Female,Greater than 45,F,unpriv,0
57,0,1,0,0,5,-2.37835693359375,1.0163729190826416,-22.09774780273437,34.20169448852539,Male,Greater than 45,F,Caucasian,0
23,0,1,0,0,1,-2.9434814453125,-0.891236424446106,11.520538330078123,1.2450330257415771,Male,Less than 25,M,Caucasian,0
25,0,8,0,0,0,5.70989990234375,60.8740463256836,-18.96380615234375,11.183768272399902,Male,25 - 45,F,Caucasian,0
41,0,1,0,0,0,2.787261962890625,-0.571874737739563,-0.676483154296875,4.195357799530029,Male,25 - 45,F,Caucasian,0
24,0,3,0,0,0,-3.6614990234375,-0.9969154596328736,15.397552490234377,0.5264309644699097,Male,Less than 25,M,unpriv,0
25,0,4,1,0,6,-10.852783203125,-0.6513128280639648,-56.60585021972656,29.65122985839844,Male,25 - 45,F,unpriv,unpref
27,0,3,0,0,6,7.045013427734375,-0.684549868106842,-47.062042236328125,3.744163751602173,Male,25 - 45,M,unpriv,unpref
30,0,6,0,0,7,-31.12542724609375,144.5634002685547,7.288360595703125,9.27701473236084,Male,25 - 45,F,unpriv,unpref
22,0,8,0,0,0,-0.317535400390625,33.50478744506836,23.5826416015625,0.954283595085144,Male,Less than 25,F,unpriv,0
36,0,1,0,0,0,0.667449951171875,0.1369436979293823,-0.10864257812499999,0.2551705837249756,Male,25 - 45,F,Caucasian,unpref
53,0,1,0,0,0,21.582916259765625,0.5471652746200562,-36.3035888671875,2.312171697616577,Male,Greater than 45,M,Caucasian,0
53,0,5,0,0,8,-10.126739501953123,13.09912109375,6.623443603515625,16.099994659423828,Male,Greater than 45,F,Caucasian,unpref
56,0,7,0,0,22,-7.803985595703125,0.1390894651412964,-3.843170166015625,0.019715666770935,Male,Greater than 45,F,unpriv,unpref
54,0,2,0,0,7,-2.459747314453125,1.5037975311279297,8.409454345703125,0.9866898059844972,Male,Greater than 45,F,unpriv,0
26,0,1,0,0,2,1.387542724609375,18.646465301513672,0.13677978515625,1.4532939195632935,Male,25 - 45,F,unpriv,0
25,0,5,0,0,2,-2.53076171875,-0.9961331486701963,6.686798095703125,0.7052316665649414,Male,Less than 25,F,Caucasian,0
19,0,4,0,0,0,-3.74139404296875,2.1713321208953857,1.6444091796875002,0.058013916015625,Male,Less than 25,F,unpriv,unpref
38,0,3,0,0,9,472.8031005859375,73.11212158203125,449.3779296875,75.24178314208984,Female,25 - 45,F,unpriv,unpref
35,0,8,0,0,3,2.259796142578125,1.0743534564971924,4.565887451171875,2.1517269611358643,Male,25 - 45,F,unpriv,unpref
53,0,1,0,0,0,-11.352203369140623,1.4138541221618652,-57.6480712890625,10.374066352844238,Male,Greater than 45,F,Caucasian,0
33,0,2,0,0,0,10.678375244140623,8.771198272705078,-33.073089599609375,0.122826337814331,Female,25 - 45,F,unpriv,0
31,0,7,0,0,7,-1.0745849609375,-0.5207339525222778,19.6031494140625,1.701665997505188,Male,25 - 45,M,unpriv,unpref
27,0,5,0,0,0,-4.55804443359375,-0.7484758496284485,8.123046875,2.086461305618286,Male,25 - 45,F,unpriv,0
54,0,1,0,0,0,43.928253173828125,3.986025333404541,31.1661376953125,0.4919852018356323,Female,Greater than 45,M,Caucasian,0
30,0,9,0,0,8,-5.71502685546875,-0.23391640186309812,43.79302978515625,0.470683217048645,Male,25 - 45,F,unpriv,unpref
39,0,2,0,0,0,-65.53152465820312,0.1149719953536987,-9.460723876953123,0.9751323461532592,Female,25 - 45,M,unpriv,unpref
43,0,1,0,0,1,-1.61456298828125,-0.9994412064552308,10.96588134765625,0.0018129348754881997,Male,25 - 45,F,unpriv,unpref
25,0,8,0,0,2,-0.041534423828125,-0.5125085115432739,13.717071533203123,0.6168510913848877,Male,25 - 45,F,Caucasian,unpref
34,3,9,0,0,13,7.8460693359375,14.132844924926758,17.542510986328125,3.9701006412506095,Male,25 - 45,M,unpriv,unpref
51,0,2,0,0,2,-49.68060302734375,3.672140121459961,20.89501953125,16.332050323486328,Male,25 - 45,M,Caucasian,0
36,0,9,0,0,2,-18.26348876953125,1.8265788555145264,161.20501708984375,8.659256935119629,Male,25 - 45,M,unpriv,unpref
21,0,6,0,0,0,3.672027587890625,14.81124210357666,-31.32052612304687,0.0659455060958862,Male,Less than 25,F,unpriv,unpref
21,0,8,0,0,0,-2.45916748046875,9.993189811706545,29.827880859375,1.2094541788101196,Male,Less than 25,F,unpriv,0
21,0,5,0,0,0,3.335205078125,3.434295177459717,-82.96258544921876,0.1441283226013183,Male,Less than 25,F,unpriv,unpref
25,0,3,0,1,2,-0.748565673828125,0.2878179550170898,32.73028564453125,2.373358249664306,Male,Less than 25,F,unpriv,unpref
37,0,5,0,0,0,-31.8475341796875,5.200507164001465,16.88446044921875,0.39816582202911377,Male,25 - 45,F,unpriv,unpref
23,0,6,0,0,2,-1.872100830078125,2.482110738754272,-5.348419189453125,1.4868332147598269,Male,25 - 45,F,unpriv,unpref
23,0,9,0,0,2,12.94287109375,-0.6566325426101685,-25.35531616210937,0.502636194229126,Male,25 - 45,M,unpriv,unpref
41,0,1,0,0,0,0.05487060546875,-0.8773336410522462,4.505828857421875,4.095419883728027,Male,25 - 45,F,Caucasian,0
28,0,1,0,0,0,-0.203704833984375,54.505699157714844,35.001953125,2.2258307933807373,Female,25 - 45,F,unpriv,0
32,0,2,0,0,1,29.42562866210937,-0.8569935560226439,8.59271240234375,7.274854183197021,Male,25 - 45,F,Caucasian,0
50,0,1,0,0,4,-7.63751220703125,1.5862753391265871,114.29614257812501,3.1989235877990723,Male,Greater than 45,F,Caucasian,unpref
35,0,3,0,0,0,-11.0223388671875,-0.9451711773872375,-3.262603759765625,0.0015863180160522,Female,25 - 45,F,unpriv,0
25,0,4,1,1,3,210.35455322265625,29.177400588989254,238.240234375,2.733905792236328,Male,Less than 25,F,unpriv,unpref
55,0,5,0,0,18,3.37115478515625,24.09135055541992,62.473663330078125,8.322277069091797,Male,Greater than 45,F,unpriv,unpref
26,0,6,0,0,1,611.6136474609375,109.41838836669922,1031.8592529296875,502.0497131347656,Male,25 - 45,M,unpriv,0
23,0,8,0,0,1,0.298614501953125,-0.7577071189880371,3.7603759765625,1.1063435077667236,Female,25 - 45,M,unpriv,0
51,0,1,0,0,0,1.114013671875,-0.8748749494552611,4.64996337890625,2.7964520454406743,Female,Greater than 45,M,Caucasian,0
24,0,2,0,0,0,-0.724029541015625,-0.843984842300415,16.46380615234375,1.1908715963363645,Male,Less than 25,M,Caucasian,0
45,0,1,0,0,0,6.43438720703125,21.57588577270508,14.945343017578123,0.0892870426177978,Male,25 - 45,F,unpriv,0
44,0,1,0,0,2,5.747650146484375,198.5030670166016,85.50592041015625,29.286376953125004,Male,25 - 45,F,unpriv,unpref
44,2,8,0,0,25,-37.89886474609375,10.86484146118164,23.54660034179688,37.1159896850586,Male,Greater than 45,F,unpriv,unpref
22,0,9,0,0,0,7.32208251953125,11.291714668273924,56.19049072265625,0.1953437328338623,Female,Less than 25,F,unpriv,unpref
60,0,1,0,0,1,-19.48446655273437,-0.8595640063285828,-15.58447265625,5.193604946136475,Male,Greater than 45,F,unpriv,0
32,0,1,0,0,0,25.35308837890625,-0.874405562877655,79.73080444335938,22.71335411071777,Male,25 - 45,M,unpriv,0
48,0,1,0,0,2,6.726837158203125,1.4597420692443848,1.960479736328125,4.136663913726807,Male,Greater than 45,F,unpriv,0
21,0,6,0,0,0,0.37225341796875,-0.7337684035301208,10.14105224609375,0.38683497905731207,Male,Less than 25,F,unpriv,unpref
38,0,1,0,0,0,10.063446044921877,-0.8462647199630737,26.40283203125,0.0294601917266845,Male,25 - 45,F,Caucasian,unpref
24,0,5,0,0,1,-3.08587646484375,13.103479385375977,14.782135009765623,3.047316789627075,Male,Less than 25,F,unpriv,0
66,0,1,0,0,0,-11.199798583984377,-0.8324066400527954,-21.39422607421875,36.65822219848633,Male,Greater than 45,M,unpriv,0
22,0,4,0,0,0,2.32177734375,8.349756240844727,-53.364990234375,1.2733601331710815,Male,Less than 25,F,unpriv,unpref
41,0,6,0,0,0,179.93499755859375,1.014719009399414,-91.45312499999999,0.15976488590240467,Female,Greater than 45,F,unpriv,0
37,0,3,0,0,3,77.13101196289062,0.4011412858963012,-1.12799072265625,0.006571888923645,Female,25 - 45,F,Caucasian,unpref
38,0,6,0,0,3,2.4757080078125,156.35043334960938,-15.895111083984377,5.5763611793518075,Male,25 - 45,F,unpriv,0
51,0,1,0,0,0,7.524993896484375,-0.7569695115089417,-1.28863525390625,3.386335611343384,Male,Greater than 45,M,Caucasian,0
28,0,3,0,0,4,-3.175445556640625,-0.1002976894378662,1.0501708984375,1.573400855064392,Male,25 - 45,M,unpriv,0
23,0,7,0,0,2,-16.838897705078125,14.108704566955566,14.7762451171875,0.9078271389007568,Male,Less than 25,F,unpriv,unpref
23,0,6,0,0,0,-15.668914794921877,4.243942260742188,-36.501220703125,0.4559531211853027,Female,Less than 25,F,unpriv,0
54,0,1,0,0,0,-4.144775390625,-0.890945851802826,72.44451904296875,0.4425827264785766,Male,Greater than 45,F,Caucasian,0
33,0,2,0,0,4,-3.169921875,0.2819170951843261,13.2469482421875,2.2061150074005127,Male,25 - 45,M,unpriv,unpref
33,0,3,0,0,6,1.7530517578125,0.2901425361633301,-24.2462158203125,1.9262433052062988,Male,25 - 45,F,unpriv,unpref
51,0,1,0,0,0,9.34442138671875,-0.9583587050437928,-5.88165283203125,2.90069580078125,Male,Greater than 45,M,Caucasian,unpref
50,0,9,0,0,9,-1.979095458984375,-0.6353760361671448,0.460174560546875,2.2559707164764404,Male,Greater than 45,F,unpriv,unpref
37,0,6,0,0,0,-10.779510498046877,4.240902423858643,-31.113525390625,2.2881503105163574,Male,25 - 45,M,unpriv,0
33,0,3,0,0,0,58.36077880859375,0.7799586057662963,10.028015136718752,0.2021422386169433,Male,25 - 45,F,Caucasian,0
41,0,1,0,0,0,-1.43853759765625,0.9719377756118774,34.5714111328125,1.2751730680465698,Male,25 - 45,F,unpriv,0
32,0,1,0,0,0,5.49908447265625,-0.9998435378074646,79.86245727539064,0.12327957153320311,Male,25 - 45,F,unpriv,0
21,0,3,0,0,0,-5.174530029296875,-0.7849762439727783,-2.300689697265625,0.31613051891326904,Female,Less than 25,F,unpriv,0
22,0,1,0,0,0,-0.962188720703125,-0.9912604689598083,-7.6759033203125,1.2991944551467893,Female,Less than 25,M,unpriv,0
28,0,4,0,0,2,-1.18646240234375,9.24058437347412,8.998291015625,0.7294796705245972,Male,25 - 45,F,Caucasian,0
46,0,1,0,0,6,-4.716064453125,-0.9924227595329285,28.90155029296875,0.0024927854537963,Male,Greater than 45,M,unpriv,0
29,0,5,0,0,1,-6.874542236328125,6.896020889282227,14.967010498046877,12.249547958374023,Male,25 - 45,F,Caucasian,0
25,0,5,0,0,1,-0.06573486328125,7.301056861877442,25.53280639648437,1.1111024618148804,Male,25 - 45,M,unpriv,0
36,0,1,0,0,0,-0.82513427734375,6.240601062774658,26.249267578125,1.5675088167190552,Female,25 - 45,M,Caucasian,0
29,0,1,0,0,0,1.729705810546875,9.643139839172363,21.81875610351563,1.2676947116851809,Male,25 - 45,F,unpriv,unpref
50,0,1,0,0,0,-5.3758544921875,-0.788731336593628,48.426788330078125,1.4528406858444214,Male,Greater than 45,F,Caucasian,0
51,0,1,0,0,6,-6.77276611328125,0.647256374359131,-21.465576171875004,0.5067152976989746,Female,Greater than 45,F,unpriv,0
22,0,6,0,0,0,0.801025390625,5.4622015953063965,3.20263671875,6.634661674499512,Male,Less than 25,M,Caucasian,unpref
22,0,8,0,0,0,-1.57611083984375,2.8980991840362553,20.367919921875,1.0852681398391724,Male,Less than 25,F,unpriv,0
39,0,5,0,0,11,17.78424072265625,88.38338470458984,11.2513427734375,0.8498132228851317,Male,Greater than 45,F,Caucasian,0
