age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
33,0,3,0,0,4,5.38372802734375,6.917858600616455,-21.226531982421875,17.079885482788086,Male,25 - 45,F,Caucasian,0
32,0,5,0,0,6,957.7496337890624,33.703514099121094,3424.13671875,3232.559326171875,Male,25 - 45,F,Caucasian,0
37,0,4,0,1,8,44.96588134765625,-0.6909871697425842,-0.114288330078125,0.000453233718872,Male,25 - 45,M,Caucasian,0
21,0,8,0,0,0,-0.35626220703125,159.4696197509766,59.79055786132813,0.1425420045852661,Male,Less than 25,F,unpriv,unpref
26,0,8,0,0,3,-11.27703857421875,-0.7976049780845642,62.17596435546875,7.171743869781494,Male,25 - 45,M,Caucasian,unpref
23,0,2,0,0,0,-5.206298828125,2.7905426025390625,34.510650634765625,13.327564239501951,Male,Less than 25,M,unpriv,unpref
23,0,6,0,0,0,-1.42333984375,1.5357158184051514,-172.54627990722656,0.0006798505783081,Male,Less than 25,F,unpriv,0
49,0,1,0,0,0,5.82354736328125,16.07653045654297,-55.14134216308594,11.288918495178224,Male,Greater than 45,M,unpriv,unpref
31,0,7,0,0,3,4.672271728515625,50.10343551635742,-13.04217529296875,8.591951370239258,Male,25 - 45,F,unpriv,0
38,0,1,0,0,0,5.474517822265625,-0.857686460018158,35.72998046875,1.0526353120803833,Female,25 - 45,M,unpriv,0
28,0,5,0,0,0,2.23919677734375,-0.8937621712684632,0.177520751953125,1.1582387685775757,Male,25 - 45,F,Caucasian,unpref
37,0,7,0,0,3,7.424163818359375,0.3720840215682983,7.606781005859375,0.0043057203292846,Male,25 - 45,M,unpriv,unpref
26,1,8,0,0,15,1.19134521484375,35.05047607421875,26.8607177734375,2.7633659839630127,Male,Less than 25,F,unpriv,unpref
32,0,1,0,0,2,0.790313720703125,0.4412627220153808,10.717864990234377,1.091386795043945,Male,25 - 45,M,unpriv,unpref
29,0,3,0,0,1,0.92138671875,1.7582719326019287,5.17449951171875,10.473777770996094,Male,25 - 45,F,unpriv,0
19,0,5,0,0,0,-1.02655029296875,1.7517900466918943,-20.2606201171875,1.2812917232513428,Male,Less than 25,F,Caucasian,0
47,0,6,0,0,3,13.30633544921875,-0.9584034085273745,6.753448486328124,15.654919624328612,Male,Greater than 45,F,unpriv,unpref
21,0,6,0,0,0,13.75836181640625,5.431378364562988,-45.50779724121094,0.0,Male,Less than 25,F,unpriv,0
56,0,5,0,0,14,2.724029541015625,100.93270874023438,24.73223876953125,0.6970734596252441,Male,Greater than 45,F,unpriv,0
27,0,5,0,0,0,18.47918701171875,6.384702682495117,-75.58633422851562,1.1398828029632568,Female,25 - 45,F,unpriv,unpref
50,0,1,0,0,0,2.196075439453125,-0.2772787809371948,-1.165924072265625,2.268434762954712,Male,Greater than 45,F,unpriv,unpref
45,0,1,0,0,3,-57.24191284179688,1.223841905593872,29.777709960937496,441.9432067871094,Male,25 - 45,M,unpriv,0
35,0,1,0,0,1,-3.637725830078125,-0.330274760723114,15.005889892578121,1.8489669561386108,Female,25 - 45,F,Caucasian,unpref
22,0,9,0,0,2,60.81378173828125,4.757495880126953,57.32879638671875,0.4981038570404053,Male,Less than 25,F,Caucasian,unpref
53,0,2,0,0,4,-1.466461181640625,71.46021270751953,17.002227783203125,7.330602169036865,Male,Greater than 45,F,Caucasian,unpref
32,0,7,0,0,4,-35.254058837890625,26.47111701965332,-92.11732482910155,3.4026520252227783,Male,25 - 45,F,unpriv,unpref
36,0,1,0,0,0,21.237335205078125,-0.159395694732666,9.7889404296875,0.9302622079849244,Male,25 - 45,M,Caucasian,0
21,0,9,0,0,3,11.41412353515625,12.18623161315918,-97.08154296875,84.98358917236328,Male,25 - 45,M,unpriv,0
53,0,1,0,0,1,3.44244384765625,1.3003742694854736,-1.01611328125,4.347870826721191,Male,Greater than 45,M,Caucasian,0
52,0,1,0,0,0,-2.7138671875,11.412659645080566,26.278961181640625,8.724522590637207,Male,Greater than 45,M,Caucasian,0
27,0,3,0,0,3,7.51715087890625,-0.0198314189910888,0.468170166015625,1.6271090507507324,Male,25 - 45,F,unpriv,unpref
34,0,7,0,0,20,-42.211029052734375,7.285589218139648,7.482879638671875,31.716615676879883,Male,25 - 45,F,unpriv,unpref
26,0,1,0,0,0,-3.197967529296875,-0.9896958470344543,-0.01373291015625,1.656116008758545,Male,25 - 45,M,unpriv,0
19,0,4,0,0,0,0.062744140625,-0.30727481842041016,15.635223388671877,1.3252553939819336,Male,Less than 25,F,Caucasian,0
48,0,5,0,0,4,0.6131591796875,-0.37399476766586304,0.48983764648437506,0.5180461406707764,Male,25 - 45,F,Caucasian,unpref
35,0,9,0,0,21,-5.18817138671875,-0.7174069285392761,-18.949676513671875,5.300795078277588,Female,25 - 45,F,unpriv,unpref
29,0,1,0,0,3,8.088897705078125,-0.9281615018844603,12.876251220703123,0.3852486610412597,Male,25 - 45,F,unpriv,0
26,0,5,0,0,1,6.665313720703125,-0.512016773223877,0.42105102539062506,7.837543964385986,Male,25 - 45,M,unpriv,0
25,0,7,0,0,3,4.1434326171875,96.13278198242188,-3.5706481933593754,108.93245697021484,Male,25 - 45,F,Caucasian,unpref
21,0,6,0,0,0,-1.856048583984375,17.14344596862793,24.6370849609375,1.7352052927017212,Male,Less than 25,M,unpriv,0
51,0,1,0,0,0,-13.9578857421875,1.2842586040496826,30.793304443359368,0.6746383905410767,Male,Greater than 45,M,unpriv,0
50,0,5,0,0,0,-1.010955810546875,-0.8461529612541199,1.68939208984375,3.3623142242431636,Male,Greater than 45,F,Caucasian,unpref
42,0,2,0,0,0,-3.098968505859375,-0.8698234558105469,19.2255859375,0.6458580493927002,Female,25 - 45,M,Caucasian,0
30,0,3,0,0,3,-2.94842529296875,-0.8545348644256592,9.329437255859377,0.47634863853454595,Male,25 - 45,M,Caucasian,unpref
41,0,2,0,0,1,22.12054443359375,-0.3777275085449219,95.86328125,0.8081157207489014,Male,25 - 45,F,unpriv,unpref
28,0,2,0,0,0,4.208038330078125,35.785423278808594,12.353607177734377,1.1901917457580566,Male,25 - 45,F,Caucasian,0
39,0,1,0,0,0,-0.13641357421875,-0.9691769480705259,3.8409118652343754,0.0210753679275512,Male,25 - 45,F,Caucasian,0
33,0,2,0,0,0,-62.49615478515625,20.298572540283203,-4.05938720703125,11.79314136505127,Male,25 - 45,F,Caucasian,0
27,0,7,0,1,11,11.60369873046875,30.975038528442383,8.745086669921875,0.2350016832351684,Male,25 - 45,F,unpriv,unpref
31,0,5,0,0,8,2.401336669921875,0.2608394622802734,18.919647216796875,0.5785528421401978,Male,25 - 45,M,unpriv,unpref
30,0,9,1,0,1,17.522857666015625,-0.4895309209823608,229.08343505859372,18.754358291625977,Male,25 - 45,M,unpriv,0
33,0,4,0,0,0,7.044769287109375,-0.9649301171302797,86.5526123046875,0.8749676942825318,Male,25 - 45,F,Caucasian,unpref
32,0,6,0,0,0,-87.8807373046875,10.38794422149658,7.1187744140625,0.14843404293060297,Male,25 - 45,M,Caucasian,unpref
33,0,4,0,0,6,-12.20513916015625,38.506481170654304,47.1429443359375,20.039276123046875,Male,25 - 45,F,unpriv,0
32,0,6,0,0,1,-5.9390869140625,-0.5982721447944641,19.053436279296875,5.453081607818604,Male,25 - 45,M,unpriv,0
32,0,7,0,0,12,0.083251953125,1.5954618453979492,9.754791259765623,1.185886025428772,Male,25 - 45,F,unpriv,unpref
19,0,3,0,0,0,5.44683837890625,-0.9901652336120604,-15.221282958984377,0.2986810207366943,Male,Less than 25,F,unpriv,0
31,0,4,0,0,0,-5.55792236328125,33.9052848815918,-28.522247314453125,1.7068781852722168,Female,25 - 45,F,Caucasian,0
54,0,1,0,0,0,2.94415283203125,-0.9954178929328918,-39.17327880859375,0.0015863180160522,Male,Greater than 45,F,Caucasian,0
22,0,6,0,0,0,-2.0684814453125,4.823500633239746,26.34466552734375,0.8595577478408813,Male,Less than 25,F,unpriv,unpref
65,0,1,0,0,0,-52.09738159179688,4.485944271087647,-2.4549560546875,1.130138278007507,Female,Greater than 45,M,Caucasian,0
21,0,7,0,0,0,11.249908447265623,-0.9297931790351867,-80.56822204589844,0.0009064674377440999,Male,Less than 25,M,unpriv,unpref
28,0,2,0,0,0,-1.03363037109375,-0.7395128011703491,10.561950683593748,0.0092912912368774,Female,25 - 45,M,Caucasian,0
28,0,9,0,0,4,8.623016357421875,-0.9841749668121339,41.106842041015625,1.882053017616272,Male,25 - 45,F,Caucasian,unpref
33,0,1,0,0,3,-0.878875732421875,-0.5726794004440308,21.08154296875,1.7549209594726562,Male,25 - 45,M,unpriv,unpref
35,0,3,0,0,2,48.7618408203125,6.009372234344482,-27.55938720703125,0.5318697690963745,Male,25 - 45,M,Caucasian,unpref
28,0,6,0,0,3,-2.63934326171875,23.947494506835934,18.12191772460937,1.5645627975463865,Female,25 - 45,F,unpriv,0
55,0,1,0,0,1,16.423614501953125,15.838886260986328,-35.072723388671875,26.936586380004883,Male,Greater than 45,M,Caucasian,0
30,0,4,0,0,0,0.29937744140625,1.9647350311279297,15.773712158203123,0.1991962194442749,Male,25 - 45,F,unpriv,unpref
25,0,6,0,0,1,0.771331787109375,-0.846532940864563,16.71038818359375,0.2189118862152099,Male,25 - 45,F,unpriv,unpref
52,0,1,0,0,1,4.425048828125,-0.7680112719535828,1.129058837890625,2.784214735031128,Female,Greater than 45,F,unpriv,0
22,0,3,0,0,0,-2.64111328125,0.40208005905151367,-38.5474853515625,0.5663155317306519,Male,Less than 25,F,unpriv,0
24,0,8,0,0,2,17.36138916015625,0.5706121921539307,-8.331390380859375,1.3170971870422363,Male,Less than 25,M,Caucasian,unpref
21,0,3,0,0,0,10.160980224609377,0.882508397102356,48.64324951171875,34.06232833862305,Male,Less than 25,F,unpriv,0
42,0,2,0,0,1,14.87054443359375,-0.9234452843666076,51.364288330078125,12.75218391418457,Male,25 - 45,M,Caucasian,0
27,0,7,0,0,0,309.2490234375,-0.4644969701766968,-68.10102844238281,0.0256077051162719,Female,25 - 45,M,unpriv,unpref
35,0,1,0,0,3,2.0057373046875,0.0781363248825073,21.43978881835937,2.483267545700073,Male,25 - 45,F,unpriv,unpref
64,0,1,0,0,0,3.60601806640625,-0.7675418853759766,-83.98101806640626,0.4119894504547119,Female,Greater than 45,M,Caucasian,unpref
29,0,4,0,0,1,-9.13818359375,60.40685272216797,-38.73870849609375,2.2280969619750977,Male,25 - 45,F,unpriv,0
22,0,5,0,0,1,-8.43646240234375,-0.7298792004585266,-18.050445556640625,0.2485986948013305,Male,Less than 25,F,Caucasian,unpref
27,0,4,0,0,3,29.807891845703125,2.403745651245117,-17.869537353515625,7.714264392852783,Male,25 - 45,F,Caucasian,unpref
54,0,2,0,0,7,-10.345428466796877,6.390201091766357,8.124481201171875,54.02409744262695,Male,Greater than 45,F,Caucasian,0
33,0,4,0,0,1,13.23687744140625,-0.9584928154945374,2.10980224609375,3.859511613845825,Male,25 - 45,M,Caucasian,unpref
32,0,7,0,0,9,-1.798736572265625,-0.8285621404647827,33.332763671875,0.0052121877670288,Male,25 - 45,F,unpriv,unpref
50,0,1,0,0,0,9.730560302734377,-0.999888241291046,-3.235748291015625,2.213819980621338,Male,Greater than 45,F,Caucasian,0
33,0,1,0,0,0,327.5858154296875,0.9212216138839722,176.08615112304688,0.0460032224655151,Male,25 - 45,M,unpriv,0
24,0,1,0,0,0,-4.745025634765625,-0.3485808372497558,-5.11077880859375,2.350470066070557,Male,Less than 25,F,Caucasian,0
36,0,7,0,0,1,7.674835205078125,-0.9986812472343445,91.5703125,0.3711984157562256,Female,25 - 45,F,Caucasian,unpref
24,0,8,0,0,1,-77.618408203125,-0.0160539746284484,-21.94512939453125,0.3755041360855102,Male,25 - 45,F,unpriv,0
30,0,8,0,0,5,-48.898773193359375,63.815826416015625,-86.64695739746094,2.4254801273345947,Male,25 - 45,F,unpriv,unpref
21,0,5,0,0,0,47.760040283203125,2.6635847091674805,-52.01966857910156,0.0401111841201782,Male,Less than 25,F,Caucasian,0
22,0,7,0,0,0,-2.7059326171875,0.7928779125213623,-24.8870849609375,0.0,Male,Less than 25,F,unpriv,0
42,0,3,0,0,7,-8.655059814453125,0.2098327875137329,-5.58111572265625,0.9198378324508669,Male,25 - 45,F,Caucasian,unpref
71,0,2,0,0,1,58.67987060546875,3.673614978790283,-41.90374755859375,17.045440673828125,Female,Greater than 45,M,Caucasian,0
47,0,1,0,0,0,-3.38653564453125,1.2139177322387693,-3.533905029296875,2.469217300415039,Male,Greater than 45,M,Caucasian,0
63,0,1,0,0,0,3.057403564453125,0.3818964958190918,-37.01300048828125,18.391998291015625,Male,Greater than 45,F,Caucasian,0
26,0,8,0,0,0,-9.33349609375,6.945932388305665,10.325469970703123,25.29452133178711,Male,25 - 45,M,unpriv,0
34,0,2,0,0,0,10.40008544921875,10.21489715576172,-42.85739135742188,0.1287183761596679,Female,25 - 45,F,unpriv,0
23,0,5,0,0,0,-0.783233642578125,-0.9508708715438845,34.104583740234375,0.0382982492446899,Male,Less than 25,F,unpriv,unpref
30,0,6,2,0,11,3.201324462890625,-0.6849969029426575,-2.517608642578125,0.45663297176361073,Male,25 - 45,M,unpriv,unpref
23,0,5,0,0,0,5.852691650390625,0.052923560142517,-12.078155517578123,0.0097445249557495,Male,25 - 45,M,Caucasian,0
32,0,1,0,0,0,-3.182220458984375,29.005380630493164,7.82110595703125,5.476649761199951,Male,25 - 45,M,unpriv,0
67,0,1,0,0,0,-80.64358520507812,10.315837860107422,-56.31474304199219,1.6388931274414062,Male,Greater than 45,F,Caucasian,0
61,0,1,0,0,0,35.039215087890625,50.81976318359375,-15.827301025390623,4.183347225189209,Female,Greater than 45,M,Caucasian,0
26,0,9,0,0,8,6.527008056640625,42.0058708190918,-11.137237548828123,1.5763468742370603,Male,25 - 45,F,unpriv,unpref
27,0,7,0,0,1,-3.902740478515625,11.717113494873049,11.191986083984377,9.36811447143555,Male,Less than 25,M,unpriv,0
42,0,4,0,0,4,3.309814453125,3.1772723197937007,12.78460693359375,2.7921462059021,Female,25 - 45,F,unpriv,0
