previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,473,0,9,1,-2334,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,yes
0,627,0,15,1,-5766,self-employed,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,84,0,8,2,-127,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,59,0,18,1,4901,management,married,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
0,242,0,27,2,1596,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,106,0,9,4,-1454,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,526,254,17,1,2719,management,married,secondary,no,yes,no,cellular,apr,success,1,unpref
0,807,0,12,1,2145,management,divorced,tertiary,no,yes,no,unknown,may,unknown,unpriv,yes
0,150,0,26,5,6389,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,339,221,6,1,-3052,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,452,2,18,1,3773,services,single,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
0,74,0,13,1,4087,housemaid,divorced,tertiary,no,no,no,unknown,jun,unknown,unpriv,yes
1,233,173,16,1,1838,blue-collar,single,tertiary,no,no,yes,cellular,jan,failure,1,yes
0,211,6,26,7,-883,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,118,0,9,2,-2448,entrepreneur,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,118,1,6,1,3487,blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,210,1,5,1,506,admin.,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,184,0,14,4,-1336,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,98,1,19,4,-288,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
2,220,134,18,1,4609,admin.,divorced,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,139,1,13,1,-1648,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,101,295,10,1,-1564,services,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,256,0,9,1,1582,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,70,0,15,1,-821,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,74,0,19,11,-460,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,103,0,7,7,7255,technician,divorced,primary,no,no,yes,cellular,jul,unknown,1,unpref
1,110,345,8,3,2059,admin.,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,106,0,22,1,-2594,housemaid,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,299,0,5,2,1457,management,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,146,0,5,1,244,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,155,0,12,1,-233,admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,155,0,2,2,-370,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,1,unpref
0,624,0,6,1,4672,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,344,0,8,3,1240,admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,1,yes
0,65,0,25,3,1396,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,48,165,5,2,-1591,admin.,married,secondary,no,yes,yes,cellular,feb,failure,1,unpref
0,387,0,23,1,-253,admin.,single,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
0,289,0,11,2,1400,entrepreneur,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,158,2,6,2,-863,blue-collar,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,435,0,6,1,1066,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,280,166,11,1,708,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,215,1,20,2,3125,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,2,0,19,10,1911,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1,1674,331,23,1,2458,blue-collar,married,tertiary,no,no,no,cellular,may,success,1,yes
0,1685,2,7,1,1382,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,yes
0,35,0,28,1,3159,technician,married,tertiary,no,yes,no,unknown,may,unknown,unpriv,unpref
0,899,0,29,1,2923,unemployed,single,secondary,no,no,no,unknown,may,unknown,1,unpref
0,166,1,21,1,735,management,divorced,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,211,0,29,4,420,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,104,0,21,4,1885,technician,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,282,0,17,1,2564,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,84,0,16,1,517,management,married,tertiary,no,no,no,cellular,sep,unknown,1,unpref
0,39,338,17,1,-422,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,54,0,10,2,3243,management,single,tertiary,no,yes,no,cellular,jun,unknown,1,unpref
0,75,1,8,1,352,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
0,331,0,7,1,4216,retired,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
1,190,234,11,2,2515,technician,married,secondary,no,yes,no,cellular,apr,other,1,unpref
0,73,0,10,1,1423,housemaid,married,primary,no,yes,yes,telephone,feb,unknown,unpriv,unpref
0,121,0,13,1,216,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,156,0,20,2,5347,services,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,1039,0,26,2,10741,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,197,0,13,5,1777,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,533,0,15,2,210,blue-collar,married,unknown,no,no,no,cellular,may,unknown,1,unpref
0,328,0,12,3,2505,technician,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,123,0,20,1,4253,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
2,186,239,15,1,514,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,124,165,20,1,-851,blue-collar,single,primary,yes,yes,no,cellular,may,other,1,unpref
0,129,0,29,2,565,entrepreneur,married,primary,no,no,yes,cellular,jul,unknown,1,unpref
0,175,0,23,1,-3448,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,537,9,17,1,4286,entrepreneur,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,179,298,10,1,2869,management,single,tertiary,no,no,no,cellular,jan,failure,1,unpref
0,374,0,27,1,-1201,admin.,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
0,489,0,14,2,3198,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
0,54,0,9,2,5941,services,divorced,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,82,0,26,5,-369,blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,1,unpref
0,356,0,4,1,1719,blue-collar,single,secondary,no,no,yes,unknown,may,unknown,1,unpref
0,74,0,28,1,4707,blue-collar,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,255,0,14,1,1839,admin.,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
5,132,309,13,2,-356,blue-collar,married,primary,no,yes,yes,telephone,may,failure,1,unpref
0,71,247,24,1,-1860,management,married,secondary,no,yes,no,cellular,sep,success,1,yes
0,89,0,10,1,6749,unemployed,single,tertiary,no,yes,no,cellular,may,unknown,unpriv,unpref
0,413,132,17,1,2813,services,married,secondary,no,yes,yes,cellular,apr,failure,1,yes
0,68,0,17,1,8106,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,788,0,20,1,2210,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,13,0,18,9,8780,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,186,0,18,1,-106,services,married,secondary,no,yes,no,unknown,may,unknown,1,yes
0,464,0,19,1,8600,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,133,0,27,13,370,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,525,0,13,2,-2288,management,single,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
0,326,0,27,5,-3756,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,0,14,8,1,1775,student,divorced,primary,no,yes,no,telephone,sep,other,unpriv,yes
0,303,0,11,1,395,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,unpref
0,30,133,28,1,3632,student,divorced,secondary,no,no,no,cellular,apr,failure,1,unpref
0,427,0,15,4,-456,technician,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,126,0,26,7,-644,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,85,0,26,1,2387,services,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,60,0,20,2,-313,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,253,0,1,1,7543,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,195,317,6,1,-209,management,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,232,0,16,1,-1090,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
7,13,332,8,1,-5206,admin.,divorced,tertiary,no,yes,no,telephone,apr,other,1,yes
0,449,0,20,3,1534,technician,married,tertiary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,43,0,4,1,773,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,158,0,5,2,818,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,28,0,18,1,-1010,management,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
2,59,75,12,3,1015,management,married,tertiary,no,yes,no,cellular,jul,failure,1,unpref
0,243,0,13,3,6109,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,414,0,18,4,1920,technician,married,primary,no,yes,yes,cellular,aug,unknown,1,unpref
0,96,0,14,3,-3794,blue-collar,married,secondary,yes,yes,no,unknown,may,unknown,1,unpref
0,256,0,12,4,-544,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,2244,1,1,1,-995,admin.,married,unknown,no,yes,no,unknown,jul,unknown,1,yes
0,546,0,26,9,1971,technician,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,98,0,11,2,1330,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,35,0,3,2,3080,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,229,0,19,27,-515,retired,married,primary,no,no,no,cellular,apr,unknown,unpriv,unpref
0,467,0,5,3,599,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,224,1,17,2,2470,services,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
0,233,0,17,3,3769,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,730,0,23,16,-79,housemaid,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,186,0,19,8,-2562,management,married,tertiary,no,no,yes,telephone,jul,unknown,1,unpref
0,318,0,25,1,5661,technician,single,secondary,no,yes,no,cellular,dec,unknown,unpriv,unpref
0,163,0,21,1,6643,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,241,0,12,5,-492,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,1,0,21,1,2288,unemployed,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,0,0,29,1,-3144,entrepreneur,married,tertiary,no,no,yes,cellular,dec,unknown,1,unpref
1,153,288,4,1,-1266,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,yes
0,194,0,25,1,-2765,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,0,16,11,1,-7569,retired,divorced,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,248,0,14,1,355,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,448,0,28,7,2284,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,unpriv,unpref
0,282,2,30,14,1672,management,single,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
0,176,0,18,1,1675,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2,124,307,14,2,1633,management,married,tertiary,no,yes,no,cellular,may,other,1,unpref
0,266,0,4,1,342,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,219,0,7,1,758,blue-collar,married,primary,no,no,no,cellular,may,unknown,1,unpref
0,0,123,12,1,36014,technician,divorced,secondary,no,no,no,cellular,may,failure,unpriv,yes
0,196,0,25,2,-491,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,838,0,29,1,2493,unemployed,single,tertiary,no,no,no,cellular,jul,unknown,1,yes
0,53,0,10,1,303,self-employed,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,150,2,12,1,3967,admin.,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,659,0,26,1,1803,management,divorced,secondary,no,yes,no,cellular,nov,unknown,1,yes
0,10,0,17,1,7747,technician,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,183,0,22,1,2260,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,59,0,14,4,15,housemaid,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,265,2,28,3,4551,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,219,218,14,1,2234,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
0,173,0,11,2,1435,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,113,0,7,4,2622,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,47,0,15,7,1547,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,190,0,12,2,1507,retired,married,primary,no,yes,no,unknown,nov,unknown,1,unpref
0,271,0,10,1,511,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,215,0,19,1,1156,blue-collar,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,175,0,12,2,-513,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,311,0,11,1,474,services,married,secondary,no,no,yes,cellular,nov,unknown,1,unpref
0,264,0,19,1,-220,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,yes
0,194,0,10,1,2142,blue-collar,single,primary,no,no,no,unknown,may,unknown,1,unpref
0,23,51,18,1,-195,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
9,218,128,5,2,4606,management,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
0,47,0,8,1,-604,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,29,0,6,3,-3649,unknown,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,224,0,13,2,-653,technician,divorced,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,476,3,11,2,-3464,admin.,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,338,0,5,1,-924,management,single,tertiary,no,yes,no,unknown,may,unknown,1,yes
0,186,0,18,1,2115,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,983,0,9,2,544,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,yes
1,145,339,7,2,3200,blue-collar,married,primary,no,yes,no,cellular,may,other,1,unpref
0,68,0,30,5,-2103,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,159,0,10,1,2273,management,single,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
0,116,0,28,1,-1405,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,302,0,14,1,1130,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2,332,247,7,2,-445,entrepreneur,single,tertiary,no,no,no,cellular,feb,failure,1,yes
0,259,4,12,2,1620,services,married,secondary,no,yes,no,cellular,may,unknown,1,yes
0,299,0,13,1,4743,retired,married,tertiary,no,yes,yes,cellular,apr,unknown,unpriv,unpref
0,458,0,8,1,2345,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,199,0,13,3,325,services,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,104,0,21,2,5527,self-employed,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,227,0,23,1,1142,blue-collar,married,unknown,no,no,no,unknown,jun,unknown,1,unpref
0,93,0,5,5,1130,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
0,99,0,28,1,-115,management,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,85,0,24,2,3889,blue-collar,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,302,6,23,21,1473,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,253,0,25,1,48,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
24,961,300,5,17,3171,student,divorced,primary,no,no,no,telephone,feb,success,unpriv,unpref
0,159,0,17,1,2619,management,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,0,0,4,1,5422,self-employed,single,unknown,no,no,no,cellular,mar,unknown,1,unpref
0,299,0,5,2,116,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
0,338,0,22,2,2081,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,335,0,25,1,2165,management,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,525,0,7,1,1835,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,275,372,26,1,20827,blue-collar,divorced,tertiary,no,no,no,cellular,jan,failure,1,yes
1,424,463,17,1,3122,technician,married,tertiary,no,yes,yes,cellular,apr,failure,1,unpref
0,337,0,9,2,2363,management,married,primary,no,yes,no,unknown,jul,unknown,1,unpref
0,130,0,5,1,1306,admin.,single,secondary,no,no,no,telephone,jun,unknown,1,unpref
0,68,0,20,6,-5,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,78,0,6,5,6215,entrepreneur,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,40,0,10,8,5254,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,21,0,17,2,1992,blue-collar,married,primary,no,no,no,telephone,nov,unknown,1,unpref
0,699,0,7,1,702,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,0,0,5,3,-2856,unemployed,single,tertiary,no,no,no,cellular,jun,unknown,1,unpref
0,409,2,24,3,334,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,136,0,29,1,-2843,blue-collar,single,secondary,no,no,no,cellular,jul,success,unpriv,unpref
0,1369,0,27,3,1474,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,1,yes
0,65,0,20,2,2172,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,269,0,4,1,-108,technician,single,secondary,no,yes,no,cellular,apr,unknown,1,yes
1,134,112,14,1,3105,admin.,single,primary,no,yes,yes,cellular,apr,failure,1,unpref
0,166,0,18,8,-478,management,single,tertiary,no,no,yes,cellular,feb,unknown,1,unpref
0,47,0,29,1,-1473,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,255,0,7,1,1551,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,425,0,30,1,-311,admin.,married,secondary,no,no,no,cellular,apr,unknown,1,yes
0,267,1,12,1,-3119,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,271,0,24,1,1956,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,455,0,10,1,8152,blue-collar,married,primary,no,no,yes,cellular,jun,unknown,1,unpref
0,9,0,2,1,-1245,unemployed,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,161,0,8,2,270,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,131,0,9,1,42,technician,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
0,45,0,10,3,3595,management,married,secondary,no,yes,no,telephone,aug,unknown,1,unpref
0,201,0,24,2,4116,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,39,0,27,13,1421,unemployed,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,116,0,11,1,-675,technician,married,tertiary,no,yes,no,telephone,jul,unknown,1,unpref
0,593,0,17,1,1401,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
0,68,367,10,1,1597,blue-collar,married,secondary,no,yes,no,cellular,may,failure,unpriv,yes
1,165,320,15,1,1308,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,1,0,1,1,1546,technician,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,324,0,28,1,2531,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,204,41,6,1,1661,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,96,0,16,1,5831,technician,married,secondary,no,yes,no,telephone,jun,unknown,1,unpref
0,116,0,5,2,-1542,retired,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,8,0,10,1,2544,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,218,254,22,1,180,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,252,0,10,2,-459,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,unpref
0,448,0,15,4,1036,housemaid,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,183,0,10,1,4324,student,married,tertiary,no,yes,no,cellular,jun,unknown,1,unpref
0,721,2,16,1,2360,retired,married,secondary,no,no,no,cellular,nov,unknown,unpriv,unpref
0,284,0,11,2,1880,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,138,0,13,1,4203,retired,married,tertiary,no,no,no,telephone,sep,unknown,1,unpref
0,1383,0,16,1,-406,management,married,secondary,no,no,no,cellular,jul,unknown,1,yes
0,182,0,21,1,3113,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
0,267,0,7,1,1996,admin.,divorced,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
0,290,0,27,2,2072,services,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,50,539,19,2,1518,technician,single,tertiary,no,yes,no,cellular,jan,failure,1,unpref
0,0,0,21,3,-816,technician,divorced,unknown,no,yes,no,cellular,may,unknown,1,unpref
0,853,7,18,1,-1207,self-employed,single,tertiary,no,no,yes,cellular,mar,unknown,1,yes
0,493,0,6,20,1009,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,9,0,30,2,5313,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
2,44,281,7,4,2798,management,married,tertiary,no,yes,no,cellular,may,failure,1,unpref
0,95,5,24,1,-2793,student,married,secondary,no,yes,no,cellular,nov,other,1,unpref
0,130,1,8,2,1594,blue-collar,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,341,241,6,1,1540,technician,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,187,2,20,8,-2055,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,502,0,23,2,6672,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,139,0,8,5,2864,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,78,1,25,2,3673,technician,divorced,tertiary,no,no,no,unknown,aug,unknown,1,unpref
0,249,0,27,2,1710,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,73,0,23,1,-1328,technician,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,35,0,21,8,-2204,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1,455,313,6,2,-350,technician,single,secondary,no,yes,no,cellular,jun,other,1,yes
0,418,0,10,1,-171,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,616,0,15,1,1508,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,10,0,21,1,-2535,technician,divorced,unknown,no,no,no,telephone,feb,unknown,unpriv,yes
0,201,1,12,1,582,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,679,28,4,1,-1032,retired,married,unknown,no,no,no,cellular,jul,failure,unpriv,yes
8,520,152,25,1,-3334,management,single,tertiary,no,yes,no,cellular,nov,other,1,unpref
0,326,0,4,1,3431,management,single,secondary,no,no,yes,cellular,may,unknown,1,unpref
