age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
29,0,5,0,0,6,-7.162841796875,-0.2817714810371399,36.8883056640625,6.651658058166504,Male,25 - 45,F,Caucasian,unpref
28,0,1,0,0,0,0.390472412109375,13.903873443603516,33.835845947265625,1.2686011791229248,Male,25 - 45,F,unpriv,0
32,0,9,0,0,12,2.04681396484375,-0.7305497527122499,-21.0482177734375,1.0104845762252808,Male,25 - 45,F,unpriv,unpref
22,0,3,0,0,1,-2.28778076171875,3.991769790649414,25.14300537109375,0.3664394617080688,Male,Less than 25,F,unpriv,unpref
24,0,5,0,0,0,-1.188873291015625,1.909794569015503,7.827239990234376,0.7850008010864258,Female,25 - 45,F,unpriv,0
31,0,4,0,0,0,-99.88494873046876,2.62415623664856,-18.369354248046875,7.477223396301269,Male,25 - 45,F,Caucasian,0
50,0,4,0,0,2,3.465362548828125,0.09244143962860099,44.23675537109375,6.368160247802734,Male,Greater than 45,F,unpriv,0
28,0,5,0,0,0,0.19549560546875,140.51947021484375,17.3067626953125,88.22828674316406,Male,25 - 45,F,Caucasian,0
41,0,2,0,0,0,-0.30426025390625,-0.892018735408783,7.288360595703125,1.2051484584808352,Male,25 - 45,F,unpriv,0
24,0,4,0,0,1,1.966033935546875,-0.9976083636283876,-1.4600830078125002,0.08112883567810052,Male,Less than 25,F,Caucasian,unpref
21,0,9,4,0,6,2.00128173828125,17.556259155273438,-85.46931457519531,2.968000888824463,Female,Less than 25,F,unpriv,unpref
38,0,6,0,0,16,13.430267333984377,33.1696891784668,94.67361450195312,9.431114196777344,Male,25 - 45,F,unpriv,unpref
32,0,1,0,0,0,-0.411041259765625,-0.8086020350456238,76.12344360351562,1.3651399612426756,Male,25 - 45,F,unpriv,unpref
29,0,8,0,4,11,8.014923095703125,6.0114731788635245,16.611724853515625,0.489719033241272,Male,25 - 45,F,unpriv,unpref
47,0,8,0,0,32,-25.61029052734375,9.397293090820312,56.95690917968751,123.75456237792967,Male,25 - 45,F,unpriv,unpref
30,0,9,0,0,1,14.56329345703125,-0.5544180274009705,19.557708740234368,1.3121116161346436,Male,25 - 45,M,unpriv,unpref
21,0,4,0,0,0,-2.75128173828125,1.1063387393951416,-0.481719970703125,0.8285112380981445,Female,Less than 25,F,unpriv,unpref
21,0,5,0,0,0,-5.0823974609375,-0.751359224319458,17.76416015625,0.012917160987854,Male,Less than 25,F,unpriv,unpref
49,0,1,0,0,0,-10.7464599609375,2.793403625488281,6.957672119140625,1.0689517259597778,Male,Greater than 45,M,unpriv,0
34,0,4,0,0,3,-3.554107666015625,-0.7071027755737305,-3.146697998046875,2.0624399185180664,Male,25 - 45,M,Caucasian,unpref
26,0,9,0,0,1,229.59954833984372,1.331733703613281,-114.98211669921876,0.1348370313644409,Female,25 - 45,F,unpriv,0
31,0,9,0,0,17,3.77099609375,20.377809524536133,66.7579345703125,4.348550796508789,Male,25 - 45,F,unpriv,unpref
38,0,5,0,0,8,8.41705322265625,-0.9990612268447877,18.79718017578125,0.11194872856140128,Male,25 - 45,F,unpriv,unpref
27,0,1,0,0,3,0.024688720703125,-0.2690980434417724,14.176116943359377,1.1969902515411377,Male,25 - 45,F,unpriv,unpref
49,0,6,0,0,8,-0.754547119140625,-0.5354190468788147,-14.3154296875,0.0,Male,Greater than 45,M,unpriv,0
29,0,2,0,0,0,17.009124755859375,9.888070106506348,16.74761962890625,1.8584848642349243,Male,25 - 45,F,unpriv,unpref
25,0,1,0,0,0,-0.164703369140625,-0.9737367033958436,83.35885620117188,0.5907901525497438,Male,25 - 45,F,unpriv,0
28,0,1,0,0,0,-2.1416015625,-0.9806657433509828,5.154693603515625,1.8734415769577024,Male,25 - 45,M,Caucasian,0
59,0,1,0,0,2,-1.828125,2.239460229873657,-51.73773193359375,0.0006798505783081,Male,Greater than 45,M,Caucasian,0
41,0,4,0,0,5,3.29034423828125,3.5245065689086914,-14.881652832031248,2.789426803588867,Male,25 - 45,F,unpriv,0
48,0,1,0,0,0,-56.558502197265625,-0.5855093002319336,-30.214965820312504,0.1008445024490356,Female,Greater than 45,F,Caucasian,0
47,0,1,0,0,2,-1.486846923828125,1.1149442195892334,-1.5816345214843748,4.952258110046387,Male,Greater than 45,F,Caucasian,unpref
26,0,5,0,0,4,-4.5767822265625,3.3910222053527836,5.1820068359375,1.9756457805633545,Male,25 - 45,M,Caucasian,unpref
41,0,1,0,0,5,-7.831695556640625,2.044530868530273,-34.82305908203125,2.417775154113769,Male,25 - 45,F,unpriv,0
38,0,1,0,0,0,0.17767333984375,-0.9597668647766112,20.655487060546875,1.0431174039840698,Male,Greater than 45,F,unpriv,unpref
34,0,1,0,0,0,-3.51568603515625,-0.22461807727813723,33.98046875,0.2447462081909179,Female,25 - 45,M,Caucasian,0
29,0,9,0,0,9,5.842987060546875,-0.9084696173667909,-63.79557800292969,0.4937981367111206,Male,25 - 45,F,unpriv,unpref
19,0,9,0,0,0,-29.490142822265625,-0.9626949429512024,10.10430908203125,0.0031726360321044,Male,Less than 25,M,Caucasian,unpref
36,0,2,0,0,0,-2.597900390625,-0.9446794390678405,58.49136352539063,1.5255846977233891,Male,25 - 45,M,unpriv,unpref
33,0,4,0,0,7,-2.291229248046875,7.825182914733887,-49.14857482910156,0.3714250326156616,Female,25 - 45,F,unpriv,unpref
27,0,7,0,0,6,1.20166015625,0.9419193267822266,-0.030456542968750003,3.310192346572876,Male,25 - 45,F,Caucasian,unpref
48,0,1,0,0,0,1.85791015625,-0.6878579258918762,26.19180297851562,2.1775612831115723,Male,Greater than 45,M,unpriv,0
53,0,1,0,0,0,17.38787841796875,11.293256759643556,-8.102447509765625,4.657656192779541,Male,Greater than 45,F,Caucasian,0
25,0,3,0,0,0,-0.450958251953125,-0.9101012945175172,45.15533447265625,3.200056552886963,Male,25 - 45,M,Caucasian,unpref
30,0,1,0,0,0,2.361541748046875,59.70120620727539,39.29067993164063,8.172030448913574,Male,25 - 45,F,Caucasian,unpref
30,2,7,0,0,7,-40.32882690429688,16.430269241333008,-9.267364501953123,6.110723495483398,Male,25 - 45,F,unpriv,unpref
27,0,7,0,0,0,2.051116943359375,7.939959526062012,23.285400390625,1.2937556505203247,Male,25 - 45,F,unpriv,unpref
21,0,4,0,0,0,-3.4765625,11.13062572479248,24.436187744140625,0.689821720123291,Male,Less than 25,M,unpriv,unpref
30,0,1,0,0,0,70.39642333984375,5.575502395629883,48.34625244140625,0.052121877670288,Male,Less than 25,F,Caucasian,unpref
26,0,2,0,0,0,-0.7679443359375,175.3827667236328,18.806121826171875,1.037678599357605,Male,25 - 45,F,unpriv,0
37,0,5,0,0,1,-2.888458251953125,0.4594346284866333,34.494171142578125,10.90956211090088,Male,25 - 45,M,Caucasian,0
53,0,4,0,0,12,-28.5106201171875,90.10343933105469,101.2742919921875,7.616139411926269,Male,Greater than 45,F,unpriv,unpref
19,0,5,0,0,0,-18.286346435546875,-0.5342791080474854,7.12890625,0.7312926054000856,Male,Less than 25,M,unpriv,0
26,2,8,0,0,4,14.7899169921875,0.8348321914672852,63.04766845703125,27.132156372070312,Male,Less than 25,F,unpriv,unpref
41,0,1,0,0,5,-4.78143310546875,2.9619803428649907,7.83099365234375,9.158040046691896,Male,25 - 45,F,Caucasian,0
23,0,8,0,0,0,0.60418701171875,264.8726806640625,-14.601593017578123,14.765447616577148,Male,25 - 45,F,Caucasian,0
56,0,1,0,0,1,-1.334991455078125,0.0911226272583007,-79.69229125976562,0.7847741842269897,Female,Greater than 45,M,Caucasian,unpref
41,0,4,0,0,2,-4.4490966796875,0.11966586112976069,-14.291656494140623,7.11826229095459,Female,25 - 45,M,unpriv,0
37,0,1,0,0,0,12.21417236328125,-0.4309470057487488,50.13461303710937,4.341525554656982,Male,25 - 45,F,Caucasian,0
38,0,1,0,0,0,-2.716552734375,-0.9560117721557615,2.42022705078125,2.5066089630126958,Male,25 - 45,F,Caucasian,0
21,0,4,0,0,0,-6.052947998046875,-0.2643818259239197,9.9891357421875,2.68178391456604,Female,Less than 25,M,Caucasian,0
34,0,1,0,0,1,-5.2515869140625,-0.7046217322349548,22.88357543945312,0.7657383680343628,Female,25 - 45,M,unpriv,0
30,0,6,0,0,3,50.357177734375,4.488000869750977,37.96490478515625,0.4391834735870361,Male,25 - 45,M,Caucasian,unpref
23,0,5,0,0,0,-8.826202392578125,2.28633189201355,0.004638671875,4.483614444732666,Female,Less than 25,F,unpriv,0
52,0,5,0,0,15,-12.535614013671877,35.059818267822266,18.284210205078125,0.5189526081085205,Male,Greater than 45,F,unpriv,unpref
45,0,5,0,0,3,9.588226318359377,-0.8335465788841248,95.00454711914061,94.08180236816406,Male,Greater than 45,M,unpriv,0
29,0,7,0,0,7,-100.96875,7.268692016601562,-2.017578125,293.5631103515625,Male,25 - 45,F,unpriv,0
38,0,1,0,0,1,4.706787109375,6.224686622619629,40.440765380859375,3.953784227371216,Male,25 - 45,F,unpriv,0
22,0,2,0,0,0,5.574371337890625,9.1958589553833,-41.83639526367188,0.2606093883514404,Male,Less than 25,M,unpriv,0
25,0,7,0,0,2,-0.622802734375,9.393359184265137,-5.695587158203124,2.144475221633911,Male,25 - 45,F,unpriv,unpref
26,0,3,0,0,0,-3.51068115234375,51.11494064331055,3.764129638671875,5.04925012588501,Male,25 - 45,M,Caucasian,unpref
36,0,1,0,0,0,1.26141357421875,27.73872947692871,18.98275756835937,4.867956638336181,Female,25 - 45,F,Caucasian,0
36,0,4,0,0,1,-4.599212646484375,2.217734336853028,-12.95574951171875,6.040472507476806,Female,25 - 45,M,Caucasian,unpref
24,0,7,0,0,0,6.588653564453125,22.734487533569332,-39.98654174804688,0.0281004905700683,Female,Less than 25,F,unpriv,0
42,0,9,0,0,9,-89.74249267578125,23.939001083374023,17.305328369140625,2.030033826828003,Male,25 - 45,F,Caucasian,unpref
34,0,1,0,0,0,-1.8690185546875,-0.8979642987251282,0.144561767578125,2.5290441513061523,Male,25 - 45,M,Caucasian,unpref
36,0,1,0,0,0,12.84814453125,-0.508976936340332,35.49444580078125,1.1049838066101074,Male,25 - 45,F,Caucasian,0
25,0,5,0,0,1,-0.06573486328125,7.301056861877442,25.53280639648437,1.1111024618148804,Male,25 - 45,M,unpriv,0
60,0,1,0,0,5,12.92864990234375,-0.9441653490066528,92.01144409179688,46.94209671020508,Male,Greater than 45,F,unpriv,unpref
39,0,1,0,0,0,2.520355224609375,1.1210684776306152,10.7171630859375,1.4025317430496216,Male,25 - 45,F,unpriv,0
31,0,4,0,0,6,-1.804656982421875,-0.9958425760269164,-4.059844970703125,2.7588336467742924,Male,25 - 45,F,Caucasian,unpref
38,0,1,0,0,0,-13.449493408203123,1.1850392818450926,122.64535522460936,37.72490692138671,Male,25 - 45,M,Caucasian,0
23,0,8,0,0,3,26.9547119140625,18.46391868591309,-6.43963623046875,0.7741231918334961,Male,Less than 25,M,Caucasian,unpref
31,0,9,0,0,11,-2.65692138671875,-0.9294131994247437,25.5179443359375,0.0018129348754881997,Male,25 - 45,F,unpriv,unpref
25,0,3,0,0,2,12.1439208984375,0.2852251529693603,-44.6427001953125,0.6596816778182983,Male,25 - 45,M,Caucasian,unpref
29,0,9,0,0,0,3.172698974609375,-0.3381202220916748,185.03738403320312,167.74337768554688,Male,25 - 45,M,unpriv,unpref
59,0,1,0,0,0,66.17263793945312,24.64299201965332,-116.53895568847656,8.29621696472168,Male,Greater than 45,F,unpriv,0
34,0,8,0,0,7,19.6368408203125,7.544601440429687,-54.84080505371094,43.0800895690918,Male,25 - 45,F,unpriv,0
31,0,6,0,0,5,-0.723846435546875,3.0508956909179688,29.601531982421875,0.2542641162872314,Male,25 - 45,F,unpriv,unpref
53,0,8,0,0,0,4.565521240234375,-0.8048245906829834,-28.50103759765625,0.0018129348754881997,Male,Greater than 45,F,unpriv,unpref
33,0,6,0,0,4,-2.47015380859375,2.6575272083282475,-8.5042724609375,6.644179821014404,Male,25 - 45,F,Caucasian,0
62,0,1,0,0,3,-0.953643798828125,0.3518557548522949,-74.1983642578125,0.0,Male,Greater than 45,M,Caucasian,0
55,0,6,0,0,20,-3.767181396484375,5.965093612670898,24.8843994140625,63.612937927246094,Male,Greater than 45,F,Caucasian,unpref
21,0,4,0,0,0,93.93801879882812,0.3474971055984497,-28.2655029296875,0.7059115171432495,Male,Less than 25,F,Caucasian,unpref
19,0,3,0,0,0,-2.84100341796875,-0.6946752071380615,15.081268310546877,0.0299134254455566,Male,Less than 25,F,unpriv,unpref
22,0,4,0,0,0,15.98236083984375,6.181860446929932,-60.07376098632812,0.3775436878204345,Male,Less than 25,F,unpriv,unpref
55,0,1,0,0,0,74.81640625,-0.9303743243217468,7600.96533203125,7604.0,Male,Greater than 45,M,unpriv,0
29,0,3,0,0,0,-175.07669067382812,3.17611026763916,7.537780761718749,0.980571150779724,Male,25 - 45,M,Caucasian,0
54,0,1,0,0,1,-3.13214111328125,110.3582992553711,-34.184783935546875,0.0029460191726684,Male,Greater than 45,F,unpriv,0
42,0,6,0,0,6,6.972137451171875,-0.7877255082130432,-16.224609375,0.1559123992919922,Male,Greater than 45,F,unpriv,unpref
32,0,1,0,0,0,-1.7366943359375,-0.2507025599479675,47.699737548828125,0.33222031593322754,Male,25 - 45,M,Caucasian,0
19,0,1,0,0,0,283.2374267578125,-0.6872991323471069,44.58462524414064,0.2184586524963379,Male,Less than 25,M,Caucasian,unpref
31,0,5,0,0,11,4.708526611328125,1.962097644805908,-7.900604248046875,30.70930290222168,Male,25 - 45,F,Caucasian,unpref
21,0,7,0,0,0,1.53558349609375,9.670788764953612,-10.729522705078123,0.1221464872360229,Female,Less than 25,F,unpriv,unpref
44,0,1,0,0,0,2.555908203125,-0.9976307153701782,7.70806884765625,3.872882127761841,Male,25 - 45,M,Caucasian,0
32,0,5,0,0,6,4.0035400390625,40.3501205444336,20.2708740234375,24.4904842376709,Male,25 - 45,F,unpriv,unpref
35,0,6,0,0,3,-3.662872314453125,236.4376373291016,-27.2174072265625,8.702993392944336,Female,25 - 45,F,Caucasian,0
44,0,1,0,0,0,1.1036376953125,-0.9997541308403016,-146.38833618164062,0.0573340654373168,Male,25 - 45,M,unpriv,0
45,0,1,0,0,0,-1.70068359375,-0.5326921343803406,10.567596435546877,2.8000779151916504,Male,25 - 45,F,unpriv,0
35,0,1,0,0,0,-63.115509033203125,2.1984002590179443,20.873809814453125,27.463470458984368,Male,25 - 45,M,Caucasian,0
54,0,1,0,0,0,-3.979644775390625,-0.9998658895492554,117.15826416015624,3.129125595092773,Male,Greater than 45,M,unpriv,0
34,0,1,0,0,0,-4.3612060546875,-0.9863430857658385,45.35882568359375,0.4829205274581909,Male,25 - 45,M,Caucasian,0
33,0,1,0,0,0,-3.04034423828125,-0.987371265888214,19.28472900390625,0.5581573247909546,Male,25 - 45,M,unpriv,0
38,0,2,0,0,0,-33.067657470703125,0.8818825483322144,4.696136474609375,2.58637809753418,Male,25 - 45,M,unpriv,unpref
27,0,1,0,0,0,17.19342041015625,-0.2272332310676574,-32.07916259765625,0.5907901525497438,Male,25 - 45,F,unpriv,0
22,0,4,0,0,0,1.2684326171875,13.334395408630373,-17.11114501953125,0.1040171384811401,Male,Less than 25,F,unpriv,unpref
21,0,5,0,0,0,-1.24261474609375,-0.1056621074676513,34.627716064453125,0.9968875646591188,Male,Less than 25,M,Caucasian,0
37,0,2,0,0,3,5.845062255859375,3.4277234077453613,-32.872894287109375,0.0287803411483764,Female,25 - 45,F,unpriv,unpref
28,0,1,0,0,1,-5.4649658203125,-0.2140457034111023,-24.72906494140625,1.1765947341918945,Male,25 - 45,M,unpriv,unpref
48,0,1,0,0,3,-0.194976806640625,6.252134323120117,-16.63751220703125,2.0390985012054443,Male,Greater than 45,F,Caucasian,unpref
41,0,9,0,0,15,0.2642822265625,6.44912052154541,70.31204223632812,0.8568383455276488,Male,25 - 45,F,unpriv,unpref
35,0,1,0,0,0,-0.351654052734375,-0.9307319521903992,40.22265625,0.3034399747848511,Male,25 - 45,M,unpriv,0
30,0,9,0,0,10,3.2247314453125,-0.705873429775238,1.68536376953125,1.7306729555130005,Male,25 - 45,M,unpriv,unpref
28,0,5,0,0,4,12.824127197265623,-0.9643042683601382,35.41412353515625,7.325616359710693,Male,25 - 45,F,Caucasian,0
49,0,3,0,0,5,2.509613037109375,34.658897399902344,0.600311279296875,4.984664440155029,Male,Greater than 45,M,Caucasian,unpref
23,0,3,0,0,0,-0.1141357421875,-0.97653067111969,7.9735107421875,0.1788007020950317,Male,Less than 25,F,unpriv,unpref
26,0,5,0,0,1,3.533538818359375,1.9395670890808105,12.640472412109377,1.3261618614196775,Male,25 - 45,M,Caucasian,0
27,0,6,0,0,5,-2.541259765625,11.702494621276855,11.9124755859375,2.597482442855835,Male,25 - 45,F,Caucasian,unpref
27,0,8,0,0,2,-1.4097900390625,1.171069383621216,26.775665283203125,1.039944767951965,Male,25 - 45,F,Caucasian,unpref
30,0,3,0,0,5,7.6788330078125,-0.8948574066162109,16.5919189453125,5.976113319396973,Male,25 - 45,M,unpriv,0
65,0,3,0,0,4,-20.299560546875,5.306767463684082,-20.424560546875,128.44847106933594,Female,Greater than 45,M,unpriv,0
38,0,9,0,0,0,11.31719970703125,15.37803840637207,174.028564453125,1.9101535081863403,Male,25 - 45,M,unpriv,unpref
32,0,2,0,0,0,-38.10662841796875,-0.8763948678970337,-10.014007568359377,4.815608024597167,Male,25 - 45,M,Caucasian,unpref
39,0,2,0,0,7,-3.5048828125,5.496891498565674,1.24188232421875,2.6332879066467285,Male,25 - 45,M,Caucasian,unpref
25,0,3,0,0,0,-2.056060791015625,-0.7272863984107971,11.061492919921879,1.747215986251831,Male,25 - 45,F,Caucasian,unpref
60,0,8,0,0,4,-2.630950927734375,-0.2200583219528198,68.16921997070312,9.341826438903809,Male,Greater than 45,F,unpriv,0
52,0,1,0,0,9,-11.419403076171877,-0.7485205531120301,15.8408203125,45.940677642822266,Male,Greater than 45,F,Caucasian,unpref
52,0,1,0,0,2,-12.970733642578123,-0.1709291934967041,3.487396240234375,0.0847547054290771,Male,Greater than 45,F,unpriv,0
23,0,9,0,0,0,0.092132568359375,12.169669151306152,23.477813720703125,1.4711966514587402,Male,25 - 45,F,unpriv,unpref
59,0,1,0,0,0,-19.75408935546875,-0.94727224111557,121.85870361328122,6.660269260406494,Female,Greater than 45,M,Caucasian,unpref
33,0,1,0,0,0,-0.17022705078125,-0.9724850058555604,25.475799560546875,0.5463732481002808,Male,25 - 45,F,Caucasian,unpref
29,0,3,0,0,6,11.292572021484377,1.0720958709716797,-11.8023681640625,0.5436538457870483,Female,25 - 45,M,unpriv,unpref
37,0,1,0,0,0,0.32745361328125,-0.6154829859733582,13.55810546875,1.225317358970642,Male,25 - 45,F,unpriv,0
27,0,6,0,0,2,0.068878173828125,-0.8818486928939819,8.970947265625,1.128098726272583,Male,25 - 45,M,unpriv,0
23,0,3,0,0,0,-1.6484375,-0.645121395587921,17.122802734375,0.2606093883514404,Male,Less than 25,M,unpriv,unpref
24,0,4,0,0,0,-5.127685546875,-0.9087825417518616,18.95404052734375,2.7765097618103027,Male,25 - 45,F,Caucasian,0
58,0,9,0,0,6,-1.5673828125,34.11161422729492,53.704986572265625,0.9171184301376344,Male,Greater than 45,F,unpriv,unpref
58,0,1,0,0,0,-21.355865478515625,-0.1538301110267639,42.49337768554688,2.560770511627197,Male,Greater than 45,F,Caucasian,0
48,0,7,0,0,26,-27.30233764648437,5.325140476226807,38.872161865234375,354.35693359375,Male,25 - 45,F,unpriv,unpref
38,0,1,0,0,0,-0.51409912109375,63.504783630371094,66.31842041015625,129.50155639648438,Male,25 - 45,M,unpriv,0
53,0,2,0,0,4,-12.03363037109375,17.601924896240234,60.78448486328125,12.729068756103516,Male,Greater than 45,F,unpriv,0
24,0,8,0,0,0,-4.995391845703125,-0.6364042162895202,22.358367919921875,0.0081582069396972,Male,25 - 45,M,unpriv,0
26,0,1,0,0,0,2.2445068359375,-0.7140988707542419,9.67681884765625,0.4416762590408325,Male,25 - 45,M,unpriv,0
36,0,6,0,0,9,8.512451171875,4.795851230621338,41.64947509765625,2.5002636909484863,Male,25 - 45,F,unpriv,unpref
38,0,2,0,0,3,15.970184326171877,0.3028830289840698,-21.68463134765625,0.670559287071228,Male,25 - 45,M,unpriv,unpref
57,0,1,0,0,0,2.895599365234375,-0.8663142323493958,-12.67169189453125,0.2857638597488403,Female,Greater than 45,M,Caucasian,0
22,0,6,0,0,0,-3.524871826171875,6.07767915725708,-139.78672790527344,0.0015863180160522,Male,Less than 25,F,Caucasian,unpref
25,1,7,0,0,3,-6.028533935546875,18.963659286499023,-27.363189697265625,50.10317611694336,Male,Less than 25,F,unpriv,0
28,0,2,0,0,5,-0.01446533203125,5.46709680557251,16.0179443359375,1.4795814752578735,Male,25 - 45,F,unpriv,0
38,0,1,0,0,0,66.17514038085938,2.6695525646209717,45.75543212890624,0.2245773077011108,Male,25 - 45,M,Caucasian,unpref
41,0,1,0,0,0,-9.355438232421877,-0.6571913361549376,97.18975830078124,8.66152286529541,Male,25 - 45,M,Caucasian,0
24,0,3,0,1,0,1.36956787109375,0.2699812650680542,1.513427734375,0.9268629550933838,Male,Less than 25,F,unpriv,0
30,0,5,0,0,0,-7.648468017578125,23.674110412597656,-78.41902160644531,1.7186622619628906,Female,25 - 45,F,unpriv,unpref
31,0,4,0,0,4,0.773284912109375,-0.8758137226104736,40.149658203125,0.9524706602096558,Male,25 - 45,F,unpriv,unpref
38,0,2,0,0,5,-3.502838134765625,-0.7856691479682922,0.1151123046875,2.188438892364502,Male,25 - 45,M,Caucasian,unpref
19,0,3,0,0,0,54.05197143554688,4.533263206481934,-74.13241577148438,0.2936954498291015,Male,Less than 25,F,unpriv,unpref
36,0,1,0,0,0,12.1185302734375,-0.8135864734649658,-38.38824462890625,0.0663987398147583,Male,25 - 45,F,Caucasian,0
19,0,9,0,0,1,7.03790283203125,1.986907958984375,-24.9775390625,4.237281799316406,Male,Less than 25,F,unpriv,unpref
52,0,2,0,0,0,-30.61810302734375,17.71173858642578,74.98443603515624,3.4060513973236084,Female,Greater than 45,F,Caucasian,0
33,0,7,0,0,4,-1.292144775390625,73.0860366821289,-9.134765625,1.1763681173324585,Female,25 - 45,F,Caucasian,unpref
46,0,2,0,0,12,3.4757080078125,-0.5982944965362549,87.61602783203126,16.830608367919922,Male,Greater than 45,F,unpriv,unpref
31,0,7,0,0,11,-2.10272216796875,-0.7822046279907227,-1.681732177734375,1.5947028398513794,Male,25 - 45,F,unpriv,unpref
31,0,5,0,0,0,-6.8533935546875,-0.4473084807395935,13.50958251953125,3.2095744609832764,Male,25 - 45,M,Caucasian,0
30,0,1,0,0,1,-3.07757568359375,-0.8507350683212281,3.7721557617187496,2.037285566329956,Male,25 - 45,M,Caucasian,unpref
33,0,4,0,0,2,2.572021484375,2.6502182483673096,0.1348876953125,0.1427686214447021,Male,25 - 45,F,unpriv,unpref
30,0,6,0,0,13,-1.011688232421875,-0.9906793236732484,25.300811767578125,0.33811235427856445,Male,25 - 45,F,unpriv,unpref
33,0,1,0,0,1,1.076904296875,-0.5209351181983948,16.915557861328125,1.983124136924744,Male,25 - 45,F,unpriv,unpref
22,0,6,0,0,1,-5.70526123046875,-0.6564090251922607,6.458099365234375,3.2379016876220703,Male,Less than 25,F,unpriv,unpref
22,0,5,0,0,0,-81.99105834960938,-0.0083873271942138,-72.76612854003906,33.55266571044922,Female,Less than 25,F,unpriv,0
