balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
1961,14,0,1,0,0,housemaid,married,unknown,no,no,yes,telephone,mar,unknown,unpriv,unpref
-8018,30,326,2,694,0,technician,married,secondary,no,yes,no,unknown,oct,unknown,unpriv,yes
4460,28,107,1,0,19,housemaid,married,unknown,yes,yes,no,telephone,dec,success,unpriv,unpref
2668,15,268,2,1,0,technician,divorced,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
-273,15,0,1,0,0,entrepreneur,single,secondary,yes,yes,no,cellular,oct,unknown,unpriv,unpref
-7309,30,0,1,13,0,technician,married,tertiary,yes,no,yes,cellular,jul,success,unpriv,unpref
-230,21,669,2,141,8,blue-collar,married,tertiary,yes,yes,no,cellular,may,failure,unpriv,unpref
6237,2,297,1,0,0,housemaid,single,primary,yes,no,yes,cellular,jul,other,unpriv,unpref
1186,1,0,1,0,0,self-employed,single,tertiary,no,yes,no,telephone,jun,unknown,unpriv,unpref
-6842,30,0,1,96,0,unemployed,single,secondary,no,no,yes,unknown,dec,success,unpriv,unpref
-2177,25,140,1,374,0,retired,single,secondary,yes,no,no,cellular,apr,other,unpriv,yes
1333,25,38,1,32,46,entrepreneur,married,unknown,no,yes,yes,cellular,apr,failure,unpriv,unpref
-1014,29,62,1,0,0,management,divorced,tertiary,no,no,no,telephone,apr,unknown,unpriv,yes
-5782,10,62,1,0,0,unknown,married,unknown,no,yes,no,unknown,jun,failure,unpriv,unpref
5982,8,6,1,119,0,admin.,single,tertiary,no,no,yes,telephone,mar,failure,unpriv,yes
-3956,22,2,1,81,2,admin.,single,tertiary,yes,yes,yes,cellular,nov,other,unpriv,unpref
6307,1,0,1,0,1,services,single,secondary,no,yes,yes,cellular,sep,other,unpriv,unpref
6512,23,1161,3,431,0,unknown,divorced,secondary,no,yes,no,cellular,jan,failure,unpriv,unpref
5849,30,1060,1,2,0,student,single,primary,no,no,no,cellular,sep,success,unpriv,yes
-5696,30,0,1,0,0,entrepreneur,married,tertiary,no,no,yes,cellular,dec,unknown,unpriv,yes
2443,23,1030,2,0,0,technician,married,tertiary,no,yes,no,cellular,aug,other,unpriv,yes
8033,30,139,1,0,0,management,single,tertiary,yes,no,no,cellular,jan,unknown,unpriv,unpref
3774,15,43,1,179,1,blue-collar,married,primary,no,no,yes,cellular,nov,success,unpriv,yes
3974,15,812,1,198,3,management,single,unknown,no,yes,no,cellular,nov,failure,unpriv,yes
121,21,623,1,336,5,retired,divorced,primary,no,yes,no,cellular,may,success,unpriv,yes
-2682,16,1852,1,0,0,unknown,married,primary,yes,no,no,cellular,nov,unknown,unpriv,unpref
-3821,28,1112,1,209,0,self-employed,divorced,tertiary,no,no,no,cellular,mar,success,unpriv,yes
10678,2,1463,1,59,0,retired,divorced,primary,no,yes,yes,unknown,jan,failure,unpriv,yes
2510,23,605,1,117,0,blue-collar,married,unknown,no,no,no,cellular,apr,unknown,unpriv,yes
-2515,14,332,2,2,0,retired,married,primary,no,no,yes,unknown,apr,unknown,unpriv,yes
893,8,234,1,0,0,technician,married,primary,no,yes,no,telephone,jul,unknown,unpriv,unpref
-6627,25,14,1,203,1,self-employed,divorced,primary,yes,no,no,cellular,may,other,unpriv,yes
6434,4,89,1,143,0,services,single,tertiary,no,no,no,cellular,feb,other,unpriv,yes
222,28,983,1,0,0,admin.,divorced,tertiary,no,yes,yes,cellular,jul,unknown,unpriv,yes
4820,1,0,1,90,58,services,single,primary,yes,yes,no,cellular,jun,other,unpriv,unpref
873,1,196,1,0,0,unknown,single,secondary,no,yes,yes,telephone,mar,unknown,unpriv,unpref
5843,28,58,1,396,0,admin.,single,secondary,no,no,no,cellular,dec,failure,unpriv,yes
268,29,295,1,0,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,unpriv,yes
-2860,4,104,1,45,1,student,single,tertiary,no,yes,no,cellular,jan,success,unpriv,unpref
-285,29,118,1,6,0,retired,married,tertiary,yes,yes,no,unknown,oct,unknown,unpriv,unpref
-1038,18,133,28,0,0,technician,married,tertiary,yes,yes,yes,telephone,dec,unknown,unpriv,yes
6316,29,356,6,756,22,entrepreneur,married,tertiary,yes,yes,no,telephone,oct,failure,unpriv,yes
263,30,44,1,0,0,student,single,secondary,no,no,no,unknown,jan,unknown,unpriv,unpref
-1322,5,284,1,0,0,retired,married,secondary,yes,no,no,telephone,jun,unknown,unpriv,unpref
22480,26,0,1,36,0,entrepreneur,married,primary,no,no,no,telephone,jan,failure,unpriv,unpref
-1853,13,1539,1,63,6,blue-collar,married,secondary,no,yes,no,cellular,jul,success,unpriv,yes
1169,21,2257,1,6,0,services,divorced,secondary,yes,yes,yes,cellular,mar,unknown,unpriv,unpref
1990,30,54,1,137,0,technician,married,secondary,yes,yes,yes,unknown,aug,failure,unpriv,unpref
-2306,15,815,1,206,1,retired,divorced,primary,no,no,yes,cellular,feb,other,unpriv,yes
-4019,1,14,1,177,0,management,married,unknown,no,yes,yes,cellular,dec,other,unpriv,unpref
5740,12,469,17,507,5,blue-collar,divorced,primary,no,yes,no,telephone,feb,failure,unpriv,unpref
19347,8,7,1,683,0,admin.,divorced,secondary,no,yes,no,unknown,mar,success,unpriv,yes
2912,14,328,2,146,6,admin.,married,primary,no,no,yes,telephone,jul,other,unpriv,unpref
2165,28,224,22,13,0,retired,divorced,secondary,no,yes,no,telephone,aug,unknown,unpriv,unpref
10422,3,1119,1,0,0,housemaid,single,primary,yes,no,no,unknown,jun,unknown,unpriv,unpref
2284,29,955,1,581,0,retired,single,primary,no,no,no,unknown,jul,failure,unpriv,yes
3751,13,150,3,530,4,student,married,tertiary,no,yes,no,telephone,sep,failure,unpriv,unpref
-4914,27,88,1,27,0,management,married,unknown,no,no,yes,telephone,jun,success,unpriv,yes
-675,16,180,1,37,3,retired,married,tertiary,yes,no,no,cellular,oct,success,unpriv,yes
1871,14,300,1,0,0,management,divorced,tertiary,no,no,yes,cellular,nov,unknown,unpriv,unpref
1444,13,0,1,3,0,entrepreneur,divorced,primary,no,yes,no,unknown,sep,unknown,unpriv,yes
650,26,50,1,0,0,self-employed,divorced,unknown,no,no,yes,telephone,jan,unknown,unpriv,yes
-1301,15,19,12,0,0,retired,married,unknown,no,no,no,cellular,aug,other,unpriv,unpref
2312,8,696,1,251,3,entrepreneur,divorced,primary,no,no,no,cellular,apr,failure,unpriv,yes
10815,29,357,1,1,1,housemaid,divorced,primary,no,no,no,telephone,mar,other,unpriv,unpref
467,24,331,6,264,5,retired,married,secondary,no,yes,yes,telephone,may,success,unpriv,yes
3544,10,119,1,256,0,student,single,secondary,no,no,yes,cellular,may,failure,unpriv,unpref
-5795,16,86,1,248,0,self-employed,married,secondary,no,no,no,cellular,oct,other,unpriv,yes
-163,2,34,1,260,0,student,divorced,secondary,no,yes,yes,telephone,oct,failure,unpriv,yes
1893,15,223,1,241,0,blue-collar,single,primary,yes,yes,no,cellular,nov,success,unpriv,unpref
-1132,11,273,1,0,0,technician,single,unknown,no,no,yes,cellular,jul,unknown,unpriv,unpref
2890,27,1775,1,1,0,blue-collar,divorced,unknown,no,yes,yes,telephone,jun,unknown,unpriv,unpref
478,28,61,1,216,0,unemployed,married,primary,no,yes,no,telephone,apr,failure,unpriv,yes
-5650,30,0,1,0,0,services,divorced,unknown,yes,no,no,telephone,feb,unknown,unpriv,yes
4412,29,210,1,221,4,retired,divorced,primary,no,no,no,unknown,sep,success,unpriv,unpref
-6684,25,306,3,0,0,unemployed,divorced,secondary,yes,no,no,cellular,jul,unknown,unpriv,yes
2935,21,138,1,0,0,admin.,single,unknown,no,yes,no,cellular,may,unknown,unpriv,unpref
-2763,9,535,1,279,0,entrepreneur,divorced,unknown,no,yes,no,cellular,feb,other,unpriv,unpref
5313,23,648,1,56,4,technician,single,tertiary,no,no,no,telephone,apr,other,unpriv,unpref
-1551,13,81,2,69,0,management,single,unknown,no,no,no,cellular,apr,success,unpriv,unpref
-3171,1,2,1,320,6,admin.,married,unknown,no,no,no,telephone,sep,success,unpriv,unpref
1158,22,110,1,0,0,unemployed,divorced,tertiary,no,yes,yes,unknown,may,unknown,unpriv,unpref
-4580,29,55,1,0,0,technician,divorced,secondary,yes,yes,no,unknown,dec,unknown,unpriv,unpref
6710,14,389,1,223,0,unemployed,married,secondary,no,yes,yes,cellular,apr,other,unpriv,yes
4059,26,79,4,220,1,housemaid,married,primary,no,yes,no,cellular,nov,other,unpriv,unpref
-155,28,57,1,550,0,retired,married,secondary,no,no,no,unknown,may,failure,unpriv,unpref
-2860,21,17,1,79,6,management,married,tertiary,no,no,yes,unknown,oct,other,unpriv,unpref
-3466,1,0,1,0,0,self-employed,divorced,primary,no,yes,yes,cellular,feb,unknown,unpriv,unpref
5557,3,125,8,181,2,unemployed,married,tertiary,no,no,yes,telephone,feb,failure,unpriv,unpref
3048,27,202,2,0,0,retired,divorced,tertiary,no,no,no,cellular,feb,failure,unpriv,unpref
7025,8,532,1,0,0,unemployed,married,secondary,no,no,no,unknown,jun,unknown,unpriv,yes
550,2,109,1,100,3,management,single,tertiary,no,yes,no,telephone,mar,success,unpriv,yes
1635,2,246,2,57,1,self-employed,divorced,secondary,no,yes,yes,telephone,nov,other,unpriv,unpref
-1349,29,49,3,0,0,entrepreneur,single,unknown,no,no,no,telephone,oct,unknown,unpriv,unpref
1466,6,55,1,264,4,services,married,primary,no,yes,yes,cellular,may,failure,unpriv,unpref
60,27,48,48,0,0,student,married,primary,no,no,no,telephone,aug,unknown,unpriv,unpref
-4083,1,675,4,0,0,housemaid,married,secondary,no,no,no,cellular,feb,unknown,unpriv,unpref
11004,30,22,1,224,2,retired,married,unknown,no,yes,yes,telephone,jan,other,unpriv,unpref
-4964,9,0,1,169,0,student,single,unknown,yes,yes,yes,unknown,apr,other,unpriv,unpref
4711,11,231,1,58,0,management,divorced,unknown,no,no,yes,telephone,jul,failure,unpriv,unpref
3520,1,0,1,799,0,management,single,secondary,no,yes,yes,telephone,feb,failure,unpriv,unpref
3137,29,332,8,354,1,technician,single,secondary,no,yes,no,telephone,jul,other,unpriv,yes
1196,1,47,1,0,0,retired,married,tertiary,no,no,no,telephone,feb,unknown,unpriv,yes
-3200,3,0,1,748,0,housemaid,married,primary,no,yes,no,unknown,mar,unknown,unpriv,unpref
3933,3,826,1,33,2,technician,married,secondary,no,no,no,telephone,aug,success,unpriv,yes
3072,2,112,1,42,3,services,single,secondary,no,no,no,unknown,jun,failure,unpriv,unpref
-6732,25,92,1,588,0,self-employed,single,tertiary,no,no,no,unknown,dec,other,unpriv,yes
-3890,3,152,1,335,0,student,married,primary,no,no,no,cellular,dec,failure,unpriv,unpref
-2590,2,64,1,11,0,admin.,divorced,secondary,no,no,yes,cellular,may,unknown,unpriv,yes
-6871,1,66,1,2,0,retired,divorced,tertiary,yes,no,no,cellular,may,unknown,unpriv,unpref
-7682,3,11,37,404,0,self-employed,divorced,tertiary,no,yes,no,cellular,aug,failure,unpriv,yes
-4208,28,64,4,0,0,admin.,single,tertiary,no,yes,yes,telephone,jan,unknown,unpriv,unpref
1592,3,716,3,8,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,unpriv,yes
6585,26,0,1,658,0,entrepreneur,married,secondary,no,yes,no,cellular,apr,unknown,unpriv,unpref
515,24,57,6,464,2,blue-collar,single,tertiary,no,yes,no,cellular,jul,other,unpriv,unpref
3360,6,159,1,0,0,blue-collar,single,unknown,no,no,no,unknown,nov,unknown,unpriv,unpref
7432,19,0,1,0,0,management,married,unknown,no,yes,no,unknown,jan,unknown,unpriv,yes
74358,14,3,1,0,0,admin.,married,secondary,yes,no,yes,cellular,nov,unknown,unpriv,unpref
22108,8,100,1,0,0,retired,single,primary,no,yes,yes,unknown,jun,unknown,unpriv,unpref
986,1,94,1,123,0,student,single,secondary,no,no,no,telephone,mar,other,unpriv,unpref
-1268,26,141,1,72,0,housemaid,divorced,secondary,no,no,no,telephone,nov,failure,unpriv,yes
3694,12,207,34,0,0,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,unpriv,yes
1851,30,151,1,0,0,student,single,secondary,yes,no,yes,cellular,jun,unknown,unpriv,unpref
-1806,4,328,1,0,0,blue-collar,divorced,primary,no,no,no,telephone,jul,unknown,unpriv,yes
-6975,1,0,1,727,4,admin.,divorced,secondary,no,no,no,telephone,dec,other,unpriv,unpref
-2761,1,127,1,0,0,unknown,married,tertiary,yes,yes,no,telephone,mar,unknown,unpriv,unpref
-4678,26,3592,1,144,1,services,divorced,unknown,no,yes,no,cellular,may,failure,unpriv,yes
-5689,3,14,2,0,0,housemaid,married,secondary,yes,yes,yes,unknown,may,unknown,unpriv,unpref
-4996,3,371,1,367,0,unemployed,single,primary,no,yes,no,unknown,may,failure,unpriv,unpref
-1023,28,107,4,69,0,unknown,married,primary,no,no,no,unknown,jan,success,unpriv,yes
4501,23,4,1,190,58,unemployed,single,tertiary,yes,yes,no,cellular,may,other,unpriv,unpref
-5643,30,83,2,727,0,technician,divorced,primary,no,no,no,telephone,dec,failure,unpriv,unpref
10520,20,132,1,502,0,entrepreneur,divorced,tertiary,no,yes,yes,unknown,mar,failure,unpriv,unpref
238,30,63,1,4,0,technician,single,secondary,no,yes,yes,cellular,jan,failure,unpriv,unpref
317,28,219,1,165,1,admin.,married,secondary,no,no,yes,cellular,sep,failure,unpriv,unpref
-1210,19,290,1,390,0,student,single,primary,no,yes,yes,cellular,oct,other,unpriv,unpref
-3483,29,28,2,17,1,self-employed,divorced,tertiary,no,yes,no,cellular,jan,unknown,unpriv,unpref
453,6,21,1,0,0,admin.,married,primary,no,no,no,cellular,sep,unknown,unpriv,yes
-269,15,84,22,0,0,student,single,tertiary,no,yes,no,unknown,mar,unknown,unpriv,unpref
6286,17,28,1,555,0,self-employed,single,tertiary,yes,yes,no,cellular,jul,success,unpriv,yes
5899,25,433,4,675,10,management,single,primary,no,yes,no,telephone,jan,failure,unpriv,unpref
9043,4,873,1,178,0,admin.,divorced,unknown,no,no,no,cellular,jul,success,unpriv,yes
-544,29,1081,1,0,0,services,married,unknown,no,no,yes,unknown,may,unknown,unpriv,unpref
1187,23,617,2,348,1,management,married,secondary,yes,no,no,cellular,may,other,unpriv,unpref
-3023,10,962,1,258,3,blue-collar,single,tertiary,no,no,no,cellular,mar,failure,unpriv,unpref
-1733,20,266,5,211,27,housemaid,single,tertiary,no,yes,yes,cellular,mar,other,unpriv,yes
4067,30,228,1,0,0,management,divorced,secondary,no,no,no,cellular,jun,unknown,unpriv,unpref
-3720,27,33,1,0,0,blue-collar,single,primary,yes,yes,yes,cellular,jul,unknown,unpriv,unpref
14125,14,111,1,108,0,technician,married,secondary,no,no,no,cellular,nov,failure,unpriv,unpref
-7463,20,1416,2,69,0,blue-collar,married,tertiary,no,yes,yes,cellular,sep,failure,unpriv,yes
-3331,10,74,1,303,5,unemployed,divorced,secondary,no,yes,yes,cellular,jun,failure,unpriv,unpref
3228,15,25,1,0,0,housemaid,single,primary,no,no,no,telephone,feb,unknown,unpriv,unpref
14145,19,197,10,0,0,student,single,tertiary,no,no,no,cellular,aug,unknown,unpriv,yes
-495,1,774,2,280,1,admin.,married,tertiary,no,no,yes,cellular,mar,other,unpriv,unpref
789,4,144,1,533,0,self-employed,married,unknown,no,no,yes,telephone,may,failure,unpriv,unpref
-6397,30,1746,1,16,0,services,single,primary,no,no,yes,telephone,jul,unknown,unpriv,yes
1063,8,1881,2,52,3,self-employed,married,secondary,no,yes,no,cellular,may,failure,unpriv,unpref
-5085,1,9,6,0,0,unknown,married,unknown,yes,no,yes,telephone,feb,unknown,unpriv,unpref
7783,30,560,1,401,8,services,married,unknown,no,no,no,cellular,oct,failure,unpriv,yes
2366,30,0,1,0,0,unknown,married,secondary,no,yes,no,telephone,may,unknown,unpriv,unpref
7920,2,72,1,600,0,student,married,secondary,yes,yes,yes,cellular,may,failure,unpriv,unpref
3212,6,755,1,32,0,retired,married,primary,no,yes,no,cellular,aug,failure,unpriv,yes
-1202,2,88,1,0,0,services,single,tertiary,yes,yes,no,cellular,aug,unknown,unpriv,unpref
656,21,95,16,0,0,self-employed,single,tertiary,yes,no,yes,cellular,mar,unknown,unpriv,unpref
2076,9,500,1,118,1,management,single,tertiary,no,yes,yes,unknown,may,other,unpriv,unpref
-6658,1,41,1,340,0,management,divorced,secondary,yes,yes,no,cellular,oct,failure,unpriv,unpref
395,14,220,1,26,0,self-employed,single,tertiary,no,no,no,telephone,jul,success,unpriv,yes
2471,26,243,1,324,2,self-employed,single,secondary,no,no,no,cellular,may,success,unpriv,unpref
7286,15,950,1,0,0,retired,divorced,unknown,no,no,no,telephone,sep,unknown,unpriv,yes
4371,9,220,20,0,0,management,married,tertiary,no,yes,no,telephone,aug,unknown,unpriv,unpref
-3581,8,101,3,337,3,student,single,secondary,no,yes,no,unknown,jun,success,unpriv,unpref
-5826,23,51,1,316,0,retired,single,tertiary,no,no,no,telephone,sep,failure,unpriv,yes
3973,17,409,1,0,0,management,divorced,unknown,no,no,no,unknown,may,unknown,unpriv,unpref
-3186,12,1904,1,105,0,services,divorced,unknown,no,yes,yes,cellular,nov,other,unpriv,unpref
42,19,30,2,0,0,blue-collar,married,unknown,no,yes,no,telephone,nov,unknown,unpriv,unpref
-5172,2,31,1,365,0,housemaid,married,tertiary,no,yes,no,cellular,mar,failure,unpriv,unpref
847,5,68,4,0,0,student,single,tertiary,no,no,yes,telephone,may,unknown,unpriv,unpref
-2830,27,263,18,0,0,services,single,unknown,no,no,no,cellular,mar,unknown,unpriv,yes
5644,21,1061,1,2,0,unknown,single,secondary,no,no,yes,cellular,dec,unknown,unpriv,unpref
2190,28,1097,9,73,15,management,married,tertiary,no,no,no,telephone,jan,success,unpriv,yes
2255,12,194,6,0,0,technician,married,secondary,yes,yes,no,telephone,aug,unknown,unpriv,yes
-8013,10,1011,2,286,0,management,divorced,tertiary,no,yes,yes,cellular,oct,failure,unpriv,yes
-2839,19,48,1,0,0,retired,single,secondary,no,yes,no,cellular,jun,unknown,unpriv,yes
-6186,3,853,6,0,0,management,married,primary,yes,yes,no,telephone,jun,unknown,unpriv,yes
1699,28,1585,1,0,0,services,single,secondary,yes,yes,no,unknown,nov,unknown,unpriv,unpref
-4651,30,762,1,14,0,services,divorced,secondary,no,no,no,cellular,may,other,unpriv,yes
6417,24,79,1,190,32,entrepreneur,married,primary,no,yes,yes,cellular,jan,other,unpriv,unpref
7616,11,252,1,242,1,retired,married,unknown,no,no,no,unknown,jun,success,unpriv,yes
2279,30,408,1,312,0,housemaid,married,primary,no,no,no,cellular,apr,success,unpriv,yes
17950,30,51,1,333,0,services,married,unknown,yes,yes,no,cellular,may,other,unpriv,unpref
1133,15,58,1,370,1,admin.,single,secondary,no,yes,no,cellular,apr,other,unpriv,unpref
-3063,24,0,4,3,0,entrepreneur,divorced,unknown,yes,no,no,cellular,aug,unknown,unpriv,unpref
9283,11,825,2,12,0,retired,divorced,secondary,no,no,yes,telephone,feb,unknown,unpriv,unpref
964,22,619,2,0,0,management,married,secondary,no,no,yes,cellular,jul,unknown,unpriv,yes
2932,20,79,1,112,2,retired,married,secondary,no,no,no,telephone,jan,other,unpriv,unpref
475,16,260,1,104,4,unemployed,married,primary,no,yes,no,cellular,sep,success,unpriv,yes
417,20,183,1,166,0,management,divorced,tertiary,no,no,no,cellular,aug,other,unpriv,yes
-394,5,178,1,385,2,management,single,tertiary,no,no,no,unknown,nov,failure,unpriv,unpref
-3974,30,130,4,14,1,unemployed,divorced,primary,no,no,yes,unknown,jan,unknown,unpriv,unpref
3164,19,110,1,309,11,management,married,primary,no,no,no,telephone,apr,other,unpriv,unpref
-4422,23,113,10,0,0,unknown,married,unknown,yes,yes,no,unknown,may,unknown,unpriv,unpref
1554,11,721,1,44,1,blue-collar,married,secondary,no,no,no,telephone,sep,failure,unpriv,yes
270,13,545,1,4,0,technician,single,tertiary,no,yes,no,cellular,apr,unknown,unpriv,unpref
-4794,24,695,1,0,0,student,divorced,unknown,no,yes,no,unknown,jun,unknown,unpriv,unpref
4164,29,1578,7,0,0,technician,married,tertiary,no,no,no,cellular,jun,unknown,unpriv,yes
2300,29,255,4,397,3,retired,divorced,primary,no,yes,no,telephone,jan,other,unpriv,unpref
4800,12,202,3,2,0,student,single,secondary,no,yes,yes,cellular,feb,unknown,unpriv,unpref
7810,1,1069,1,252,0,retired,married,unknown,no,no,no,telephone,apr,failure,unpriv,yes
-1333,27,32,1,268,2,housemaid,married,secondary,no,no,yes,unknown,oct,success,unpriv,unpref
3829,22,549,1,118,1,admin.,married,tertiary,no,no,no,cellular,nov,success,unpriv,yes
10216,24,261,1,0,0,technician,divorced,secondary,yes,no,no,telephone,may,unknown,unpriv,unpref
1062,15,157,1,104,1,student,single,unknown,yes,yes,yes,cellular,nov,failure,unpriv,unpref
857,24,591,1,24,1,services,single,tertiary,no,no,yes,cellular,jan,failure,unpriv,yes
-758,21,171,1,14,3,self-employed,married,unknown,no,no,yes,cellular,dec,success,unpriv,yes
930,29,441,1,54,9,admin.,married,tertiary,no,yes,yes,telephone,jul,success,unpriv,yes
4015,30,286,1,0,0,technician,married,tertiary,no,no,yes,telephone,apr,unknown,unpriv,unpref
736,21,85,1,0,0,self-employed,single,tertiary,yes,yes,yes,telephone,jul,unknown,unpriv,unpref
-6250,30,7,1,312,0,unknown,single,secondary,no,yes,no,telephone,jan,success,unpriv,yes
2507,14,250,1,300,2,retired,single,primary,no,no,no,telephone,aug,other,unpriv,yes
9533,6,282,1,0,0,self-employed,married,secondary,no,yes,yes,unknown,jul,unknown,unpriv,unpref
-3067,14,157,1,280,1,student,married,unknown,no,yes,no,cellular,jul,other,unpriv,unpref
2364,11,184,1,280,1,blue-collar,single,tertiary,no,yes,no,telephone,may,failure,unpriv,unpref
2869,16,122,1,7,0,admin.,single,primary,no,no,yes,cellular,mar,unknown,unpriv,unpref
-1279,6,182,1,2,0,self-employed,divorced,unknown,no,no,no,cellular,feb,unknown,unpriv,unpref
-2930,6,46,1,170,3,student,single,tertiary,no,yes,yes,telephone,feb,other,unpriv,unpref
-1156,7,60,1,0,0,retired,single,tertiary,yes,yes,yes,cellular,jun,unknown,unpriv,yes
-7096,1,3,1,0,0,housemaid,married,primary,yes,no,no,telephone,may,unknown,unpriv,unpref
1843,27,4,1,241,58,unemployed,single,secondary,yes,no,no,cellular,feb,other,unpriv,unpref
-1536,12,151,1,114,1,management,divorced,primary,no,yes,yes,cellular,sep,success,unpriv,yes
3773,30,70,2,181,0,entrepreneur,single,tertiary,no,no,no,cellular,oct,success,unpriv,yes
12286,1,0,1,0,0,unknown,divorced,secondary,no,no,yes,unknown,nov,success,unpriv,unpref
-2109,5,0,2,0,0,technician,divorced,secondary,no,yes,yes,cellular,dec,unknown,unpriv,unpref
12791,3,107,1,21,1,blue-collar,single,secondary,no,no,no,unknown,feb,other,unpriv,yes
6513,27,306,1,13,0,services,married,primary,no,no,yes,telephone,oct,success,unpriv,yes
1050,27,47,1,0,0,management,divorced,unknown,yes,no,yes,cellular,jul,unknown,unpriv,unpref
2095,26,95,5,203,3,technician,married,secondary,yes,no,yes,cellular,jan,failure,unpriv,unpref
10644,5,1364,1,5,0,management,divorced,primary,no,yes,no,unknown,jan,success,unpriv,yes
1192,7,1,1,324,58,entrepreneur,single,primary,yes,yes,yes,cellular,feb,other,unpriv,unpref
-1793,23,166,1,291,0,unemployed,single,secondary,no,no,no,cellular,aug,other,unpriv,yes
2975,15,428,4,129,0,retired,married,tertiary,no,no,yes,cellular,nov,failure,unpriv,yes
-2326,2,6,1,0,0,student,single,secondary,yes,no,no,telephone,oct,unknown,unpriv,unpref
2171,3,0,1,20,58,technician,single,primary,yes,no,no,cellular,aug,other,unpriv,unpref
11343,8,69,1,1,0,blue-collar,divorced,secondary,no,no,no,unknown,sep,unknown,unpriv,unpref
-1233,29,277,1,154,0,services,married,primary,no,yes,no,telephone,jun,success,unpriv,yes
3331,18,408,1,74,0,retired,married,unknown,no,yes,no,cellular,nov,success,unpriv,unpref
2849,2,439,1,210,2,services,single,secondary,no,yes,no,cellular,feb,failure,unpriv,yes
-556,12,122,5,0,0,blue-collar,single,secondary,yes,yes,no,telephone,may,unknown,unpriv,unpref
3159,27,380,1,58,0,unknown,married,primary,no,no,yes,telephone,sep,unknown,unpriv,yes
-3974,21,3,1,58,1,admin.,single,tertiary,yes,no,yes,cellular,aug,failure,unpriv,unpref
-4297,28,36,1,0,0,student,married,unknown,yes,no,no,telephone,jan,unknown,unpriv,yes
-7572,30,0,1,35,0,entrepreneur,single,secondary,yes,no,yes,unknown,may,success,unpriv,yes
