balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
7302,16,73,1,201,4,technician,single,secondary,no,yes,yes,cellular,sep,success,unpriv,yes
3727,23,438,1,82,0,entrepreneur,divorced,unknown,no,no,no,cellular,feb,success,unpriv,yes
-5590,2,59,1,298,3,admin.,divorced,tertiary,no,yes,no,telephone,apr,other,unpriv,yes
-7421,30,0,1,61,0,entrepreneur,single,secondary,no,no,yes,unknown,jan,success,unpriv,unpref
2619,5,0,1,9,0,student,married,primary,no,yes,no,unknown,dec,other,unpriv,yes
-4060,25,70,1,0,0,housemaid,divorced,primary,no,yes,no,telephone,nov,unknown,unpriv,unpref
-460,5,360,1,0,0,unemployed,divorced,secondary,yes,yes,yes,unknown,sep,unknown,unpriv,unpref
973,2,413,1,0,0,student,single,primary,no,yes,yes,telephone,mar,unknown,unpriv,unpref
2934,6,17,2,0,0,management,married,tertiary,yes,yes,yes,telephone,aug,unknown,unpriv,unpref
930,29,441,1,54,9,admin.,married,tertiary,no,yes,yes,telephone,jul,success,unpriv,yes
33305,18,75,28,303,35,retired,divorced,primary,no,no,yes,telephone,may,failure,unpriv,unpref
540,3,259,1,204,0,retired,married,unknown,no,no,no,telephone,oct,success,unpriv,yes
-7929,30,0,1,31,0,technician,married,secondary,yes,no,yes,unknown,jul,unknown,unpriv,yes
2121,26,75,14,308,1,blue-collar,single,tertiary,no,no,no,cellular,dec,success,unpriv,unpref
-6450,30,93,1,672,0,technician,married,tertiary,no,no,no,unknown,dec,failure,unpriv,yes
1062,15,157,1,104,1,student,single,unknown,yes,yes,yes,cellular,nov,failure,unpriv,unpref
-1700,2,169,1,0,0,admin.,married,unknown,no,no,no,cellular,aug,unknown,unpriv,unpref
1617,24,1028,2,161,24,student,divorced,secondary,no,no,no,telephone,mar,success,unpriv,yes
6028,4,13,3,0,0,unemployed,divorced,tertiary,no,no,no,telephone,jan,unknown,unpriv,unpref
3248,24,2128,1,291,4,entrepreneur,married,tertiary,no,no,yes,cellular,may,failure,unpriv,yes
-1405,11,1552,1,21,15,technician,married,secondary,no,no,no,cellular,apr,success,unpriv,yes
1421,18,143,1,0,0,retired,married,tertiary,no,yes,yes,cellular,apr,unknown,unpriv,unpref
898,25,37,1,0,0,management,divorced,unknown,yes,yes,no,unknown,may,unknown,unpriv,unpref
-556,12,122,5,0,0,blue-collar,single,secondary,yes,yes,no,telephone,may,unknown,unpriv,unpref
12785,27,0,1,853,0,retired,divorced,secondary,yes,yes,no,telephone,sep,failure,unpriv,unpref
4352,7,98,10,0,0,management,married,primary,no,no,no,unknown,jul,unknown,unpriv,unpref
302,13,678,1,3,0,blue-collar,divorced,secondary,no,yes,no,cellular,feb,unknown,unpriv,yes
1893,15,223,1,241,0,blue-collar,single,primary,yes,yes,no,cellular,nov,success,unpriv,unpref
-6126,1,0,1,300,0,unknown,married,secondary,no,no,yes,telephone,dec,success,unpriv,yes
2206,28,65,1,0,0,unemployed,single,primary,yes,no,yes,telephone,jul,unknown,unpriv,yes
-3974,21,3,1,58,1,admin.,single,tertiary,yes,no,yes,cellular,aug,failure,unpriv,unpref
5216,19,49,1,112,7,self-employed,married,primary,no,yes,yes,telephone,nov,failure,unpriv,unpref
2058,28,54,3,0,0,services,divorced,secondary,no,yes,yes,telephone,jul,unknown,unpriv,unpref
6526,3,298,2,0,0,self-employed,married,secondary,no,no,yes,cellular,feb,unknown,unpriv,unpref
3920,2,0,1,24,58,entrepreneur,single,tertiary,yes,yes,no,cellular,jan,other,unpriv,unpref
-7382,1,2,1,0,0,housemaid,married,secondary,yes,no,yes,unknown,may,other,unpriv,unpref
-957,29,543,1,0,0,services,divorced,unknown,no,no,yes,unknown,jun,unknown,unpriv,yes
-594,3,125,1,0,0,services,single,primary,no,yes,no,unknown,may,unknown,unpriv,unpref
-6933,20,0,1,729,0,retired,divorced,primary,no,yes,no,cellular,may,failure,unpriv,yes
-1085,19,37,1,1,0,retired,married,primary,yes,yes,no,cellular,jan,unknown,unpriv,unpref
11004,30,22,1,224,2,retired,married,unknown,no,yes,yes,telephone,jan,other,unpriv,unpref
3137,29,332,8,354,1,technician,single,secondary,no,yes,no,telephone,jul,other,unpriv,yes
-628,1,3,1,239,1,management,married,unknown,no,yes,no,telephone,feb,unknown,unpriv,unpref
-4955,29,29,1,58,13,entrepreneur,divorced,unknown,no,yes,yes,cellular,jan,failure,unpriv,unpref
2104,30,37,1,0,0,services,single,unknown,no,no,no,cellular,apr,unknown,unpriv,yes
-2564,29,234,1,0,0,blue-collar,married,unknown,yes,no,no,telephone,jun,unknown,unpriv,yes
-4442,8,53,1,55,0,retired,single,secondary,yes,no,no,cellular,mar,failure,unpriv,yes
-1733,20,266,5,211,27,housemaid,single,tertiary,no,yes,yes,cellular,mar,other,unpriv,yes
445,19,53,4,315,1,blue-collar,married,secondary,no,yes,yes,cellular,jul,other,unpriv,unpref
-7997,16,3154,1,0,0,unemployed,divorced,primary,no,no,yes,cellular,may,unknown,unpriv,unpref
7347,30,29,1,0,0,entrepreneur,married,tertiary,yes,no,yes,cellular,jan,unknown,unpriv,unpref
1061,26,27,30,226,2,management,married,tertiary,no,yes,no,cellular,aug,other,unpriv,unpref
3267,6,508,1,626,8,student,single,secondary,no,no,yes,cellular,aug,other,unpriv,unpref
6316,29,356,6,756,22,entrepreneur,married,tertiary,yes,yes,no,telephone,oct,failure,unpriv,yes
-133,8,376,1,248,2,retired,divorced,tertiary,no,no,no,cellular,feb,other,unpriv,unpref
-6975,1,0,1,727,4,admin.,divorced,secondary,no,no,no,telephone,dec,other,unpriv,unpref
3319,1,28,1,181,0,student,married,secondary,no,yes,yes,telephone,oct,failure,unpriv,yes
9944,21,407,1,0,0,housemaid,married,primary,no,no,no,cellular,may,unknown,unpriv,yes
-5141,3,21,2,0,0,housemaid,married,secondary,yes,yes,yes,cellular,nov,unknown,unpriv,unpref
-2487,1,85,2,231,1,retired,married,primary,yes,no,yes,cellular,feb,other,unpriv,unpref
5709,20,572,22,45,0,retired,married,tertiary,no,no,no,telephone,apr,failure,unpriv,unpref
2284,29,955,1,581,0,retired,single,primary,no,no,no,unknown,jul,failure,unpriv,yes
5982,8,6,1,119,0,admin.,single,tertiary,no,no,yes,telephone,mar,failure,unpriv,yes
-48,29,1381,1,0,0,blue-collar,married,tertiary,no,yes,no,unknown,jul,unknown,unpriv,yes
1336,18,242,1,0,0,management,married,tertiary,no,no,no,telephone,nov,unknown,unpriv,yes
3787,11,1117,1,211,0,entrepreneur,single,unknown,no,yes,no,telephone,may,failure,unpriv,unpref
2789,1,2528,1,0,0,blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,unpriv,yes
872,18,79,1,134,10,technician,divorced,tertiary,no,yes,no,cellular,nov,failure,unpriv,unpref
-3565,26,0,1,0,0,unemployed,single,secondary,no,yes,no,cellular,jan,unknown,unpriv,unpref
3659,27,1165,1,229,1,unemployed,married,unknown,no,no,no,cellular,jul,failure,unpriv,yes
10801,19,296,5,16,3,student,single,primary,no,no,no,cellular,nov,failure,unpriv,unpref
1313,19,117,1,0,1,entrepreneur,married,unknown,no,yes,yes,unknown,jun,unknown,unpriv,unpref
-1102,19,937,2,212,9,housemaid,married,tertiary,yes,yes,no,cellular,may,failure,unpriv,unpref
-3779,12,279,1,0,0,management,single,tertiary,yes,yes,no,cellular,jun,unknown,unpriv,yes
14727,6,98,1,292,1,blue-collar,married,secondary,no,yes,no,telephone,may,success,unpriv,yes
11096,29,1420,1,0,0,student,married,unknown,no,no,yes,cellular,jan,unknown,unpriv,yes
-1951,4,1369,1,0,0,retired,single,secondary,yes,no,yes,unknown,jun,unknown,unpriv,unpref
478,28,61,1,216,0,unemployed,married,primary,no,yes,no,telephone,apr,failure,unpriv,yes
-2823,28,1541,1,115,0,admin.,divorced,secondary,no,yes,no,telephone,jan,success,unpriv,unpref
1630,23,192,1,260,0,retired,married,secondary,no,no,no,unknown,jun,other,unpriv,unpref
-257,22,1022,1,0,0,services,married,primary,no,yes,yes,cellular,jul,unknown,unpriv,yes
-495,1,774,2,280,1,admin.,married,tertiary,no,no,yes,cellular,mar,other,unpriv,unpref
8013,4,0,1,0,0,management,single,tertiary,no,no,yes,telephone,may,other,unpriv,unpref
-4205,4,277,1,86,0,unemployed,divorced,secondary,no,no,no,cellular,sep,other,unpriv,yes
-7963,15,2,4,271,0,admin.,single,primary,no,yes,no,cellular,oct,other,unpriv,yes
-3379,3,210,1,0,0,technician,single,primary,no,no,no,unknown,jun,success,unpriv,yes
1996,2,0,1,206,58,unemployed,single,primary,yes,no,no,cellular,jun,other,unpriv,unpref
-3927,6,35,1,234,1,self-employed,divorced,unknown,no,yes,no,cellular,apr,other,unpriv,unpref
2910,11,395,1,106,0,housemaid,divorced,primary,no,no,no,telephone,aug,other,unpriv,yes
10551,1,438,1,0,0,unknown,divorced,unknown,yes,no,no,cellular,jun,unknown,unpriv,unpref
1209,8,889,1,0,0,management,single,secondary,no,no,no,telephone,apr,unknown,unpriv,unpref
6202,17,122,1,0,0,housemaid,divorced,unknown,no,no,no,unknown,apr,unknown,unpriv,unpref
434,18,355,1,61,3,admin.,divorced,primary,no,no,yes,cellular,nov,failure,unpriv,yes
-655,1,0,1,0,0,retired,divorced,secondary,yes,yes,no,cellular,feb,success,unpriv,unpref
198,26,654,1,0,0,admin.,single,unknown,no,yes,yes,cellular,may,unknown,unpriv,unpref
-6719,29,273,2,0,0,unemployed,single,secondary,yes,yes,no,unknown,may,success,unpriv,yes
11491,2,0,1,16,0,services,single,tertiary,no,yes,yes,unknown,jul,success,unpriv,unpref
-7,2,1977,1,0,0,technician,single,tertiary,no,no,no,cellular,feb,unknown,unpriv,yes
-8018,30,1,1,0,0,unknown,single,tertiary,yes,no,no,cellular,mar,unknown,unpriv,unpref
4711,11,231,1,58,0,management,divorced,unknown,no,no,yes,telephone,jul,failure,unpriv,unpref
-3690,1,224,3,287,0,technician,married,secondary,yes,no,no,cellular,feb,failure,unpriv,unpref
550,2,109,1,100,3,management,single,tertiary,no,yes,no,telephone,mar,success,unpriv,yes
2935,27,0,1,734,0,self-employed,married,secondary,no,yes,no,unknown,apr,failure,unpriv,unpref
3941,26,168,1,63,6,self-employed,divorced,primary,no,no,yes,telephone,dec,success,unpriv,unpref
679,30,0,1,0,0,services,single,secondary,yes,no,no,cellular,jan,success,unpriv,unpref
2255,12,194,6,0,0,technician,married,secondary,yes,yes,no,telephone,aug,unknown,unpriv,yes
-4006,3,47,1,617,1,entrepreneur,single,tertiary,no,no,yes,cellular,sep,success,unpriv,unpref
782,7,59,1,1,0,technician,divorced,tertiary,no,yes,yes,unknown,may,unknown,unpriv,unpref
-196,1,226,1,240,0,technician,single,unknown,no,no,no,cellular,jul,success,unpriv,unpref
2627,29,244,2,549,4,student,divorced,tertiary,no,no,yes,telephone,jan,failure,unpriv,unpref
6513,27,306,1,13,0,services,married,primary,no,no,yes,telephone,oct,success,unpriv,yes
2030,22,105,1,559,2,services,single,tertiary,no,yes,no,unknown,aug,failure,unpriv,unpref
19837,24,0,1,107,0,entrepreneur,married,tertiary,no,yes,no,telephone,feb,success,unpriv,unpref
4114,30,15,1,0,0,entrepreneur,divorced,tertiary,no,no,no,cellular,jul,unknown,unpriv,unpref
2961,30,372,1,1,0,unemployed,married,primary,no,no,no,telephone,jun,unknown,unpriv,unpref
-5970,29,1,2,0,0,unknown,married,primary,no,no,yes,unknown,sep,unknown,unpriv,unpref
-7888,14,0,1,659,0,technician,single,secondary,no,no,no,cellular,oct,failure,unpriv,yes
-2171,5,0,1,0,0,unemployed,single,tertiary,yes,no,no,cellular,sep,success,unpriv,unpref
19399,9,392,1,0,0,self-employed,single,tertiary,no,yes,yes,telephone,nov,unknown,unpriv,yes
-5326,13,704,1,802,0,retired,divorced,secondary,no,no,yes,cellular,dec,success,unpriv,yes
7920,2,72,1,600,0,student,married,secondary,yes,yes,yes,cellular,may,failure,unpriv,unpref
6591,14,50,1,45,37,entrepreneur,married,unknown,no,yes,no,cellular,apr,success,unpriv,unpref
-555,27,35,1,740,0,student,single,secondary,no,no,no,telephone,jan,other,unpriv,unpref
1191,30,0,10,0,0,management,single,secondary,no,no,yes,cellular,jul,unknown,unpriv,unpref
-993,29,45,1,7,10,admin.,single,unknown,no,no,no,telephone,oct,failure,unpriv,unpref
2326,4,317,1,208,2,blue-collar,married,tertiary,no,no,no,telephone,sep,success,unpriv,unpref
-3287,26,0,1,0,0,retired,married,primary,yes,no,yes,telephone,nov,unknown,unpriv,unpref
-1068,3,1146,1,176,0,retired,divorced,unknown,no,no,no,cellular,dec,failure,unpriv,yes
2128,2,807,1,188,6,technician,married,primary,no,no,no,telephone,may,failure,unpriv,yes
6286,17,28,1,555,0,self-employed,single,tertiary,yes,yes,no,cellular,jul,success,unpriv,yes
-978,2,117,1,3,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,unpriv,yes
3979,7,219,16,613,16,student,divorced,primary,no,no,no,telephone,feb,unknown,unpriv,unpref
4990,18,216,5,689,7,management,married,tertiary,no,yes,no,telephone,may,failure,unpriv,unpref
-6358,12,45,1,0,0,management,divorced,primary,yes,yes,yes,cellular,jul,unknown,unpriv,unpref
4287,7,77,2,175,4,retired,divorced,tertiary,no,yes,no,telephone,may,success,unpriv,unpref
-2860,21,17,1,79,6,management,married,tertiary,no,no,yes,unknown,oct,other,unpriv,unpref
-632,5,165,1,715,6,blue-collar,single,tertiary,no,yes,no,cellular,apr,other,unpriv,unpref
448,2,199,1,104,0,admin.,married,primary,no,yes,yes,cellular,feb,failure,unpriv,unpref
19829,12,2401,1,0,0,retired,married,secondary,no,no,no,cellular,nov,unknown,unpriv,unpref
7933,4,44,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jan,unknown,unpriv,yes
53352,3,159,1,-1,0,housemaid,single,secondary,no,yes,no,unknown,jul,unknown,unpriv,unpref
436,23,38,27,0,0,student,married,primary,no,yes,no,telephone,may,unknown,unpriv,unpref
-7121,26,16,1,24,5,self-employed,single,tertiary,no,no,no,telephone,may,failure,unpriv,yes
-5132,28,47,1,466,0,technician,divorced,primary,no,yes,no,cellular,jun,success,unpriv,unpref
7680,4,237,2,331,1,retired,married,primary,no,no,no,cellular,jun,success,unpriv,unpref
681,23,136,1,119,1,management,divorced,tertiary,yes,no,no,cellular,may,other,unpriv,unpref
-8017,30,0,1,2,0,services,single,unknown,yes,yes,no,cellular,aug,failure,unpriv,unpref
7070,1,265,2,206,5,services,single,secondary,no,yes,yes,cellular,apr,failure,unpriv,unpref
-6070,30,0,1,80,0,unemployed,married,unknown,no,no,yes,cellular,dec,success,unpriv,unpref
782,3,531,1,0,0,retired,married,tertiary,no,no,yes,telephone,jun,unknown,unpriv,unpref
1041,20,100,1,365,2,housemaid,married,secondary,no,no,no,unknown,dec,success,unpriv,yes
4729,13,993,13,255,11,student,divorced,primary,no,no,no,cellular,may,success,unpriv,yes
481,1,238,1,0,0,unknown,single,unknown,no,no,no,unknown,feb,unknown,unpriv,unpref
5406,30,118,1,176,1,blue-collar,divorced,primary,no,no,no,cellular,jan,other,unpriv,unpref
2020,18,113,1,94,0,blue-collar,married,unknown,no,no,no,unknown,may,failure,unpriv,unpref
2405,24,2261,1,94,1,blue-collar,married,unknown,no,no,no,cellular,jun,other,unpriv,unpref
485,29,1493,1,40,0,blue-collar,single,secondary,no,no,no,telephone,jul,success,unpriv,yes
-3186,12,1904,1,105,0,services,divorced,unknown,no,yes,yes,cellular,nov,other,unpriv,unpref
-7463,21,591,2,53,0,unemployed,married,tertiary,no,yes,yes,cellular,sep,failure,unpriv,yes
857,24,591,1,24,1,services,single,tertiary,no,no,yes,cellular,jan,failure,unpriv,yes
127,17,0,1,0,0,unemployed,married,tertiary,no,no,no,cellular,dec,unknown,unpriv,unpref
17091,30,363,1,87,0,student,single,tertiary,no,no,no,telephone,aug,success,unpriv,unpref
-1035,22,601,1,69,0,admin.,single,tertiary,no,yes,no,cellular,sep,success,unpriv,unpref
-971,14,92,2,386,0,admin.,single,secondary,no,no,yes,cellular,may,success,unpriv,unpref
-7605,14,346,1,0,0,student,divorced,secondary,no,no,no,cellular,oct,unknown,unpriv,unpref
1731,1,100,1,0,0,entrepreneur,single,primary,no,no,no,cellular,jun,unknown,unpriv,unpref
10512,2,7,1,91,0,housemaid,married,secondary,no,yes,no,cellular,aug,failure,unpriv,unpref
-6658,1,41,1,340,0,management,divorced,secondary,yes,yes,no,cellular,oct,failure,unpriv,unpref
29134,10,1,1,50,0,self-employed,single,secondary,no,yes,no,cellular,may,failure,unpriv,yes
17187,12,1081,1,140,1,retired,married,primary,no,yes,yes,cellular,jan,success,unpriv,yes
1485,25,645,2,296,1,retired,married,secondary,yes,no,no,cellular,may,success,unpriv,unpref
23175,22,0,1,7,0,entrepreneur,married,primary,no,no,yes,telephone,jan,other,unpriv,unpref
-2315,27,364,1,249,1,services,single,secondary,no,yes,no,cellular,oct,success,unpriv,yes
-3014,6,0,6,285,0,self-employed,single,tertiary,yes,yes,yes,unknown,mar,other,unpriv,unpref
-297,15,77,1,611,15,technician,single,tertiary,no,no,no,telephone,apr,other,unpriv,yes
-1558,2,147,1,0,0,admin.,single,tertiary,no,no,yes,cellular,oct,unknown,unpriv,unpref
-7940,1,133,1,0,0,entrepreneur,divorced,primary,no,yes,no,cellular,aug,unknown,unpriv,yes
-6172,2,0,1,356,0,student,single,primary,no,yes,no,cellular,dec,success,unpriv,unpref
-6186,3,853,6,0,0,management,married,primary,yes,yes,no,telephone,jun,unknown,unpriv,yes
-4786,8,47,1,0,0,student,divorced,unknown,no,yes,no,unknown,dec,unknown,unpriv,unpref
-285,29,118,1,6,0,retired,married,tertiary,yes,yes,no,unknown,oct,unknown,unpriv,unpref
-5788,24,14,1,207,2,retired,divorced,primary,yes,yes,no,cellular,oct,other,unpriv,yes
5804,10,211,1,163,0,management,divorced,primary,no,no,no,unknown,may,failure,unpriv,yes
4830,16,49,1,0,0,technician,single,primary,no,yes,no,telephone,feb,unknown,unpriv,unpref
-1106,15,304,1,185,1,management,divorced,unknown,no,yes,no,cellular,aug,success,unpriv,unpref
152,16,354,1,445,1,retired,single,primary,no,no,no,telephone,may,success,unpriv,unpref
-1029,20,154,1,317,0,unemployed,married,secondary,no,yes,no,cellular,dec,other,unpriv,yes
1874,30,295,1,426,3,retired,divorced,secondary,no,no,no,telephone,aug,failure,unpriv,unpref
4000,24,57,1,295,9,unknown,single,secondary,no,yes,no,cellular,aug,other,unpriv,unpref
-5905,24,55,1,268,0,management,married,primary,no,no,yes,cellular,dec,failure,unpriv,unpref
832,1,666,1,0,0,technician,divorced,secondary,no,yes,yes,cellular,jun,unknown,unpriv,yes
2591,1,9,1,271,58,entrepreneur,single,primary,yes,yes,yes,cellular,jul,other,unpriv,unpref
-5782,10,62,1,0,0,unknown,married,unknown,no,yes,no,unknown,jun,failure,unpriv,unpref
-1867,27,165,1,20,0,retired,married,unknown,no,yes,no,telephone,jul,failure,unpriv,unpref
1717,20,1238,2,279,2,management,married,primary,no,yes,no,cellular,jul,failure,unpriv,unpref
1931,22,223,1,3,0,self-employed,single,tertiary,no,yes,no,unknown,apr,unknown,unpriv,unpref
681,15,38,4,68,0,retired,married,secondary,no,no,yes,telephone,nov,failure,unpriv,yes
3283,5,155,1,230,1,retired,married,tertiary,no,yes,no,cellular,feb,failure,unpriv,yes
-562,23,497,6,0,0,technician,married,secondary,no,no,yes,telephone,aug,unknown,unpriv,yes
16581,2,203,1,26,0,retired,divorced,primary,no,yes,yes,telephone,mar,failure,unpriv,yes
486,9,19,1,0,57,technician,single,secondary,yes,no,no,cellular,jul,other,unpriv,unpref
863,17,104,16,262,3,self-employed,divorced,tertiary,no,yes,yes,cellular,jul,other,unpriv,unpref
3097,18,271,1,175,5,blue-collar,divorced,primary,no,no,no,telephone,nov,success,unpriv,yes
-373,30,102,1,144,2,management,divorced,tertiary,no,no,no,cellular,nov,success,unpriv,yes
-3308,1,99,1,6,0,unknown,married,unknown,no,no,no,telephone,jul,unknown,unpriv,yes
-2930,6,46,1,170,3,student,single,tertiary,no,yes,yes,telephone,feb,other,unpriv,unpref
27,22,295,1,48,9,unemployed,single,unknown,no,no,yes,cellular,feb,other,unpriv,yes
5184,29,29,1,80,0,services,single,unknown,no,yes,yes,cellular,aug,success,unpriv,yes
9283,11,825,2,12,0,retired,divorced,secondary,no,no,yes,telephone,feb,unknown,unpriv,unpref
4031,11,165,1,190,2,entrepreneur,married,tertiary,no,no,yes,telephone,nov,success,unpriv,unpref
18458,30,338,1,266,0,student,single,secondary,no,no,no,unknown,oct,success,unpriv,yes
3436,18,179,1,0,0,entrepreneur,single,unknown,no,no,yes,telephone,sep,unknown,unpriv,unpref
-6320,11,19,1,0,0,student,single,unknown,no,no,yes,unknown,oct,unknown,unpriv,unpref
-1023,28,107,4,69,0,unknown,married,primary,no,no,no,unknown,jan,success,unpriv,yes
10216,24,261,1,0,0,technician,divorced,secondary,yes,no,no,telephone,may,unknown,unpriv,unpref
-1349,4,18,1,160,1,blue-collar,single,secondary,no,no,yes,telephone,oct,other,unpriv,unpref
-1362,11,381,1,257,5,student,single,tertiary,no,yes,yes,cellular,may,success,unpriv,yes
-734,1,102,3,155,0,blue-collar,married,unknown,no,no,yes,cellular,mar,failure,unpriv,unpref
2681,8,68,1,171,0,admin.,divorced,secondary,no,yes,yes,cellular,may,other,unpriv,unpref
-6732,25,92,1,588,0,self-employed,single,tertiary,no,no,no,unknown,dec,other,unpriv,yes
557,29,1,2,54,0,admin.,single,tertiary,no,no,no,cellular,apr,failure,unpriv,unpref
2559,21,1224,2,0,0,technician,married,tertiary,no,no,yes,cellular,nov,unknown,unpriv,yes
-1019,27,0,5,6,0,technician,divorced,unknown,no,no,no,telephone,oct,unknown,unpriv,unpref
945,11,319,1,0,0,retired,single,primary,no,yes,no,cellular,jul,unknown,unpriv,unpref
-1622,29,253,23,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,unpriv,unpref
1525,14,159,6,133,0,self-employed,married,unknown,no,no,no,telephone,nov,failure,unpriv,unpref
-268,10,171,1,61,0,retired,married,secondary,no,yes,yes,telephone,may,unknown,unpriv,unpref
-5876,21,15,1,0,0,retired,divorced,secondary,yes,yes,yes,telephone,nov,unknown,unpriv,unpref
9107,6,282,1,141,1,housemaid,married,primary,no,no,no,telephone,feb,success,unpriv,yes
2300,29,255,4,397,3,retired,divorced,primary,no,yes,no,telephone,jan,other,unpriv,unpref
7367,1,75,1,138,0,unemployed,single,primary,no,no,no,cellular,feb,success,unpriv,unpref
6641,23,0,1,848,0,management,divorced,secondary,no,yes,no,unknown,sep,failure,unpriv,unpref
-3200,3,0,1,748,0,housemaid,married,primary,no,yes,no,unknown,mar,unknown,unpriv,unpref
1876,1,118,1,280,0,self-employed,divorced,secondary,no,yes,yes,cellular,feb,failure,unpriv,unpref
-2761,1,127,1,0,0,unknown,married,tertiary,yes,yes,no,telephone,mar,unknown,unpriv,unpref
-3372,7,328,1,186,4,retired,married,secondary,no,yes,no,cellular,jul,success,unpriv,yes
5837,26,309,1,2,0,blue-collar,single,unknown,no,yes,no,unknown,jan,unknown,unpriv,unpref
10644,5,1364,1,5,0,management,divorced,primary,no,yes,no,unknown,jan,success,unpriv,yes
-1233,29,277,1,154,0,services,married,primary,no,yes,no,telephone,jun,success,unpriv,yes
-2996,30,285,2,0,0,management,divorced,tertiary,no,yes,no,cellular,jan,unknown,unpriv,unpref
-1028,30,564,1,3,0,blue-collar,single,secondary,yes,no,yes,cellular,jan,unknown,unpriv,unpref
-3341,14,45,2,0,0,admin.,single,primary,yes,yes,yes,cellular,nov,unknown,unpriv,unpref
-5731,10,21,1,0,0,retired,divorced,secondary,yes,no,yes,cellular,jul,unknown,unpriv,unpref
-6360,1,32,1,6,0,entrepreneur,married,unknown,no,no,no,unknown,oct,unknown,unpriv,unpref
3896,29,50,1,9,0,self-employed,single,secondary,no,no,no,cellular,sep,success,unpriv,yes
-7640,30,0,1,76,0,technician,single,secondary,yes,no,yes,unknown,may,success,unpriv,yes
-3488,29,82,2,0,0,blue-collar,divorced,primary,yes,no,yes,telephone,jun,unknown,unpriv,yes
-1714,25,18,1,1,0,student,single,unknown,no,yes,no,cellular,feb,unknown,unpriv,unpref
4368,1,0,1,29,58,technician,single,primary,yes,yes,no,cellular,aug,other,unpriv,unpref
2231,1,1,1,1,57,technician,single,tertiary,no,no,no,cellular,jun,other,unpriv,unpref
-7093,1,2,1,0,0,housemaid,married,unknown,yes,no,no,telephone,may,other,unpriv,unpref
7430,8,115,1,144,0,student,married,tertiary,no,no,no,cellular,aug,failure,unpriv,unpref
2780,8,725,2,0,0,retired,married,tertiary,no,no,no,unknown,may,unknown,unpriv,yes
