,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
56,523,12,184,0,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
57,254,13,75,2,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
58,823,16,245,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
59,-144,27,86,3,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
60,367,6,101,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
61,-293,10,29,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
62,-707,1,376,3,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
63,580,5,215,0,-1,0,blue-collar,married,tertiary,no,no,no,unknown,may,unknown,0,no
64,1484,10,64,2,0,0,services,single,tertiary,no,no,no,cellular,jul,unknown,0,no
65,8634,15,196,3,0,2,admin.,married,primary,no,yes,no,cellular,may,failure,0,no
66,278,23,132,1,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
67,2344,19,610,4,195,5,entrepreneur,single,primary,yes,no,yes,unknown,apr,other,0,yes
68,-296,19,752,1,-1,0,student,single,tertiary,no,no,no,cellular,oct,unknown,0,yes
69,1672,7,161,1,-1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
70,4327,15,600,7,81,5,retired,single,primary,yes,no,yes,unknown,apr,failure,0,yes
71,2144,19,125,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,0,no
72,1110,22,198,2,0,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
73,-208,2,107,2,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
74,-86,13,73,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
75,2871,18,21,1,0,0,blue-collar,married,tertiary,no,no,no,unknown,nov,unknown,0,no
76,-79,13,14,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
77,306,7,134,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
78,428,4,46,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
79,69,12,87,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
80,-83,25,36,2,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
81,-260,25,62,2,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
82,389,7,92,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
83,1278,29,288,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
84,2567,28,121,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
85,2156,13,319,2,-1,2,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
86,739,26,297,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
87,-159,10,118,1,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
88,-139,31,61,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
89,-76,26,14,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
90,3,24,132,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
91,454,1,300,4,171,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
92,-213,8,212,1,-1,1,management,married,secondary,no,yes,no,cellular,may,failure,0,no
93,-311,6,131,1,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
94,2306,14,237,3,100,1,services,married,tertiary,no,yes,no,cellular,jun,failure,0,no
95,30,13,67,1,0,0,technician,single,secondary,no,no,no,unknown,may,unknown,0,no
96,8442,18,8,1,-1,0,technician,married,secondary,no,no,no,unknown,jun,unknown,0,no
97,172,5,89,0,-1,0,management,single,secondary,no,yes,no,cellular,may,unknown,0,no
98,410,6,70,0,0,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
99,-243,26,84,3,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
100,60,25,199,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
101,1484,28,288,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
102,1329,4,192,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,nov,unknown,0,no
103,209,8,84,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
104,212,7,85,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
105,2979,16,174,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
106,454,3,220,0,-1,0,management,single,secondary,no,no,yes,unknown,may,unknown,0,yes
107,621,23,11,0,0,0,services,married,tertiary,no,yes,no,unknown,may,unknown,0,no
108,21,5,164,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
109,436,5,123,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
110,291,9,121,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
111,-313,8,116,2,0,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
112,-221,1,4,0,0,0,management,single,secondary,no,no,no,cellular,may,unknown,0,no
113,-139,3,368,1,95,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
114,812,17,15,0,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
115,1632,3,117,2,-1,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
116,1315,22,481,8,318,2,blue-collar,single,tertiary,no,yes,yes,unknown,apr,failure,0,yes
117,2952,30,152,2,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
118,559,9,300,2,308,1,services,married,secondary,no,yes,no,cellular,feb,failure,0,no
119,5,4,208,1,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
120,742,16,223,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
121,1300,26,334,1,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
122,2331,13,113,1,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
123,268,7,107,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
124,282,6,104,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
125,-163,1,126,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
126,71,2,332,3,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
127,-271,10,85,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
128,-636,18,189,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
129,663,28,425,1,0,0,admin.,single,tertiary,no,no,no,cellular,jul,unknown,0,no
130,427,28,129,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
131,2455,29,127,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
132,445,30,93,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
133,174,1,61,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jul,unknown,0,no
134,297,28,319,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
135,179,5,90,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
136,189,12,79,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
137,4410,21,142,5,324,2,retired,single,tertiary,no,yes,no,unknown,apr,failure,0,yes
138,1183,2,173,2,86,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
139,662,18,264,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
140,-225,1,167,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
141,-45,4,79,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
142,1901,29,571,6,37,3,self-employed,single,primary,yes,no,yes,unknown,apr,other,0,yes
143,135,9,63,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
144,-213,21,138,2,0,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
145,292,28,321,1,0,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
146,-214,29,121,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
147,92,1,181,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
148,770,14,140,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
149,96,8,41,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
150,-214,6,214,4,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
151,1380,29,301,0,0,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
152,0,30,16,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
153,254,6,86,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
154,3064,21,89,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
155,-372,9,209,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
156,10,13,242,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
157,353,6,126,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
158,2694,1,172,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
159,2263,18,199,3,59,1,admin.,single,tertiary,no,yes,no,unknown,aug,failure,0,no
160,323,5,66,1,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
161,260,5,14,3,-1,0,services,divorced,secondary,no,no,no,cellular,jul,unknown,0,no
162,255,29,189,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
163,1316,30,151,2,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
164,546,28,339,0,0,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
165,-313,9,26,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,yes
166,271,6,139,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
167,251,6,48,1,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
168,11,7,56,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
169,1439,16,364,0,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
170,270,7,111,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
171,332,14,336,2,-1,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
172,568,2,212,0,0,0,admin.,married,secondary,no,yes,no,cellular,may,failure,0,no
173,127,3,101,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
174,453,3,108,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
175,-68,30,29,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
176,903,25,364,1,0,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,0,no
177,370,8,107,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
178,646,6,55,0,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
179,225,12,44,1,-1,0,admin.,married,secondary,no,no,no,cellular,may,unknown,0,no
180,2681,3,323,1,296,2,services,divorced,primary,no,yes,yes,cellular,apr,failure,0,yes
181,863,15,164,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
182,651,15,193,4,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
183,-15,3,77,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
184,428,27,308,0,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
185,3015,6,402,1,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,failure,0,no
186,414,9,1,2,119,1,management,married,tertiary,no,yes,no,cellular,nov,failure,0,no
187,-613,3,270,3,361,1,management,married,tertiary,no,yes,no,cellular,feb,failure,0,no
188,582,16,47,2,0,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
189,2205,29,125,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
190,1504,17,364,0,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
191,2843,13,363,0,296,3,retired,single,primary,no,no,yes,telephone,nov,failure,0,yes
192,472,7,63,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
193,99,6,79,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
194,-171,1,3,0,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
195,-259,1,137,2,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
196,280,8,66,2,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
197,-120,1,86,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
198,27,6,81,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
199,368,6,131,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
200,3055,12,275,2,-1,1,blue-collar,married,secondary,no,yes,no,cellular,may,other,0,no
201,644,5,195,0,-1,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0,no
202,-25,19,219,0,0,0,admin.,single,tertiary,no,no,no,cellular,nov,unknown,0,no
203,263,26,175,2,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
204,2017,8,219,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
205,247,4,257,1,-1,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
206,1467,5,188,0,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
207,15,9,210,3,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
208,-246,28,395,2,-1,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,0,no
209,555,6,85,0,-1,0,management,married,secondary,no,no,no,cellular,jun,unknown,0,no
210,-313,10,63,0,-1,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,0,no
211,289,9,159,0,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
212,258,7,114,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
213,281,5,110,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
214,388,26,174,1,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
215,-39,2,82,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
216,281,10,184,2,0,0,admin.,single,secondary,no,no,no,cellular,may,unknown,0,no
217,1815,5,269,3,376,1,management,single,tertiary,no,yes,no,cellular,feb,failure,0,no
218,651,4,209,0,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,no
219,385,2,68,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
220,236,9,24,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
221,1688,15,380,3,-1,1,services,married,tertiary,no,no,no,cellular,jun,unknown,0,no
222,-96,31,115,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
223,1034,16,376,3,64,2,services,single,tertiary,no,no,no,unknown,jun,failure,0,no
224,-678,26,212,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
225,-190,1,8,1,-1,0,services,married,secondary,no,no,no,cellular,jul,unknown,0,no
226,563,27,279,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
227,574,30,392,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
228,60,3,204,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
229,2577,7,397,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jul,unknown,0,no
230,2567,8,293,2,62,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
231,121,3,142,0,0,0,services,single,secondary,no,yes,no,unknown,jun,unknown,0,no
232,861,24,578,7,139,6,retired,single,primary,yes,no,yes,unknown,apr,failure,0,yes
233,-98,7,207,1,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
234,2385,9,135,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
235,500,14,75,1,-1,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
236,556,21,485,2,364,2,retired,single,primary,yes,no,yes,unknown,jul,success,0,yes
237,560,9,152,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
238,478,9,99,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
239,2991,16,408,0,301,0,management,married,tertiary,no,no,no,cellular,may,failure,0,no
240,-260,26,100,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
241,110,1,16,0,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
242,744,14,177,1,0,0,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
243,1316,25,314,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
244,-505,25,422,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
245,2635,9,8,3,0,0,management,single,tertiary,no,no,no,unknown,feb,unknown,0,no
246,669,16,220,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
247,687,10,184,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
248,253,24,64,1,-1,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
249,-314,10,124,0,0,0,management,single,secondary,no,no,no,cellular,aug,unknown,0,no
250,2294,10,232,1,267,1,technician,married,tertiary,no,yes,no,cellular,may,failure,0,no
251,1061,15,392,0,275,0,management,married,secondary,no,yes,no,cellular,may,failure,0,no
252,2088,9,184,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
253,-117,1,111,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
254,1254,2,495,7,382,7,blue-collar,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
255,2870,9,425,0,-1,0,management,single,tertiary,no,no,no,unknown,jun,failure,0,no
256,2815,18,112,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
257,-173,18,45,1,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
258,11,8,194,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
259,-172,12,186,1,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
260,600,28,314,0,-1,0,management,single,secondary,no,yes,no,cellular,jun,unknown,0,no
261,2546,4,257,1,129,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
262,-290,16,220,1,0,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,0,yes
263,2547,29,125,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
264,-315,10,157,1,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
265,429,4,180,1,280,2,technician,married,secondary,no,yes,no,cellular,may,failure,0,no
266,-416,30,219,2,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
267,649,17,224,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
268,-143,3,96,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
269,258,4,379,3,-1,0,services,married,secondary,no,no,no,unknown,jul,unknown,0,no
270,41,10,174,2,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
271,2223,7,297,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
272,117,29,292,1,0,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
273,582,5,38,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
274,185,8,93,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
275,2162,4,398,2,357,1,services,divorced,primary,no,no,yes,cellular,apr,failure,0,yes
276,2606,5,189,1,-1,0,technician,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
277,2607,15,334,2,0,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,0,no
278,538,13,151,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
279,-172,10,0,1,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
280,151,10,164,3,-1,0,technician,married,secondary,no,yes,no,unknown,jul,unknown,0,no
281,542,1,303,1,303,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
282,467,1,311,4,283,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
283,102,8,69,4,152,7,retired,married,primary,yes,no,no,telephone,may,other,0,yes
284,1869,13,367,1,-1,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
285,8628,1,163,3,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
286,2958,25,167,2,0,0,services,single,secondary,no,yes,no,unknown,jun,unknown,0,no
287,232,7,102,3,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
288,-295,6,109,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
289,540,27,338,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
290,201,4,201,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
291,1508,30,111,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
292,476,10,38,3,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
293,84,2,120,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
294,2399,20,262,2,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
295,2881,5,318,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
296,-121,9,107,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
297,-598,8,176,0,424,1,management,single,secondary,no,yes,no,cellular,jul,failure,0,no
298,313,7,100,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
299,15,5,70,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
300,1597,4,167,1,85,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
