,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
127,3031,10,146,1,0,0,blue-collar,married,primary,no,no,no,cellular,may,unknown,0,no
128,650,9,43,0,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,yes
129,3105,15,172,2,0,0,technician,married,tertiary,no,no,no,cellular,may,unknown,0,no
130,73,18,177,1,-1,0,technician,married,secondary,no,yes,no,cellular,jun,unknown,0,no
131,2729,6,287,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
132,647,6,61,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
133,494,2,143,1,359,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
134,2149,28,268,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
135,384,16,105,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
136,-45,4,89,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
137,-137,14,110,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
138,1085,16,358,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
139,-366,15,279,0,-1,3,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
140,2199,10,45,7,-1,0,services,married,tertiary,no,no,no,cellular,jun,unknown,0,no
141,-102,2,76,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
142,-306,17,215,1,0,0,technician,married,secondary,no,no,no,cellular,jun,unknown,0,no
143,476,5,119,1,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
144,15,8,30,1,0,1,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
145,1646,28,296,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
146,457,29,135,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
147,-657,31,43,0,-1,0,retired,single,secondary,no,no,no,cellular,aug,unknown,0,yes
148,831,17,305,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
149,661,8,577,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,feb,failure,0,no
150,719,15,130,1,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
151,-505,10,224,3,-1,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,0,no
152,394,6,132,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
153,2194,20,479,7,352,7,retired,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
154,615,18,332,1,-1,0,technician,single,secondary,no,yes,no,cellular,may,unknown,0,no
155,112,30,215,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
156,-125,28,14,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
157,260,6,116,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
158,2608,28,254,4,47,2,services,single,tertiary,no,no,no,unknown,jun,failure,0,no
159,1895,29,261,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
160,618,30,67,0,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
161,2306,29,284,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
162,937,3,392,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
163,-49,3,136,1,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
164,3102,8,99,1,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
165,-236,3,86,2,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
166,1057,16,349,0,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
167,196,19,195,0,0,0,technician,married,secondary,no,yes,no,unknown,jul,unknown,0,no
168,514,25,68,1,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
169,476,20,29,0,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
170,371,8,197,4,143,7,retired,married,primary,yes,no,no,telephone,may,other,0,yes
171,132,6,84,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
172,-93,9,32,0,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
173,395,5,129,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
174,2617,1,148,1,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,0,no
175,2008,24,422,2,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
176,-245,27,68,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
177,382,31,33,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
178,1333,25,341,1,-1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
179,-723,4,418,2,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,no
180,-153,2,146,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
181,-148,1,192,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,0,no
182,2277,21,0,1,-1,0,management,married,secondary,no,no,no,unknown,jun,unknown,0,no
183,84,0,318,2,0,0,technician,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
184,698,10,723,1,401,1,services,divorced,primary,no,yes,yes,telephone,nov,success,0,yes
185,540,14,751,4,64,3,entrepreneur,single,primary,yes,no,yes,unknown,apr,success,0,yes
186,2851,9,211,1,-1,0,services,single,secondary,no,yes,no,unknown,jun,unknown,0,no
187,222,8,104,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
188,2427,9,224,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
189,486,7,131,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
190,80,9,27,0,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
191,356,6,88,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
192,1010,9,167,2,149,6,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
193,-169,1,215,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
194,665,29,309,1,0,0,technician,single,secondary,no,no,no,cellular,may,unknown,0,no
195,520,8,131,2,-1,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,0,no
196,516,9,35,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
197,208,14,19,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
198,3973,16,208,2,131,5,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
199,681,9,414,4,-1,0,blue-collar,married,tertiary,no,no,no,unknown,jul,unknown,0,no
200,1629,14,200,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
201,2347,31,37,4,0,0,blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,0,no
202,3087,25,305,1,325,0,technician,married,secondary,no,no,no,cellular,aug,failure,0,no
203,891,17,208,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
204,225,28,307,0,0,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
205,-181,5,178,1,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
206,1354,4,139,4,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0,no
207,683,17,300,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
208,1463,26,365,0,-1,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,0,no
209,-404,6,165,1,129,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
210,-30,2,349,6,40,0,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
211,602,13,12,2,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
212,-193,2,85,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
213,605,13,9,1,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
214,-613,1,120,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
215,273,7,102,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
216,8482,1,411,3,355,1,services,married,tertiary,no,yes,no,cellular,nov,failure,0,no
217,251,6,111,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
218,-652,24,331,0,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
219,1988,7,119,2,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,0,no
220,604,22,159,0,-1,0,management,single,tertiary,no,no,no,cellular,nov,unknown,0,no
221,311,1,326,1,337,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
222,303,9,166,2,0,1,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
223,133,11,93,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
224,2358,4,408,2,0,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
225,1735,20,133,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
226,900,25,339,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
227,272,3,286,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
228,593,8,188,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,nov,unknown,0,no
229,2871,26,37,1,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
230,2233,18,192,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
231,-705,5,113,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
232,2753,16,298,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
233,665,8,56,4,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
234,678,14,188,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
235,193,5,68,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
236,311,6,103,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
237,1622,27,148,3,411,1,services,single,tertiary,no,no,no,unknown,jun,failure,0,no
238,-302,26,367,2,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
239,-274,1,4,3,0,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,0,yes
240,243,7,121,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
241,13,14,199,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
242,489,29,144,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
243,483,26,191,2,-1,0,technician,married,primary,no,no,no,cellular,may,unknown,0,no
244,2711,1,132,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,0,no
245,1918,20,404,5,363,6,retired,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
246,2345,10,352,2,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
247,170,2,182,2,-1,0,management,married,secondary,no,no,no,cellular,nov,unknown,0,no
248,-194,2,180,0,-1,0,management,single,secondary,no,yes,no,cellular,may,unknown,0,no
249,322,4,112,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
250,1218,5,186,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
251,2595,28,120,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
252,751,29,327,0,0,0,management,single,secondary,no,yes,no,cellular,jun,unknown,0,no
253,2058,29,293,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
254,51,4,84,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
255,-701,17,192,0,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
256,-529,30,317,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
257,7,7,277,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
258,556,6,1,0,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
259,550,8,387,2,0,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0,no
260,3141,15,703,2,259,0,retired,single,primary,yes,no,yes,unknown,jul,other,0,yes
261,-97,12,354,2,0,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,0,no
262,7706,15,133,2,371,2,retired,married,primary,no,yes,no,unknown,may,failure,0,yes
263,1996,13,615,3,386,0,services,single,tertiary,no,no,yes,telephone,nov,failure,0,yes
264,1026,25,308,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
265,139,25,210,2,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
266,649,9,99,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
267,281,14,112,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
268,2572,29,114,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
269,6763,0,373,1,358,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
270,3000,16,157,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
271,2972,19,246,3,292,2,services,single,tertiary,no,no,no,unknown,jun,failure,0,no
272,-74,2,84,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
273,2481,24,211,5,0,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,0,no
274,560,4,100,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
275,1264,29,309,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
276,574,4,185,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
277,443,28,58,1,0,0,blue-collar,married,secondary,no,no,no,cellular,may,unknown,0,no
278,2518,9,27,2,0,0,services,single,secondary,no,yes,no,unknown,jul,unknown,0,no
279,2965,10,293,0,-1,2,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
280,120,31,158,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
281,658,8,25,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
282,-77,29,211,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
283,-411,6,194,1,354,0,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
284,-655,2,392,3,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
285,371,1,214,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
286,2694,8,408,1,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jun,unknown,0,no
287,336,25,167,1,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
288,420,31,48,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
289,2685,20,158,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
290,633,16,159,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
291,2717,20,155,3,368,2,admin.,single,tertiary,no,yes,no,unknown,aug,failure,0,no
292,151,8,150,2,-1,1,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
293,-150,5,49,2,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
294,684,30,51,2,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
295,449,29,30,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
296,2432,30,120,0,0,0,blue-collar,married,primary,no,no,no,telephone,jun,unknown,0,no
297,1812,0,187,1,470,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
298,589,4,209,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
299,-449,20,48,2,0,0,technician,married,primary,no,no,no,cellular,aug,unknown,0,no
300,857,18,200,1,301,2,blue-collar,single,tertiary,no,yes,no,unknown,nov,failure,0,no
