,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
36,476,25,218,2,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
37,1760,18,164,1,54,0,services,single,tertiary,no,yes,no,unknown,feb,failure,0,no
38,2694,1,172,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
39,2615,9,4,3,0,0,student,single,tertiary,no,no,no,unknown,jul,unknown,0,no
40,595,3,4,1,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
41,501,3,138,0,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
42,-104,2,212,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
43,-245,4,174,1,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
44,1573,26,372,0,0,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,0,no
45,2279,14,289,2,-1,1,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
46,7531,1,392,1,357,1,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
47,7,10,306,2,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,no
48,-678,16,416,0,-1,3,management,married,secondary,no,yes,no,cellular,may,failure,0,no
49,2501,0,31,4,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
50,529,2,120,2,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0,no
51,205,6,205,0,0,0,management,married,secondary,no,no,no,cellular,may,failure,0,no
52,3474,17,352,5,367,2,retired,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
53,938,15,360,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
54,1087,13,403,3,260,1,services,single,tertiary,no,no,no,unknown,jul,failure,0,no
55,6938,24,326,3,345,0,retired,single,tertiary,no,no,no,unknown,jun,failure,0,no
56,729,11,9,2,-1,0,admin.,married,tertiary,no,no,no,unknown,jul,unknown,0,no
57,718,15,141,1,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
58,3077,5,111,1,0,0,services,single,secondary,no,yes,no,unknown,jun,unknown,0,no
59,1470,16,352,1,-1,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,0,no
60,3,9,392,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
61,2037,6,181,2,0,0,blue-collar,married,secondary,no,no,no,unknown,jul,unknown,0,no
62,639,9,321,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
63,657,10,246,1,0,2,technician,married,secondary,no,no,no,cellular,may,failure,0,no
64,552,2,714,2,65,0,retired,divorced,tertiary,no,no,yes,unknown,feb,success,0,yes
65,340,26,116,2,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
66,3078,29,171,1,0,1,technician,married,secondary,no,no,no,cellular,aug,failure,0,no
67,352,28,318,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
68,4452,13,452,8,86,5,student,single,primary,yes,yes,yes,unknown,nov,failure,0,yes
69,-189,3,1,2,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
70,-315,16,416,2,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,yes
71,-81,9,25,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
72,4498,13,495,8,96,1,blue-collar,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
73,96,2,216,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
74,1626,3,224,1,358,0,services,single,tertiary,no,yes,no,cellular,apr,failure,0,no
75,-411,13,714,2,0,0,blue-collar,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
76,92,6,81,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
77,34,6,163,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
78,389,1,288,1,336,2,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
79,2628,14,384,3,0,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,0,no
80,402,3,286,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
81,181,8,114,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
82,150,26,204,2,-1,0,technician,single,primary,no,yes,no,cellular,aug,unknown,0,no
83,628,7,29,1,0,2,blue-collar,married,tertiary,no,yes,no,cellular,jul,failure,0,no
84,484,4,216,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
85,-712,0,194,2,0,1,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
86,-98,3,75,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
87,2435,18,144,3,0,0,technician,married,tertiary,no,no,no,unknown,jul,unknown,0,no
88,564,12,313,1,379,1,technician,married,secondary,no,yes,no,cellular,may,failure,0,no
89,2219,23,25,2,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
90,60,5,41,0,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
91,-677,9,336,1,203,2,management,married,secondary,no,yes,no,cellular,may,failure,0,no
92,544,9,161,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
93,5883,19,202,2,0,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
94,-89,8,151,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
95,473,4,380,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
96,-139,10,81,0,0,0,services,married,secondary,no,no,no,cellular,jul,unknown,0,no
97,677,20,384,0,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
98,-95,2,7,1,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
99,1501,15,112,1,-1,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
100,2221,3,208,0,-1,0,housemaid,married,tertiary,no,no,no,unknown,jun,unknown,0,no
101,431,8,176,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
102,362,7,99,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
103,1204,3,350,2,131,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
104,1166,25,348,0,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
105,354,22,216,0,0,0,management,single,tertiary,no,no,no,cellular,nov,unknown,0,no
106,452,1,203,1,-1,0,management,single,secondary,no,yes,no,unknown,jun,unknown,0,no
107,1789,13,245,2,68,0,blue-collar,single,tertiary,no,yes,no,unknown,apr,failure,0,yes
108,-55,3,86,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
109,26,4,155,1,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,0,no
110,116,1,349,1,358,2,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
111,334,9,412,0,0,0,management,single,secondary,no,no,no,cellular,jul,unknown,0,yes
112,495,25,418,2,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,no
113,434,6,132,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
114,900,16,111,1,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
115,12,4,101,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
116,188,11,17,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
117,293,7,161,1,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
118,1060,29,300,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
119,2484,29,113,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
120,-350,4,28,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
121,181,3,60,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
122,615,2,89,4,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
123,3814,16,664,2,280,3,retired,single,tertiary,no,yes,no,unknown,nov,failure,0,no
124,0,3,202,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
125,2674,9,95,3,371,6,retired,married,primary,yes,yes,no,unknown,may,failure,0,yes
126,2115,2,343,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
127,-100,18,47,1,-1,0,technician,married,secondary,no,no,no,cellular,nov,unknown,0,no
128,217,7,101,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
129,4343,0,419,6,272,0,services,married,tertiary,no,yes,no,cellular,nov,failure,0,no
130,-216,11,384,2,0,0,technician,married,primary,no,yes,no,cellular,may,unknown,0,no
131,624,4,76,1,0,0,management,single,secondary,no,yes,no,cellular,may,unknown,0,no
132,2066,29,304,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
133,459,29,191,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
134,454,7,211,1,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
135,-15,30,98,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
136,-229,9,179,3,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
137,918,16,163,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
138,960,25,344,1,-1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
139,-119,24,402,1,-1,0,management,single,tertiary,no,yes,no,cellular,nov,unknown,0,no
140,4459,18,465,7,382,2,retired,single,primary,yes,yes,yes,unknown,apr,success,0,yes
141,-271,8,273,3,0,0,services,married,tertiary,no,no,no,cellular,jun,unknown,0,no
142,-712,9,44,0,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
143,-111,3,197,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
144,620,9,16,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
145,306,5,159,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
146,71,1,283,2,347,3,blue-collar,single,tertiary,no,yes,no,unknown,nov,failure,0,no
147,-242,9,66,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
148,2650,29,119,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
149,-162,1,87,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
150,1565,29,279,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
151,3025,21,133,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
152,646,4,423,1,325,2,blue-collar,married,tertiary,no,yes,no,cellular,feb,failure,0,no
153,470,28,126,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
154,275,7,146,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
155,613,6,102,1,-1,0,technician,single,secondary,no,yes,no,cellular,may,unknown,0,no
156,360,7,13,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
157,-13,9,271,2,-1,0,technician,single,primary,no,no,no,cellular,may,unknown,0,no
158,-297,10,379,1,-1,0,services,single,primary,no,yes,yes,unknown,may,unknown,0,no
159,-261,31,38,5,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
160,-285,4,189,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,0,no
161,3005,20,733,2,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
162,362,8,94,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
163,631,27,30,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
164,2683,24,123,2,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
165,135,3,168,0,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
166,541,6,35,1,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
167,1018,13,483,2,92,1,blue-collar,single,tertiary,no,yes,no,unknown,nov,failure,0,yes
168,410,5,139,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
169,-654,24,151,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
170,137,7,83,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
171,242,7,86,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
172,548,30,198,6,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
173,222,6,99,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
174,3401,9,204,2,-1,1,admin.,married,tertiary,no,yes,no,cellular,may,unknown,0,no
175,973,15,360,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
176,2833,4,285,1,325,2,blue-collar,married,tertiary,no,yes,no,cellular,nov,failure,0,no
177,18,8,39,0,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,0,no
178,-150,27,203,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
179,2958,8,302,4,251,4,services,married,primary,yes,no,no,telephone,may,other,0,yes
180,193,6,94,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
181,687,3,409,3,0,0,blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,0,no
182,253,7,125,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
183,158,7,97,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
184,297,7,101,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
185,-251,5,1,2,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
186,442,1,8,1,0,0,services,single,secondary,no,no,no,cellular,apr,unknown,0,yes
187,229,8,157,2,0,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
188,254,6,91,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
189,1921,28,261,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
190,327,4,121,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
191,630,2,282,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
192,56,11,48,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
193,-79,9,21,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
194,506,6,197,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
195,-542,26,379,2,0,0,services,single,tertiary,no,no,no,unknown,jul,unknown,0,no
196,-60,4,87,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
197,1467,24,19,2,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
198,1218,25,335,1,-1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,0,no
199,1477,18,516,8,320,6,retired,single,primary,yes,yes,yes,unknown,apr,failure,0,yes
200,510,2,331,1,316,1,blue-collar,married,tertiary,no,yes,no,cellular,feb,failure,0,no
201,562,16,178,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
202,-568,1,325,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,0,no
203,121,8,77,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
204,303,7,83,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
205,305,7,167,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
206,27,5,170,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
207,-683,3,401,1,-1,1,blue-collar,married,secondary,no,yes,no,unknown,may,failure,0,no
208,444,26,295,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
209,530,5,206,0,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
210,-250,1,150,2,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
211,1150,27,378,1,0,0,admin.,married,tertiary,no,no,no,cellular,aug,unknown,0,no
212,2521,6,1,3,0,0,services,single,secondary,no,yes,no,unknown,jul,unknown,0,no
213,1669,28,265,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
214,-86,4,77,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
215,251,10,38,0,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
216,539,26,12,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
217,2701,9,139,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
218,-78,7,194,4,0,0,management,married,tertiary,no,yes,no,unknown,aug,unknown,0,no
219,213,28,8,1,0,0,admin.,married,secondary,no,no,no,cellular,may,unknown,0,no
220,-314,11,134,1,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
221,619,3,14,0,0,0,blue-collar,single,secondary,no,no,no,unknown,feb,unknown,0,no
222,144,22,9,0,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
223,429,28,376,4,0,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
224,221,4,68,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
225,-229,7,192,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
226,353,4,112,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
227,288,12,4,1,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
228,37,3,163,2,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
229,-42,15,251,1,0,1,management,married,tertiary,no,yes,no,cellular,may,failure,0,no
230,1467,2,392,1,-1,1,services,married,tertiary,no,yes,no,cellular,jun,failure,0,no
231,327,27,321,1,-1,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
232,349,30,158,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
233,645,23,257,1,-1,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
234,123,2,120,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
235,1394,3,151,2,0,2,blue-collar,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
236,166,8,157,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
237,5575,20,392,7,375,5,retired,single,primary,yes,yes,yes,unknown,feb,failure,0,yes
238,457,2,302,1,315,2,blue-collar,married,tertiary,no,yes,no,cellular,apr,failure,0,no
239,282,29,305,1,0,0,management,single,secondary,no,no,no,cellular,jun,unknown,0,no
240,486,9,92,0,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,0,no
241,205,7,110,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
242,1550,3,346,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
243,34,11,322,1,-1,0,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
244,-230,24,177,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
245,2478,10,424,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
246,-6,8,349,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,nov,unknown,0,no
247,2233,19,253,2,0,2,services,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
248,891,17,218,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
249,270,19,19,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
250,113,26,14,1,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
251,1073,18,304,3,-1,1,services,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
252,2339,16,423,2,161,3,technician,single,secondary,no,yes,no,cellular,may,failure,0,yes
253,-173,29,108,3,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
254,458,16,272,0,0,0,technician,single,secondary,no,no,yes,unknown,aug,unknown,0,no
255,-35,4,114,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,nov,unknown,0,no
256,611,9,14,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
257,1458,25,338,0,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
258,439,18,100,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
259,664,1,219,0,-1,0,services,married,secondary,no,no,no,unknown,jun,unknown,0,no
260,185,8,146,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,0,no
261,3074,14,155,2,-1,0,admin.,married,tertiary,no,no,no,cellular,jun,unknown,0,no
262,551,31,206,1,0,0,housemaid,married,primary,no,no,no,unknown,aug,unknown,0,no
263,384,6,139,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
264,608,16,107,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
265,569,15,14,0,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
266,494,2,162,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
267,-640,5,364,2,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
268,1130,29,304,0,-1,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
269,-282,16,212,2,44,1,services,single,tertiary,no,no,no,unknown,jul,failure,0,no
270,2756,12,360,2,0,0,blue-collar,married,tertiary,no,no,no,cellular,may,unknown,0,no
271,239,6,89,0,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
272,1523,26,328,0,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
273,1200,0,209,1,334,2,services,single,tertiary,no,yes,yes,telephone,nov,failure,0,yes
274,411,2,188,1,-1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0,no
275,-447,2,194,2,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
276,550,30,17,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
277,443,7,119,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
278,2097,14,375,2,0,0,admin.,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
279,282,6,131,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
280,2921,6,110,3,0,0,blue-collar,single,secondary,no,yes,no,unknown,jul,unknown,0,no
281,-100,5,103,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
282,809,27,317,1,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
283,945,29,307,0,0,0,management,married,secondary,no,yes,no,cellular,jun,unknown,0,no
284,401,6,85,1,0,0,management,married,secondary,no,no,no,cellular,may,unknown,0,no
285,-39,17,275,2,269,0,services,single,primary,no,no,no,unknown,jul,failure,0,no
286,-167,4,206,0,0,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
287,3037,17,143,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
288,2463,29,27,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
289,245,6,82,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
290,205,7,77,2,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
291,-285,14,216,1,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,0,no
292,825,13,389,2,-1,2,services,married,tertiary,no,no,no,cellular,jun,unknown,0,no
293,2936,13,208,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
294,1328,26,346,0,-1,0,technician,single,secondary,no,no,no,cellular,jun,unknown,0,no
295,467,30,79,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
296,2306,29,11,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
297,-76,10,357,1,0,1,management,married,secondary,no,yes,no,cellular,may,failure,0,no
298,-527,8,274,4,145,7,retired,married,primary,yes,no,no,telephone,may,other,0,yes
299,205,7,199,0,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
300,841,20,143,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,0,no
301,158,2,179,1,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,0,no
