balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
-5056,14,277,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
527,28,200,1,4,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
357,8,107,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
110,7,317,1,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,1,unpref
4307,5,216,9,0,0,technician,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1646,5,410,1,81,0,admin.,single,secondary,no,yes,no,cellular,may,failure,1,unpref
1012,17,411,1,0,0,admin.,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
-1235,9,272,3,1,0,services,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
827,15,106,1,4,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
590,27,274,8,0,0,self-employed,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-155,24,329,4,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2626,20,168,4,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2856,9,596,2,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-2759,27,96,1,0,0,services,married,secondary,no,no,no,cellular,oct,unknown,1,yes
461,26,340,1,0,0,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
-2322,11,0,1,0,0,unknown,married,primary,no,yes,no,telephone,jan,unknown,1,unpref
682,13,226,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
517,18,109,2,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-357,6,179,1,0,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
59,12,140,1,0,0,services,married,primary,no,no,yes,unknown,jun,unknown,1,unpref
2522,25,138,4,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
902,30,133,11,0,0,housemaid,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
-284,11,513,1,0,0,unemployed,married,primary,no,no,no,unknown,jun,unknown,1,unpref
133,27,164,3,0,0,technician,single,unknown,no,no,no,unknown,may,unknown,1,unpref
4099,20,278,1,0,0,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
-437,29,77,4,1,0,technician,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
2625,17,458,3,0,0,entrepreneur,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
19224,27,66,1,23,0,blue-collar,married,primary,no,no,no,telephone,jan,failure,1,unpref
4124,22,191,4,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-574,3,37,1,262,1,technician,married,secondary,no,no,yes,telephone,nov,failure,1,unpref
814,18,270,6,0,0,admin.,single,secondary,no,no,yes,telephone,jul,unknown,1,unpref
405,7,155,1,11,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
978,15,193,4,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
447,11,58,1,0,0,blue-collar,married,secondary,no,no,yes,telephone,jul,unknown,1,unpref
619,19,461,1,0,0,blue-collar,married,unknown,no,yes,no,cellular,nov,unknown,1,unpref
-1896,16,145,6,0,0,housemaid,married,primary,no,no,no,cellular,aug,unknown,1,unpref
2088,24,224,1,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2134,19,530,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-135,17,6,6,0,0,housemaid,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
2166,24,73,1,71,0,management,married,tertiary,no,no,no,cellular,jan,unknown,1,unpref
1810,17,266,1,0,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
212,8,253,1,0,0,management,single,secondary,no,yes,yes,cellular,feb,unknown,1,yes
1568,15,88,3,2,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
4841,29,83,1,0,0,student,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
527,12,42,1,1,0,unemployed,married,primary,no,no,no,telephone,may,unknown,1,unpref
-605,11,206,1,0,0,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
2261,14,137,8,0,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
3520,1,98,1,0,0,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
38561,11,0,1,133,0,technician,divorced,secondary,no,no,no,cellular,feb,failure,1,yes
-1122,28,174,4,0,0,management,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
3125,30,10,1,0,0,services,single,unknown,no,yes,no,unknown,may,unknown,1,unpref
-243,9,280,2,99,17,management,married,tertiary,no,no,no,cellular,aug,failure,1,unpref
2283,10,340,1,1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
656,30,91,5,155,5,blue-collar,married,secondary,no,no,no,cellular,aug,success,1,unpref
-1519,9,275,1,0,0,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
1143,14,204,1,0,0,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
1018,4,166,2,0,0,blue-collar,married,primary,no,yes,yes,cellular,feb,unknown,1,unpref
1133,6,75,1,197,0,technician,single,tertiary,no,no,no,cellular,aug,failure,1,unpref
4534,13,91,1,272,3,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
3094,4,216,3,1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1080,15,246,1,0,0,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-1421,19,104,2,130,4,management,single,tertiary,no,no,no,cellular,apr,success,1,unpref
1193,19,207,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-228,3,23,1,0,0,admin.,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
4003,27,55,1,305,1,management,single,tertiary,no,no,no,cellular,may,other,1,unpref
10487,29,1239,1,8,0,management,married,tertiary,no,yes,no,cellular,mar,unknown,1,yes
-1390,12,576,1,0,0,services,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
1464,10,436,2,3,0,management,married,primary,no,no,no,unknown,may,unknown,1,unpref
1563,5,198,1,6,0,management,single,primary,no,yes,no,unknown,may,unknown,unpriv,unpref
-3402,10,269,1,185,1,blue-collar,single,secondary,no,no,no,cellular,nov,other,1,unpref
2582,18,0,5,0,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
-3612,6,128,3,0,0,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
