balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
3080,5,108,3,0,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
12162,14,112,3,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
6627,21,1338,2,0,0,technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,1,yes
-2892,11,241,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-3023,7,71,3,0,0,technician,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
585,8,136,2,0,0,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-1795,15,105,2,1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3972,15,79,1,25,0,management,married,tertiary,no,no,yes,cellular,nov,unknown,1,yes
-4420,5,0,1,9,0,admin.,single,tertiary,no,yes,no,cellular,feb,unknown,1,unpref
895,14,240,1,44,0,entrepreneur,single,secondary,no,yes,no,cellular,may,failure,1,unpref
-406,10,303,2,269,1,services,single,secondary,no,yes,no,cellular,jun,failure,1,unpref
-137,13,191,2,0,0,management,single,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
-1133,7,98,1,0,0,technician,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
2621,28,249,2,1,0,student,single,primary,no,no,no,cellular,may,unknown,unpriv,unpref
2864,29,264,1,155,5,management,single,tertiary,no,yes,no,cellular,aug,failure,1,unpref
4502,10,275,5,13,0,technician,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
762,17,889,1,0,0,services,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
2123,19,198,1,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-122,17,199,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-114,9,45,1,0,0,management,married,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
1369,26,216,1,0,0,management,divorced,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
2258,11,175,1,300,2,admin.,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
4115,23,183,1,6,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
2836,25,223,1,1,0,admin.,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
-430,12,553,3,0,0,management,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
-700,16,261,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2595,10,221,1,2,0,blue-collar,single,primary,no,no,no,cellular,apr,unknown,1,unpref
-253,2,110,2,200,4,services,married,tertiary,no,yes,no,cellular,jul,other,1,unpref
2291,10,393,2,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1026,27,303,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2676,17,313,4,148,4,services,married,secondary,no,yes,yes,cellular,may,other,1,unpref
-498,12,485,2,1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
-289,11,377,1,0,0,blue-collar,divorced,unknown,no,yes,no,unknown,jun,unknown,1,unpref
507,20,143,2,2,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
289,24,421,3,0,0,services,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
-462,2,542,1,0,0,technician,single,secondary,no,yes,no,cellular,sep,unknown,1,yes
779,29,286,9,0,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
3534,30,129,3,0,0,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
-322,21,88,1,0,0,technician,divorced,secondary,no,no,no,cellular,nov,unknown,1,unpref
-168,27,147,3,2,0,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
-3430,22,104,1,89,1,services,married,secondary,no,yes,no,unknown,may,failure,1,unpref
-2589,2,71,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1282,23,210,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
-625,14,151,1,1,0,services,single,secondary,no,yes,no,cellular,may,unknown,unpriv,unpref
73,10,362,1,276,0,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
-871,22,58,4,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1960,25,917,1,0,0,management,single,secondary,no,yes,no,cellular,jul,unknown,1,yes
1671,18,463,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-536,29,382,7,0,0,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-389,18,429,3,161,8,blue-collar,married,secondary,no,yes,no,cellular,nov,failure,1,yes
-2070,16,335,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1207,16,558,3,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,1,yes
1930,14,45,1,193,0,management,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
9745,7,81,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
-623,14,451,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,yes
2878,19,229,1,0,0,services,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
1234,2,304,1,0,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
158,23,294,9,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-993,29,45,1,7,10,admin.,single,unknown,no,no,no,telephone,oct,failure,unpriv,unpref
4617,10,156,3,0,0,technician,single,tertiary,no,no,no,cellular,sep,unknown,1,yes
-845,30,162,5,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
736,10,14,2,189,5,housemaid,divorced,unknown,no,no,no,cellular,feb,failure,1,unpref
-729,3,142,2,1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
-649,12,203,1,2,0,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
781,30,472,2,0,0,technician,married,primary,no,no,no,cellular,jul,unknown,1,unpref
1702,22,769,2,1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-2619,12,457,1,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2031,18,105,3,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-101,22,265,1,0,0,technician,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
1007,18,59,1,0,0,unemployed,single,secondary,no,no,no,cellular,may,unknown,1,unpref
370,13,253,1,0,0,blue-collar,divorced,primary,no,yes,no,cellular,nov,unknown,1,unpref
-1959,13,94,1,0,0,blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,1,unpref
3540,16,273,1,0,0,housemaid,married,primary,no,no,no,cellular,aug,unknown,1,unpref
-711,5,364,2,0,0,entrepreneur,married,primary,no,yes,no,cellular,may,unknown,1,unpref
1686,25,100,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-7905,28,266,1,0,0,services,single,primary,no,no,yes,cellular,aug,unknown,unpriv,unpref
495,30,566,1,0,0,management,married,unknown,no,no,no,cellular,apr,unknown,1,unpref
842,18,141,1,176,10,admin.,married,unknown,no,yes,no,telephone,apr,failure,1,unpref
-1903,10,169,1,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1534,24,61,1,150,1,technician,married,tertiary,no,no,no,cellular,may,failure,1,unpref
3193,17,355,3,7,0,technician,married,secondary,no,no,no,cellular,apr,unknown,1,unpref
-3792,21,49,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
-1145,1,379,1,0,0,housemaid,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-1789,28,303,6,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
341,4,310,2,0,0,management,married,tertiary,no,no,no,cellular,oct,unknown,1,yes
-64,12,300,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
791,13,3,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
641,27,376,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
1590,4,62,1,12,0,unemployed,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
894,15,213,1,11,0,technician,single,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
-1576,1,212,1,93,2,self-employed,married,tertiary,no,no,no,cellular,feb,other,1,yes
1864,26,856,1,1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,unpriv,yes
770,14,314,1,0,0,admin.,single,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
3349,5,411,8,322,11,technician,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
-1667,22,71,1,0,0,unemployed,married,primary,no,no,no,telephone,jul,unknown,1,unpref
-620,3,72,3,0,0,student,married,primary,no,yes,yes,cellular,may,unknown,1,unpref
1031,17,157,1,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
96,13,14,2,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-749,5,564,1,40,1,services,married,unknown,no,no,no,cellular,aug,failure,1,yes
849,19,59,2,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
-4151,2,112,7,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2036,11,123,2,304,2,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
-1497,28,825,30,0,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
775,22,77,1,0,0,services,married,primary,no,no,no,unknown,jun,unknown,1,unpref
2961,25,102,2,217,5,admin.,single,secondary,no,no,yes,cellular,feb,other,1,unpref
2210,18,308,1,2,0,self-employed,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
4,24,236,2,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
362,16,85,7,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
1399,24,487,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1699,1,218,1,1,0,admin.,married,secondary,no,yes,no,cellular,feb,unknown,1,unpref
-4651,2,0,3,98,5,admin.,divorced,secondary,no,no,no,cellular,sep,other,1,unpref
-320,16,224,1,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
-4476,13,162,1,0,0,services,married,secondary,no,yes,no,cellular,feb,unknown,1,unpref
-651,16,86,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-511,12,995,3,0,0,retired,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
3859,21,251,3,0,0,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
1187,27,233,1,1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
8455,18,721,2,331,6,retired,married,secondary,no,no,no,cellular,aug,success,1,yes
276,28,373,3,0,0,management,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
16,15,77,1,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1841,26,150,13,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1256,18,119,1,4,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
2072,7,295,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-3849,8,279,1,6,0,services,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
-390,3,216,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
2899,12,276,3,9,0,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
2575,23,168,1,0,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
1423,3,294,1,105,10,management,married,tertiary,no,no,no,cellular,aug,failure,1,yes
12520,2,0,1,0,0,admin.,divorced,unknown,no,no,no,cellular,jul,unknown,1,unpref
156,17,50,1,0,0,blue-collar,single,primary,no,no,no,cellular,nov,unknown,1,unpref
1457,20,227,5,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1465,25,321,1,0,0,services,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-509,30,138,5,0,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
-1159,27,204,8,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
5933,20,51,1,74,2,management,single,tertiary,no,no,no,cellular,nov,failure,1,unpref
5370,13,161,6,2,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
-1167,11,71,2,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1555,29,62,3,78,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
1599,28,517,13,3,0,unknown,single,tertiary,no,no,no,cellular,jul,unknown,unpriv,unpref
545,6,59,5,364,2,technician,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
3460,2,42,1,1,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
3184,21,98,1,0,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
506,5,539,1,0,0,admin.,single,secondary,no,no,no,unknown,oct,unknown,1,unpref
119,20,176,1,33,0,services,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
61,4,717,1,270,1,unemployed,married,secondary,no,yes,no,cellular,may,failure,1,yes
7527,14,0,1,5,0,services,married,secondary,no,no,no,unknown,may,unknown,1,unpref
-606,20,61,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1158,12,242,1,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1810,15,290,1,339,2,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
4353,9,235,1,0,0,services,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2720,16,159,3,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
2342,14,240,2,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-128,5,414,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
360,7,30,3,0,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
-266,5,87,1,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-2718,12,141,11,365,2,technician,single,secondary,no,yes,no,unknown,may,failure,1,unpref
1397,4,106,1,0,0,blue-collar,single,secondary,no,no,no,cellular,nov,unknown,1,yes
3434,13,301,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
2644,14,965,1,0,0,entrepreneur,married,secondary,no,yes,no,cellular,aug,unknown,1,yes
126,26,134,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-901,22,9,1,320,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
-1303,12,224,1,0,0,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,1,yes
2659,12,339,3,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
7221,15,175,1,118,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
3738,5,0,1,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1298,14,120,1,1,0,technician,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
338,19,892,4,339,4,technician,single,secondary,no,yes,no,cellular,sep,failure,1,yes
-408,5,52,6,0,0,housemaid,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
1167,10,230,1,0,0,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
-2106,2,23,1,31,0,admin.,married,tertiary,no,no,no,telephone,sep,unknown,1,unpref
4878,5,82,1,347,0,self-employed,single,tertiary,no,yes,no,cellular,feb,failure,1,unpref
-324,7,132,1,9,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
273,4,305,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
-4119,16,334,4,0,0,management,divorced,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
-213,26,242,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
384,9,220,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-4904,25,84,1,315,0,student,married,primary,no,no,no,cellular,dec,failure,unpriv,unpref
1038,17,330,4,0,0,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
-2071,26,443,1,0,0,services,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
377,11,96,4,1,0,technician,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
2676,10,267,1,1,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-571,19,274,2,260,7,services,single,secondary,no,yes,yes,cellular,may,other,1,unpref
251,30,0,1,0,0,blue-collar,single,primary,no,no,no,unknown,jan,unknown,unpriv,unpref
988,21,180,2,1,0,blue-collar,divorced,tertiary,no,no,no,telephone,apr,unknown,1,unpref
4616,1,344,1,1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
8650,7,1816,1,0,0,management,divorced,primary,no,yes,no,unknown,aug,unknown,1,yes
4334,17,303,1,426,8,admin.,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
6586,14,0,7,0,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
-916,29,0,8,0,0,entrepreneur,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2455,7,370,1,0,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
786,30,182,9,0,0,services,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1066,24,386,1,0,0,services,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
4745,15,7,1,171,0,admin.,single,tertiary,no,yes,no,cellular,apr,failure,1,unpref
4719,26,96,19,0,0,blue-collar,married,unknown,no,no,no,cellular,aug,unknown,1,unpref
-365,15,401,8,0,0,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2937,11,53,3,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2121,12,187,1,364,0,blue-collar,married,secondary,no,yes,no,cellular,may,other,1,unpref
1282,22,134,1,0,0,technician,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
1899,14,366,2,0,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
5137,16,415,2,0,0,management,single,secondary,no,yes,no,cellular,aug,unknown,1,unpref
-1089,17,77,2,0,0,blue-collar,married,primary,yes,yes,no,unknown,jun,unknown,1,unpref
1056,28,56,13,0,0,retired,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
207,10,177,1,0,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
1020,19,22,2,0,0,services,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
683,18,201,2,0,0,services,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
169,19,175,2,2,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
-605,24,355,2,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,unpriv,unpref
5600,2,42,1,131,0,management,married,secondary,no,no,no,cellular,aug,success,1,yes
422,29,113,1,0,0,management,married,tertiary,no,no,no,unknown,may,unknown,1,unpref
485,27,112,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
4740,2,180,1,189,1,technician,married,tertiary,no,yes,no,unknown,jun,failure,1,unpref
400,30,270,2,0,0,technician,married,tertiary,no,yes,no,unknown,jul,unknown,1,unpref
-142,29,271,14,0,0,services,married,unknown,no,yes,yes,unknown,jun,unknown,1,unpref
1638,15,285,1,341,6,blue-collar,single,secondary,no,yes,no,cellular,may,failure,1,yes
3505,18,235,1,0,0,blue-collar,married,primary,no,yes,no,telephone,nov,unknown,1,unpref
-3378,18,520,1,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
742,17,186,1,0,0,blue-collar,single,unknown,no,yes,no,cellular,nov,unknown,1,unpref
510,20,21,6,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-363,7,23,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
5840,2,80,2,1,0,blue-collar,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
3913,4,128,1,89,0,management,married,secondary,no,yes,no,cellular,aug,failure,1,unpref
-360,8,113,1,0,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
400,10,132,1,272,1,technician,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
1053,16,227,1,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-3706,10,109,1,0,0,student,single,tertiary,no,yes,no,cellular,may,unknown,unpriv,unpref
1728,18,93,2,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
1156,16,375,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
361,11,255,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
6460,28,85,1,0,0,admin.,single,secondary,no,no,no,cellular,jan,unknown,1,yes
-1753,15,283,1,275,3,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
195,11,244,1,0,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2527,27,88,2,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
2868,6,424,1,31,1,management,divorced,tertiary,no,no,no,cellular,aug,success,1,unpref
2022,21,454,2,0,0,blue-collar,divorced,primary,no,yes,no,cellular,aug,unknown,1,unpref
88,2,320,1,0,0,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,1,unpref
1942,21,2,4,0,0,management,married,primary,no,no,no,unknown,apr,unknown,1,unpref
801,8,599,1,0,0,management,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
1006,18,410,1,0,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
-5,4,73,2,384,0,management,divorced,tertiary,no,yes,no,telephone,may,other,1,unpref
3046,4,135,1,219,2,retired,married,primary,no,no,no,telephone,may,other,unpriv,unpref
1674,23,271,3,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2326,13,14,1,0,1,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
1334,5,48,1,0,0,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
8503,27,119,1,0,0,admin.,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
-27,1,257,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-1037,10,162,2,0,0,housemaid,married,primary,no,no,no,cellular,jul,unknown,1,unpref
2998,15,245,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
2535,13,118,1,22,5,retired,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
7232,14,138,1,278,0,blue-collar,married,primary,no,yes,no,cellular,nov,failure,1,yes
-315,2,58,1,0,0,admin.,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
94,27,29,3,0,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-687,15,83,4,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
-1158,29,495,2,0,0,technician,married,unknown,no,no,no,cellular,jul,unknown,1,unpref
341,15,56,1,0,0,entrepreneur,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-409,11,402,1,0,0,services,single,secondary,no,no,yes,cellular,jun,unknown,1,unpref
-1845,20,70,1,202,1,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,yes
2503,6,241,5,0,0,management,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
-2222,11,6,1,257,0,admin.,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
-419,1,124,3,3,0,management,single,tertiary,no,no,yes,cellular,feb,unknown,1,unpref
2653,26,287,1,0,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
1152,21,104,1,0,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
-1775,20,103,1,0,0,services,married,primary,no,no,yes,unknown,may,unknown,1,unpref
2136,14,91,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
1038,23,110,1,0,0,services,single,secondary,no,no,no,cellular,may,unknown,1,unpref
-426,11,61,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
791,17,102,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
-298,23,99,2,0,0,technician,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
1528,10,442,1,0,0,management,married,secondary,no,no,yes,unknown,may,unknown,1,yes
2038,10,375,3,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
121,26,265,2,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1568,18,59,1,0,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
877,12,163,1,228,0,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
4716,18,256,1,1,0,retired,divorced,tertiary,no,no,no,cellular,may,unknown,unpriv,unpref
