balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
416,8,802,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
-230,22,284,1,0,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,1,unpref
-1241,9,269,3,0,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-427,10,186,1,0,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-3076,2,0,1,0,0,technician,married,tertiary,no,no,no,cellular,feb,unknown,1,unpref
1239,16,177,1,261,3,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
932,7,279,1,209,1,blue-collar,married,unknown,no,yes,no,cellular,feb,other,1,unpref
4855,7,568,1,2,0,management,married,tertiary,no,yes,no,cellular,jan,unknown,1,unpref
485,14,932,1,0,0,services,married,unknown,no,yes,no,unknown,may,unknown,1,unpref
548,8,344,2,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
2151,17,163,1,1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
-681,29,171,1,329,1,technician,married,secondary,no,yes,yes,cellular,feb,failure,1,yes
653,6,246,2,0,0,technician,married,secondary,no,no,no,cellular,jan,unknown,1,unpref
-746,7,0,1,0,0,unemployed,married,tertiary,no,no,no,cellular,jun,unknown,1,unpref
148,12,220,1,0,0,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
-2093,15,40,5,163,15,retired,married,tertiary,no,yes,yes,telephone,nov,failure,1,unpref
-148,28,301,2,0,0,management,married,tertiary,no,no,no,cellular,jan,unknown,1,unpref
-457,17,8,6,0,0,housemaid,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
128,9,75,1,0,0,technician,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
1474,15,136,1,0,0,blue-collar,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
6558,6,97,3,0,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-372,10,310,1,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,yes
-1388,6,171,6,19,0,blue-collar,single,unknown,no,yes,no,cellular,may,unknown,1,yes
3869,24,253,1,0,0,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
5052,20,294,3,223,0,admin.,married,secondary,no,yes,no,cellular,nov,failure,1,unpref
167,18,69,1,1,0,student,single,tertiary,no,yes,no,telephone,may,unknown,1,unpref
436,23,136,3,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2433,29,587,1,2,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
150,8,107,2,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-4172,13,448,1,0,0,unemployed,married,secondary,yes,no,no,cellular,aug,unknown,1,unpref
1880,14,561,1,0,0,management,married,unknown,no,no,no,cellular,may,unknown,1,unpref
2576,19,694,1,0,0,technician,single,unknown,no,yes,yes,telephone,jul,unknown,1,unpref
-782,1,0,1,0,4,unemployed,single,primary,no,no,no,cellular,may,unknown,1,unpref
492,16,261,1,4,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
336,25,355,2,0,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,yes
-772,15,229,1,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
3520,23,147,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1821,21,346,1,0,0,blue-collar,single,primary,no,yes,no,cellular,may,unknown,1,unpref
768,1,199,1,224,1,management,single,tertiary,no,no,no,cellular,feb,failure,unpriv,yes
4713,12,458,1,0,0,housemaid,married,primary,no,no,no,cellular,aug,unknown,1,unpref
2883,9,262,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
-1654,13,182,3,0,0,technician,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
-872,9,279,3,4,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
4608,16,328,1,395,5,blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
-166,29,197,7,0,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-264,28,221,1,0,0,blue-collar,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
22255,20,676,1,0,0,admin.,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
3441,20,50,4,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
5324,1,182,4,0,0,self-employed,married,tertiary,no,yes,yes,cellular,aug,unknown,1,unpref
-528,12,215,2,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2836,5,432,1,0,0,technician,single,secondary,no,no,no,cellular,jun,unknown,1,unpref
-2349,4,137,8,210,5,technician,single,secondary,no,yes,no,telephone,may,other,1,unpref
-226,9,91,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
5483,28,473,3,0,0,entrepreneur,married,secondary,no,no,no,unknown,jul,unknown,1,unpref
-2524,20,165,1,193,2,blue-collar,married,primary,no,yes,yes,cellular,may,failure,1,unpref
2784,10,63,3,0,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
-970,2,0,2,13,0,blue-collar,married,primary,no,no,no,cellular,may,unknown,unpriv,unpref
2546,19,244,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
3439,25,3,2,0,0,management,married,primary,no,no,no,unknown,jan,unknown,1,unpref
-1010,6,195,1,0,0,blue-collar,married,unknown,no,yes,no,cellular,may,unknown,1,unpref
1454,19,86,1,298,2,management,married,tertiary,no,yes,no,cellular,sep,success,1,unpref
-307,8,192,1,178,5,student,single,tertiary,no,yes,yes,cellular,may,success,1,yes
2376,6,103,3,132,12,retired,married,secondary,no,no,no,telephone,feb,success,unpriv,yes
406,22,682,2,0,0,blue-collar,married,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
-536,29,215,6,0,0,services,single,secondary,no,no,no,unknown,may,unknown,unpriv,unpref
2111,9,351,1,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
357,25,67,1,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1199,26,101,1,0,0,management,married,primary,no,no,no,unknown,jun,unknown,1,unpref
2174,18,280,1,0,0,admin.,single,secondary,no,yes,no,cellular,apr,unknown,1,yes
-990,17,2,1,0,0,technician,single,tertiary,no,no,no,cellular,may,unknown,1,unpref
-594,1,156,2,210,2,admin.,single,secondary,no,no,no,cellular,jun,other,1,yes
1408,13,342,1,0,0,unemployed,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3795,12,136,1,439,4,blue-collar,married,primary,no,yes,no,cellular,may,other,1,unpref
919,28,195,1,0,0,services,married,secondary,no,no,no,cellular,jan,unknown,1,unpref
1057,10,166,2,6,0,admin.,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
1678,8,739,1,0,0,unemployed,divorced,unknown,no,yes,no,cellular,may,unknown,1,unpref
-310,20,71,1,0,0,unemployed,single,unknown,no,yes,no,unknown,may,unknown,1,unpref
-3651,23,196,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-339,18,236,4,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-3592,21,55,1,1,0,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,1,unpref
2498,24,905,1,81,0,admin.,married,secondary,no,no,no,cellular,apr,failure,1,unpref
1982,3,158,1,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-127,8,426,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,yes
1283,9,113,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1827,2,37,1,116,1,management,married,tertiary,no,no,no,cellular,sep,failure,1,unpref
1370,9,122,2,0,0,management,divorced,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
8751,30,39,24,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
3835,13,102,2,0,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1072,19,236,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
474,25,67,1,0,0,management,divorced,secondary,no,yes,no,cellular,jul,unknown,1,unpref
286,21,130,3,33,0,technician,married,secondary,no,yes,no,cellular,feb,other,1,unpref
2524,12,801,1,0,0,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,yes
1994,16,266,6,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-1514,10,227,3,3,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1117,6,218,2,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
10286,10,17,1,194,0,student,married,tertiary,no,no,no,telephone,feb,success,1,yes
4352,25,108,10,0,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-43,9,136,1,0,0,management,single,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
1027,17,595,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-669,11,345,2,0,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
4704,18,0,2,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
578,24,73,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4407,5,88,1,0,0,entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
1686,16,128,5,2,0,management,married,tertiary,no,yes,no,cellular,may,unknown,1,unpref
2454,20,611,26,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
3247,4,144,10,0,0,entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
1356,8,505,1,0,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
4148,15,416,1,171,6,blue-collar,single,secondary,no,yes,no,cellular,may,success,1,yes
1016,17,476,1,0,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
979,17,355,6,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2381,27,315,2,0,0,technician,married,tertiary,no,no,no,cellular,feb,unknown,1,unpref
2301,28,5,7,0,0,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1605,2,536,1,0,0,admin.,divorced,secondary,yes,yes,no,unknown,jun,unknown,1,unpref
1729,11,93,1,2,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
-383,5,398,2,219,1,blue-collar,single,secondary,no,yes,no,cellular,may,other,1,yes
2541,27,210,1,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
1304,10,328,8,0,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1308,10,0,3,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
3377,19,291,1,0,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1053,16,121,1,215,1,blue-collar,married,tertiary,no,yes,yes,telephone,nov,failure,1,unpref
495,22,161,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
3298,21,218,1,0,0,admin.,single,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
3517,27,277,17,287,2,management,single,secondary,no,yes,no,cellular,aug,failure,1,yes
1535,19,280,1,0,0,blue-collar,divorced,secondary,no,yes,no,cellular,nov,unknown,1,unpref
-1647,25,299,2,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
623,8,163,1,0,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1666,19,148,1,0,0,self-employed,divorced,secondary,no,no,no,cellular,nov,unknown,1,unpref
1327,22,140,3,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
511,26,429,1,13,0,management,single,secondary,no,yes,no,cellular,jul,unknown,1,yes
798,24,382,1,0,0,blue-collar,divorced,primary,yes,yes,no,unknown,may,unknown,1,unpref
1285,15,243,1,0,0,management,married,tertiary,no,no,yes,unknown,jun,unknown,1,unpref
2381,27,270,2,1,0,unemployed,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
1963,3,251,1,0,0,retired,divorced,secondary,no,no,no,cellular,may,unknown,unpriv,unpref
2692,29,229,2,0,0,entrepreneur,single,tertiary,no,yes,no,cellular,jan,unknown,unpriv,unpref
-1298,22,121,1,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-641,13,285,1,221,9,blue-collar,married,secondary,no,no,no,cellular,may,failure,1,unpref
1785,25,202,5,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
1157,26,342,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
1040,30,50,1,0,0,blue-collar,married,primary,no,no,yes,cellular,may,unknown,1,unpref
448,19,0,7,0,0,housemaid,married,unknown,no,no,no,cellular,aug,unknown,1,unpref
460,5,305,2,102,0,technician,single,tertiary,no,yes,no,cellular,feb,failure,1,unpref
1162,11,309,4,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
749,4,332,4,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-408,23,289,1,0,0,management,single,secondary,no,no,no,cellular,apr,unknown,1,yes
-1522,13,346,1,0,0,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,unpriv,unpref
-2907,14,436,1,9,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
914,13,504,1,2,0,management,single,primary,no,yes,no,cellular,may,unknown,1,unpref
5810,8,757,1,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,yes
1647,2,130,1,0,0,management,single,secondary,no,no,no,cellular,feb,unknown,1,unpref
4139,17,294,1,0,0,services,divorced,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
776,19,445,1,0,0,management,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
-509,4,346,1,0,0,services,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
-3655,18,2,1,0,0,retired,married,secondary,no,no,no,telephone,jun,unknown,unpriv,unpref
64,16,1116,1,3,0,retired,married,secondary,no,no,no,cellular,oct,unknown,unpriv,yes
342,5,440,4,284,1,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
2403,13,113,2,300,2,management,married,tertiary,no,no,no,cellular,may,failure,1,unpref
-2190,25,372,4,1,0,management,married,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
1614,30,113,1,0,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
-941,27,276,2,0,0,admin.,married,unknown,no,yes,no,cellular,may,unknown,1,unpref
1744,12,570,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-355,9,157,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
873,16,197,1,0,0,services,single,unknown,no,no,no,cellular,may,unknown,1,unpref
1213,25,221,1,0,0,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-2722,11,1204,1,0,0,management,single,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
3677,30,531,2,0,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1251,22,94,4,0,0,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
1492,15,139,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-2006,7,274,2,65,0,technician,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
1446,18,161,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
-151,25,252,2,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
3117,28,449,3,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
459,7,375,1,0,0,services,single,secondary,no,yes,yes,cellular,may,unknown,1,unpref
6191,5,108,1,0,0,unknown,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-2875,21,443,1,0,0,student,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
330,9,180,4,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
1950,17,277,1,32,0,management,single,tertiary,no,yes,no,cellular,nov,failure,1,unpref
928,8,566,7,0,0,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
2830,27,817,4,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
2669,11,140,3,153,10,admin.,married,secondary,no,yes,no,cellular,aug,failure,1,unpref
149,2,155,1,0,0,self-employed,married,secondary,no,no,no,unknown,may,unknown,1,unpref
308,13,183,1,0,0,self-employed,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
3110,11,1124,2,56,0,retired,married,tertiary,no,no,no,cellular,may,failure,unpriv,yes
653,5,464,1,0,0,retired,married,primary,no,no,yes,cellular,aug,unknown,1,unpref
2676,22,613,1,0,0,technician,single,tertiary,no,no,no,cellular,jul,unknown,1,yes
-3830,23,130,11,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
47,18,367,1,5,0,housemaid,married,primary,no,no,no,cellular,may,unknown,1,unpref
2557,23,488,2,1,0,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
604,19,76,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
3447,20,82,1,0,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
1247,10,1563,1,148,0,blue-collar,married,unknown,no,yes,no,cellular,may,failure,1,yes
5839,28,26,7,131,5,self-employed,divorced,tertiary,no,yes,no,cellular,jan,other,1,yes
6478,6,116,1,0,0,services,married,primary,no,yes,no,cellular,feb,unknown,1,unpref
2140,15,165,2,0,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
3637,22,113,1,0,0,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
-274,24,218,10,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-704,30,826,3,2,0,services,married,secondary,no,no,no,unknown,may,unknown,1,unpref
313,17,30,5,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-2215,27,441,7,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
6766,10,322,1,0,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
473,9,174,1,0,0,housemaid,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1310,17,154,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
3481,7,135,1,5,0,blue-collar,single,secondary,no,no,no,cellular,may,unknown,1,unpref
438,25,359,2,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1055,9,38,8,0,0,management,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
3363,12,51,1,0,0,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
-369,8,25,3,0,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
-1195,22,184,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-111,14,825,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-2597,2,273,5,8,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,1,unpref
85,5,446,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1759,14,78,1,54,3,management,single,secondary,no,yes,no,cellular,apr,success,1,unpref
469,10,181,1,0,0,technician,divorced,tertiary,no,no,yes,cellular,jun,unknown,1,unpref
6002,21,0,1,2,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
84,1,144,1,0,0,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
1278,11,668,1,0,0,management,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-61,5,174,1,0,0,technician,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
-1142,27,126,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
1527,18,165,5,0,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
-3532,5,652,1,0,0,management,single,tertiary,no,no,no,cellular,sep,unknown,unpriv,yes
-2900,16,258,2,0,0,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2001,9,199,1,17,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
2776,11,267,2,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
9498,19,172,3,0,0,management,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
-714,16,82,2,0,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,1,unpref
-208,12,131,3,0,0,blue-collar,married,primary,no,no,no,telephone,aug,unknown,1,unpref
638,7,500,1,1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1946,26,298,1,0,0,technician,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
2573,26,148,1,4,0,retired,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
1265,19,293,1,0,0,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,1,unpref
-1743,6,0,3,0,0,unemployed,married,tertiary,no,no,no,cellular,jun,unknown,1,unpref
47,15,134,3,0,0,admin.,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-2078,25,384,2,4,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
-2530,4,233,1,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
-4285,8,151,1,0,0,student,single,secondary,no,yes,no,cellular,dec,unknown,1,unpref
538,5,129,1,149,1,technician,married,secondary,no,yes,no,cellular,oct,failure,1,yes
505,6,93,2,0,0,technician,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
1150,16,437,2,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
3031,18,325,1,1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2884,12,243,1,0,0,retired,married,tertiary,no,no,no,telephone,oct,unknown,1,unpref
637,15,736,1,0,0,management,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
1930,16,166,3,0,0,blue-collar,married,primary,no,no,no,telephone,aug,unknown,1,unpref
3238,24,106,1,288,0,technician,married,secondary,no,yes,no,cellular,jan,failure,1,unpref
-716,23,0,1,0,0,services,married,secondary,no,no,no,unknown,may,unknown,1,unpref
312,28,50,4,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
884,25,88,2,2,0,technician,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
-739,15,246,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
4231,3,211,2,164,1,management,married,tertiary,no,no,no,cellular,feb,other,1,unpref
-245,5,812,1,0,0,technician,married,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
2704,14,248,1,0,0,management,married,tertiary,no,no,no,cellular,oct,unknown,1,yes
-423,1,108,1,0,0,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-1498,12,19,2,0,0,retired,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
633,15,37,5,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
2215,20,242,1,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
1496,10,364,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
1030,21,397,3,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2056,11,84,1,0,0,self-employed,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
-911,22,1256,1,2,0,unemployed,divorced,secondary,no,no,no,cellular,jul,unknown,1,yes
-1909,12,230,3,0,0,management,single,secondary,no,no,no,cellular,aug,unknown,1,yes
-1640,8,45,1,0,0,retired,married,tertiary,no,no,yes,cellular,aug,unknown,unpriv,unpref
726,29,36,21,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1895,2,1020,1,0,0,management,single,secondary,no,no,no,cellular,jun,unknown,1,yes
116,14,78,1,20,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
691,11,306,1,0,0,management,single,tertiary,no,no,no,cellular,may,unknown,1,yes
2149,17,79,1,262,0,blue-collar,single,secondary,no,yes,no,cellular,may,failure,1,unpref
-858,9,24,1,327,0,blue-collar,married,secondary,no,yes,no,cellular,may,failure,1,unpref
-259,20,88,1,102,5,technician,married,secondary,no,no,no,cellular,aug,other,1,unpref
-986,13,264,10,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
141,8,87,1,1,0,blue-collar,married,primary,no,no,no,cellular,apr,unknown,1,unpref
