balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
310,11,220,1,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
11567,9,88,1,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
3773,4,105,1,189,1,admin.,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
7384,19,0,1,0,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
-1264,11,729,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
2134,5,403,1,0,0,management,single,tertiary,no,yes,yes,cellular,jul,unknown,1,unpref
6520,19,227,1,123,0,management,married,secondary,no,yes,no,cellular,jan,failure,1,unpref
-1253,16,308,1,0,0,admin.,divorced,tertiary,no,yes,yes,cellular,jul,unknown,1,yes
-461,1,399,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-589,26,198,1,0,0,management,single,tertiary,no,no,no,unknown,may,unknown,1,yes
3313,17,387,2,0,0,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
7579,24,1,12,0,0,management,married,tertiary,no,no,no,telephone,nov,unknown,1,unpref
4211,30,118,1,214,1,management,married,tertiary,no,no,no,cellular,may,failure,1,unpref
1656,11,207,1,0,0,management,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
4118,28,324,3,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
3772,11,303,3,0,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
-925,1,103,1,0,0,student,single,secondary,no,no,no,cellular,feb,unknown,1,yes
-38,2,184,1,0,0,services,single,unknown,no,yes,yes,unknown,jun,unknown,1,unpref
-193,6,620,1,21,0,management,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
1424,23,692,2,0,0,admin.,married,tertiary,no,yes,no,cellular,jul,unknown,1,yes
4558,14,278,1,0,0,blue-collar,single,primary,no,no,no,unknown,jun,unknown,1,unpref
925,7,146,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
153,15,159,1,246,5,services,married,primary,no,yes,no,cellular,may,other,1,unpref
1936,8,262,3,0,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
-3990,1,52,1,0,0,blue-collar,single,primary,no,yes,no,unknown,jun,unknown,1,unpref
568,4,418,1,231,4,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
1165,7,91,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
821,10,124,12,0,0,management,married,tertiary,no,no,no,telephone,jul,unknown,1,unpref
2175,6,106,6,0,0,technician,single,secondary,no,no,yes,cellular,aug,unknown,1,unpref
-1332,26,368,1,1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-8018,18,0,1,7,0,retired,divorced,tertiary,no,no,yes,cellular,aug,failure,1,unpref
2937,20,350,3,0,0,entrepreneur,divorced,tertiary,no,no,no,cellular,nov,unknown,1,unpref
1260,12,728,1,200,1,technician,single,secondary,no,no,no,cellular,feb,failure,unpriv,yes
-3138,17,31,4,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1296,6,371,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
1727,12,708,1,58,0,services,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
28,2,98,1,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
5502,10,0,1,0,0,unknown,single,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
2121,26,104,1,0,0,technician,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
3032,23,250,2,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
644,3,354,2,0,0,blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,1,unpref
2295,29,101,27,312,2,technician,single,secondary,no,yes,no,telephone,jun,other,1,yes
653,26,141,19,313,3,technician,divorced,secondary,no,no,no,cellular,apr,failure,1,unpref
-411,21,337,1,0,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,1,unpref
-1433,2,25,3,0,0,blue-collar,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
1691,4,124,1,5,0,blue-collar,single,primary,no,yes,no,cellular,feb,unknown,1,unpref
-1388,12,39,3,0,0,technician,divorced,secondary,no,no,yes,unknown,jun,unknown,1,unpref
1137,19,110,1,0,0,technician,married,secondary,no,yes,yes,unknown,jul,unknown,1,unpref
-505,8,227,1,0,0,unemployed,divorced,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
1120,28,467,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1678,12,41,1,0,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
-489,20,126,1,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-496,15,823,1,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
321,7,480,1,190,4,technician,married,secondary,no,yes,yes,cellular,apr,failure,1,unpref
-1046,9,198,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2937,22,286,1,0,0,admin.,divorced,secondary,no,no,yes,cellular,apr,unknown,1,unpref
1043,10,727,2,0,0,blue-collar,married,primary,no,yes,no,telephone,may,unknown,1,unpref
211,15,74,1,0,0,admin.,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
69,12,79,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
730,19,648,5,0,0,services,single,secondary,no,no,yes,cellular,jul,unknown,1,yes
1262,29,282,9,0,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,1,unpref
-1197,9,305,4,4,0,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
6144,10,312,1,71,2,entrepreneur,married,tertiary,no,no,yes,cellular,jun,failure,1,unpref
6188,12,564,6,0,0,management,married,tertiary,no,no,yes,unknown,may,unknown,unpriv,unpref
-2426,30,37,1,0,0,unknown,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
2978,24,186,1,0,0,technician,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
232,22,305,1,0,0,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
578,12,253,1,0,0,technician,married,primary,no,no,no,unknown,aug,unknown,1,unpref
2370,1,155,1,367,1,blue-collar,single,tertiary,no,no,no,cellular,may,failure,1,unpref
4692,16,327,1,289,1,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,1,unpref
-6855,1,0,1,25,0,technician,married,secondary,no,yes,no,cellular,dec,success,1,unpref
2841,29,216,2,0,0,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
3856,20,335,2,203,7,management,single,tertiary,no,yes,no,cellular,may,other,1,unpref
779,13,305,1,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
239,7,96,5,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
615,17,92,6,0,0,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
-185,13,208,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
259,24,224,1,0,0,admin.,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
-2859,18,276,1,256,13,admin.,married,tertiary,no,yes,yes,cellular,may,failure,1,unpref
-1143,10,442,1,0,0,admin.,divorced,primary,no,no,no,unknown,may,unknown,1,unpref
1349,23,58,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
697,24,266,1,790,0,technician,divorced,secondary,no,no,no,cellular,jan,other,1,yes
-2272,11,92,6,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
3561,20,650,1,0,0,entrepreneur,married,secondary,no,yes,no,cellular,nov,unknown,1,yes
3754,16,504,1,0,0,entrepreneur,married,primary,no,no,no,cellular,nov,unknown,1,unpref
1018,3,277,4,0,0,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
-2392,11,466,1,4,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
1707,6,109,1,5,0,entrepreneur,married,primary,no,no,no,unknown,jun,unknown,1,unpref
7607,19,213,1,0,0,retired,married,tertiary,no,no,no,cellular,nov,unknown,unpriv,unpref
-2151,19,351,1,8,0,services,single,primary,no,yes,no,cellular,apr,unknown,unpriv,unpref
136,14,434,1,321,0,retired,single,secondary,no,no,yes,cellular,apr,failure,1,yes
1513,15,209,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
21,7,410,1,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
1097,12,537,1,0,0,retired,married,primary,no,no,no,cellular,jul,unknown,unpriv,unpref
1462,13,110,1,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
911,14,63,3,0,0,unemployed,married,secondary,no,yes,yes,cellular,feb,unknown,1,unpref
3062,26,810,4,14,0,management,divorced,tertiary,no,yes,no,cellular,aug,unknown,1,yes
547,14,0,2,0,0,technician,married,tertiary,no,yes,yes,cellular,may,unknown,1,unpref
723,20,74,2,188,1,technician,married,tertiary,no,no,no,cellular,aug,success,1,yes
-655,24,16,1,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
2765,19,304,2,0,0,blue-collar,single,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
1301,22,257,10,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
5060,4,210,1,218,3,entrepreneur,divorced,tertiary,no,yes,no,cellular,aug,failure,1,unpref
1776,16,124,13,0,0,technician,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
-590,8,20,1,0,0,management,single,tertiary,no,no,no,unknown,may,unknown,1,unpref
2902,13,71,1,0,0,management,married,tertiary,no,no,no,unknown,apr,unknown,1,unpref
-631,3,86,3,0,0,admin.,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
324,9,0,4,0,0,self-employed,married,unknown,no,yes,no,cellular,may,unknown,1,unpref
-1180,9,112,5,0,0,management,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
3960,22,11,2,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
8500,17,285,1,0,0,blue-collar,single,unknown,no,yes,no,cellular,may,unknown,1,unpref
1711,18,366,1,389,4,blue-collar,married,tertiary,no,yes,no,cellular,jul,success,1,unpref
3314,18,110,1,173,1,technician,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
3114,18,227,1,0,0,technician,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
753,13,145,1,0,0,blue-collar,single,primary,no,no,no,cellular,jul,unknown,1,unpref
-2593,28,0,1,-1,0,entrepreneur,single,secondary,no,no,no,unknown,may,unknown,1,unpref
1624,5,172,1,0,0,technician,divorced,secondary,no,no,no,telephone,feb,unknown,1,unpref
1030,20,350,2,0,0,management,married,secondary,no,yes,no,telephone,jul,unknown,1,unpref
-2448,7,97,1,326,1,technician,married,secondary,no,yes,no,cellular,may,failure,1,unpref
5198,21,325,1,198,4,technician,divorced,tertiary,no,no,no,telephone,may,other,1,unpref
-518,2,426,1,0,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
2851,16,429,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
-552,21,290,1,0,0,unemployed,single,tertiary,no,no,yes,cellular,nov,unknown,1,unpref
1378,4,284,4,0,0,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
1755,28,506,3,0,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
3116,17,593,9,334,0,services,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
8141,7,1047,1,104,2,retired,divorced,primary,no,yes,no,cellular,jan,failure,1,yes
6153,8,0,1,0,0,unknown,married,secondary,no,no,yes,unknown,may,unknown,1,unpref
582,29,71,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1836,2,310,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,yes
6886,8,464,1,269,0,retired,married,secondary,no,no,no,cellular,aug,other,unpriv,yes
4474,18,395,3,0,0,management,single,tertiary,no,no,yes,cellular,apr,unknown,1,unpref
1542,29,102,1,0,0,management,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
1244,9,155,2,0,0,services,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-202,16,30,1,0,0,blue-collar,married,unknown,no,yes,yes,cellular,aug,unknown,1,unpref
5718,2,239,1,129,1,management,single,tertiary,no,yes,no,cellular,feb,failure,1,unpref
-826,5,257,2,0,0,services,married,secondary,no,yes,no,unknown,jul,unknown,1,unpref
-175,12,170,1,0,0,management,divorced,tertiary,no,yes,no,cellular,may,unknown,1,unpref
216,6,116,1,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
3185,2,187,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
214,3,41,2,0,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
-2254,17,294,4,2,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
714,23,242,2,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
1165,4,315,1,269,2,technician,married,secondary,no,yes,no,cellular,feb,failure,1,unpref
952,3,215,1,39,1,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
912,3,28,2,0,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2479,8,415,2,0,0,entrepreneur,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
7373,20,45,5,0,0,admin.,married,primary,no,yes,yes,telephone,jul,unknown,1,unpref
-1757,13,62,3,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
7026,23,243,7,0,0,entrepreneur,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
790,8,572,1,33,0,technician,single,secondary,no,yes,no,cellular,jan,unknown,1,yes
-1497,3,26,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
1046,15,341,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-3513,26,3,1,0,0,blue-collar,married,primary,no,yes,yes,cellular,jan,unknown,1,unpref
4358,4,334,2,294,1,services,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
2462,10,236,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
5004,26,66,1,361,0,student,divorced,secondary,no,yes,no,cellular,apr,failure,1,unpref
359,9,283,12,0,0,technician,single,secondary,no,yes,no,unknown,jun,unknown,1,unpref
2610,10,70,1,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
740,23,50,2,11,0,technician,single,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
1920,15,105,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
1720,9,499,2,7,0,technician,married,primary,no,yes,no,cellular,may,unknown,1,unpref
458,11,160,6,0,0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
874,18,359,2,0,0,retired,married,secondary,no,no,no,unknown,jun,unknown,unpriv,unpref
1328,17,116,1,0,0,admin.,single,secondary,no,no,no,unknown,may,unknown,1,unpref
1700,10,91,3,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
1420,6,176,1,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
5206,11,256,4,233,8,admin.,married,secondary,no,no,no,cellular,aug,success,1,yes
1149,10,153,1,195,0,management,single,tertiary,no,yes,no,cellular,may,failure,1,unpref
-55,11,180,1,168,17,technician,single,tertiary,no,no,no,cellular,aug,other,1,yes
1610,21,186,1,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
3252,18,778,1,18,4,management,single,tertiary,no,no,no,cellular,jun,other,1,unpref
3989,28,199,1,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
9843,11,5,1,0,0,self-employed,single,unknown,no,no,no,unknown,jul,unknown,1,unpref
6366,13,509,4,5,0,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
2571,20,73,11,2,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
75,12,172,7,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,yes
859,19,170,2,0,0,technician,single,secondary,no,yes,no,cellular,nov,unknown,1,unpref
6395,14,253,9,0,0,entrepreneur,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
3430,6,253,1,0,0,admin.,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
-703,15,101,3,0,0,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-3397,22,31,1,0,0,unemployed,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
206,18,377,1,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
-922,13,110,1,0,0,technician,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
-3129,6,0,2,0,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
-2199,18,282,1,273,12,admin.,married,secondary,no,yes,yes,cellular,may,failure,1,unpref
-333,24,548,3,290,0,blue-collar,single,primary,yes,yes,no,cellular,may,failure,1,unpref
2265,15,182,1,0,0,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
-812,1,28,1,0,0,admin.,single,tertiary,no,yes,no,cellular,jun,unknown,1,unpref
702,11,216,3,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
570,8,156,1,0,0,admin.,single,primary,no,yes,yes,cellular,may,unknown,1,unpref
819,19,309,5,0,0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
4002,7,351,1,0,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,1,yes
571,4,269,1,0,0,management,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
-3338,23,587,2,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,1,unpref
-350,11,148,1,0,0,blue-collar,married,secondary,no,yes,yes,unknown,nov,unknown,1,unpref
-499,21,384,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
702,2,215,1,0,0,admin.,married,secondary,no,no,yes,cellular,feb,unknown,1,unpref
1981,15,69,1,0,0,management,married,primary,no,no,no,cellular,aug,unknown,1,unpref
138,12,361,1,0,0,technician,divorced,secondary,no,no,no,cellular,apr,unknown,1,unpref
-377,7,109,4,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
7836,21,125,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-304,27,256,1,1,0,technician,married,secondary,no,no,no,cellular,jan,unknown,1,unpref
-6,16,167,1,22,0,management,single,tertiary,no,no,yes,cellular,feb,unknown,1,unpref
4026,11,131,1,0,0,technician,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
146,23,88,1,1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
1139,26,169,2,0,0,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
697,21,220,1,2,0,technician,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
563,22,103,1,0,0,blue-collar,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
4161,9,644,1,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
117,2,136,1,0,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,1,unpref
38,11,109,2,0,0,admin.,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
-1560,27,146,8,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
774,14,168,2,0,0,technician,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
2056,15,340,2,5,0,technician,single,secondary,no,yes,no,cellular,may,unknown,1,unpref
5,11,299,1,315,3,blue-collar,married,tertiary,no,yes,no,cellular,may,other,1,unpref
1127,10,293,1,0,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
6300,7,130,1,0,0,technician,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
559,22,1206,1,0,0,technician,married,primary,no,no,yes,cellular,jul,unknown,unpriv,yes
7543,21,0,1,0,0,management,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
-400,9,136,4,0,0,retired,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
1333,18,259,2,0,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,1,unpref
1435,14,0,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-2282,20,6,1,0,0,unemployed,married,primary,no,no,no,telephone,jan,unknown,1,unpref
-529,29,335,5,7,0,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
-3126,20,100,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
2184,20,113,1,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
2569,27,159,1,0,0,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
691,1,707,4,0,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
2693,28,108,1,0,0,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
6059,13,140,1,12,0,management,married,tertiary,no,no,no,cellular,nov,failure,1,unpref
458,3,165,1,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2965,15,125,1,0,0,management,married,tertiary,no,yes,yes,cellular,nov,unknown,1,unpref
-32,15,35,5,0,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
3406,22,160,3,0,0,management,married,tertiary,no,no,no,unknown,aug,unknown,1,unpref
-403,22,4,2,0,0,technician,single,secondary,no,no,no,unknown,jul,unknown,1,unpref
322,14,24,1,0,0,blue-collar,married,secondary,no,no,no,cellular,may,unknown,1,yes
-2687,10,112,4,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
1298,19,387,1,0,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
108,28,209,13,0,0,services,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
5113,11,342,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
892,17,47,9,0,0,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
-2129,12,178,1,0,0,admin.,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
-2753,19,124,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
-1423,23,85,1,1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
510,12,235,1,0,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,unpriv,unpref
-850,26,291,16,0,0,unemployed,single,secondary,no,no,yes,cellular,jul,unknown,1,yes
1176,24,173,1,0,0,student,married,primary,no,no,no,cellular,aug,unknown,unpriv,unpref
-158,25,560,1,0,0,unemployed,single,primary,no,no,no,unknown,jun,unknown,1,unpref
-160,14,353,3,0,0,blue-collar,single,unknown,no,yes,no,unknown,may,unknown,1,unpref
-351,7,236,1,361,4,blue-collar,married,primary,no,yes,no,cellular,feb,failure,1,unpref
290,25,140,10,0,0,blue-collar,married,secondary,no,yes,no,telephone,may,unknown,1,unpref
-361,10,264,4,1,0,services,single,primary,no,no,no,cellular,jun,unknown,1,unpref
-1246,29,480,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2059,18,205,1,16,0,blue-collar,single,secondary,no,no,yes,cellular,apr,unknown,1,unpref
202,12,588,1,78,5,student,single,tertiary,no,no,no,cellular,dec,failure,unpriv,yes
49,18,164,1,0,0,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
2325,16,626,1,0,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
1817,14,244,2,0,0,technician,married,primary,no,no,no,cellular,aug,unknown,1,unpref
3263,17,662,3,290,13,retired,married,tertiary,no,yes,no,cellular,apr,failure,1,unpref
3955,18,167,2,0,0,management,married,secondary,no,yes,yes,cellular,jul,unknown,1,unpref
-4397,16,108,1,0,0,self-employed,divorced,tertiary,no,no,no,cellular,sep,unknown,1,unpref
224,3,120,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
1070,16,139,1,0,0,admin.,single,secondary,no,yes,yes,cellular,apr,unknown,1,unpref
1349,18,314,1,0,0,management,single,secondary,no,no,no,cellular,nov,unknown,1,unpref
1853,16,186,3,1,0,technician,married,secondary,no,yes,no,cellular,apr,unknown,1,unpref
3485,18,126,1,22,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,1,unpref
403,15,305,1,0,0,admin.,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
-566,23,118,4,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
2968,3,407,3,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
504,2,106,2,177,3,management,married,primary,no,yes,no,telephone,may,failure,1,unpref
4914,4,108,1,206,2,management,married,secondary,no,yes,no,unknown,feb,failure,1,unpref
864,20,142,1,69,0,admin.,single,secondary,no,yes,no,cellular,nov,other,1,unpref
4316,25,106,1,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
67,5,285,1,0,0,technician,single,secondary,no,no,yes,unknown,jun,unknown,unpriv,unpref
5350,23,61,3,0,0,technician,married,tertiary,no,yes,no,unknown,may,unknown,unpriv,unpref
1194,13,204,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
