,file,DI,Stat Par,Avg Odds,Eq Opp,Theil,prec,rec,acc,bal_acc
24,sample_data_parallel_medical-VGAN-norm_RACE_6.csv,0.094,0.084,0.112,0.144,0.109,0.375,0.642,0.76,0.713
25,sample_data_parallel_medical-WGAN-gmm_RACE_4.csv,0.054,0.027,0.111,0.189,0.126,0.462,0.455,0.82,0.674
26,sample_data_parallel_medical-WGAN-gmm_RACE_5.csv,0.108,0.047,0.117,0.201,0.131,0.491,0.402,0.83,0.659
27,sample_data_parallel_medical-WGAN-gmm_RACE_6.csv,0.053,0.027,0.113,0.195,0.125,0.466,0.458,0.821,0.676
28,sample_data_parallel_medical-WGAN-norm_RACE_4.csv,0.046,0.041,0.092,0.128,0.119,0.346,0.601,0.742,0.686
29,sample_data_parallel_medical-WGAN-norm_RACE_5.csv,0.07,0.058,0.104,0.15,0.121,0.358,0.572,0.756,0.683
30,sample_data_parallel_medical-WGAN-norm_RACE_6.csv,0.027,0.021,0.088,0.134,0.124,0.362,0.549,0.762,0.677
31,sample_data_parallel_medical-fairgan_RACE_4.csv,0.606,-0.051,-0.012,-0.005,0.185,0.427,0.034,0.819,0.506
32,sample_data_parallel_medical-fairgan_RACE_5.csv,0.193,-0.008,0.001,-0.001,0.177,0.515,0.053,0.833,0.521
33,sample_data_parallel_medical-fairgan_RACE_6.csv,0.261,0.029,0.014,0.015,0.186,0.234,0.067,0.807,0.511
34,sample_data_parallel_medical-tabfairgan_RACE_4.csv,0.034,0.042,0.08,0.097,0.107,0.298,0.714,0.67,0.688
35,sample_data_parallel_medical-tabfairgan_RACE_5.csv,0.006,-0.004,0.06,0.075,0.116,0.309,0.643,0.699,0.676
36,sample_data_parallel_medical-tabfairgan_RACE_6.csv,0.053,0.062,0.077,0.082,0.112,0.296,0.677,0.676,0.677
37,sample_data_parallel_medical-VGAN-ordi-norm_RACE_1.csv,0.035,-0.023,0.073,0.114,0.121,0.406,0.532,0.791,0.688
38,sample_data_parallel_medical-VGAN-ordi-norm_RACE_2.csv,0.017,0.003,0.085,0.134,0.125,0.424,0.49,0.803,0.678
39,sample_data_parallel_medical-VGAN-ordi-norm_RACE_3.csv,0.01,0.004,0.092,0.152,0.125,0.414,0.502,0.797,0.679
40,sample_data_parallel_medical-VGAN-ordi-gmm_RACE_1.csv,0.007,0.001,0.087,0.125,0.106,0.344,0.689,0.727,0.712
41,sample_data_parallel_medical-VGAN-ordi-gmm_RACE_2.csv,0.036,0.026,0.1,0.152,0.117,0.398,0.573,0.783,0.699
42,sample_data_parallel_medical-VGAN-ordi-gmm_RACE_3.csv,0.081,0.046,0.105,0.163,0.125,0.44,0.475,0.811,0.677
