sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,58,25 - 45,Caucasian,4,6,0,0,0,14.970855712890625,99.0683364868164,68.76840209960938,261.23486328125,F,0
Male,61,25 - 45,African-American,4,5,0,0,1,56.211639404296875,117.1899642944336,765.0235595703125,310.1915588378906,F,0
Male,59,25 - 45,African-American,4,6,0,0,1,76.45498657226562,72.10932922363281,115.3944091796875,281.0586242675781,F,0
Male,60,25 - 45,Hispanic,4,5,1,0,1,43.462127685546875,33.395267486572266,208.7418212890625,502.99334716796875,M,0
Male,95,Greater than 45,Caucasian,4,5,12,0,2,97.02529907226562,-0.8442291021347046,-210.89654541015625,7603.97802734375,M,1
Male,58,25 - 45,African-American,4,7,0,0,1,23.488861083984375,22.06315040588379,128.48175048828125,326.62786865234375,F,0
Male,62,25 - 45,African-American,4,5,2,0,1,49.90643310546875,59.07410430908203,508.9744873046875,601.6387329101562,F,0
Male,60,25 - 45,African-American,4,5,1,0,2,53.90692138671875,31.75800323486328,193.50106811523438,374.2962646484375,F,0
Male,58,25 - 45,African-American,4,6,0,0,1,24.945587158203125,24.291852951049805,70.93289184570312,320.8110656738281,F,0
Female,57,25 - 45,Caucasian,4,5,0,0,35,-145.40902709960938,192.75340270996094,7448.74169921875,590.7908325195312,F,1
Male,58,25 - 45,African-American,4,5,0,0,1,20.54052734375,27.044170379638672,193.64144897460938,325.33319091796875,M,0
Female,57,25 - 45,African-American,4,5,0,0,1,85.97842407226562,22.213314056396484,113.5848388671875,305.97174072265625,F,0
Male,60,25 - 45,African-American,4,5,1,0,1,50.51361083984375,29.738712310791016,123.44049072265625,468.7488098144531,F,0
Male,60,25 - 45,Other,4,5,1,0,0,66.66567993164062,392.4592590332031,110.21798706054688,280.1951904296875,F,0
Female,60,25 - 45,Hispanic,4,5,1,0,1,70.96502685546875,34.23897933959961,171.71661376953125,360.9433288574219,M,0
Male,59,25 - 45,African-American,4,5,1,0,2,54.594512939453125,31.990219116210938,173.51205444335938,350.2363586425781,F,0
Female,67,25 - 45,African-American,4,5,2,0,1,53.6962890625,23.30545425415039,-61.416046142578125,1518.2572021484375,F,0
Male,57,25 - 45,African-American,4,9,0,0,0,-92.19534301757812,8.751585006713867,-44.61090087890625,169.27305603027344,F,1
Male,60,25 - 45,African-American,4,5,0,0,2,67.33804321289062,26.842735290527344,601.77734375,398.9705505371094,M,0
Male,58,25 - 45,African-American,4,6,0,0,3,5.51116943359375,27.190147399902344,93.47314453125,314.93804931640625,M,1
Male,58,25 - 45,African-American,4,6,0,0,2,46.581939697265625,34.19095993041992,86.66119384765625,330.3196716308594,F,0
Male,60,25 - 45,Hispanic,4,5,1,0,1,152.9461669921875,62.31680679321289,66.38177490234375,355.079833984375,F,0
Male,58,25 - 45,Caucasian,4,5,0,0,1,16.6507568359375,89.17643737792969,83.65704345703125,266.99090576171875,F,1
Male,58,25 - 45,African-American,4,6,0,0,1,16.012542724609375,29.54850959777832,113.30691528320312,353.6222229003906,F,0
Male,57,25 - 45,African-American,4,9,0,0,0,-34.1695556640625,8.198138236999512,38.0567626953125,200.8140411376953,F,1
Male,59,25 - 45,African-American,4,5,1,0,1,38.543060302734375,28.914751052856445,113.7054443359375,449.2060546875,F,0
Male,57,25 - 45,African-American,4,5,0,0,3,62.93463134765625,80.20703125,-16.689544677734375,213.58163452148438,F,1
Male,61,25 - 45,African-American,4,5,0,0,1,54.324462890625,52.11846923828125,167.77105712890625,306.0265808105469,F,0
Male,64,25 - 45,Asian,4,5,0,0,0,169.09710693359375,601.959716796875,354.72308349609375,193.0236358642578,F,0
Male,58,25 - 45,African-American,4,6,0,0,1,71.44332885742188,27.145687103271484,134.79342651367188,282.5717468261719,F,0
Male,58,25 - 45,Other,4,5,0,5,1,106.79949951171875,19.592164993286133,241.03717041015625,314.29400634765625,F,0
Male,57,25 - 45,African-American,4,9,0,0,2,-119.14028930664062,8.573476791381836,-76.08447265625,134.07379150390625,F,1
Male,59,25 - 45,Hispanic,4,5,1,0,1,61.19927978515625,43.33207702636719,173.85781860351562,342.1842041015625,F,0
Male,59,25 - 45,African-American,4,5,1,0,2,37.884857177734375,40.41884994506836,60.09649658203125,410.1524963378906,F,0
Male,57,25 - 45,Hispanic,4,5,0,3,1,30.352813720703125,9.464864730834961,-122.21611022949219,894.1857299804688,F,0
Female,61,25 - 45,African-American,4,5,0,0,3,58.083251953125,54.01169204711914,215.8514404296875,293.7165222167969,M,0
Male,62,25 - 45,African-American,4,5,0,0,1,31.917510986328125,56.994773864746094,712.3724365234375,283.1163024902344,M,0
Female,61,25 - 45,Hispanic,4,5,3,0,1,110.57080078125,26.093624114990234,143.46270751953125,617.4547729492188,F,0
Male,60,25 - 45,African-American,4,6,0,0,1,52.96710205078125,45.775028228759766,145.73626708984375,271.65423583984375,M,0
Male,64,25 - 45,African-American,4,5,0,0,1,72.82220458984375,130.65992736816406,1113.441162109375,331.0104064941406,M,0
Male,61,25 - 45,African-American,4,5,0,0,1,58.827880859375,71.13484954833984,159.63851928710938,280.65728759765625,M,0
Male,59,25 - 45,Hispanic,4,5,1,0,1,51.964874267578125,29.437252044677734,82.77947998046875,418.3145446777344,F,0
Male,59,25 - 45,African-American,4,5,0,0,2,51.524505615234375,37.18511199951172,116.75033569335938,320.4627380371094,F,0
Male,57,25 - 45,Caucasian,4,5,0,0,1,33.727752685546875,15.246627807617188,151.94900512695312,186.6595458984375,F,1
Female,59,25 - 45,African-American,4,5,1,0,2,22.477264404296875,32.23244857788086,84.75482177734375,500.8989562988281,F,0
Male,57,25 - 45,Caucasian,4,6,0,0,14,-51.36468505859375,27.706592559814453,13.97686767578125,283.2264404296875,F,1
Female,92,Greater than 45,Caucasian,4,5,11,0,35,-199.20562744140625,-0.6754293441772461,-295.0706481933594,7599.0703125,F,1
Male,59,25 - 45,Caucasian,4,5,0,0,34,55.89849853515625,34.86429214477539,171.53692626953125,225.16107177734375,F,0
Male,59,25 - 45,African-American,4,5,1,0,2,47.656829833984375,27.770496368408203,104.54812622070312,482.4736328125,F,0
Female,59,25 - 45,African-American,4,5,0,0,12,51.90533447265625,41.61796951293945,212.9617919921875,273.3692626953125,F,0
Male,65,25 - 45,African-American,4,5,0,0,2,47.011016845703125,24.35696029663086,150.06149291992188,245.8543701171875,F,0
Male,61,25 - 45,African-American,4,5,0,0,1,75.83950805664062,128.9862518310547,151.73538208007812,298.98876953125,M,0
Male,59,25 - 45,African-American,4,5,1,0,1,42.254150390625,30.852811813354492,117.63687133789062,529.8843994140625,F,0
Male,60,25 - 45,African-American,4,5,0,0,1,49.98431396484375,33.91960144042969,151.15576171875,332.8951721191406,M,0
Male,63,25 - 45,Caucasian,4,5,0,0,0,63.3560791015625,599.6487426757812,108.38156127929688,179.7067108154297,F,0
Male,59,25 - 45,Caucasian,4,5,0,0,11,15.759521484375,25.707054138183594,7461.779296875,891.697021484375,F,1
Male,60,25 - 45,African-American,4,5,1,0,25,36.048095703125,17.965646743774414,1280.833984375,657.01123046875,F,0
Male,58,25 - 45,Caucasian,4,5,0,0,0,93.23834228515625,533.0918579101562,106.43280029296875,186.04156494140625,F,0
Female,59,25 - 45,African-American,4,5,0,0,8,45.34014892578125,26.117290496826172,998.595458984375,283.9244079589844,M,0
Male,58,25 - 45,African-American,4,5,0,0,2,23.367828369140625,18.069049835205078,157.0244140625,286.5946350097656,F,1
Female,96,Greater than 45,Caucasian,4,5,12,0,13,-27.82080078125,-0.9992092847824097,-296.4220886230469,7604.0,M,1
Male,64,25 - 45,Caucasian,4,5,3,0,1,-35.359527587890625,1.0025582313537598,-186.38941955566406,5429.12890625,M,1
Female,95,Greater than 45,Caucasian,4,5,12,0,3,-2.709747314453125,5.988251209259033,-270.15203857421875,7594.46484375,M,1
Male,63,25 - 45,African-American,4,5,0,0,1,93.31741333007812,266.95159912109375,104.7325439453125,264.3172912597656,F,0
Male,60,25 - 45,Hispanic,4,5,0,0,1,56.749114990234375,39.97871017456055,147.95211791992188,317.64703369140625,M,0
Male,57,25 - 45,Caucasian,4,6,0,0,1,32.69647216796875,10.570374488830566,123.7928466796875,205.03659057617188,M,1
Female,58,25 - 45,Other,4,5,0,6,0,13.45343017578125,12.342025756835938,196.30288696289062,201.31712341308594,F,0
Female,59,25 - 45,Hispanic,4,5,0,0,1,87.02859497070312,36.324092864990234,164.47015380859375,314.3878479003906,F,0
Male,61,25 - 45,Hispanic,4,5,2,0,2,69.12353515625,30.63272476196289,151.38516235351562,553.2537841796875,F,0
Female,59,25 - 45,African-American,4,5,0,0,13,29.728973388671875,9.166818618774414,7602.80615234375,1734.7642822265625,F,1
Male,60,25 - 45,African-American,4,5,0,0,1,79.1424560546875,195.31277465820312,158.49432373046875,287.4090881347656,F,0
Male,57,25 - 45,African-American,4,5,0,0,6,99.0020751953125,24.486331939697266,-32.034423828125,116.44186401367188,F,1
Male,58,25 - 45,Other,4,6,0,4,1,44.129425048828125,22.10742950439453,50.23565673828125,252.9397735595703,F,0
Male,60,25 - 45,African-American,4,5,0,0,1,67.76950073242188,35.76620864868164,178.76126098632812,313.4911193847656,F,0
Male,60,25 - 45,African-American,4,5,3,0,2,90.23513793945312,29.327306747436523,109.34487915039062,760.9630737304688,F,0
Male,61,25 - 45,African-American,4,5,0,0,1,49.49072265625,39.69196701049805,152.61367797851562,341.5406188964844,M,0
Male,58,25 - 45,African-American,4,5,0,0,3,43.7393798828125,36.19643020629883,7.51776123046875,313.84033203125,F,0
Male,57,25 - 45,African-American,4,8,0,0,24,-143.01803588867188,8.143705368041992,-60.94544982910156,177.49765014648438,F,1
Female,60,25 - 45,African-American,4,5,0,0,1,64.16802978515625,36.17312240600586,161.25143432617188,293.056396484375,M,0
Female,57,25 - 45,Caucasian,4,5,0,0,5,-48.582183837890625,13.934165954589844,-29.833892822265625,68.58627319335938,F,1
Male,58,25 - 45,Caucasian,4,6,0,0,5,-31.69598388671875,32.379844665527344,92.32046508789062,250.5090789794922,F,1
Male,60,25 - 45,African-American,4,5,0,0,3,47.4146728515625,34.796791076660156,295.643798828125,300.69134521484375,M,0
Female,57,25 - 45,African-American,4,9,0,0,3,-161.1610870361328,0.7171099185943604,-244.0272979736328,893.2359619140625,M,1
Male,58,25 - 45,Other,4,5,0,6,0,41.6202392578125,14.785856246948242,81.1416015625,296.03570556640625,M,0
Male,57,25 - 45,African-American,4,8,0,0,4,-83.6064453125,10.891027450561523,18.849945068359375,291.4204406738281,F,1
Male,95,Greater than 45,Caucasian,4,5,12,0,3,33.584381103515625,-0.7085855007171631,-292.00054931640625,7603.99560546875,M,0
Male,61,25 - 45,Hispanic,4,5,0,0,1,36.906768798828125,51.969581604003906,188.12326049804688,327.8627014160156,M,0
Female,59,25 - 45,African-American,4,5,0,0,5,21.2327880859375,36.20500183105469,68.52957153320312,263.0180969238281,M,0
Female,58,25 - 45,Caucasian,4,5,0,0,34,14.57904052734375,44.08417510986328,136.09024047851562,270.4271240234375,F,1
Female,57,25 - 45,African-American,4,7,0,0,4,-16.2857666015625,17.76900863647461,26.714447021484375,224.50819396972656,F,1
Male,57,25 - 45,African-American,4,9,0,0,0,-63.170196533203125,6.726887226104736,103.47128295898438,182.48707580566406,F,1
Male,57,25 - 45,African-American,4,6,0,0,16,-81.81033325195312,16.015993118286133,32.5953369140625,353.6390075683594,F,1
