,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
30,-70,4,191,1,-1,0,housemaid,married,primary,no,yes,no,cellular,jun,unknown,0,no
31,5833,19,352,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
32,717,30,83,6,0,0,blue-collar,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
33,112,17,212,0,0,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0,no
34,-102,8,137,1,-1,0,self-employed,single,secondary,no,no,no,cellular,jul,unknown,0,no
35,1071,21,62,0,-1,0,unknown,single,tertiary,no,yes,no,unknown,apr,unknown,0,no
36,76,20,124,0,0,0,services,married,secondary,yes,no,no,cellular,nov,unknown,0,no
37,-96,19,52,3,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
38,783,1,101,0,-1,0,student,single,secondary,no,no,no,unknown,dec,unknown,0,no
39,29,10,88,0,-1,0,management,divorced,tertiary,no,no,no,cellular,may,unknown,0,no
40,843,30,81,1,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,0,no
41,94,12,85,6,-1,0,admin.,married,secondary,no,yes,no,cellular,aug,unknown,0,no
42,82,13,76,1,0,0,services,divorced,primary,no,no,no,cellular,jul,unknown,0,no
43,2008,19,138,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,0,no
44,70,14,22,2,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
45,1724,27,68,5,-1,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
46,107,19,84,0,-1,0,management,married,secondary,no,yes,yes,cellular,nov,unknown,0,no
47,1193,5,92,0,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
48,197,20,293,3,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
49,5623,30,381,0,-1,0,management,married,tertiary,no,no,no,cellular,apr,unknown,0,no
50,784,22,512,3,-1,0,entrepreneur,single,secondary,no,yes,yes,unknown,may,unknown,0,no
51,247,27,100,13,0,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,0,no
52,556,27,55,2,-1,0,blue-collar,single,secondary,no,no,yes,cellular,nov,unknown,0,no
53,56,7,144,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
54,7742,18,111,0,96,3,self-employed,married,secondary,no,no,no,telephone,nov,failure,0,no
55,4289,5,336,1,150,1,services,single,tertiary,no,yes,no,cellular,jul,other,0,no
56,561,5,155,2,-1,0,management,married,unknown,no,yes,no,unknown,may,unknown,0,no
57,55,3,103,0,0,0,self-employed,single,secondary,no,no,no,cellular,jul,unknown,0,yes
58,1393,8,125,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,0,no
59,144,18,4,10,0,0,technician,married,secondary,no,yes,yes,unknown,aug,unknown,0,no
60,1432,14,76,6,0,0,admin.,single,secondary,no,yes,no,unknown,aug,unknown,0,no
61,98,1,75,0,-1,0,admin.,single,secondary,no,no,no,cellular,feb,unknown,0,no
62,1303,3,492,1,-1,0,admin.,married,secondary,no,no,yes,cellular,feb,unknown,0,no
63,2843,28,102,2,0,0,blue-collar,single,primary,no,yes,yes,cellular,jul,unknown,0,no
64,8623,16,530,3,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
65,14945,19,41,2,-1,0,student,married,primary,no,yes,no,telephone,may,unknown,0,no
66,241,28,481,1,237,5,admin.,single,secondary,no,yes,yes,cellular,feb,failure,0,no
67,278,19,298,3,-1,0,entrepreneur,single,secondary,no,yes,no,cellular,nov,unknown,0,no
68,1089,15,541,1,-1,0,retired,single,secondary,no,no,no,telephone,oct,unknown,0,yes
69,419,28,131,1,-1,0,retired,married,secondary,no,yes,yes,cellular,jan,unknown,0,no
70,1782,5,188,0,-1,0,unemployed,single,secondary,no,yes,no,cellular,feb,unknown,0,no
71,606,20,96,2,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
72,226,8,136,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
73,447,5,300,0,-1,0,technician,married,tertiary,no,yes,no,unknown,feb,unknown,0,no
74,1950,31,122,5,0,0,retired,married,unknown,no,yes,yes,cellular,jul,unknown,0,no
75,1470,2,530,5,353,3,management,married,secondary,no,yes,no,cellular,feb,failure,0,no
76,1262,11,236,0,185,0,admin.,married,secondary,no,yes,no,cellular,jan,other,0,no
77,12385,20,281,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,0,no
78,646,2,144,1,0,0,management,single,tertiary,no,yes,no,cellular,feb,unknown,0,no
79,158,3,191,0,-1,0,self-employed,single,secondary,no,no,no,cellular,apr,unknown,0,yes
80,245,13,154,0,-1,0,blue-collar,married,primary,no,yes,yes,cellular,may,unknown,0,no
81,298,28,70,2,362,1,technician,married,secondary,no,no,no,cellular,may,unknown,0,yes
82,-728,20,292,7,-1,0,management,married,tertiary,no,no,no,unknown,nov,unknown,0,no
83,5472,21,201,1,-1,0,admin.,single,secondary,no,no,no,cellular,may,unknown,0,yes
84,776,6,126,0,360,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
85,1517,27,147,1,-1,0,management,divorced,tertiary,no,no,no,telephone,jul,unknown,0,no
86,-221,20,129,0,-1,0,self-employed,married,unknown,no,no,no,cellular,jul,unknown,0,no
87,1625,21,76,0,-1,0,management,divorced,tertiary,no,no,no,cellular,nov,unknown,0,no
88,366,20,8,4,0,0,management,divorced,secondary,no,yes,no,unknown,aug,unknown,0,no
89,-37,3,72,1,0,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
90,497,2,298,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
91,582,14,257,1,0,0,blue-collar,single,tertiary,no,no,yes,unknown,may,unknown,0,no
92,480,13,332,1,0,0,blue-collar,single,primary,no,yes,yes,unknown,may,unknown,0,no
93,1306,11,127,0,-1,0,management,single,secondary,no,yes,no,cellular,jun,unknown,0,no
94,669,30,89,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
95,141,27,231,1,-1,0,technician,married,primary,no,yes,no,cellular,apr,unknown,0,no
96,155,6,118,0,0,0,technician,married,unknown,no,no,no,unknown,may,unknown,0,no
97,8467,27,111,3,-1,0,services,single,secondary,no,yes,no,unknown,may,unknown,0,no
98,897,6,153,0,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
99,-178,27,350,3,-1,0,management,married,tertiary,no,yes,no,unknown,jan,unknown,0,no
100,159,5,162,1,0,0,technician,divorced,secondary,no,yes,yes,cellular,nov,unknown,0,no
101,262,11,88,1,-1,0,management,single,tertiary,no,no,no,cellular,jul,unknown,0,no
102,1592,20,525,1,0,0,admin.,married,tertiary,no,no,no,cellular,aug,unknown,0,yes
103,594,27,298,0,180,14,housemaid,married,secondary,no,yes,no,cellular,mar,failure,0,no
104,129,27,69,0,-1,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,0,no
105,2137,16,284,2,343,3,admin.,single,secondary,no,yes,no,cellular,nov,failure,0,no
106,371,4,487,0,354,1,admin.,single,tertiary,no,no,no,cellular,may,failure,0,no
107,5348,28,180,3,-1,0,management,single,secondary,no,yes,no,cellular,apr,unknown,0,no
108,85,5,97,1,-1,0,entrepreneur,married,tertiary,no,no,no,cellular,aug,unknown,0,no
109,1789,2,180,1,-1,0,management,married,tertiary,no,yes,no,cellular,feb,unknown,0,no
110,418,17,116,1,0,0,services,married,secondary,no,no,no,cellular,aug,unknown,0,no
111,70,21,98,6,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
112,1928,2,32,0,0,0,unemployed,divorced,secondary,no,no,no,cellular,feb,unknown,0,no
113,161,27,112,3,0,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
114,-220,19,670,6,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
115,1368,12,81,7,334,3,management,married,secondary,no,yes,no,telephone,may,other,0,no
116,82,27,730,6,-1,0,unknown,single,tertiary,no,no,no,cellular,jul,unknown,0,no
117,60,26,291,1,-1,0,technician,divorced,tertiary,no,no,no,cellular,jul,unknown,0,no
118,-76,29,110,2,-1,0,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,0,no
119,287,5,294,5,0,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
120,226,6,231,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
121,17399,19,143,2,106,3,management,married,tertiary,no,no,no,cellular,nov,failure,0,yes
122,83,14,494,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
123,104,3,77,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
124,-284,29,269,2,-1,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,0,no
125,592,21,162,2,-1,0,services,married,primary,no,yes,no,cellular,aug,unknown,0,no
126,397,30,104,6,0,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,0,no
127,1175,12,69,0,-1,0,management,married,tertiary,no,no,no,unknown,jun,unknown,0,no
128,398,5,110,3,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
129,587,3,591,3,0,0,services,single,secondary,no,yes,yes,telephone,nov,unknown,0,no
130,-291,4,532,1,-1,0,admin.,divorced,tertiary,no,yes,no,unknown,mar,unknown,0,no
131,8580,20,208,2,-1,0,student,single,primary,no,no,no,unknown,jun,unknown,0,no
132,14649,27,444,2,0,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
133,1929,19,431,1,0,0,retired,married,secondary,no,no,yes,unknown,may,unknown,0,no
134,582,4,122,7,-1,0,admin.,divorced,primary,no,yes,no,unknown,may,unknown,0,no
135,1133,18,313,0,0,0,blue-collar,married,primary,no,no,yes,cellular,nov,unknown,0,no
136,201,13,153,0,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
137,41,21,77,3,-1,0,technician,divorced,primary,no,yes,no,cellular,jul,unknown,0,no
138,-283,26,735,2,0,0,retired,divorced,primary,no,no,no,cellular,jul,unknown,0,yes
139,3051,20,642,2,-1,0,retired,single,primary,no,no,no,unknown,jun,unknown,0,no
140,604,4,55,0,-1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0,no
141,125,3,123,4,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
142,10,11,27,6,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
143,937,22,106,0,-1,0,services,married,secondary,yes,no,no,cellular,jul,unknown,0,no
144,98,6,119,0,0,0,services,married,tertiary,no,no,no,cellular,may,unknown,0,no
145,565,14,512,5,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
146,-158,26,203,1,-1,0,technician,single,secondary,no,yes,yes,unknown,may,unknown,0,no
147,896,2,158,1,-1,0,admin.,single,tertiary,no,no,no,cellular,jul,unknown,0,no
148,45,12,384,0,0,0,blue-collar,single,tertiary,no,yes,no,cellular,may,unknown,0,no
149,2615,10,307,3,203,1,management,single,unknown,no,yes,no,cellular,may,other,0,no
150,-724,28,300,15,0,0,student,married,primary,no,no,yes,unknown,may,unknown,0,no
151,319,17,688,0,0,0,retired,married,tertiary,no,no,no,cellular,aug,unknown,0,yes
152,-313,21,1265,3,-1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,0,no
153,2347,15,290,5,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
154,373,20,283,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
155,-7,4,259,0,-1,0,housemaid,married,primary,no,yes,yes,unknown,may,unknown,0,no
156,158,12,122,2,0,0,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
157,1509,2,95,1,-1,0,management,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
158,914,4,123,0,0,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
159,436,10,200,2,-1,0,student,married,secondary,no,no,no,cellular,feb,unknown,0,no
160,599,22,175,2,-1,0,services,single,tertiary,no,no,no,cellular,jul,unknown,0,no
161,100,27,105,3,0,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
162,196,6,669,1,-1,0,technician,single,secondary,no,no,no,cellular,apr,unknown,0,no
163,182,5,62,0,0,0,housemaid,married,primary,no,no,no,unknown,may,unknown,0,no
164,363,16,152,13,-1,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
165,222,12,52,1,0,0,entrepreneur,single,tertiary,no,no,no,cellular,jan,unknown,0,no
166,56,3,33,0,-1,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0,no
167,-207,29,112,2,-1,0,services,divorced,secondary,no,yes,no,cellular,jul,unknown,0,no
168,671,30,96,2,0,0,technician,married,primary,no,yes,no,telephone,jul,unknown,0,no
169,414,19,387,1,160,3,blue-collar,single,secondary,no,no,no,cellular,sep,failure,0,yes
170,4702,26,313,1,-1,0,management,married,unknown,no,no,no,unknown,may,unknown,0,no
171,-47,30,153,5,0,0,retired,married,secondary,no,no,no,cellular,jul,unknown,0,no
172,2026,19,69,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
173,1067,29,290,1,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
174,35,18,83,0,0,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
175,664,15,287,2,-1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,0,no
176,120,28,178,0,92,1,technician,single,secondary,no,no,no,telephone,aug,failure,0,no
177,174,20,117,2,0,0,entrepreneur,divorced,secondary,no,yes,no,cellular,nov,unknown,0,no
178,2451,1,137,1,317,2,services,single,tertiary,no,yes,no,cellular,jul,failure,0,no
179,31,19,91,14,-1,0,technician,married,secondary,no,no,no,unknown,jun,unknown,0,no
180,4718,27,134,5,107,1,management,married,tertiary,no,no,no,cellular,aug,failure,0,no
181,258,10,170,1,0,0,housemaid,married,primary,no,no,no,unknown,oct,unknown,0,no
182,2084,27,48,3,-1,0,entrepreneur,married,secondary,no,yes,no,unknown,may,unknown,0,no
183,213,20,541,1,0,0,housemaid,married,tertiary,no,no,no,cellular,oct,unknown,0,no
184,23389,18,146,1,0,0,services,married,secondary,no,no,no,unknown,may,unknown,0,no
185,190,21,77,1,0,0,retired,married,primary,no,yes,no,cellular,nov,unknown,0,no
186,1277,20,95,3,0,0,management,single,primary,no,no,yes,cellular,jul,unknown,0,no
187,-189,21,144,0,-1,0,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,0,no
188,115,13,72,0,342,3,admin.,married,tertiary,no,yes,yes,cellular,may,other,0,no
189,56,29,106,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
190,-10,20,236,6,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
191,175,8,85,2,-1,0,admin.,married,tertiary,no,yes,no,unknown,may,unknown,0,no
192,343,21,408,2,-1,0,management,married,tertiary,no,yes,no,telephone,apr,unknown,0,yes
193,102,11,329,5,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
194,22633,27,350,2,-1,0,entrepreneur,married,primary,no,yes,no,telephone,may,unknown,0,no
195,2321,28,165,1,199,0,technician,married,unknown,no,no,no,telephone,dec,failure,0,no
196,258,20,89,1,0,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,0,no
197,-313,12,71,4,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
198,74,30,108,2,-1,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0,no
199,2079,20,886,5,0,0,management,single,tertiary,no,no,no,cellular,apr,unknown,0,yes
200,-30,22,481,1,-1,0,management,divorced,secondary,no,no,no,cellular,aug,unknown,0,no
201,474,2,15,1,0,0,admin.,single,secondary,yes,no,no,cellular,mar,unknown,0,no
202,289,28,123,3,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
203,33,3,224,0,-1,0,blue-collar,divorced,primary,no,no,no,cellular,jun,unknown,0,no
204,2499,27,109,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
205,3930,18,21,4,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
206,-11,27,71,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
207,322,28,172,5,351,2,entrepreneur,married,secondary,no,yes,yes,cellular,aug,failure,0,no
208,5202,21,286,2,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
209,499,6,178,1,86,3,services,single,tertiary,no,no,no,cellular,oct,success,0,yes
210,109,3,193,1,374,13,technician,married,secondary,no,yes,no,cellular,mar,other,0,no
211,1647,29,366,0,229,0,management,single,unknown,no,yes,no,cellular,jan,failure,0,no
212,176,18,93,1,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
213,-102,19,390,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,apr,unknown,0,no
214,42,12,273,0,0,0,technician,single,tertiary,no,no,no,unknown,may,unknown,0,no
215,494,21,169,2,-1,0,services,married,secondary,no,yes,no,cellular,jul,unknown,0,no
216,1042,6,290,1,183,0,self-employed,single,secondary,no,yes,no,cellular,may,other,0,no
217,306,4,1176,10,0,0,entrepreneur,married,primary,no,yes,no,unknown,jul,unknown,0,no
218,431,20,252,1,-1,0,housemaid,married,secondary,no,yes,no,cellular,apr,unknown,0,no
219,1832,14,102,6,372,3,technician,married,secondary,no,yes,yes,cellular,aug,failure,0,no
220,135,18,114,6,-1,0,management,divorced,tertiary,no,yes,no,cellular,aug,unknown,0,no
221,464,12,65,0,-1,0,services,married,secondary,no,no,no,cellular,may,unknown,0,no
222,2851,20,281,6,0,0,technician,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
223,596,9,45,3,-1,0,technician,single,secondary,no,yes,no,unknown,aug,unknown,0,no
224,91,6,97,0,0,0,housemaid,single,tertiary,no,no,no,unknown,may,unknown,0,no
225,-110,20,503,3,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
226,2668,20,135,3,0,0,blue-collar,single,primary,no,yes,yes,cellular,jul,unknown,0,no
227,305,18,104,0,221,1,entrepreneur,married,secondary,no,no,no,cellular,nov,failure,0,no
228,1321,17,231,1,0,0,management,single,unknown,no,yes,yes,cellular,apr,unknown,0,no
229,993,5,141,1,-1,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,0,no
230,277,2,347,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
231,180,5,149,1,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
232,469,28,192,0,-1,0,admin.,single,secondary,no,no,no,cellular,apr,unknown,0,yes
233,418,27,864,3,0,0,housemaid,single,secondary,no,no,no,cellular,jan,unknown,0,no
234,-420,28,56,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
235,1472,14,30,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
236,381,5,179,3,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
237,950,30,84,2,0,0,entrepreneur,married,secondary,no,no,no,cellular,jan,unknown,0,no
238,2734,11,97,1,0,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
239,322,29,120,1,338,1,technician,married,secondary,no,no,no,cellular,dec,failure,0,no
240,96,2,271,0,-1,0,management,divorced,secondary,no,yes,no,cellular,jun,unknown,0,no
241,352,4,69,2,-1,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
242,163,29,121,1,0,0,retired,married,primary,no,no,no,cellular,apr,unknown,0,no
243,535,29,212,1,0,0,services,single,secondary,no,yes,no,telephone,may,unknown,0,no
244,40,14,117,3,-1,0,retired,divorced,secondary,no,no,no,cellular,jul,unknown,0,no
245,850,5,955,2,-1,0,blue-collar,divorced,secondary,no,no,yes,cellular,may,unknown,0,no
246,61,20,116,1,-1,0,housemaid,married,secondary,no,no,no,cellular,jan,unknown,0,no
247,2377,5,161,2,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
248,401,20,9,2,-1,0,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,0,no
249,1505,28,90,0,0,0,management,divorced,tertiary,no,no,no,telephone,jan,unknown,0,no
250,100,20,97,3,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
251,2818,21,336,3,0,0,self-employed,married,tertiary,no,no,no,cellular,may,unknown,0,no
252,401,18,237,1,-1,0,retired,married,secondary,no,yes,no,unknown,may,unknown,0,no
253,-265,28,115,1,0,0,retired,married,tertiary,no,yes,no,unknown,may,unknown,0,no
254,220,4,56,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,0,no
255,232,4,180,1,-1,0,unemployed,married,secondary,no,yes,no,cellular,may,unknown,0,no
256,-295,20,69,5,0,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
257,1763,19,1189,0,0,0,management,single,tertiary,no,yes,no,cellular,nov,unknown,0,yes
258,312,20,62,2,-1,0,blue-collar,single,primary,no,no,yes,unknown,apr,unknown,0,no
259,411,20,311,0,0,0,housemaid,married,secondary,no,no,no,unknown,may,unknown,0,no
260,66,26,81,5,0,0,management,single,tertiary,no,no,no,cellular,feb,unknown,0,yes
261,445,30,273,5,-1,0,blue-collar,single,primary,no,no,yes,cellular,apr,unknown,0,no
262,392,19,102,3,0,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
263,3062,19,130,3,-1,0,retired,married,secondary,no,yes,no,cellular,jun,unknown,0,no
264,1721,2,153,2,-1,0,management,married,tertiary,no,yes,no,cellular,apr,unknown,0,no
265,0,13,39,1,0,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
266,301,5,311,2,-1,0,admin.,married,tertiary,no,no,no,unknown,jun,unknown,0,no
267,636,3,123,2,0,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
268,117,18,94,0,38,3,management,single,tertiary,no,no,no,cellular,dec,failure,0,no
269,-42,13,138,0,0,0,services,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
270,242,11,202,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
271,-116,5,311,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
272,255,19,368,2,178,1,management,married,secondary,no,yes,no,cellular,may,failure,0,no
273,2499,19,69,1,178,3,blue-collar,married,primary,no,yes,no,cellular,apr,other,0,no
274,165,27,174,3,-1,0,blue-collar,married,unknown,no,yes,no,telephone,jun,unknown,0,no
275,1221,5,96,5,0,0,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
276,4947,13,95,1,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
277,130,5,161,0,-1,0,admin.,single,secondary,no,yes,no,cellular,jun,unknown,0,no
278,575,26,79,1,-1,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,0,no
279,6101,28,182,3,-1,0,blue-collar,single,secondary,no,yes,no,telephone,jul,unknown,0,no
280,264,14,203,0,333,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
281,5132,5,484,3,-1,0,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,0,yes
282,3987,19,137,0,320,1,admin.,married,secondary,no,yes,no,cellular,aug,failure,0,no
283,-308,6,76,6,-1,0,retired,divorced,secondary,no,no,yes,cellular,jul,unknown,0,no
284,100,20,102,2,0,0,technician,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
285,-95,19,138,3,-1,0,admin.,married,secondary,no,yes,no,cellular,jul,unknown,0,no
286,186,3,325,1,-1,0,management,single,secondary,no,no,no,cellular,feb,unknown,0,no
287,5519,5,105,0,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,0,no
288,3000,19,899,4,-1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,0,no
289,-163,15,34,6,0,0,unknown,married,secondary,no,yes,yes,unknown,may,unknown,0,no
290,191,26,92,0,0,0,self-employed,divorced,secondary,no,no,no,cellular,jan,unknown,0,yes
291,181,28,389,2,-1,0,management,married,tertiary,no,yes,yes,unknown,may,unknown,0,no
292,-312,20,101,0,-1,0,blue-collar,single,unknown,no,no,no,cellular,nov,unknown,0,no
293,5,20,286,5,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
294,1576,19,302,1,341,3,management,married,secondary,no,yes,no,cellular,nov,failure,0,no
295,2664,29,158,0,-1,0,management,divorced,tertiary,no,no,no,telephone,jun,unknown,0,no
296,398,29,230,1,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
297,453,20,84,2,-1,0,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,0,no
298,60,5,101,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
