,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
108,807,11,96,3,-1,0,blue-collar,married,unknown,no,yes,no,cellular,may,unknown,0,no
109,19,13,151,0,0,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
110,228,9,104,2,0,0,technician,married,secondary,no,yes,no,unknown,aug,unknown,0,no
111,2177,4,280,0,-1,0,unemployed,single,secondary,no,no,no,cellular,feb,unknown,0,no
112,-308,11,190,10,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
113,271,1,136,1,0,0,technician,married,tertiary,no,yes,yes,cellular,sep,unknown,0,no
114,145,18,277,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
115,-131,29,120,2,-1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
116,614,5,90,3,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,0,no
117,255,4,433,0,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
118,1202,28,27,15,-1,0,management,married,tertiary,no,no,no,telephone,jul,unknown,0,no
119,196,30,59,2,-1,0,admin.,single,unknown,no,yes,no,cellular,jul,unknown,0,no
120,1804,5,159,3,-1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0,no
121,229,27,375,5,-1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,0,no
122,216,19,300,1,-1,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
123,5062,28,231,0,0,0,management,married,tertiary,no,no,no,telephone,jan,unknown,0,yes
124,4416,27,134,2,0,0,entrepreneur,married,primary,no,no,no,telephone,jul,unknown,0,no
125,2556,13,141,5,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
126,209,11,190,14,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
127,950,5,245,2,-1,0,admin.,married,secondary,no,yes,no,cellular,jun,unknown,0,no
128,1438,2,72,1,193,1,entrepreneur,married,tertiary,no,yes,no,cellular,nov,failure,0,no
129,81,5,368,1,344,1,management,married,tertiary,no,no,no,cellular,may,failure,0,no
130,351,19,314,3,-1,0,management,married,tertiary,no,yes,no,unknown,jan,unknown,0,no
131,-3,12,342,1,-1,0,services,married,secondary,no,yes,yes,cellular,may,unknown,0,no
132,156,15,52,1,-1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
133,348,1,99,1,-1,0,admin.,single,primary,no,yes,no,unknown,jun,unknown,0,no
134,109,26,183,0,187,1,management,single,tertiary,no,no,no,cellular,jul,success,0,no
135,-726,12,406,3,0,0,blue-collar,married,tertiary,no,no,no,cellular,jun,unknown,0,no
136,-314,7,81,5,-1,0,technician,single,secondary,no,yes,yes,cellular,jul,unknown,0,no
137,-120,19,37,6,-1,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,0,no
138,42,19,150,2,303,1,blue-collar,married,primary,no,yes,no,cellular,apr,failure,0,no
139,116,19,459,0,0,0,retired,married,primary,no,no,no,cellular,jul,unknown,0,yes
140,372,12,389,2,154,1,entrepreneur,single,secondary,no,no,no,cellular,sep,failure,0,yes
141,15,18,55,1,-1,0,management,divorced,tertiary,no,no,no,unknown,jun,unknown,0,no
142,-48,29,730,14,0,0,blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,0,no
143,1122,21,279,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
144,204,30,263,1,345,1,technician,married,secondary,no,no,no,cellular,apr,other,0,no
145,220,11,70,2,165,3,management,single,tertiary,no,no,no,cellular,feb,success,0,yes
146,3011,29,300,3,0,0,management,single,tertiary,no,no,yes,unknown,may,unknown,0,no
147,-700,19,516,7,-1,0,unknown,married,unknown,no,no,yes,cellular,jul,unknown,0,no
148,14,19,190,2,92,3,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
149,190,22,152,1,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
150,305,10,92,1,0,0,management,married,tertiary,no,no,yes,cellular,jan,unknown,0,no
151,558,26,350,2,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,yes
152,365,20,720,3,-1,0,management,single,tertiary,no,no,no,cellular,nov,unknown,0,no
153,329,11,173,3,-1,0,blue-collar,married,primary,no,yes,no,cellular,jun,unknown,0,no
154,6576,15,89,0,208,2,management,single,primary,no,no,no,cellular,nov,failure,0,no
155,198,2,105,1,-1,0,unemployed,divorced,secondary,no,no,no,cellular,feb,unknown,0,no
156,1258,30,194,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
157,52,2,384,0,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
158,37,6,185,3,0,0,self-employed,single,tertiary,no,no,no,cellular,aug,unknown,0,no
159,-250,22,64,1,0,0,management,married,secondary,no,no,no,cellular,jul,unknown,0,no
160,13893,4,260,3,0,0,management,single,tertiary,no,no,no,cellular,jun,unknown,0,no
161,621,15,56,1,-1,0,management,single,tertiary,no,no,no,cellular,sep,unknown,0,no
162,141,1,189,0,0,0,services,single,secondary,no,yes,yes,cellular,jun,unknown,0,no
163,296,12,102,0,-1,0,unemployed,married,secondary,no,no,no,cellular,jul,unknown,0,no
164,-425,19,218,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
165,385,10,133,1,-1,0,management,married,tertiary,no,yes,no,cellular,feb,unknown,0,yes
166,-52,5,158,2,0,0,management,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
167,254,1,104,1,110,1,management,married,tertiary,no,no,no,cellular,dec,failure,0,no
168,2787,28,147,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
169,2130,7,50,0,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
170,2749,1,344,0,-1,0,unemployed,single,secondary,no,yes,no,cellular,feb,unknown,0,no
171,490,30,168,2,-1,0,services,single,unknown,no,yes,no,cellular,jul,unknown,0,no
172,29,15,170,0,0,0,technician,married,secondary,no,no,yes,cellular,jul,unknown,0,no
173,106,5,113,1,-1,0,retired,married,tertiary,no,no,no,cellular,aug,unknown,0,no
174,2515,13,292,1,0,0,blue-collar,married,tertiary,no,yes,no,cellular,may,unknown,0,no
175,152,29,1004,1,-1,0,housemaid,single,secondary,no,yes,yes,cellular,may,unknown,0,yes
176,29,4,90,0,0,0,self-employed,single,secondary,no,no,no,cellular,jul,unknown,0,yes
177,410,12,552,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
178,236,13,13,12,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
179,190,4,24,1,-1,0,retired,married,primary,no,no,no,unknown,may,unknown,0,no
180,129,1,327,1,161,1,services,single,tertiary,no,yes,no,cellular,dec,other,0,no
181,440,14,19,1,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
182,-94,26,356,2,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
183,2008,28,84,11,0,0,admin.,single,secondary,no,no,no,cellular,jan,unknown,0,no
184,354,30,586,1,198,1,management,married,tertiary,no,no,no,cellular,sep,success,0,yes
185,336,5,143,0,336,1,admin.,single,primary,no,yes,no,cellular,may,failure,0,no
186,37,29,245,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,0,no
187,168,31,279,1,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
188,642,11,89,3,286,1,admin.,married,tertiary,no,yes,no,cellular,may,other,0,no
189,142,15,74,2,0,0,technician,married,secondary,no,yes,yes,cellular,may,unknown,0,yes
190,180,19,35,9,-1,0,technician,married,secondary,no,yes,yes,cellular,aug,unknown,0,no
191,-245,19,590,5,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
192,-300,19,110,1,-1,0,housemaid,married,tertiary,no,no,no,cellular,oct,unknown,0,no
193,1382,12,77,0,-1,0,management,single,secondary,no,no,no,cellular,jul,unknown,0,no
194,511,11,118,0,0,0,blue-collar,single,tertiary,no,yes,yes,unknown,jan,unknown,0,no
195,3005,18,639,2,-1,0,unemployed,single,primary,no,no,no,unknown,jun,other,0,no
196,68,27,127,3,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
197,0,5,250,5,0,0,blue-collar,single,secondary,no,no,no,cellular,aug,unknown,0,no
198,5801,11,112,0,103,1,management,single,tertiary,no,no,no,cellular,nov,failure,0,yes
199,-278,28,1132,6,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
200,17793,18,125,1,108,2,management,married,tertiary,no,yes,no,cellular,nov,success,0,yes
201,-107,29,58,1,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
202,56,5,176,2,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,0,no
203,218,5,258,0,-1,0,entrepreneur,single,secondary,no,no,no,cellular,aug,unknown,0,no
204,2839,27,28,4,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
205,529,15,135,2,-1,0,entrepreneur,married,tertiary,no,no,no,unknown,may,unknown,0,no
206,537,29,70,1,0,0,management,married,secondary,no,yes,no,cellular,nov,unknown,0,no
207,1155,10,913,5,356,3,entrepreneur,married,unknown,no,no,no,cellular,aug,failure,0,no
208,1401,1,125,1,-1,0,unemployed,single,secondary,no,yes,no,unknown,jun,unknown,0,no
209,425,27,472,0,0,0,admin.,married,primary,no,yes,no,unknown,may,unknown,0,no
210,275,7,127,1,-1,0,services,married,secondary,no,yes,yes,cellular,may,unknown,0,no
211,12,11,46,0,-1,0,admin.,single,tertiary,no,no,no,cellular,may,unknown,0,no
212,369,19,77,1,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
213,-12,15,301,1,-1,0,management,married,tertiary,no,no,no,cellular,may,unknown,0,no
214,1575,20,60,3,0,0,technician,married,secondary,no,yes,no,telephone,may,unknown,0,no
215,-238,13,591,5,351,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
216,-38,19,121,1,-1,0,services,divorced,secondary,yes,yes,no,cellular,may,unknown,0,no
217,969,7,132,0,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,0,no
218,-277,20,179,2,-1,0,unknown,married,secondary,no,no,no,cellular,jul,unknown,0,no
219,1562,20,255,1,-1,0,management,divorced,tertiary,no,no,no,cellular,jul,unknown,0,no
220,5622,10,158,0,-1,0,retired,married,primary,no,no,no,telephone,aug,unknown,0,no
221,988,13,141,1,-1,0,retired,married,secondary,no,no,yes,cellular,aug,unknown,0,no
222,603,26,93,2,-1,0,entrepreneur,married,primary,no,no,no,unknown,may,unknown,0,no
223,12867,14,120,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
224,-39,26,49,6,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
225,3757,4,85,1,-1,0,unemployed,single,tertiary,no,no,no,cellular,jun,unknown,0,no
226,28,8,271,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
227,31,29,154,1,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
228,6469,19,76,0,104,2,management,single,secondary,no,no,no,telephone,nov,failure,0,no
229,4703,27,205,2,0,0,technician,single,unknown,no,yes,no,unknown,may,unknown,0,no
230,1726,15,152,2,156,2,student,married,tertiary,no,no,no,cellular,feb,failure,0,no
231,3515,20,131,0,298,1,admin.,married,secondary,no,yes,no,cellular,apr,failure,0,no
232,-333,29,63,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
233,703,4,130,1,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
234,7,28,230,3,0,0,student,single,secondary,no,yes,no,unknown,may,unknown,0,no
235,167,14,268,1,0,0,technician,married,tertiary,no,no,no,telephone,may,unknown,0,no
236,1237,28,579,1,0,0,housemaid,single,secondary,no,no,no,cellular,jan,unknown,0,no
237,673,28,96,2,0,0,technician,married,secondary,no,yes,no,cellular,jan,unknown,0,no
238,349,18,404,2,-1,0,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,0,yes
239,4673,10,216,2,0,0,retired,married,tertiary,no,no,no,cellular,aug,unknown,0,no
240,902,11,180,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
241,589,20,250,2,0,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
242,1530,28,292,3,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
243,632,11,109,1,196,1,blue-collar,married,secondary,no,no,no,cellular,apr,failure,0,no
244,646,30,38,3,-1,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,0,no
245,5393,27,51,1,-1,0,unemployed,married,primary,no,no,no,telephone,oct,unknown,0,no
246,514,19,22,0,-1,0,retired,married,tertiary,no,no,no,unknown,may,unknown,0,no
247,-181,28,397,1,-1,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
248,2010,27,296,3,-1,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
249,143,2,130,6,0,0,technician,married,tertiary,no,yes,no,cellular,jun,unknown,0,no
250,-255,18,621,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
251,1180,3,134,0,-1,0,blue-collar,married,secondary,no,no,no,telephone,may,unknown,0,no
252,1352,15,319,6,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,jan,unknown,0,no
253,198,25,34,1,-1,0,student,single,secondary,no,yes,no,cellular,may,unknown,0,no
254,178,19,167,1,0,0,blue-collar,married,primary,no,no,yes,cellular,aug,unknown,0,no
255,621,16,238,2,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,yes
256,8349,13,148,1,0,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,0,no
257,393,28,56,1,0,0,blue-collar,single,secondary,no,no,yes,cellular,jan,unknown,0,no
258,1134,14,133,5,0,0,technician,married,secondary,no,no,no,cellular,jul,unknown,0,no
259,5644,4,490,0,180,3,retired,married,secondary,no,no,no,cellular,nov,failure,0,yes
260,241,30,299,0,194,2,blue-collar,single,unknown,no,no,no,cellular,jan,failure,0,no
261,376,18,308,0,168,1,management,married,tertiary,no,no,no,cellular,nov,other,0,yes
262,442,6,330,2,-1,0,management,married,tertiary,no,no,no,cellular,feb,unknown,0,no
263,275,2,281,0,-1,0,admin.,married,secondary,no,yes,no,cellular,feb,unknown,0,no
264,117,6,54,2,-1,0,entrepreneur,married,secondary,no,no,yes,cellular,aug,unknown,0,no
265,-181,27,67,5,0,0,blue-collar,single,secondary,no,yes,no,cellular,jan,unknown,0,no
266,4900,19,494,0,198,8,retired,married,tertiary,no,no,no,telephone,oct,success,0,yes
267,99,30,366,1,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,0,yes
268,120,29,427,0,190,0,retired,married,secondary,no,no,yes,cellular,jan,unknown,0,no
269,176,27,66,2,-1,0,admin.,married,primary,yes,no,yes,cellular,aug,unknown,0,no
270,500,18,284,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
271,2992,19,219,0,28,1,housemaid,divorced,secondary,no,no,no,cellular,may,unknown,0,yes
272,110,6,392,3,-1,0,retired,married,primary,no,no,no,cellular,may,unknown,0,no
273,115,30,91,3,0,0,technician,single,primary,no,yes,yes,cellular,jul,unknown,0,no
274,50,12,351,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
275,1712,28,123,5,0,0,services,married,secondary,no,no,no,cellular,jul,unknown,0,no
276,164,3,257,1,-1,0,services,married,secondary,no,no,no,unknown,jun,unknown,0,no
277,111,3,187,0,-1,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,0,no
278,158,28,91,0,-1,0,technician,married,primary,no,no,no,cellular,jul,unknown,0,no
279,-313,12,314,3,-1,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0,no
280,16691,5,212,3,0,0,management,married,tertiary,no,no,no,cellular,may,unknown,0,no
281,106,4,317,0,-1,0,unemployed,married,secondary,no,no,no,unknown,jun,unknown,0,no
282,392,20,199,0,192,3,self-employed,single,secondary,no,yes,no,cellular,dec,other,0,no
283,191,5,392,1,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
284,-261,20,121,4,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
285,42,27,166,4,-1,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,0,no
286,153,1,601,0,-1,0,unemployed,single,secondary,no,no,no,cellular,feb,unknown,0,yes
287,239,19,9,15,0,0,blue-collar,married,primary,no,no,no,cellular,aug,unknown,0,no
288,181,18,298,2,281,2,management,married,tertiary,no,no,yes,cellular,apr,failure,0,no
289,1954,13,131,2,0,0,retired,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
290,27,29,243,0,-1,0,technician,married,secondary,no,no,no,cellular,apr,unknown,0,no
291,-85,17,51,2,0,0,self-employed,married,secondary,yes,yes,no,cellular,may,unknown,0,no
292,-306,11,162,10,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
293,54,10,202,0,-1,0,services,single,tertiary,no,no,no,cellular,jul,unknown,0,no
294,690,2,173,0,-1,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,0,no
295,35,14,94,1,-1,0,retired,married,primary,no,yes,yes,cellular,jul,unknown,0,no
296,274,18,398,2,-1,0,entrepreneur,single,secondary,no,no,no,cellular,apr,unknown,0,no
297,98,21,314,2,0,0,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,0,no
298,419,20,33,0,0,0,blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,0,no
299,208,12,66,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
300,-178,21,338,1,-1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0,yes
