,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
25,1617,15,574,3,-1,0,services,married,secondary,no,yes,yes,cellular,apr,unknown,0,no
26,8618,19,127,3,0,0,blue-collar,married,primary,no,no,no,unknown,jun,unknown,0,no
27,107,19,113,5,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
28,238,27,276,17,-1,0,housemaid,single,secondary,no,yes,no,unknown,may,unknown,0,no
29,211,19,259,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
30,-303,29,113,5,-1,0,housemaid,married,secondary,no,yes,no,unknown,may,unknown,0,no
31,38,14,289,4,-1,0,housemaid,single,secondary,no,no,no,cellular,jul,unknown,0,no
32,-21,4,97,0,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
33,195,5,140,1,-1,0,management,married,tertiary,no,no,no,unknown,may,unknown,0,no
34,17972,20,126,1,-1,0,management,married,tertiary,no,no,no,cellular,may,unknown,0,yes
35,1775,19,18,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
36,4266,5,141,1,-1,0,admin.,married,tertiary,no,no,no,cellular,aug,unknown,0,no
37,288,4,284,0,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
38,685,16,226,1,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,0,no
39,344,15,152,2,100,3,self-employed,single,tertiary,no,yes,no,cellular,jun,failure,0,no
40,88,4,280,0,-1,0,services,married,secondary,no,yes,no,unknown,jun,other,0,no
41,4437,28,245,5,87,8,housemaid,married,primary,no,no,no,cellular,nov,success,0,no
42,4626,5,144,3,-1,0,blue-collar,married,secondary,no,no,no,cellular,oct,unknown,0,no
43,121,27,89,2,0,0,technician,single,secondary,no,no,yes,telephone,jun,unknown,0,no
44,10866,20,215,3,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
45,139,27,195,0,-1,0,services,single,secondary,no,no,no,cellular,apr,unknown,0,yes
46,-110,14,29,2,-1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0,no
47,1065,18,1116,1,-1,0,management,married,tertiary,no,no,no,cellular,may,unknown,0,yes
48,580,28,319,1,-1,0,management,married,tertiary,no,no,no,cellular,jan,unknown,0,yes
49,-3,19,326,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
50,8518,14,360,2,-1,0,unemployed,single,unknown,no,yes,no,unknown,may,unknown,0,no
51,109,20,165,5,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
52,6411,11,159,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
53,1546,21,19,1,0,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,0,no
54,-58,11,159,2,-1,0,blue-collar,married,tertiary,no,no,yes,cellular,aug,unknown,0,no
55,200,2,144,1,0,0,admin.,single,secondary,no,no,no,cellular,feb,unknown,0,no
56,161,1,126,1,-1,0,management,married,secondary,yes,no,yes,cellular,mar,unknown,0,yes
57,301,5,556,3,0,0,services,married,unknown,no,no,no,telephone,jun,unknown,0,no
58,514,20,4,3,0,0,unemployed,single,secondary,no,yes,no,unknown,may,unknown,0,no
59,251,19,85,5,-1,0,housemaid,married,primary,no,no,no,cellular,aug,unknown,0,no
60,2861,4,262,1,280,1,management,married,tertiary,no,yes,no,cellular,may,failure,0,no
61,220,5,46,1,-1,0,management,single,tertiary,no,no,no,cellular,may,unknown,0,no
62,2126,11,130,1,-1,0,retired,married,secondary,no,no,no,cellular,aug,unknown,0,no
63,1217,26,92,1,0,0,management,married,unknown,no,yes,no,unknown,may,unknown,0,no
64,-26,20,110,5,0,0,admin.,married,secondary,no,no,no,unknown,aug,unknown,0,no
65,640,30,72,3,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
66,272,18,117,5,112,1,management,married,secondary,no,no,no,cellular,nov,failure,0,no
67,265,10,125,1,0,0,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,0,no
68,286,5,243,0,-1,0,technician,divorced,tertiary,no,yes,no,unknown,may,unknown,0,no
69,38,13,259,1,360,1,technician,married,secondary,no,no,yes,cellular,may,failure,0,no
70,1409,12,98,1,116,1,management,married,tertiary,no,yes,no,cellular,may,failure,0,no
71,-310,15,189,2,0,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
72,173,26,157,5,-1,0,management,single,unknown,no,no,yes,telephone,aug,unknown,0,no
73,609,15,553,5,359,14,retired,single,secondary,no,yes,no,cellular,mar,other,0,no
74,176,19,307,2,-1,0,admin.,single,secondary,no,no,no,cellular,jun,unknown,0,no
75,7,16,94,1,-1,0,unemployed,married,unknown,no,no,no,cellular,jul,unknown,0,no
76,503,5,319,1,-1,0,technician,single,secondary,no,yes,no,cellular,apr,unknown,0,yes
77,320,26,52,6,0,0,technician,married,secondary,no,no,no,unknown,may,unknown,0,no
78,263,19,61,2,174,1,admin.,married,primary,no,yes,yes,cellular,nov,other,0,no
79,601,27,1059,1,0,0,management,married,primary,no,yes,no,unknown,may,unknown,0,yes
80,170,19,170,3,0,0,retired,married,secondary,no,no,no,cellular,aug,unknown,0,no
81,4234,16,307,2,310,1,management,married,tertiary,no,yes,no,cellular,apr,failure,0,no
82,1635,12,105,1,-1,0,services,married,secondary,no,no,no,unknown,jun,unknown,0,no
83,249,12,569,1,0,0,admin.,single,secondary,no,yes,no,cellular,jun,unknown,0,no
84,-3,17,99,3,-1,0,blue-collar,married,secondary,yes,yes,no,cellular,jul,unknown,0,no
85,305,10,92,1,0,0,management,married,tertiary,no,no,yes,cellular,jan,unknown,0,no
86,192,3,102,0,-1,0,unknown,married,secondary,no,no,no,unknown,jun,unknown,0,no
87,87,29,136,1,-1,0,services,married,secondary,no,yes,no,cellular,jul,unknown,0,no
88,27,5,125,5,0,0,management,divorced,secondary,no,yes,yes,cellular,may,unknown,0,no
89,3,19,121,1,296,0,management,single,secondary,no,yes,no,cellular,oct,failure,0,no
90,433,4,50,1,285,1,management,married,tertiary,no,no,no,cellular,oct,failure,0,no
91,8507,14,1149,4,0,0,housemaid,married,secondary,no,no,no,unknown,jun,unknown,0,no
92,-673,30,70,3,0,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,0,no
93,31,10,117,1,-1,0,technician,married,secondary,no,no,no,telephone,may,unknown,0,no
94,274,4,325,4,0,0,management,divorced,tertiary,no,no,no,cellular,jul,unknown,0,no
95,63,27,533,1,0,0,management,single,tertiary,no,no,no,cellular,jan,unknown,0,no
96,1837,4,174,1,-1,0,technician,married,secondary,no,no,no,cellular,feb,unknown,0,no
97,3004,27,45,1,-1,0,technician,single,secondary,no,yes,no,cellular,may,unknown,0,no
98,276,21,682,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
99,2287,29,65,3,-1,0,blue-collar,single,primary,no,no,yes,unknown,jun,unknown,0,no
100,2259,14,294,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
101,1416,7,473,0,0,0,admin.,married,secondary,no,no,no,cellular,apr,unknown,0,no
102,2565,10,352,5,203,1,unemployed,single,unknown,no,no,no,cellular,may,other,0,no
103,-267,13,32,2,0,0,technician,married,primary,no,yes,yes,telephone,aug,unknown,0,no
104,907,21,106,1,-1,0,technician,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
105,192,20,136,3,0,0,services,married,secondary,no,yes,no,cellular,jul,unknown,0,no
106,589,2,293,0,77,2,admin.,single,secondary,no,no,no,cellular,jun,success,0,yes
107,1780,19,125,2,97,3,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
108,5763,6,82,0,-1,0,technician,single,tertiary,no,no,no,cellular,jul,unknown,0,yes
109,-167,29,268,3,0,0,management,married,primary,no,no,yes,unknown,may,unknown,0,no
110,257,2,52,15,0,0,management,single,tertiary,no,yes,no,cellular,mar,unknown,0,no
111,130,6,46,1,-1,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
112,1911,7,159,0,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
113,8329,11,119,0,0,0,management,married,primary,no,yes,yes,cellular,may,unknown,0,no
114,2616,19,519,0,-1,0,management,single,tertiary,no,yes,no,cellular,nov,unknown,0,no
115,-148,20,267,2,-1,0,technician,married,tertiary,no,yes,no,cellular,jan,unknown,0,no
116,1168,20,88,2,0,0,management,married,primary,no,yes,yes,cellular,jul,unknown,0,no
117,37,20,139,3,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
118,1088,21,339,2,-1,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
119,321,2,346,1,-1,0,admin.,divorced,tertiary,no,no,no,cellular,feb,unknown,0,yes
120,133,14,93,5,-1,0,housemaid,divorced,tertiary,no,yes,no,cellular,aug,unknown,0,no
121,147,18,143,0,0,0,technician,divorced,secondary,yes,yes,no,cellular,may,unknown,0,no
122,58,10,91,1,-1,0,blue-collar,married,primary,no,no,no,cellular,may,unknown,0,no
123,90,11,147,4,-1,0,technician,married,primary,no,yes,no,unknown,may,unknown,0,no
124,171,18,167,1,0,0,technician,married,tertiary,no,no,no,cellular,nov,unknown,0,no
125,69,6,264,1,360,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
126,1247,26,99,0,-1,0,entrepreneur,divorced,secondary,no,no,no,unknown,jun,unknown,0,no
127,-275,27,242,2,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
128,8459,3,326,1,0,0,admin.,married,secondary,no,no,no,cellular,oct,unknown,0,no
129,162,26,128,0,0,0,technician,married,tertiary,no,yes,no,cellular,may,unknown,0,yes
130,1689,4,340,0,-1,0,unemployed,married,secondary,no,no,no,cellular,feb,unknown,0,no
131,995,20,483,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
132,1577,12,111,1,-1,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0,no
133,1710,5,308,4,0,0,admin.,married,secondary,no,yes,no,telephone,dec,unknown,0,no
134,173,20,920,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
135,457,7,134,0,-1,0,unknown,married,primary,no,no,no,unknown,jun,unknown,0,no
136,1071,2,185,0,0,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,0,no
137,1507,19,232,5,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
138,3671,6,288,2,282,1,management,married,tertiary,no,yes,no,cellular,may,failure,0,no
139,125,11,97,6,0,0,management,divorced,secondary,no,yes,yes,unknown,may,unknown,0,no
140,2725,29,259,1,-1,0,management,married,secondary,no,yes,yes,unknown,may,unknown,0,no
141,243,3,60,1,0,0,services,married,tertiary,no,no,no,telephone,dec,unknown,0,no
142,174,12,325,5,271,12,blue-collar,married,secondary,no,yes,no,cellular,may,success,0,no
143,402,14,54,3,-1,0,technician,married,secondary,no,yes,no,telephone,jul,unknown,0,no
144,70,30,76,5,-1,0,blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,0,no
145,57,4,59,1,0,0,housemaid,married,tertiary,no,yes,yes,cellular,nov,unknown,0,no
146,3081,19,180,2,0,0,management,single,unknown,no,no,no,cellular,jan,unknown,0,no
147,388,4,489,0,-1,0,blue-collar,single,primary,no,yes,no,unknown,jun,unknown,0,no
148,935,30,257,1,-1,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,0,no
149,186,6,150,1,-1,0,entrepreneur,married,unknown,no,no,no,cellular,may,unknown,0,no
150,153,4,42,1,-1,0,unemployed,married,secondary,no,no,no,cellular,feb,unknown,0,no
151,6,15,37,1,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
152,172,27,141,3,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
153,1563,5,92,0,-1,0,retired,married,secondary,no,no,no,unknown,jun,unknown,0,no
154,3356,4,70,1,-1,0,blue-collar,single,primary,no,no,no,unknown,jun,unknown,0,no
155,184,11,153,0,350,1,admin.,married,primary,no,yes,no,cellular,may,failure,0,no
156,34,27,149,0,336,3,entrepreneur,married,primary,no,no,no,cellular,jul,failure,0,no
157,960,28,128,1,-1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
158,135,19,4,16,0,0,self-employed,single,secondary,no,yes,no,cellular,nov,unknown,0,no
159,161,3,167,2,0,0,technician,single,tertiary,no,yes,no,unknown,jun,unknown,0,no
160,1654,19,52,0,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,no
161,5719,20,546,1,0,0,unemployed,married,tertiary,no,no,no,cellular,nov,unknown,0,no
162,630,5,129,0,-1,0,admin.,single,unknown,no,no,no,unknown,jun,unknown,0,no
163,52,7,161,1,0,0,technician,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
164,-21,15,117,4,-1,0,entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,0,no
165,326,5,180,2,-1,0,management,married,primary,no,yes,no,cellular,jun,unknown,0,no
166,-180,2,1772,0,-1,0,blue-collar,divorced,secondary,no,yes,yes,cellular,feb,unknown,0,no
167,49,6,81,1,-1,0,technician,married,secondary,no,no,no,cellular,may,unknown,0,no
168,102,13,299,3,-1,0,housemaid,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
169,1006,19,119,2,0,0,management,married,secondary,no,no,no,cellular,jan,unknown,0,no
170,329,12,247,1,338,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0,no
171,-19,1,46,0,-1,0,admin.,married,secondary,no,yes,yes,unknown,jun,unknown,0,no
172,43,21,235,3,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
173,132,30,161,2,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
174,-282,15,291,3,-1,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0,no
175,-70,12,153,2,0,0,retired,married,secondary,no,yes,no,unknown,may,unknown,0,no
176,482,18,76,3,0,0,self-employed,single,unknown,no,yes,no,unknown,jun,unknown,0,no
177,123,4,163,0,0,0,services,married,secondary,no,yes,no,cellular,nov,unknown,0,no
178,168,28,169,1,-1,0,self-employed,single,tertiary,no,no,no,cellular,aug,unknown,0,no
179,453,21,187,2,-1,0,self-employed,married,tertiary,no,no,no,unknown,jun,unknown,0,no
180,22,20,362,1,0,0,management,married,tertiary,no,no,yes,cellular,nov,unknown,0,no
181,191,15,513,0,0,0,housemaid,married,unknown,no,no,no,unknown,may,unknown,0,no
182,1264,19,83,1,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
183,2972,22,243,4,0,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
184,168,4,118,1,199,1,student,married,secondary,no,no,no,cellular,feb,unknown,0,no
185,556,2,146,0,58,1,management,single,secondary,no,no,no,cellular,may,failure,0,no
186,0,20,112,0,-1,0,management,married,primary,no,no,no,cellular,nov,unknown,0,no
187,2204,4,62,3,-1,0,admin.,married,unknown,no,no,no,unknown,jun,unknown,0,no
188,1439,13,108,0,-1,0,management,married,tertiary,no,no,no,unknown,may,unknown,0,no
189,-15,12,51,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
190,402,27,171,0,351,1,technician,married,tertiary,no,yes,yes,cellular,dec,failure,0,no
191,218,29,149,3,0,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
192,1700,18,227,0,0,0,housemaid,married,tertiary,no,no,no,cellular,nov,unknown,0,no
193,2590,11,165,1,-1,0,retired,married,primary,no,no,no,cellular,aug,unknown,0,no
194,116,7,117,2,-1,0,management,married,secondary,no,yes,yes,cellular,may,unknown,0,no
195,-422,20,274,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
196,2926,27,880,5,204,12,management,single,primary,no,yes,yes,cellular,aug,success,0,yes
197,67,4,147,5,0,0,services,married,secondary,no,yes,no,unknown,jun,unknown,0,no
198,-724,28,406,1,0,0,services,married,secondary,no,yes,yes,unknown,may,unknown,0,no
199,110,27,173,1,0,0,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,0,no
200,570,3,110,1,-1,0,unemployed,divorced,secondary,no,no,no,cellular,feb,unknown,0,no
201,302,11,997,3,-1,0,management,married,secondary,no,no,no,cellular,jan,unknown,0,yes
202,568,11,124,1,0,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
203,213,19,286,2,48,2,admin.,divorced,secondary,no,no,no,cellular,apr,other,0,no
204,92,8,177,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
205,4849,20,35,0,0,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,0,no
206,196,20,74,3,-1,0,housemaid,married,secondary,no,no,no,cellular,aug,unknown,0,no
207,1429,30,306,1,-1,0,technician,married,primary,no,no,no,unknown,jul,unknown,0,no
208,246,13,135,1,-1,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,0,no
209,453,18,271,0,335,3,technician,married,secondary,no,no,yes,cellular,apr,failure,0,no
210,1206,7,298,2,344,1,admin.,married,secondary,no,yes,no,cellular,nov,failure,0,no
211,3018,7,259,2,0,0,technician,married,primary,no,yes,no,unknown,may,unknown,0,no
212,100,20,119,1,-1,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,0,no
213,8373,14,108,1,0,0,blue-collar,divorced,tertiary,no,yes,yes,unknown,may,unknown,0,no
214,637,5,1128,0,-1,0,blue-collar,divorced,tertiary,no,yes,no,cellular,may,unknown,0,yes
215,5035,13,307,2,328,1,admin.,married,secondary,no,yes,no,cellular,apr,failure,0,no
216,130,4,268,0,0,0,housemaid,married,unknown,no,no,no,unknown,feb,unknown,0,no
217,1593,27,106,10,-1,0,blue-collar,single,secondary,no,yes,no,telephone,jul,unknown,0,no
218,146,18,44,2,-1,0,admin.,married,secondary,no,yes,no,cellular,sep,unknown,0,no
219,233,14,164,3,-1,0,services,married,secondary,no,yes,no,cellular,aug,unknown,0,no
220,71,4,99,0,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
221,1697,21,212,1,0,0,technician,married,secondary,no,yes,no,unknown,nov,unknown,0,no
222,224,25,172,1,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,0,no
223,-279,29,15,2,0,0,management,single,secondary,no,yes,no,unknown,jun,unknown,0,no
224,70,19,1232,3,-1,0,self-employed,married,tertiary,no,yes,no,cellular,oct,unknown,0,yes
225,1580,15,293,1,-1,0,retired,single,secondary,no,no,yes,cellular,oct,unknown,0,yes
226,20718,19,313,0,0,0,blue-collar,single,tertiary,no,no,yes,cellular,nov,unknown,0,no
227,-5,28,52,2,286,1,admin.,married,unknown,no,no,yes,cellular,apr,failure,0,no
228,302,4,125,5,-1,0,management,divorced,tertiary,no,yes,no,cellular,may,unknown,0,no
229,-132,21,1238,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
230,1415,19,228,3,0,0,technician,single,secondary,no,no,no,cellular,aug,unknown,0,no
231,234,12,569,3,-1,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
232,341,5,227,3,-1,0,blue-collar,single,secondary,no,no,no,cellular,jan,unknown,0,no
233,159,17,564,1,344,3,blue-collar,single,primary,no,no,yes,telephone,apr,failure,0,yes
234,-137,27,92,1,0,0,retired,married,secondary,no,no,no,unknown,may,unknown,0,no
235,2509,20,165,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
236,477,19,94,1,0,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,0,no
237,178,15,278,2,174,2,admin.,divorced,secondary,no,no,no,cellular,nov,failure,0,no
238,-117,20,360,1,-1,0,self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,0,no
239,146,14,19,5,-1,0,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
240,5259,20,97,0,0,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0,no
241,37,6,344,1,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,0,no
242,309,13,165,5,-1,0,retired,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
243,1928,19,164,0,-1,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
244,8542,14,120,1,0,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
245,-71,21,189,0,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
246,-306,20,286,3,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0,no
247,-181,27,251,1,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
248,1318,26,142,5,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
249,263,20,180,1,0,0,services,divorced,primary,no,yes,no,unknown,jun,unknown,0,no
250,307,29,501,1,-1,0,admin.,married,primary,no,yes,no,unknown,may,unknown,0,no
251,1188,18,60,0,0,0,blue-collar,divorced,tertiary,no,yes,no,unknown,nov,unknown,0,no
252,204,21,138,3,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
253,308,26,67,2,267,1,management,married,tertiary,no,no,no,cellular,oct,failure,0,no
254,1647,28,874,1,0,0,management,single,unknown,no,yes,no,unknown,may,unknown,0,no
255,107,26,249,0,0,0,management,single,tertiary,no,no,no,cellular,may,unknown,0,no
256,3007,11,171,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,0,yes
257,865,12,246,0,0,0,retired,married,primary,no,no,no,telephone,oct,unknown,0,no
258,255,5,183,0,-1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0,no
259,593,5,310,1,-1,0,technician,single,tertiary,no,yes,no,cellular,apr,unknown,0,yes
260,825,20,81,1,-1,0,technician,divorced,tertiary,no,yes,no,cellular,apr,unknown,0,no
261,604,3,199,2,-1,0,student,married,secondary,no,no,no,cellular,oct,unknown,0,no
262,291,30,263,3,-1,0,management,married,secondary,no,no,no,unknown,may,unknown,0,no
263,188,30,560,1,0,0,unknown,single,tertiary,no,no,no,cellular,sep,unknown,0,yes
264,87,17,329,0,0,0,admin.,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
265,197,26,129,12,0,0,admin.,divorced,secondary,no,no,no,cellular,aug,unknown,0,no
266,404,27,150,4,0,0,services,married,secondary,no,no,no,unknown,nov,unknown,0,no
267,353,27,51,0,0,0,technician,married,secondary,no,no,no,cellular,jan,unknown,0,no
268,678,6,243,1,0,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
269,-230,22,103,1,-1,0,technician,divorced,secondary,no,no,no,unknown,may,unknown,0,no
270,4362,21,28,0,-1,0,housemaid,married,primary,no,yes,no,cellular,nov,unknown,0,no
271,-266,11,27,0,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
272,168,8,284,1,358,1,self-employed,single,tertiary,yes,yes,no,cellular,may,success,0,no
273,285,20,51,1,317,1,technician,married,secondary,no,yes,yes,cellular,apr,failure,0,no
274,-289,19,158,3,-1,0,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,0,yes
275,42,7,327,1,332,0,blue-collar,single,secondary,no,yes,no,cellular,may,other,0,no
276,-307,12,104,3,0,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
277,478,27,220,1,0,0,blue-collar,single,secondary,no,no,yes,cellular,jan,unknown,0,no
278,8633,18,126,1,0,0,student,married,primary,no,yes,yes,unknown,may,unknown,0,no
279,1449,11,289,2,169,1,unemployed,single,secondary,no,yes,no,cellular,jun,other,0,no
280,97,7,216,2,-1,0,management,single,tertiary,yes,yes,yes,cellular,jul,unknown,0,no
281,-53,25,57,2,282,1,self-employed,married,unknown,yes,no,no,cellular,oct,unknown,0,no
282,1577,18,105,1,-1,0,self-employed,married,tertiary,no,yes,no,unknown,may,unknown,0,no
283,1155,4,133,2,212,1,blue-collar,married,tertiary,no,yes,no,cellular,feb,success,0,no
284,29,30,182,1,0,0,technician,married,secondary,no,no,no,cellular,jan,unknown,0,no
285,167,10,273,0,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
286,599,11,147,0,0,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,0,no
287,129,20,98,4,-1,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
288,87,6,343,0,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
289,49,6,895,2,-1,0,admin.,married,tertiary,no,yes,no,cellular,aug,unknown,0,yes
290,163,13,183,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
291,3800,19,131,1,180,0,management,married,tertiary,no,yes,no,cellular,nov,failure,0,no
292,113,4,90,0,0,0,housemaid,single,tertiary,no,no,no,cellular,feb,unknown,0,no
293,138,18,4,3,-1,0,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,0,no
294,138,5,378,6,-1,0,management,single,primary,no,yes,no,unknown,may,unknown,0,no
295,523,4,484,1,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
296,100,14,317,1,373,3,admin.,married,secondary,no,yes,no,cellular,may,failure,0,no
297,84,25,122,0,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
298,4284,14,128,2,-1,0,admin.,divorced,secondary,no,no,no,unknown,nov,unknown,0,no
