,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
45,1931,2,137,1,310,1,services,married,tertiary,no,yes,no,cellular,may,failure,0,no
46,261,11,150,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
47,581,27,908,1,-1,0,management,single,tertiary,no,yes,no,cellular,jan,unknown,0,yes
48,22,30,356,1,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,yes
49,1222,28,341,1,0,0,technician,married,secondary,no,no,no,cellular,jan,unknown,0,no
50,198,14,108,1,0,0,technician,married,unknown,no,no,no,telephone,may,unknown,0,no
51,3012,26,319,1,62,1,management,single,tertiary,no,no,no,cellular,nov,other,0,no
52,565,12,279,2,-1,0,blue-collar,married,primary,no,no,no,cellular,may,unknown,0,no
53,-22,13,309,0,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
54,2522,14,116,0,0,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
55,577,16,311,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
56,464,29,164,1,335,1,technician,married,secondary,no,no,no,cellular,apr,failure,0,yes
57,1415,30,174,0,-1,0,services,married,tertiary,no,no,no,cellular,apr,unknown,0,no
58,595,3,145,3,0,0,technician,married,tertiary,no,no,no,unknown,feb,unknown,0,no
59,565,11,298,1,-1,0,technician,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
60,51,20,253,2,0,0,technician,single,secondary,no,no,yes,cellular,aug,unknown,0,yes
61,243,2,178,1,-1,0,technician,single,tertiary,no,yes,no,cellular,may,unknown,0,no
62,1643,5,146,0,94,3,management,married,tertiary,no,yes,no,cellular,feb,failure,0,no
63,172,13,268,1,0,0,technician,married,tertiary,no,no,no,cellular,nov,unknown,0,no
64,31,30,209,1,0,0,retired,married,tertiary,no,no,no,cellular,jul,unknown,0,no
65,257,11,79,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
66,266,26,119,14,0,0,retired,married,secondary,no,no,no,telephone,sep,unknown,0,no
67,155,22,322,0,-1,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,0,no
68,390,16,265,1,0,0,blue-collar,single,unknown,no,yes,no,unknown,may,unknown,0,no
69,-310,19,721,3,-1,0,entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
70,-83,19,167,0,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
71,2967,21,51,3,-1,0,admin.,married,secondary,no,no,no,cellular,jul,unknown,0,no
72,461,2,24,0,-1,0,admin.,divorced,secondary,no,no,no,cellular,feb,unknown,0,no
73,208,2,534,0,80,1,unemployed,single,secondary,no,yes,no,cellular,nov,success,0,no
74,-536,22,310,1,105,1,blue-collar,single,secondary,yes,yes,no,cellular,apr,success,0,yes
75,4869,20,592,5,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,0,no
76,1801,20,556,1,0,0,admin.,married,secondary,no,no,no,cellular,nov,unknown,0,no
77,10,4,18,5,-1,0,technician,married,primary,no,yes,no,unknown,jun,unknown,0,no
78,102,30,8,2,0,0,technician,married,secondary,no,no,no,unknown,sep,unknown,0,no
79,1472,1,242,1,-1,0,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,0,no
80,1461,8,108,0,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
81,148,20,76,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
82,51,25,155,1,-1,0,admin.,single,secondary,yes,no,no,cellular,dec,unknown,0,no
83,-31,20,294,2,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
84,272,4,171,3,199,1,admin.,married,secondary,no,no,no,cellular,feb,other,0,no
85,237,6,102,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
86,14,27,79,1,0,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
87,2463,19,161,0,0,0,technician,married,tertiary,no,no,no,unknown,jun,unknown,0,no
88,2501,18,72,1,0,0,services,married,secondary,no,no,no,telephone,may,unknown,0,no
89,67,5,202,0,-1,0,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0,no
90,-133,27,338,2,0,0,management,single,tertiary,no,yes,no,unknown,aug,unknown,0,no
91,1626,6,94,5,-1,0,technician,single,tertiary,no,yes,no,cellular,may,unknown,0,no
92,2302,1,289,10,0,0,admin.,married,tertiary,no,no,no,unknown,jun,unknown,0,no
93,6288,17,329,2,0,0,admin.,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
94,82,8,17,15,0,0,entrepreneur,married,primary,no,yes,no,telephone,jul,unknown,0,no
95,291,17,329,0,0,0,admin.,married,secondary,no,yes,no,cellular,apr,unknown,0,no
96,8590,20,97,1,0,0,management,married,tertiary,no,yes,no,cellular,apr,unknown,0,yes
97,1209,25,2,1,130,7,services,married,tertiary,no,yes,no,cellular,feb,other,0,no
98,102,26,277,1,0,0,management,single,tertiary,no,no,no,cellular,jan,unknown,0,no
99,114,18,105,3,-1,0,admin.,divorced,secondary,no,yes,no,cellular,nov,success,0,no
100,255,18,379,1,241,1,self-employed,married,secondary,no,no,no,cellular,nov,unknown,0,no
101,597,14,226,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
102,932,5,34,0,-1,0,blue-collar,married,unknown,no,no,no,unknown,may,unknown,0,no
103,112,5,67,0,0,0,admin.,single,unknown,no,no,no,unknown,jun,unknown,0,no
104,307,3,113,0,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,no
105,0,15,38,10,-1,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,0,no
106,151,27,861,3,-1,0,blue-collar,married,secondary,no,yes,no,telephone,may,unknown,0,no
107,180,11,128,2,0,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
108,150,29,285,1,-1,0,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,0,no
109,205,2,909,5,0,0,blue-collar,single,secondary,no,yes,yes,telephone,apr,unknown,0,no
110,1100,28,218,1,0,0,technician,married,secondary,no,no,no,cellular,jan,unknown,0,no
111,3027,6,341,3,0,0,admin.,single,unknown,no,yes,no,cellular,feb,unknown,0,yes
112,116,5,120,1,0,0,services,married,tertiary,no,no,no,cellular,may,unknown,0,no
113,819,4,145,0,0,0,management,single,tertiary,no,no,no,cellular,apr,unknown,0,no
114,1164,20,128,1,0,0,unknown,married,tertiary,no,no,no,cellular,sep,unknown,0,yes
115,502,20,558,1,0,0,housemaid,single,secondary,no,no,no,unknown,may,unknown,0,yes
116,307,4,49,10,-1,0,management,married,tertiary,no,yes,no,unknown,jun,unknown,0,no
117,2462,5,346,0,-1,0,unemployed,single,secondary,no,yes,no,cellular,feb,unknown,0,no
118,30,16,242,4,-1,0,admin.,married,secondary,no,yes,yes,cellular,may,unknown,0,no
119,265,25,27,2,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0,no
120,120,6,70,0,-1,0,management,married,tertiary,no,yes,no,unknown,aug,unknown,0,no
121,1,20,505,1,-1,0,technician,single,secondary,no,yes,yes,cellular,may,unknown,0,yes
122,76,8,1017,0,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0,yes
123,525,5,641,0,-1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
124,320,6,85,0,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
125,240,8,347,0,318,1,student,single,tertiary,no,no,no,cellular,oct,success,0,no
126,2120,20,228,1,0,0,management,married,tertiary,no,no,no,cellular,apr,unknown,0,yes
127,38,30,72,4,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
128,640,5,42,0,-1,0,technician,single,secondary,no,no,no,cellular,dec,unknown,0,yes
129,-182,14,125,5,-1,0,technician,married,primary,no,no,no,cellular,jul,unknown,0,no
130,420,18,183,1,-1,0,retired,single,unknown,no,no,yes,cellular,aug,unknown,0,no
131,283,14,178,0,82,1,admin.,married,tertiary,no,yes,no,cellular,aug,failure,0,no
132,-54,8,658,1,-1,0,retired,married,primary,no,no,no,cellular,sep,unknown,0,no
133,72,10,90,1,-1,0,management,married,tertiary,no,no,no,telephone,jul,unknown,0,no
134,180,1,279,0,-1,0,admin.,married,secondary,no,yes,no,cellular,jun,unknown,0,no
135,-71,15,349,1,353,1,management,married,tertiary,no,no,no,cellular,may,failure,0,yes
136,-165,14,28,1,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0,no
137,-31,15,54,0,239,1,entrepreneur,single,secondary,no,yes,no,cellular,jun,failure,0,no
138,76,6,120,0,-1,0,unknown,married,secondary,no,yes,no,cellular,mar,unknown,0,no
139,3309,20,451,2,0,0,technician,married,primary,no,yes,no,cellular,jul,unknown,0,no
140,403,19,70,2,0,0,management,married,tertiary,no,no,yes,unknown,jun,unknown,0,no
141,503,4,324,1,362,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0,no
142,303,27,63,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
143,150,5,116,1,-1,0,retired,married,tertiary,no,no,no,telephone,may,unknown,0,no
144,8690,5,103,2,0,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
145,4956,19,76,1,0,0,admin.,divorced,tertiary,no,no,no,cellular,nov,unknown,0,no
146,212,6,858,0,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,0,no
147,2213,1,502,2,189,3,admin.,single,tertiary,no,yes,no,cellular,apr,failure,0,yes
148,569,6,501,0,184,1,management,married,tertiary,no,yes,no,cellular,may,failure,0,no
149,15,2,88,1,-1,0,unemployed,divorced,secondary,no,no,no,cellular,feb,unknown,0,no
150,5419,14,48,6,353,3,management,married,secondary,no,yes,no,telephone,may,failure,0,no
151,130,19,154,1,-1,0,retired,married,secondary,no,no,no,cellular,jul,unknown,0,no
152,-72,22,248,3,-1,0,technician,married,secondary,no,no,no,unknown,jun,unknown,0,no
153,319,28,252,1,-1,0,admin.,married,primary,no,yes,yes,cellular,jan,unknown,0,no
154,283,4,902,1,-1,0,admin.,married,tertiary,no,no,no,cellular,feb,unknown,0,yes
155,175,5,576,1,0,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
156,107,30,41,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
157,1836,27,81,5,0,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
158,199,14,174,1,0,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,0,no
159,395,6,204,1,-1,0,unemployed,married,secondary,no,no,no,cellular,feb,unknown,0,no
160,963,21,77,0,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,0,no
161,6,21,436,0,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
162,585,1,158,0,-1,0,blue-collar,married,tertiary,no,no,no,cellular,oct,unknown,0,no
163,-192,28,186,0,-1,0,blue-collar,married,primary,no,no,yes,cellular,jan,unknown,0,no
164,117,19,195,2,110,1,entrepreneur,married,tertiary,no,no,no,cellular,nov,success,0,no
165,161,29,157,1,0,0,management,single,tertiary,no,no,no,cellular,jan,unknown,0,no
166,1669,18,116,6,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0,no
167,277,4,398,3,-1,0,unknown,married,primary,no,no,yes,unknown,jul,unknown,0,no
168,8605,5,108,2,0,0,management,married,tertiary,no,no,yes,cellular,jul,unknown,0,no
169,282,21,120,0,-1,0,admin.,single,secondary,no,no,no,unknown,may,unknown,0,no
170,4738,19,56,1,0,0,student,married,secondary,no,yes,no,cellular,nov,unknown,0,no
171,-725,6,272,1,0,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0,no
172,459,6,77,0,-1,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,0,no
173,1467,20,21,0,-1,0,blue-collar,single,primary,no,no,no,unknown,jun,unknown,0,no
174,1500,1,208,1,-1,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,0,no
175,-38,28,140,5,0,0,services,married,secondary,no,no,yes,cellular,jul,unknown,0,no
176,0,27,56,16,-1,0,entrepreneur,divorced,secondary,no,yes,no,cellular,jul,unknown,0,no
177,7510,21,168,0,69,3,technician,married,tertiary,no,no,no,cellular,may,unknown,0,no
178,553,4,38,1,-1,0,management,single,unknown,no,no,no,cellular,mar,unknown,0,no
179,1801,3,260,1,-1,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,yes
180,17,12,146,0,0,0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,0,no
181,221,18,38,2,-1,0,management,single,secondary,no,yes,no,cellular,feb,unknown,0,no
182,-144,2,116,0,-1,0,unemployed,divorced,secondary,no,no,no,unknown,jun,unknown,0,no
183,4664,29,85,2,0,0,admin.,divorced,secondary,no,yes,no,cellular,jan,unknown,0,no
184,1433,15,304,5,-1,0,blue-collar,single,secondary,no,yes,no,unknown,apr,unknown,0,no
185,89,21,103,3,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0,no
186,160,27,111,6,0,0,blue-collar,single,secondary,no,no,yes,cellular,aug,unknown,0,no
187,85,21,223,3,-1,0,admin.,married,unknown,no,yes,no,cellular,jul,unknown,0,no
188,218,4,721,10,-1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
189,99,12,232,5,183,3,management,single,tertiary,no,no,no,cellular,may,success,0,no
190,127,5,571,1,372,1,admin.,married,primary,no,yes,no,cellular,may,success,0,no
191,129,2,331,0,194,1,management,married,secondary,no,no,no,cellular,jun,other,0,no
192,24,28,144,0,-1,0,management,married,tertiary,no,no,no,cellular,jan,unknown,0,no
193,-305,15,328,1,-1,0,student,married,secondary,no,no,yes,cellular,apr,unknown,0,yes
194,1419,20,120,0,0,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,0,no
195,1256,20,36,1,-1,0,management,divorced,tertiary,no,yes,no,telephone,nov,unknown,0,no
196,5217,29,107,0,-1,0,unknown,divorced,secondary,no,yes,no,unknown,aug,unknown,0,no
197,632,25,946,1,-1,0,admin.,single,secondary,no,no,no,cellular,aug,unknown,0,no
198,360,28,105,3,0,0,admin.,married,secondary,no,no,no,cellular,aug,unknown,0,no
199,95,27,141,1,103,1,technician,single,secondary,no,no,no,cellular,feb,failure,0,no
200,81,27,167,1,-1,0,services,divorced,primary,no,yes,no,unknown,may,unknown,0,no
201,-73,2,19,0,-1,0,technician,married,primary,no,yes,no,unknown,jul,unknown,0,no
202,456,7,465,1,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,0,yes
203,692,12,402,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,0,no
204,-260,6,65,0,-1,0,admin.,single,secondary,no,no,yes,cellular,jun,unknown,0,no
205,3015,14,169,2,0,0,housemaid,married,primary,no,no,no,telephone,jul,unknown,0,no
206,5360,20,45,4,-1,0,blue-collar,single,secondary,no,yes,no,telephone,jul,unknown,0,no
207,168,27,98,0,-1,0,self-employed,single,tertiary,no,no,no,unknown,jan,unknown,0,no
208,325,5,272,2,-1,0,student,single,secondary,no,no,no,cellular,feb,unknown,0,yes
209,1391,11,112,1,0,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,0,no
210,102,17,32,0,0,0,management,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
211,1315,19,107,1,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
212,2297,6,41,3,-1,0,technician,divorced,secondary,no,yes,no,cellular,may,unknown,0,no
213,270,5,115,5,-1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,0,no
214,2490,27,76,0,-1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0,no
215,-293,20,302,2,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
216,-218,12,341,2,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0,no
217,224,11,226,2,-1,0,technician,married,primary,no,yes,no,unknown,may,unknown,0,no
218,3145,19,230,0,210,1,entrepreneur,married,tertiary,no,no,no,cellular,jun,failure,0,no
219,2972,30,406,0,0,0,self-employed,single,primary,no,no,no,cellular,jul,unknown,0,no
220,6198,19,128,1,0,0,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,0,no
221,172,21,168,1,-1,0,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
222,299,6,297,0,-1,0,entrepreneur,single,secondary,no,no,no,cellular,aug,unknown,0,yes
223,-19,5,492,0,0,0,student,single,secondary,no,no,no,unknown,may,unknown,0,no
224,59,10,97,0,84,1,management,single,tertiary,no,no,no,cellular,may,success,0,yes
225,927,6,185,14,0,0,retired,married,primary,no,no,no,cellular,aug,unknown,0,no
226,85,6,64,1,-1,0,management,single,tertiary,no,no,no,cellular,may,unknown,0,no
227,95,2,157,5,0,0,technician,single,primary,no,yes,no,cellular,mar,unknown,0,no
228,176,5,310,2,-1,0,blue-collar,single,secondary,no,no,no,cellular,feb,unknown,0,no
229,312,28,241,0,0,0,entrepreneur,single,secondary,no,no,no,cellular,jan,unknown,0,no
230,-166,26,35,2,-1,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,0,no
231,130,20,161,0,0,0,blue-collar,married,primary,no,yes,yes,unknown,jun,unknown,0,no
232,1015,26,535,1,189,9,admin.,single,secondary,no,no,no,cellular,may,other,0,no
233,-173,26,373,2,0,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
234,3783,21,495,1,0,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,0,no
235,537,21,172,0,-1,0,blue-collar,married,unknown,no,no,no,cellular,apr,unknown,0,no
236,210,3,329,5,0,0,management,single,tertiary,no,no,no,cellular,jul,unknown,0,no
237,-91,1,18,3,-1,0,admin.,divorced,secondary,no,no,no,cellular,jul,unknown,0,no
238,163,4,107,3,0,0,management,single,tertiary,no,no,no,cellular,mar,unknown,0,no
239,1449,15,360,1,-1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0,no
240,4610,14,364,4,0,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
241,3759,7,388,1,-1,0,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,0,no
242,127,2,97,0,-1,0,admin.,single,secondary,no,no,no,unknown,jun,unknown,0,no
243,1160,19,108,2,0,0,management,married,secondary,no,no,no,unknown,jun,unknown,0,no
244,277,9,516,3,366,3,entrepreneur,married,secondary,no,yes,no,cellular,may,failure,0,no
245,312,4,460,1,357,4,self-employed,married,unknown,no,yes,no,cellular,may,failure,0,no
246,158,14,48,2,-1,0,management,single,secondary,no,no,no,cellular,feb,unknown,0,no
247,2411,14,292,5,0,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
248,66,5,162,1,-1,0,technician,divorced,secondary,no,no,no,unknown,jun,unknown,0,no
249,997,21,336,6,-1,0,blue-collar,married,unknown,no,no,no,cellular,aug,unknown,0,no
250,117,5,94,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,no
251,93,20,171,0,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,0,no
252,2941,6,352,2,-1,0,technician,single,tertiary,no,yes,no,cellular,jun,unknown,0,no
253,317,6,100,0,-1,0,housemaid,single,secondary,no,yes,no,cellular,jan,unknown,0,no
254,58,31,512,2,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
255,26,5,291,0,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,0,no
256,299,18,104,4,87,3,management,married,tertiary,no,no,no,cellular,nov,success,0,no
257,19,29,236,0,-1,0,admin.,married,primary,no,yes,no,unknown,may,unknown,0,no
258,3040,5,132,0,-1,0,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,0,yes
259,156,5,120,0,0,0,admin.,divorced,tertiary,no,yes,yes,cellular,oct,unknown,0,no
260,-39,19,113,0,0,0,technician,divorced,secondary,yes,yes,no,cellular,may,unknown,0,no
261,1131,12,70,3,-1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
262,620,5,228,1,0,0,admin.,single,tertiary,no,no,no,cellular,jun,unknown,0,no
263,194,20,79,1,324,2,technician,married,secondary,no,yes,yes,cellular,apr,failure,0,no
264,-15,21,98,2,-1,0,entrepreneur,married,tertiary,no,no,yes,cellular,nov,unknown,0,no
265,2006,4,159,1,-1,0,blue-collar,married,tertiary,no,no,no,unknown,jun,unknown,0,no
266,2441,26,533,3,-1,0,unknown,single,secondary,no,yes,no,unknown,may,unknown,0,no
267,1288,11,931,2,0,0,management,divorced,tertiary,no,yes,yes,cellular,may,unknown,0,no
268,366,17,120,1,-1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0,no
269,150,4,286,3,0,0,management,married,tertiary,no,no,no,cellular,jun,unknown,0,no
270,241,6,579,1,359,4,services,married,secondary,no,yes,no,cellular,may,failure,0,no
271,304,19,382,2,158,1,admin.,single,secondary,no,no,no,cellular,feb,failure,0,no
272,234,15,119,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
273,99,8,42,6,-1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0,no
274,30,4,134,2,0,0,management,single,tertiary,no,yes,no,unknown,mar,unknown,0,no
275,60,6,140,1,0,0,services,married,secondary,no,no,no,cellular,may,unknown,0,no
276,-51,30,243,3,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,0,no
277,255,21,191,0,-1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,0,no
278,52,1,329,0,0,0,technician,single,secondary,no,no,no,cellular,feb,unknown,0,yes
279,33,18,42,2,0,0,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,0,no
280,161,27,177,1,0,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
281,25,9,142,2,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0,no
282,1722,18,497,0,-1,0,entrepreneur,divorced,secondary,no,no,no,cellular,nov,unknown,0,no
283,91,3,182,0,-1,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,0,no
284,639,11,155,3,-1,0,housemaid,married,secondary,no,yes,no,telephone,jul,unknown,0,no
285,-59,21,110,3,0,0,retired,married,secondary,yes,yes,no,cellular,jul,unknown,0,no
286,201,27,86,0,0,0,self-employed,single,secondary,no,no,no,cellular,jan,unknown,0,yes
287,1528,27,116,1,0,0,management,single,tertiary,no,yes,no,unknown,may,unknown,0,no
288,-54,8,285,2,-1,0,retired,married,primary,no,yes,yes,cellular,feb,unknown,0,no
289,387,13,163,2,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0,no
290,27,7,203,1,-1,0,management,married,tertiary,no,no,yes,cellular,may,unknown,0,no
291,8546,31,43,4,-1,0,technician,single,secondary,no,no,no,unknown,jul,unknown,0,no
292,40,27,287,2,0,0,admin.,divorced,secondary,no,yes,no,unknown,mar,unknown,0,no
293,263,5,177,2,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
294,379,3,267,3,0,0,technician,married,unknown,no,no,no,cellular,jun,unknown,0,no
295,1138,25,62,3,-1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0,no
296,2137,14,91,1,0,0,management,married,tertiary,no,yes,yes,cellular,may,unknown,0,no
297,920,14,162,2,-1,0,services,married,tertiary,no,yes,no,cellular,aug,unknown,0,no
298,-728,15,721,3,-1,0,entrepreneur,divorced,tertiary,no,yes,no,cellular,jul,unknown,0,no
