age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
48,25 - 45,0,8,0,0,4,-98.89913940429688,13.059868812561035,-159.14004516601562,62.616275787353516,F,1,Male,Other
30,25 - 45,0,1,0,0,0,12.664031982421875,5.240630149841309,427.99322509765625,27.540746688842773,F,0,Male,Other
24,25 - 45,0,1,0,0,1,-60.649322509765625,3.0917716026306152,-151.66156005859375,23.086366653442383,F,0,Female,Other
55,Greater than 45,0,9,0,0,2,-120.81561279296875,11.472167015075684,-168.1181182861328,58.723453521728516,F,1,Male,Other
75,Greater than 45,0,8,0,0,3,-80.25692749023438,12.115934371948242,-169.32566833496094,41.129146575927734,F,1,Male,Caucasian
22,25 - 45,0,3,0,0,0,111.94647216796875,13.426904678344727,1080.7298583984375,32.429100036621094,M,0,Male,Other
25,25 - 45,0,1,0,0,0,-58.437530517578125,3.5462889671325684,-125.62844848632812,21.172359466552734,F,0,Female,Other
50,25 - 45,0,8,0,0,2,-112.9049072265625,12.48279094696045,-147.8255157470703,58.03023147583008,F,1,Male,Other
24,Less than 25,0,2,0,0,0,-65.62210083007812,8.596030235290527,-26.59796142578125,28.22852897644043,M,0,Male,Caucasian
21,Less than 25,0,3,0,4,4,195.3092041015625,20.323774337768555,-146.57203674316406,128.5787811279297,M,1,Male,Caucasian
24,25 - 45,0,1,0,0,0,-56.10662841796875,2.996328592300415,-133.72589111328125,20.457611083984375,F,0,Female,Other
25,25 - 45,0,3,0,0,1,383.8583984375,21.344480514526367,4727.19287109375,55.130897521972656,M,0,Male,Other
27,25 - 45,0,1,0,0,0,-59.72247314453125,4.612766265869141,-64.16935729980469,22.985294342041016,M,0,Female,Other
23,Less than 25,0,2,0,1,3,141.07110595703125,13.865194320678711,-132.07814025878906,79.86136627197266,M,1,Male,Caucasian
27,25 - 45,0,6,0,0,1,409.139892578125,22.695470809936523,5103.89794921875,54.50883102416992,M,0,Male,Caucasian
32,Less than 25,0,2,0,0,0,-20.69757080078125,5.112192630767822,13.108001708984375,30.135963439941406,M,0,Male,Caucasian
29,25 - 45,0,3,0,0,1,196.70867919921875,11.58144760131836,2507.071533203125,46.32569885253906,F,0,Male,Other
24,25 - 45,0,1,0,0,0,-63.538818359375,2.8752593994140625,-124.35400390625,19.908971786499023,F,0,Female,Other
21,Less than 25,0,3,0,0,1,-32.24896240234375,11.780959129333496,-31.698333740234375,29.420761108398438,M,0,Male,Caucasian
76,Greater than 45,0,6,0,0,2,4.859130859375,9.3289155960083,-1.56561279296875,45.121002197265625,M,1,Male,Caucasian
27,25 - 45,0,1,0,0,0,-71.92654418945312,3.617166042327881,-91.81137084960938,22.9435977935791,F,0,Female,Other
25,25 - 45,0,1,0,0,0,-2.7110595703125,4.8172197341918945,179.4661865234375,23.920089721679688,F,0,Female,Other
22,25 - 45,0,1,0,0,0,-37.758880615234375,3.6995081901550293,-144.7521209716797,20.03746223449707,F,0,Female,Other
36,25 - 45,0,7,0,0,5,-82.20498657226562,10.172338485717773,-184.56903076171875,37.772499084472656,F,1,Male,Other
76,Greater than 45,0,8,0,0,3,-89.63238525390625,11.438453674316406,-158.79168701171875,41.50804901123047,F,1,Male,Caucasian
39,25 - 45,0,6,0,0,1,433.972412109375,20.47465705871582,5264.99462890625,66.4771499633789,M,0,Male,Caucasian
47,25 - 45,0,8,0,0,3,-85.37155151367188,12.837300300598145,-65.56156921386719,73.11656951904297,F,1,Male,Other
25,25 - 45,0,1,0,0,0,-75.0784912109375,2.860630989074707,-91.34291076660156,19.323165893554688,F,0,Female,Other
49,Greater than 45,0,6,0,0,1,392.48443603515625,16.808164596557617,4582.14501953125,66.23285675048828,M,0,Male,Caucasian
20,Less than 25,0,3,0,4,5,196.74517822265625,21.40067481994629,-174.38833618164062,138.21633911132812,M,1,Male,Caucasian
22,25 - 45,0,2,0,0,0,-40.813018798828125,8.488312721252441,108.98403930664062,26.423978805541992,M,0,Male,Other
94,Less than 25,8,7,12,6,35,825.473876953125,601.988525390625,7592.6943359375,7604.0,F,0,Male,Caucasian
27,25 - 45,0,3,0,0,1,304.68182373046875,18.392200469970703,4029.42431640625,55.16126251220703,F,0,Male,Other
74,Greater than 45,0,8,0,0,5,-74.95211791992188,15.892139434814453,-189.94894409179688,41.7808952331543,F,1,Male,Caucasian
30,25 - 45,0,6,0,0,1,390.7401123046875,21.35175895690918,4941.7216796875,56.24766540527344,M,0,Male,Caucasian
49,Less than 25,8,5,12,6,35,955.3492431640625,601.997314453125,7585.85595703125,7604.0,F,1,Female,Other
21,Less than 25,0,2,0,0,0,-67.58071899414062,8.239507675170898,-74.17198181152344,24.899301528930664,M,0,Male,Other
20,Less than 25,0,2,0,4,4,179.85650634765625,19.486873626708984,-172.83480834960938,120.97714233398438,M,1,Male,Caucasian
26,25 - 45,0,1,0,0,0,-80.86172485351562,2.761737823486328,-81.60453796386719,19.092016220092773,F,0,Female,Other
24,Less than 25,0,5,0,2,6,139.83868408203125,18.291671752929688,-184.86178588867188,103.98200988769531,M,1,Male,Caucasian
51,Greater than 45,0,8,0,0,2,-121.60604858398438,10.340545654296875,-171.6475067138672,49.73061752319336,F,1,Male,Other
78,Greater than 45,0,9,0,0,4,-88.46676635742188,15.634904861450195,-130.89083862304688,67.73192596435547,F,1,Male,Caucasian
35,25 - 45,0,2,0,0,1,-73.58160400390625,5.511539936065674,10.774383544921875,31.0811824798584,F,1,Male,Other
23,25 - 45,0,1,0,0,0,-59.898162841796875,3.3173770904541016,-124.76852416992188,19.637937545776367,F,0,Female,Other
39,25 - 45,0,6,0,0,2,-94.99411010742188,7.562834739685059,-154.70481872558594,35.84920120239258,F,1,Male,Other
21,Less than 25,0,3,0,0,0,-44.30828857421875,8.358455657958984,-93.52436828613281,28.513612747192383,M,0,Male,Caucasian
25,25 - 45,0,5,0,0,1,358.15570068359375,22.134565353393555,4878.4921875,62.39691162109375,F,0,Male,Other
77,Greater than 45,0,7,0,0,2,9.09234619140625,9.753097534179688,211.9334716796875,46.312782287597656,M,1,Male,Caucasian
27,25 - 45,0,3,0,0,2,-70.91326904296875,5.028592586517334,-164.71238708496094,29.04026985168457,F,1,Female,Other
24,25 - 45,0,6,0,0,1,491.56024169921875,28.88901710510254,6187.31640625,74.00377655029297,M,0,Male,Other
34,Greater than 45,0,7,0,0,8,39.39276123046875,17.255870819091797,-195.3397216796875,85.3556900024414,M,1,Male,Caucasian
25,Less than 25,0,4,0,3,6,213.1285400390625,26.688385009765625,-152.46707153320312,149.9546356201172,M,1,Male,Caucasian
24,25 - 45,0,1,0,0,1,-57.506927490234375,3.0634493827819824,-140.32443237304688,22.16131591796875,F,0,Female,Other
50,25 - 45,0,8,0,0,1,-122.01571655273438,10.322790145874023,-137.57275390625,54.18613052368164,F,1,Male,Other
30,Less than 25,0,3,0,0,3,139.984619140625,11.069440841674805,5.505401611328125,55.394676208496094,M,1,Male,Caucasian
42,Less than 25,0,3,0,0,2,200.283447265625,11.593936920166016,773.0870361328125,53.88087844848633,M,0,Male,Caucasian
51,25 - 45,0,8,0,0,1,-120.754638671875,10.253890037536621,-139.77235412597656,53.97673797607422,F,1,Male,Other
27,25 - 45,0,4,0,0,2,221.1622314453125,16.267566680908203,2740.39794921875,49.890380859375,F,0,Male,Other
51,Greater than 45,0,8,0,0,2,-120.96646118164062,10.026865005493164,-168.4184112548828,48.973487854003906,F,1,Male,Other
25,25 - 45,0,1,0,0,0,-55.958648681640625,2.96035099029541,-129.30055236816406,20.320507049560547,F,0,Female,Other
45,25 - 45,0,9,0,0,1,-80.10760498046875,10.694229125976562,-54.20182800292969,49.604618072509766,F,1,Male,Other
74,Greater than 45,0,8,0,0,3,-86.6785888671875,11.189090728759766,-166.17337036132812,45.0947151184082,F,1,Male,Caucasian
40,25 - 45,0,5,0,0,1,-102.56536865234375,7.430624008178711,-130.0040740966797,34.844154357910156,F,1,Male,Other
27,25 - 45,0,1,0,0,1,215.19976806640625,10.774971961975098,2327.9208984375,40.25236511230469,F,0,Male,Other
76,Greater than 45,0,9,0,0,3,-94.12875366210938,13.432942390441895,-150.4036102294922,52.61408996582031,F,1,Male,Caucasian
24,25 - 45,0,1,0,0,0,-55.118072509765625,3.1327810287475586,-133.8354034423828,20.592674255371094,F,0,Female,Other
24,25 - 45,0,1,0,0,0,-37.27081298828125,5.5081071853637695,-18.610748291015625,21.933565139770508,F,0,Female,Other
19,Less than 25,0,3,0,5,5,217.326171875,23.857839584350586,-185.2916259765625,160.76358032226562,M,1,Male,Caucasian
38,Greater than 45,0,6,0,1,7,77.55902099609375,17.365816116333008,-168.63722229003906,93.39492797851562,M,1,Male,Caucasian
22,Less than 25,0,3,0,3,5,196.20477294921875,20.25739097595215,-136.21353149414062,123.76294708251953,M,1,Male,Caucasian
22,Less than 25,0,4,0,2,6,150.38836669921875,17.323747634887695,-192.6141815185547,97.28752136230469,M,1,Male,Caucasian
23,Less than 25,0,2,0,0,2,123.28057861328125,9.1444091796875,-89.58940124511719,42.42698287963867,M,1,Male,Caucasian
27,Less than 25,7,4,12,6,35,978.263916015625,601.9982299804688,7586.4580078125,7604.0,F,1,Female,Other
52,Greater than 45,0,5,0,0,1,256.42431640625,11.678975105285645,2398.593994140625,61.999427795410156,M,0,Male,Caucasian
37,25 - 45,0,5,0,0,1,-94.30905151367188,7.800966262817383,-92.92729187011719,37.627464294433594,F,1,Male,Other
41,25 - 45,0,6,0,0,1,332.42608642578125,14.965690612792969,3645.59814453125,59.721473693847656,M,0,Male,Caucasian
54,Greater than 45,0,8,0,0,3,-116.04769897460938,11.960739135742188,-174.42979431152344,52.737369537353516,F,1,Male,Other
43,25 - 45,0,8,0,0,5,-91.30929565429688,11.961907386779785,-181.9403076171875,43.03273010253906,F,1,Male,Other
24,25 - 45,0,1,0,0,0,-55.62347412109375,2.9824371337890625,-126.08277893066406,20.034969329833984,F,0,Female,Other
54,Greater than 45,0,8,0,0,2,-123.41873168945312,10.581785202026367,-159.8885498046875,59.48420715332031,F,1,Male,Other
20,Less than 25,0,4,0,4,5,202.642822265625,21.942764282226562,-210.4123077392578,133.99945068359375,M,1,Male,Caucasian
24,25 - 45,0,1,0,0,0,-58.965179443359375,2.967503547668457,-126.10232543945312,20.88274383544922,F,0,Female,Other
44,25 - 45,0,8,0,0,1,-99.40567016601562,9.542641639709473,-131.8367156982422,43.178443908691406,F,1,Male,Other
43,25 - 45,0,8,0,0,1,-80.058837890625,9.787260055541992,-54.30781555175781,46.18451690673828,F,1,Male,Other
20,Less than 25,0,3,0,5,6,246.01019287109375,29.673263549804688,-177.50320434570312,193.78347778320312,M,1,Male,Caucasian
74,Greater than 45,0,9,0,0,3,-96.02920532226562,11.003182411193848,-159.1760711669922,42.249542236328125,F,1,Male,Caucasian
52,25 - 45,0,9,0,0,1,-121.9996337890625,10.507871627807617,-141.10780334472656,54.795955657958984,F,1,Male,Other
35,25 - 45,0,8,0,0,4,-6.284759521484375,14.960245132446289,83.0482177734375,62.947139739990234,F,1,Male,Other
20,Less than 25,0,3,0,4,4,189.37347412109375,20.32862663269043,-178.5131378173828,130.33937072753906,M,1,Male,Caucasian
78,Greater than 45,0,7,0,0,3,-49.612884521484375,12.001388549804688,-127.61700439453125,42.46754455566406,M,1,Male,Caucasian
25,25 - 45,0,1,0,0,0,-54.23321533203125,3.7403554916381836,-113.6351318359375,21.679529190063477,F,0,Female,Other
24,25 - 45,0,1,0,0,0,-59.537322998046875,3.4939937591552734,-126.02412414550781,20.394611358642578,F,0,Female,Other
25,25 - 45,0,1,0,0,0,-67.092041015625,2.9422545433044434,-112.58349609375,19.927326202392578,F,0,Female,Other
26,25 - 45,0,1,0,0,0,-59.43817138671875,3.433666229248047,-120.89952087402344,21.354785919189453,F,0,Female,Other
26,25 - 45,0,1,0,0,0,-64.0697021484375,3.3559961318969727,-110.82411193847656,21.18459701538086,F,0,Female,Other
21,Less than 25,0,2,0,0,0,-65.35214233398438,7.063102722167969,-74.73701477050781,25.468563079833984,M,0,Male,Other
42,25 - 45,0,7,0,0,2,-111.139404296875,7.960474967956543,-147.70469665527344,36.61199188232422,F,1,Male,Other
24,25 - 45,0,1,0,0,0,-65.9014892578125,3.2593493461608887,-112.16450500488281,19.58354949951172,F,0,Female,Other
43,Greater than 45,0,4,0,1,4,147.7386474609375,19.60224723815918,-74.51397705078125,109.025146484375,M,1,Male,Caucasian
75,Greater than 45,0,8,0,0,3,-84.957763671875,12.206974983215332,-171.72853088378906,41.322452545166016,F,1,Male,Caucasian
76,Greater than 45,0,8,0,0,2,-57.212127685546875,9.699760437011719,-90.81861877441406,46.42314147949219,M,1,Male,Caucasian
22,Less than 25,0,3,0,0,0,-52.73822021484375,11.762718200683594,4.016876220703125,26.638132095336914,M,0,Male,Caucasian
45,Less than 25,8,4,12,6,35,959.7586669921875,601.9974975585938,7585.849609375,7604.0,F,1,Female,Other
55,Greater than 45,0,9,0,0,1,-122.48855590820312,11.188515663146973,-143.58978271484375,64.59872436523438,F,1,Male,Other
42,Greater than 45,0,7,0,0,8,33.656280517578125,17.73137855529785,-181.9746856689453,95.793212890625,M,1,Male,Caucasian
75,Greater than 45,0,8,0,0,3,-78.98193359375,12.348441123962402,-178.61111450195312,41.17401885986328,F,1,Male,Caucasian
19,Less than 25,0,3,0,5,4,212.66668701171875,22.331274032592773,-195.4261474609375,155.16162109375,M,1,Male,Caucasian
23,25 - 45,0,1,0,0,0,-60.45654296875,3.0426034927368164,-125.45367431640625,19.707508087158203,F,0,Female,Other
28,25 - 45,0,2,0,0,1,101.6759033203125,10.433382987976074,999.7314453125,36.310367584228516,F,0,Male,Other
22,25 - 45,0,2,0,0,0,13.058319091796875,10.465784072875977,359.9456787109375,30.57151985168457,M,0,Male,Other
24,25 - 45,0,1,0,0,1,-51.50048828125,3.125035285949707,-154.91065979003906,22.353487014770508,F,0,Female,Other
28,25 - 45,0,6,0,0,1,412.86968994140625,23.05202865600586,5113.59814453125,63.69066619873047,M,0,Male,Caucasian
24,25 - 45,0,1,0,0,0,-60.601715087890625,3.018738269805908,-127.47662353515625,20.0200138092041,F,0,Female,Other
44,Greater than 45,0,6,0,1,6,94.43106079101562,21.417098999023438,-149.61082458496094,112.17035675048828,M,1,Male,Caucasian
45,Greater than 45,0,6,0,0,1,352.3995361328125,16.601194381713867,3892.908203125,67.43052673339844,M,0,Male,Caucasian
24,Less than 25,0,3,0,0,5,55.07415771484375,66.40027618408203,311.753173828125,498.9776916503906,M,0,Male,Other
49,25 - 45,0,8,0,0,3,-105.91619873046875,11.721924781799316,-133.42864990234375,62.11681365966797,F,1,Male,Other
75,Greater than 45,0,8,0,0,2,-89.14584350585938,10.266541481018066,-154.70127868652344,39.577274322509766,F,1,Male,Caucasian
23,25 - 45,0,4,0,0,1,362.94146728515625,26.16904640197754,4515.05712890625,52.713348388671875,M,0,Male,Other
25,25 - 45,0,1,0,0,0,-52.499481201171875,3.781526565551758,-114.02775573730469,22.077014923095703,F,0,Female,Other
24,25 - 45,0,1,0,0,0,-54.28692626953125,3.610840320587158,-125.46827697753906,21.270484924316406,F,0,Female,Other
24,25 - 45,0,1,0,0,0,-55.138397216796875,3.1515603065490723,-132.51173400878906,20.450359344482422,F,0,Female,Other
20,Less than 25,0,3,0,5,6,228.3961181640625,26.755847930908203,-190.74032592773438,169.9980010986328,M,1,Male,Caucasian
87,Less than 25,8,6,12,6,35,865.63916015625,601.9845581054688,7580.197265625,7604.0,F,1,Male,Other
32,25 - 45,0,2,0,0,1,-78.85104370117188,5.39131498336792,-97.28550720214844,28.119298934936523,F,1,Male,Other
19,Less than 25,0,2,0,5,4,207.75396728515625,22.584375381469727,-180.2244873046875,146.5218505859375,M,1,Male,Caucasian
46,Greater than 45,0,3,0,0,3,168.10784912109375,12.034382820129395,137.34133911132812,56.215030670166016,M,1,Male,Caucasian
29,25 - 45,0,5,0,0,1,399.3782958984375,21.855371475219727,4875.35205078125,64.09042358398438,M,0,Male,Caucasian
25,25 - 45,0,1,0,0,0,-61.098480224609375,3.19891357421875,-123.20957946777344,20.572505950927734,F,0,Female,Other
20,Less than 25,0,3,0,4,4,192.6888427734375,20.992521286010742,-150.5161895751953,137.05810546875,M,1,Male,Caucasian
20,Less than 25,0,3,0,0,0,-50.17120361328125,8.745403289794922,-104.69497680664062,26.03057289123535,M,0,Male,Other
21,25 - 45,0,1,0,0,0,-32.016265869140625,3.804349899291992,-154.50038146972656,19.51443099975586,F,0,Female,Other
51,Greater than 45,0,8,0,0,2,-123.043212890625,9.773728370666504,-169.27102661132812,47.7436408996582,F,1,Male,Other
23,Less than 25,0,2,0,0,0,-70.90487670898438,7.884458541870117,-61.322296142578125,27.766456604003906,M,0,Male,Caucasian
20,Less than 25,0,3,0,5,4,208.3233642578125,23.792407989501953,-175.7732391357422,155.43356323242188,M,1,Male,Caucasian
23,25 - 45,0,4,0,0,1,351.91705322265625,25.48126792907715,4369.6240234375,54.99855041503906,M,0,Male,Other
25,25 - 45,0,2,0,0,0,-68.05203247070312,8.162466049194336,32.852752685546875,27.015901565551758,M,0,Male,Caucasian
19,Less than 25,0,3,0,5,5,214.85797119140625,23.09248161315918,-211.392578125,152.5620880126953,M,1,Male,Caucasian
31,25 - 45,0,2,0,0,1,73.57015991210938,7.6949920654296875,472.73077392578125,38.03650665283203,M,0,Male,Caucasian
22,25 - 45,0,2,0,0,0,-54.16485595703125,7.378508567810059,42.373504638671875,25.914770126342773,M,0,Male,Other
70,Greater than 45,0,7,0,0,3,-28.190521240234375,11.395503044128418,-125.90660095214844,42.966331481933594,M,1,Male,Caucasian
54,Greater than 45,0,4,0,0,2,33.34326171875,7.82330322265625,-40.91900634765625,41.89035415649414,M,1,Male,Caucasian
