,file,DI,Stat Par,Avg Odds,Eq Opp,Theil,prec,rec,acc,bal_acc
27,sample_data_parallel_compas-race-WGAN-gmm_race_6.csv,0.096,0.144,0.079,0.099,0.288,0.675,0.605,0.63,0.632
28,sample_data_parallel_compas-race-WGAN-norm_race_4.csv,0.04,-0.052,0.017,0.026,0.32,0.707,0.552,0.635,0.642
29,sample_data_parallel_compas-race-WGAN-norm_race_5.csv,0.064,0.055,0.054,0.062,0.291,0.693,0.598,0.64,0.643
30,sample_data_parallel_compas-race-WGAN-norm_race_6.csv,0.061,0.103,0.068,0.065,0.252,0.657,0.664,0.632,0.629
31,sample_data_parallel_compas-race-fairgan_race_4.csv,0.036,-0.078,0.004,-0.009,0.159,0.618,0.821,0.629,0.613
32,sample_data_parallel_compas-race-fairgan_race_5.csv,0.104,0.226,0.106,0.064,0.186,0.604,0.777,0.605,0.59
33,sample_data_parallel_compas-race-fairgan_race_6.csv,0.094,-0.171,-0.019,-0.056,0.238,0.653,0.687,0.635,0.63
34,sample_data_parallel_compas-race-tabfairgan_race_4.csv,0.031,0.042,0.046,0.061,0.305,0.688,0.578,0.631,0.635
35,sample_data_parallel_compas-race-tabfairgan_race_5.csv,0.017,0.012,0.034,0.077,0.28,0.687,0.615,0.641,0.643
36,sample_data_parallel_compas-race-tabfairgan_race_6.csv,0.08,0.11,0.06,0.113,0.322,0.679,0.554,0.618,0.623
37,sample_data_parallel_compas-race-VGAN-ordi-gmm_race_1.csv,0.071,-0.118,-0.006,0.013,0.253,0.675,0.66,0.645,0.643
38,sample_data_parallel_compas-race-VGAN-ordi-gmm_race_2.csv,0.059,0.07,0.058,0.075,0.342,0.726,0.516,0.634,0.644
39,sample_data_parallel_compas-race-VGAN-ordi-gmm_race_3.csv,0.034,0.04,0.043,0.074,0.35,0.714,0.507,0.624,0.634
40,sample_data_parallel_compas-race-VGAN-ordi-norm_race_1.csv,0.096,-0.155,-0.014,-0.017,0.262,0.687,0.644,0.649,0.65
41,sample_data_parallel_compas-race-VGAN-ordi-norm_race_2.csv,0.016,0.003,0.045,0.032,0.209,0.682,0.729,0.67,0.665
42,sample_data_parallel_compas-race-VGAN-ordi-norm_race_3.csv,0.021,-0.013,0.034,0.031,0.245,0.679,0.671,0.651,0.65
