sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,31.0,Less than 25,Other,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,F,1
Female,60.112816,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,30.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,38.0,-1.0,0.0,0.0,1.0,F,0
Male,46.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,1.0,-1.0,749.0,0.0,1.0,F,0
Male,36.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,0.0,0.0,7604.0,F,1
Male,25.0,25 - 45,Caucasian,0.0,7.0,0.0,0.0,0.0,-1.0,55.9485,0.0,1.0,F,0
Male,33.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,32.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,7603.0,0.0,M,0
Male,37.0,Greater than 45,Other,0.0,1.0,0.0,0.0,2.0,-1.0,1.0,0.0,7604.0,F,0
Male,40.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-55.44375,6.0,0.0,1.0,F,0
Female,25.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,M,1
Male,45.0,Less than 25,Caucasian,0.0,4.0,0.0,0.0,38.0,-1.0,-1.0,0.0,2.0,F,1
Female,31.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,-414.0,749.0,0.0,43.0,F,1
Male,42.0,Greater than 45,Caucasian,0.0,10.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,F,1
Male,28.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,6.0,-60.0,1.0,0.0,1.6783658,F,1
Male,34.0,Less than 25,Caucasian,0.0,8.0,0.0,0.0,38.0,-1.0,0.0,0.0,1.0,F,1
Male,32.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-414.0,749.0,0.0,1.0,F,1
Male,96.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,0
Male,27.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,1001.0,1.0,0.0,0.0,F,0
Male,96.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,M,0
Male,47.0,25 - 45,Other,0.0,4.0,0.0,0.0,2.0,-2.0,0.0,7603.0,1.0,F,0
Female,21.0,Less than 25,Other,0.0,6.0,0.0,0.0,0.0,-10.0,1.0,0.0,11.0,F,1
Female,36.0,25 - 45,Other,0.0,4.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,F,1
Female,25.0,Less than 25,Other,0.0,3.0,0.0,0.0,2.0,-1.0,29.0,1.0,47.0,F,1
Male,28.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,1.0,-2.0,749.0,0.0,7604.0,F,0
Male,23.0,Less than 25,Other,0.0,6.0,0.0,0.0,38.0,-18.0,1.0,1.0,7604.0,F,0
Male,33.0,25 - 45,Other,0.0,1.0,0.0,0.0,12.0,-1.0,2.0,0.0,7604.0,F,0
Male,24.0,25 - 45,Other,0.0,4.0,0.0,0.0,38.0,-1.0,1.0,7603.0,298.96503,M,1
Male,37.0,25 - 45,Other,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,M,1
Male,96.0,Greater than 45,Other,0.0,1.0,0.0,0.0,5.0,-1.0,193.70563,0.0,1.0,M,0
Male,29.0,25 - 45,Caucasian,0.0,9.0,0.0,0.0,5.0,-1.0,33.757565,0.0,7604.0,F,0
Male,33.0,25 - 45,Other,0.0,7.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,F,1
Male,38.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,F,1
Male,21.0,Less than 25,Other,0.0,9.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,F,1
Male,22.0,25 - 45,Other,0.0,8.0,0.0,0.0,0.0,1001.0,1.0,0.0,0.0,F,1
Female,22.0,25 - 45,Other,0.0,10.0,0.0,0.0,10.0,-37.509247,62.881664,0.0,1.0,F,1
Male,24.0,Less than 25,Other,0.0,4.0,0.0,0.0,1.0,-1.0,749.0,1.0,1.0,M,1
Male,26.0,Greater than 45,Other,0.0,3.0,0.0,0.0,8.0,-16.05904,0.0,0.0,6.0,M,0
Male,23.0,25 - 45,Other,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,F,1
Male,59.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,25.0,25 - 45,Other,0.0,8.0,0.0,0.0,5.0,-1.0,0.0,0.0,1.0,F,0
Male,46.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,2.0,1.0,1.0,M,0
Male,18.0,25 - 45,Other,0.0,6.0,0.0,0.0,38.0,-2.0,749.0,0.0,1.0,M,1
Male,96.0,25 - 45,Caucasian,0.0,10.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,F,1
Male,29.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,11.0,-17.0,1.0,0.0,7604.0,M,1
Male,26.0,Less than 25,Other,0.0,6.0,0.0,0.0,0.0,0.0,21.818071,0.0,0.0,F,1
Male,51.0,Greater than 45,Other,0.0,8.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,1
Female,21.0,25 - 45,Other,0.0,10.0,0.0,0.0,9.0,-1.0,0.0,0.0,1.0,F,1
Male,47.0,25 - 45,Caucasian,0.0,4.0,0.0,0.0,0.0,-58.783756,0.0,0.0,1.0,M,0
Male,27.0,25 - 45,Other,0.0,5.0,0.0,0.0,2.0,-1.0,1.0,0.0,1.0,F,1
Female,25.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-21.157906,19.0,0.0,1.0,F,0
Female,29.0,Greater than 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,F,1
Male,33.0,Greater than 45,Other,0.0,7.0,0.0,0.0,3.0,-414.0,749.0,1.0,1.0,M,1
Male,30.0,25 - 45,Other,0.0,2.0,0.0,0.0,38.0,-1.0,0.0,0.0,1.0,F,1
Male,29.0,Greater than 45,Other,0.0,2.0,0.0,0.0,4.0,-1.0,1.0,0.0,2.0,F,1
Male,48.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,26.0,25 - 45,Other,0.0,1.0,0.0,7.0,38.0,-1.0,7.0,0.0,1.0,M,1
Male,59.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,21.0,0.0,7604.0,M,0
Male,32.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,F,0
Female,30.0,25 - 45,Other,0.0,3.0,0.0,0.0,6.0,-1.0,0.0,0.0,1.0,M,0
Male,35.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-1.0,749.0,0.0,1.0,M,1
Male,24.0,25 - 45,Caucasian,0.0,7.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,M,1
Male,31.0,Greater than 45,Other,0.0,1.0,0.0,0.0,2.0,-1.0,5.0,0.0,7604.0,M,0
Male,38.0,Greater than 45,Other,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,7603.0,0.0,M,0
Male,25.0,25 - 45,Other,0.0,6.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,F,1
