fnlwgt,hours-per-week,capital-gain,capital-loss,education-num,age,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
109399,13,0,0,8,22,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
266784,50,0,0,8,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Mexico,Male,unpref
109984,11,0,0,10,24,Private,Some-college,Never-married,?,Own-child,White,United-States,unpriv,unpref
429819,18,0,0,14,30,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,United-States,unpriv,>50K
155724,37,0,0,9,20,Private,Some-college,Never-married,?,Own-child,White,United-States,Male,unpref
121730,39,0,0,10,23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
92035,39,6443,0,10,54,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,Male,>50K
138557,39,0,0,10,28,Private,Some-college,Never-married,?,Not-in-family,White,United-States,Male,unpref
154756,40,0,0,9,37,Local-gov,Some-college,Never-married,Prof-specialty,Unmarried,Black,United-States,unpriv,unpref
102448,39,0,0,10,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
21912,40,0,0,8,58,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Mexico,unpriv,>50K
114203,47,6000,1926,13,48,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,?,Male,>50K
110828,40,0,0,13,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
83022,39,0,0,10,43,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
217251,39,0,1924,3,43,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,Mexico,unpriv,unpref
197890,16,0,0,10,19,Private,11th,Never-married,Other-service,Own-child,White,Mexico,Male,unpref
265495,39,0,0,9,25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
245399,39,0,1922,8,44,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,White,Trinadad&Tobago,Male,>50K
46807,43,3978,0,8,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,Male,unpref
109443,18,0,0,10,21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
212624,50,0,0,9,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
141615,9,0,0,12,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,unpref
218369,40,0,0,9,45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
225055,21,0,0,9,17,Private,Some-college,Never-married,Adm-clerical,Own-child,White,?,unpriv,unpref
50027,40,0,0,10,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Mexico,Male,unpref
149634,49,0,0,14,28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
60265,47,4339,0,12,51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Own-child,White,Portugal,Male,>50K
339339,40,0,0,10,36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
72809,40,0,0,9,33,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
128009,38,0,0,13,44,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,unpref
125612,40,0,0,10,40,Private,Masters,Married-civ-spouse,Adm-clerical,Not-in-family,White,United-States,Male,unpref
224680,51,5170,0,10,45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,?,Male,>50K
85381,39,0,0,8,34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
58761,40,0,0,8,24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
269263,40,0,0,2,17,Private,11th,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
34021,46,0,0,10,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
51086,39,0,0,8,53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
116316,26,0,0,13,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
194283,49,0,0,10,43,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,>50K
259820,18,0,0,9,25,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
267526,39,0,0,8,18,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,unpref
93184,46,0,0,13,47,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,unpriv,unpref
118328,40,0,0,9,51,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
161850,42,14247,1504,12,51,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,United-States,unpriv,>50K
393325,40,0,0,9,41,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Germany,unpriv,unpref
190223,30,0,0,10,39,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
186210,40,0,0,9,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
178317,22,0,0,9,61,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,Male,unpref
160031,39,0,0,9,18,Private,HS-grad,Never-married,?,Own-child,White,United-States,Male,unpref
165954,21,0,0,10,19,?,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
175158,39,0,0,8,25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
254315,24,0,0,9,42,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,unpref
435637,11,8961,0,15,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Columbia,Male,>50K
53437,39,0,0,9,62,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,United-States,Male,unpref
134275,11,0,0,9,20,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,unpref
161784,49,0,0,14,50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,>50K
36888,19,0,0,13,37,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Philippines,unpriv,unpref
223414,39,0,0,10,36,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
130163,40,0,0,8,38,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Philippines,Male,unpref
356427,40,0,0,10,40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
129305,26,0,0,10,39,Private,11th,Divorced,Other-service,Unmarried,White,Mexico,unpriv,unpref
84211,39,0,0,8,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,Male,unpref
122754,53,0,0,13,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
139585,40,0,0,8,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
224494,39,0,0,16,29,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Guatemala,Male,>50K
77403,18,0,0,9,21,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
236135,52,0,0,8,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
104247,30,0,0,12,17,Private,Bachelors,Never-married,?,Own-child,White,United-States,Male,unpref
232119,53,0,0,15,50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
61809,40,0,0,8,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
164491,39,0,0,3,24,Private,11th,Never-married,Machine-op-inspct,Own-child,White,United-States,unpriv,unpref
166187,29,0,0,13,29,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
196746,37,0,0,9,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
404520,39,0,0,9,45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Germany,unpriv,unpref
116636,40,0,0,9,60,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Mexico,unpriv,>50K
233808,50,0,0,8,51,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Mexico,Male,unpref
150187,28,0,0,9,23,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,United-States,unpriv,unpref
28226,24,0,0,10,20,Private,11th,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
279877,39,0,0,8,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,United-States,Male,unpref
437611,20,0,0,10,23,Private,Some-college,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
272831,21,0,0,12,48,Private,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,United-States,Male,unpref
17378,31,0,0,9,40,Private,HS-grad,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Philippines,unpriv,unpref
289868,39,0,0,9,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
201501,48,6139,0,10,43,Private,Some-college,Never-married,Craft-repair,Husband,White,?,Male,unpref
169545,51,7498,0,13,56,Self-emp-not-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Philippines,Male,>50K
58387,39,0,0,8,18,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
361092,40,0,0,8,21,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
155610,53,0,0,2,47,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Mexico,unpriv,unpref
245259,39,0,0,8,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
12328,40,0,0,8,17,Private,11th,Never-married,Other-service,Husband,White,United-States,Male,unpref
218708,53,0,0,10,50,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,Male,unpref
159648,39,0,0,10,37,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
136012,40,0,0,8,34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
409929,40,0,0,12,41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
190381,39,0,0,12,22,Private,Bachelors,Never-married,?,Not-in-family,White,United-States,Male,unpref
194262,43,0,0,9,36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
89288,34,0,0,7,32,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
269796,40,0,0,8,24,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,unpref
138326,40,0,0,9,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
