fnlwgt,hours-per-week,capital-gain,capital-loss,education-num,age,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
148568,12,0,0,5,25,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,United-States,Male,unpref
444283,40,0,0,16,41,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,?,Male,>50K
135818,26,0,0,9,20,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
91977,39,0,0,8,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
7892,50,0,0,10,25,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,unpref
343657,39,0,0,8,30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,United-States,Male,unpref
350639,39,0,0,9,37,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Jamaica,Male,unpref
296598,50,0,0,12,21,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
421607,47,4828,0,9,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
241486,40,0,0,8,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,Male,unpref
316502,34,0,0,10,23,Private,Some-college,Never-married,Sales,Own-child,White,Mexico,unpriv,unpref
76836,40,0,0,8,25,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
176076,39,0,0,8,28,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Mexico,unpriv,unpref
33364,40,0,0,13,40,Private,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,Black,United-States,Male,unpref
37809,40,0,0,12,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
278080,47,0,1925,8,46,Self-emp-not-inc,5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Dominican-Republic,Male,>50K
198228,40,0,0,13,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,United-States,Male,>50K
185762,53,0,0,13,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
268268,26,0,0,4,37,Self-emp-not-inc,11th,Never-married,Other-service,Other-relative,Black,United-States,Male,unpref
142847,40,0,0,10,25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
122602,49,0,0,8,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,unpref
86244,39,0,0,9,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
42839,46,0,0,13,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
98795,37,0,0,10,18,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
127721,41,0,0,5,56,Private,11th,Divorced,Other-service,Not-in-family,White,United-States,unpriv,unpref
256779,40,0,0,8,61,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,United-States,unpriv,unpref
133796,39,0,0,9,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,United-States,Male,unpref
195615,39,0,0,4,25,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,United-States,Male,unpref
56164,20,0,0,9,40,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
187617,40,0,0,6,33,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
151580,39,0,0,7,25,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,United-States,unpriv,unpref
45045,40,0,0,9,20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
247038,39,0,0,6,17,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
125931,39,0,0,9,40,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,>50K
13429,47,4577,0,12,46,Local-gov,HS-grad,Married-civ-spouse,?,Own-child,Black,United-States,Male,unpref
213205,50,0,0,8,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
435307,6,0,0,12,22,Private,Bachelors,Never-married,?,Own-child,White,United-States,unpriv,unpref
251960,39,0,0,10,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,United-States,unpriv,unpref
250177,39,0,0,9,28,Self-emp-not-inc,7th-8th,Separated,Other-service,Not-in-family,Black,Mexico,Male,unpref
193390,39,0,0,13,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
262802,40,0,0,10,38,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,United-States,unpriv,unpref
78671,39,0,0,8,57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
261809,48,0,0,8,58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
71312,40,0,0,10,46,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Honduras,unpriv,unpref
198429,39,0,0,10,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
209405,44,0,0,9,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,unpref
227429,39,0,0,10,60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
178050,40,0,0,8,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
9464,39,5198,1920,15,27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,India,Male,unpref
222182,51,0,0,8,62,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
225372,40,0,0,10,32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
168306,40,0,0,9,22,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,unpref
122040,39,0,0,9,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
94180,35,0,0,9,19,?,Some-college,Never-married,?,Own-child,White,United-States,unpriv,unpref
309833,40,0,0,10,35,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
57993,39,0,0,12,40,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
136997,44,0,0,10,46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
232732,40,0,0,12,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
129759,40,0,0,13,62,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,>50K
191384,47,4072,1970,12,51,Private,HS-grad,Divorced,Transport-moving,Husband,White,United-States,unpriv,>50K
241846,47,6685,0,9,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
206033,40,637,1927,15,36,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,Canada,Male,>50K
149889,18,0,0,8,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
144227,40,0,0,12,48,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,United-States,unpriv,unpref
121621,40,0,1476,10,40,Private,Assoc-voc,Divorced,Exec-managerial,Husband,White,?,Male,unpref
149397,39,0,0,8,34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,unpriv,unpref
115158,40,0,0,9,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
134392,52,0,0,8,48,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Mexico,Male,unpref
149603,19,0,0,13,34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
233187,14,0,0,8,19,Private,HS-grad,Never-married,Adm-clerical,Wife,White,United-States,unpriv,unpref
230503,10,4019,1900,10,48,Local-gov,11th,Never-married,Adm-clerical,Not-in-family,Black,Mexico,Male,unpref
182874,40,0,0,8,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
374719,39,0,0,9,28,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,United-States,unpriv,unpref
143739,40,0,0,9,42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,unpriv,unpref
246461,51,0,0,8,55,Private,HS-grad,Divorced,Sales,Not-in-family,Black,Mexico,Male,unpref
183151,39,0,0,9,37,Local-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
436885,50,3054,0,8,30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
265551,40,0,0,9,37,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
229218,39,0,0,15,44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
284414,40,0,0,8,41,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Unmarried,White,Philippines,Male,unpref
207837,8,7017,1920,8,38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
39884,51,0,0,13,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
227905,33,0,0,9,48,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,unpriv,unpref
261394,39,0,0,10,35,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
119204,40,0,0,8,64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
334416,39,0,0,8,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
63827,25,0,0,14,34,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,?,unpriv,unpref
245568,40,0,0,9,39,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,>50K
240075,40,0,0,13,41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
117872,40,0,0,8,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
122598,39,0,0,9,46,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
192462,60,0,0,9,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
122818,34,0,0,9,60,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Not-in-family,White,United-States,Male,unpref
257749,39,0,0,10,20,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,unpriv,unpref
196669,53,0,0,12,31,Private,Some-college,Divorced,Exec-managerial,Husband,White,United-States,Male,unpref
394894,50,0,0,8,25,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
248184,16,0,0,10,19,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
79031,50,0,0,9,28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
161645,39,0,0,10,34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
206812,21,0,0,9,20,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,>50K
23925,40,0,0,8,20,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male,unpref
211601,40,0,0,10,35,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
386667,43,0,0,14,29,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Mexico,Male,unpref
185015,52,0,0,8,31,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
266569,39,0,0,5,38,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male,unpref
48039,42,0,0,9,37,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,unpref
118827,25,0,0,9,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
178709,39,0,0,12,47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
97145,40,0,0,10,36,Private,Some-college,Divorced,Other-service,Not-in-family,White,?,unpriv,unpref
203059,22,0,0,8,60,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
183248,39,0,0,9,24,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
108289,39,0,0,10,47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
315925,44,0,1925,9,40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
289467,33,0,0,12,33,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
345973,40,0,0,12,33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
201128,48,0,0,13,38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
18950,30,0,0,8,47,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,unpriv,unpref
225800,40,0,0,8,21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
111813,29,0,0,8,16,State-gov,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
58316,40,0,0,13,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
111469,45,0,0,10,18,Private,Some-college,Never-married,Sales,Own-child,Black,United-States,Male,unpref
197039,46,0,0,8,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
38144,20,0,0,10,17,Private,Assoc-voc,Never-married,Other-service,Own-child,Black,United-States,unpriv,unpref
14902,40,0,0,10,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
261597,20,0,0,9,17,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Mexico,unpriv,unpref
176102,21,0,0,8,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
410710,39,0,0,8,42,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
193853,18,0,0,8,33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,Black,Philippines,unpriv,unpref
127180,39,0,0,9,39,Self-emp-not-inc,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
380990,53,0,0,10,39,Private,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,United-States,Male,unpref
176678,52,0,0,7,54,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,Male,unpref
343551,28,0,0,10,23,Private,Bachelors,Never-married,Sales,Own-child,White,Mexico,unpriv,unpref
200750,40,0,0,9,37,Private,HS-grad,Divorced,Other-service,Unmarried,Black,United-States,unpriv,unpref
139250,34,0,0,9,36,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
252988,48,0,0,9,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
281293,33,0,0,8,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
135220,40,0,1632,13,25,State-gov,Masters,Divorced,Prof-specialty,Wife,White,Ireland,unpriv,>50K
107196,39,0,0,9,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
191435,45,0,0,10,25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
239921,34,0,0,8,51,Private,Assoc-acdm,Married-civ-spouse,Other-service,Unmarried,White,Mexico,Male,unpref
184521,40,0,0,10,30,Private,11th,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
395521,39,0,0,9,27,Private,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,United-States,Male,>50K
129360,39,0,0,12,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
104204,47,0,0,9,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
97935,26,0,0,9,24,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
177315,53,0,0,10,39,Local-gov,Some-college,Separated,Prof-specialty,Husband,Asian-Pac-Islander,United-States,Male,>50K
407983,52,0,0,9,18,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
199824,21,0,0,4,30,Self-emp-not-inc,11th,Divorced,Other-service,Not-in-family,White,United-States,Male,unpref
392002,39,0,0,9,21,?,Some-college,Never-married,?,Husband,White,United-States,Male,unpref
109061,40,0,0,4,56,Private,10th,Never-married,Transport-moving,Not-in-family,White,United-States,Male,unpref
426890,40,0,0,8,28,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Unmarried,Black,Mexico,Male,>50K
188000,52,0,0,13,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
92177,40,0,0,9,44,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
127472,45,0,0,12,34,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
105838,25,0,0,15,58,Self-emp-not-inc,Masters,Married-civ-spouse,?,Husband,White,United-States,Male,unpref
46439,40,0,0,8,44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,unpriv,unpref
288232,11,0,0,8,19,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
34874,51,0,0,8,22,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
146724,29,0,0,10,23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,El-Salvador,unpriv,unpref
180641,14,4712,0,8,28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
224580,40,0,0,9,33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
275313,40,0,0,8,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
43539,40,0,0,9,27,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,United-States,unpriv,unpref
19678,39,0,0,9,41,Private,HS-grad,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
229853,40,0,0,12,29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Mexico,Male,unpref
196221,41,0,0,9,19,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,United-States,unpriv,unpref
135892,41,0,0,10,24,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,Male,unpref
278624,39,0,0,12,20,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Mexico,unpriv,unpref
121366,39,0,0,13,35,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Philippines,unpriv,unpref
324104,39,0,0,10,28,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,United-States,unpriv,unpref
166746,20,0,0,8,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
253133,37,0,0,9,42,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male,unpref
177021,39,0,0,8,61,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,unpriv,unpref
135226,40,0,0,9,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
14603,40,0,0,9,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,?,Male,unpref
219415,22,0,0,9,22,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
322609,49,0,0,13,41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
36391,38,0,0,10,39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Mexico,Male,unpref
145291,55,0,1922,13,16,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Philippines,Male,>50K
313782,48,0,0,8,21,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
183958,40,0,0,9,60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
107795,45,0,0,9,21,Private,Some-college,Never-married,Other-service,Not-in-family,Black,United-States,unpriv,unpref
202706,40,0,0,4,28,Private,11th,Never-married,Craft-repair,Not-in-family,White,Mexico,Male,unpref
215252,39,0,0,8,51,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,Mexico,Male,unpref
92731,45,0,0,2,33,Private,11th,Never-married,Other-service,Not-in-family,Black,Mexico,unpriv,unpref
312716,40,0,0,8,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
186897,16,7724,1922,2,24,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,United-States,unpriv,unpref
219229,39,0,0,4,60,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,unpriv,unpref
394553,39,0,0,12,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,India,Male,>50K
244862,13,0,0,12,18,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
229821,13,0,0,5,19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,United-States,Male,unpref
374458,50,4420,1926,10,30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,El-Salvador,Male,>50K
28604,39,0,0,10,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
227262,22,0,0,9,39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Mexico,Male,unpref
169205,48,0,0,9,47,Private,HS-grad,Married-civ-spouse,Other-service,Unmarried,White,United-States,unpriv,unpref
78316,60,0,0,12,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
262163,40,0,0,8,42,Private,11th,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
69402,39,0,0,8,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Guatemala,Male,unpref
107919,39,0,0,13,42,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,>50K
189377,39,0,0,8,20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
147794,47,0,0,12,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
141679,31,0,0,9,27,Private,Some-college,Never-married,Sales,Own-child,White,United-States,Male,unpref
237155,31,8371,1904,10,46,Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Mexico,Male,unpref
275915,51,0,0,8,36,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
113084,39,0,0,10,24,Private,Some-college,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
90598,39,0,0,10,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
251137,37,0,0,2,39,Private,11th,Never-married,Other-service,Husband,White,Mexico,Male,unpref
235749,40,0,0,9,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
197366,40,0,0,12,37,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
202545,39,0,0,4,46,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,United-States,Male,unpref
61129,45,0,0,8,32,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Mexico,unpriv,unpref
277139,39,0,0,8,46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
208697,39,0,0,9,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
25835,28,0,0,3,32,Private,10th,Separated,Other-service,Unmarried,Black,United-States,Male,unpref
190377,52,0,0,13,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,Male,>50K
216359,39,0,0,8,27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
376784,16,0,0,13,47,Private,Masters,Divorced,Transport-moving,Husband,White,Haiti,Male,>50K
