fnlwgt,hours-per-week,capital-gain,capital-loss,education-num,age,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
266378,50,0,0,9,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male,unpref
143497,39,0,0,8,25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Nicaragua,unpriv,unpref
7433,52,0,0,12,41,Local-gov,Masters,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,United-States,Male,>50K
285704,40,5453,1927,9,29,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Mexico,Male,>50K
345562,26,0,0,10,20,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
123173,6,0,0,9,22,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
130224,39,0,0,10,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
112660,40,0,0,8,34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,Male,unpref
201854,39,0,0,9,30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
98925,40,0,0,9,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,Male,unpref
286768,15,0,0,9,54,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,Black,United-States,unpriv,unpref
427240,39,0,0,10,36,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
183156,9,0,0,9,17,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
121630,53,0,0,12,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
183988,33,4608,1917,12,47,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,United-States,Male,>50K
220694,52,341,0,12,51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
120695,39,0,0,9,58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,unpriv,>50K
258765,28,0,0,10,27,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
206799,40,0,0,10,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
160099,49,0,0,12,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
269748,40,0,0,4,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
142463,53,0,0,12,36,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
228929,40,0,0,8,37,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
42302,46,0,0,9,18,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
131385,40,0,0,9,40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
92329,38,0,0,9,46,Self-emp-not-inc,Some-college,Divorced,?,Not-in-family,White,United-States,Male,unpref
314971,22,0,0,5,18,Private,11th,Never-married,Other-service,Own-child,White,United-States,Male,unpref
135931,39,0,0,10,24,Private,Some-college,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
278722,39,0,0,10,36,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,United-States,Male,>50K
218246,15,0,0,9,16,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Cuba,unpriv,unpref
67400,24,4833,0,12,36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Scotland,Male,>50K
209666,40,0,0,8,60,Private,HS-grad,Divorced,Adm-clerical,Husband,White,United-States,Male,unpref
150798,40,0,0,9,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
177457,40,0,0,9,48,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,unpriv,>50K
255315,39,0,0,9,25,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,United-States,unpriv,unpref
253660,40,0,0,12,45,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
283172,38,0,0,9,44,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
198387,39,0,0,12,23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
205264,39,0,0,9,30,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,unpriv,unpref
121587,30,0,0,8,25,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
189409,52,5054,0,10,18,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Mexico,Male,unpref
114023,40,0,0,10,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
366772,12,0,0,6,29,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
222902,39,0,0,10,27,Private,Some-college,Never-married,Craft-repair,Husband,White,Mexico,Male,unpref
212660,47,6422,0,9,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
207902,22,0,0,9,76,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
64796,40,0,0,8,25,Private,Some-college,Never-married,Craft-repair,Husband,White,Mexico,Male,unpref
124339,40,0,0,12,16,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
110411,14,0,0,10,41,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Philippines,unpriv,unpref
177325,40,0,1927,6,56,Private,10th,Divorced,Sales,Unmarried,White,Ecuador,unpriv,>50K
177563,40,0,0,9,29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
170400,50,0,0,12,55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,unpref
51329,40,0,0,8,18,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,unpref
168704,47,0,0,9,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,unpriv,>50K
52630,40,0,0,9,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
144990,14,0,0,9,61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
278624,52,0,0,10,41,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Not-in-family,White,Mexico,Male,unpref
309535,40,0,0,9,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,United-States,unpriv,unpref
164920,46,0,0,12,28,Private,11th,Never-married,Handlers-cleaners,Own-child,White,United-States,Male,unpref
215974,50,5028,0,8,42,Private,1st-4th,Divorced,Prof-specialty,Husband,Black,Jamaica,Male,unpref
426802,21,0,0,8,25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
205262,32,0,0,9,34,Private,Some-college,Divorced,Adm-clerical,Wife,White,United-States,unpriv,unpref
186882,40,0,0,8,39,Private,Some-college,Divorced,Adm-clerical,Wife,White,United-States,unpriv,unpref
151172,40,0,0,12,46,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Philippines,unpriv,unpref
280463,17,0,0,10,33,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
103629,39,0,0,8,22,Private,11th,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
151744,48,0,0,9,27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,unpref
231393,40,0,0,13,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
269125,39,0,0,10,20,Private,11th,Never-married,Sales,Own-child,White,United-States,Male,unpref
237404,49,0,0,9,28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
168957,45,0,0,12,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
97167,49,0,0,13,37,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
214521,40,0,0,12,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,France,Male,unpref
96423,37,0,0,6,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,unpref
38791,14,0,0,13,51,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Mexico,Male,>50K
114343,44,0,0,10,27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
411797,35,0,0,8,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
157705,39,0,0,9,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
184284,45,0,0,6,27,Private,11th,Never-married,Other-service,Own-child,Black,United-States,unpriv,unpref
133153,40,0,0,9,19,Private,HS-grad,Never-married,?,Not-in-family,White,United-States,Male,unpref
190305,19,0,0,12,16,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
44294,52,0,0,9,32,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Jamaica,Male,unpref
206124,40,0,0,9,32,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,United-States,unpriv,unpref
214605,40,0,0,9,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
95065,46,0,0,13,37,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Canada,unpriv,unpref
103017,6,0,0,12,18,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,Male,unpref
44225,52,0,0,10,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
146363,39,0,0,9,39,Private,Some-college,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
176185,32,0,0,8,21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Philippines,unpriv,unpref
203122,48,0,0,8,30,Private,HS-grad,Divorced,Sales,Unmarried,White,Mexico,Male,unpref
159345,40,0,0,12,55,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,>50K
163718,48,0,0,9,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
189581,6,0,0,9,25,Private,Some-college,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
157069,48,0,0,12,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,?,Male,>50K
94139,46,0,0,9,43,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,unpref
345098,49,6281,0,10,44,Self-emp-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Puerto-Rico,Male,>50K
258289,12,0,0,9,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
214946,52,0,0,9,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
432651,39,0,0,6,25,Private,11th,Never-married,Other-service,Own-child,Black,Mexico,unpriv,unpref
221476,40,0,0,12,40,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
303459,53,0,0,8,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,unpref
216794,23,0,0,8,21,Private,HS-grad,Never-married,Adm-clerical,Wife,White,United-States,unpriv,unpref
261014,15,0,0,10,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
149044,23,0,0,9,38,Private,HS-grad,Never-married,Other-service,Wife,Black,Philippines,unpriv,unpref
219277,44,0,0,12,23,State-gov,Bachelors,Widowed,Exec-managerial,Not-in-family,White,United-States,unpriv,unpref
306199,40,0,0,8,18,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,United-States,unpriv,unpref
351700,40,0,0,9,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
39775,28,0,0,3,29,Private,11th,Never-married,Craft-repair,Not-in-family,White,Mexico,Male,unpref
136489,44,0,0,10,46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
165809,40,0,0,9,55,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,unpriv,unpref
168703,49,15069,0,13,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
116957,40,0,0,9,34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,Male,unpref
423634,21,0,0,12,36,Private,Bachelors,Never-married,Prof-specialty,Husband,White,United-States,Male,>50K
259765,58,0,0,12,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,Male,>50K
146834,39,0,0,9,31,Private,HS-grad,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
149924,39,0,0,10,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
124754,40,0,0,8,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
248349,76,0,0,15,36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
151157,39,0,0,8,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
35264,39,0,0,14,46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
53590,21,0,0,7,18,Private,11th,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
318831,40,0,0,12,24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Mexico,unpriv,unpref
415544,40,0,0,10,17,Private,Some-college,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
341661,39,0,0,8,37,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Mexico,unpriv,unpref
57751,40,0,0,9,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,United-States,Male,unpref
196725,40,0,0,8,46,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,Ireland,Male,unpref
249109,40,0,0,12,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
85354,39,0,0,9,53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
144927,35,0,0,4,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,United-States,Male,unpref
238763,48,0,0,12,61,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Puerto-Rico,Male,unpref
148442,40,0,0,9,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
204550,18,8016,1865,10,28,Private,Some-college,Never-married,Other-service,Husband,White,United-States,Male,unpref
209056,48,6249,0,15,35,Private,Masters,Separated,Prof-specialty,Husband,White,India,Male,>50K
165552,40,0,0,10,32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
267084,53,0,0,10,38,Private,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
100053,38,0,0,9,47,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
144044,39,0,0,10,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
16386,40,0,0,9,57,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Philippines,Male,>50K
210375,39,0,0,8,37,Private,HS-grad,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
60535,40,0,0,9,27,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
260786,40,0,0,8,51,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,United-States,Male,unpref
267700,40,0,0,10,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
329023,46,6942,0,9,48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
206331,40,0,0,8,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
159462,40,0,0,8,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
404775,40,0,0,8,29,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
148112,29,0,0,8,21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Philippines,unpriv,unpref
283034,39,0,0,13,36,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
173359,25,0,1924,8,53,Private,11th,Married-civ-spouse,Other-service,Wife,White,United-States,unpriv,unpref
232269,39,0,0,8,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
164880,39,0,0,13,17,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
254704,40,0,0,9,46,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
222946,50,0,0,9,50,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,United-States,Male,>50K
356342,39,0,0,12,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
244223,40,0,0,8,44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Mexico,Male,unpref
117249,40,0,0,13,44,Private,Bachelors,Divorced,Sales,Not-in-family,White,Mexico,unpriv,unpref
121541,50,5849,0,13,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Greece,unpriv,>50K
124069,26,0,0,9,20,Private,Some-college,Never-married,Sales,Own-child,White,United-States,Male,unpref
284343,40,0,0,8,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
140742,40,0,0,10,20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Philippines,Male,unpref
228818,29,0,0,12,25,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Mexico,unpriv,unpref
260893,21,0,0,9,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
189703,39,0,0,8,59,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
123044,40,3182,0,8,28,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,United-States,Male,unpref
230440,40,0,0,9,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
148295,40,0,0,9,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
115351,21,0,0,9,18,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
34749,40,0,0,8,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
95301,16,0,0,5,21,Private,11th,Married-civ-spouse,Other-service,Husband,White,United-States,unpriv,unpref
163603,40,0,0,12,25,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,Male,>50K
247561,19,0,0,9,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Philippines,Male,unpref
98513,50,0,0,8,27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
231193,39,0,0,8,21,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
155576,48,15382,0,13,58,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Black,Philippines,Male,>50K
17354,40,0,0,8,47,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
248684,38,0,0,8,50,Private,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Mexico,unpriv,unpref
200371,46,0,0,9,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
213732,21,0,0,8,20,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,United-States,unpriv,unpref
192434,46,2787,1918,12,48,Private,Masters,Divorced,Transport-moving,Husband,White,United-States,Male,>50K
133320,48,0,0,8,58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
224114,32,0,0,10,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
167608,40,0,0,4,28,Private,11th,Never-married,Sales,Own-child,White,United-States,Male,unpref
276251,40,0,0,10,25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Mexico,unpriv,unpref
113469,42,0,0,5,22,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
369319,39,0,0,6,55,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
229367,39,0,0,5,46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
151226,39,0,0,13,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
98519,9,0,0,9,41,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,Male,unpref
213173,49,5883,0,13,31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
121050,13,0,0,10,57,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
146291,29,0,0,8,48,Private,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,United-States,Male,unpref
56194,34,0,0,8,17,Private,Some-college,Never-married,?,Own-child,White,United-States,Male,unpref
116022,40,0,0,9,40,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
427573,10,0,0,10,29,Private,Some-college,Never-married,?,Own-child,White,United-States,Male,unpref
213768,26,0,0,9,28,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Mexico,unpriv,unpref
151997,39,0,0,10,42,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
23245,40,0,0,9,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
394619,26,0,0,12,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
194352,36,0,0,4,18,Private,10th,Divorced,Other-service,Wife,White,United-States,unpriv,unpref
145003,39,0,0,8,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,United-States,Male,>50K
78468,40,0,0,10,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
185563,23,0,0,9,61,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
99509,46,0,0,9,58,Local-gov,Assoc-voc,Divorced,Other-service,Unmarried,White,United-States,unpriv,>50K
106020,40,0,0,9,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
14704,23,0,0,8,25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Mexico,Male,unpref
184905,40,0,0,10,34,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Black,United-States,unpriv,unpref
166098,39,0,0,8,62,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
135825,40,0,0,8,42,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,unpriv,unpref
196813,40,0,0,8,27,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
251338,40,0,0,8,62,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
366166,40,0,0,8,58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,unpref
149446,53,2983,0,12,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
